osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,junction,bridge
404149434,Contrada Scolatura,tertiary,False,False,38.737,"LINESTRING (18.0739674 40.141121, 18.0742027 40.1413197, 18.074272 40.1413801)",,,,
404149434,Contrada Scolatura,tertiary,False,True,190.36899999999997,"LINESTRING (18.0739674 40.141121, 18.0737343 40.1408971, 18.0735885 40.1406783, 18.073437 40.1404988, 18.0732283 40.1402958, 18.0726322 40.1397533)",,,,
84806409,Via de Magistris,residential,False,True,67.119,"LINESTRING (18.0753562 40.1428548, 18.0748609 40.1433249)",,,,
404149434,Contrada Scolatura,tertiary,False,False,52.48800000000001,"LINESTRING (18.0753562 40.1428548, 18.0753804 40.1428872, 18.075418 40.1429152, 18.0755664 40.1430028, 18.0756736 40.1430596, 18.0757967 40.1431171, 18.0758424 40.1431391)",,,,
404149434,Contrada Scolatura,tertiary,False,True,87.05,"LINESTRING (18.0753562 40.1428548, 18.0753408 40.1428113, 18.0753276 40.1427537, 18.0753186 40.1426524, 18.0752991 40.1425578, 18.0752569 40.1424834, 18.0751635 40.1423755, 18.0750816 40.1422641, 18.0750353 40.1421956, 18.0750166 40.1421305)",,,,
84806398,,residential,False,True,37.452,"LINESTRING (18.0750166 40.1421305, 18.074708 40.1423709)",,,,
404149434,Contrada Scolatura,tertiary,False,False,87.05,"LINESTRING (18.0750166 40.1421305, 18.0750353 40.1421956, 18.0750816 40.1422641, 18.0751635 40.1423755, 18.0752569 40.1424834, 18.0752991 40.1425578, 18.0753186 40.1426524, 18.0753276 40.1427537, 18.0753408 40.1428113, 18.0753562 40.1428548)",,,,
404149434,Contrada Scolatura,tertiary,False,True,75.18299999999999,"LINESTRING (18.0750166 40.1421305, 18.0749836 40.142029, 18.0749412 40.1419747, 18.0748503 40.1418821, 18.0745135 40.1415858)",,,,
84587130,,tertiary,False,False,42.236,"LINESTRING (18.0647541 40.1469688, 18.0650185 40.1472904)",2,SP90,,
84201578,Via Luigi Spagna,residential,True,False,126.826,"LINESTRING (18.0647541 40.1469688, 18.0659095 40.146492, 18.0660659 40.1464253)",,,,
84581913,Viale 24 Maggio,residential,False,True,9.685,"LINESTRING (18.0650185 40.1472904, 18.0649052 40.1472997)",2,,,
84587130,,tertiary,False,True,42.236,"LINESTRING (18.0650185 40.1472904, 18.0647541 40.1469688)",2,SP90,,
84581915,Viale 24 Maggio,tertiary,True,False,35.622,"LINESTRING (18.0657435 40.1472649, 18.065325 40.1472821)",,,,
84201670,Via d'Annunzio,residential,False,True,16.869,"LINESTRING (18.0661445 40.1472538, 18.0661371 40.1471022)",,,,
84581915,Viale 24 Maggio,tertiary,True,False,34.106,"LINESTRING (18.0661445 40.1472538, 18.0657435 40.1472649)",,,,
84201554,Via Sauro,residential,False,False,23.223,"LINESTRING (18.0666903 40.1472274, 18.0666283 40.147024)",,,,
84581915,Viale 24 Maggio,tertiary,True,False,46.484,"LINESTRING (18.0666903 40.1472274, 18.0661445 40.1472538)",,,,
74478882,Via Magenta,residential,False,True,45.52,"LINESTRING (18.0753655 40.1469762, 18.0758772 40.147097)",,,,
84678461,,unclassified,False,False,33.902,"LINESTRING (18.0753655 40.1469762, 18.0750103 40.1468375)",,,,
84201635,Via Vittorio Veneto,residential,False,False,39.613,"LINESTRING (18.0746741 40.1466514, 18.0743971 40.1469379)",,,,
84201635,Via Vittorio Veneto,residential,False,True,27.301,"LINESTRING (18.0746741 40.1466514, 18.0748561 40.1464491)",,,,
84678461,,unclassified,False,True,35.282,"LINESTRING (18.0746741 40.1466514, 18.0750103 40.1468375)",,,,
84791586,Via 4 Novembre,unclassified,False,False,83.919,"LINESTRING (18.0746741 40.1466514, 18.0738743 40.1462089)",,,,
74478892,Via de Ferraris,unclassified,False,False,30.499,"LINESTRING (18.0750025 40.1439531, 18.0752707 40.1441353)",,,,
74478892,Via de Ferraris,unclassified,False,True,53.302,"LINESTRING (18.0750025 40.1439531, 18.0745021 40.1436642)",,,,
84806424,Via Palombaio,residential,True,False,160.969,"LINESTRING (18.0750025 40.1439531, 18.0747175 40.1442111, 18.0746429 40.1442785, 18.0743606 40.1444747, 18.0741592 40.1446246, 18.0738232 40.1448522, 18.0736524 40.1449641)",,,,
84201626,Vico Garibaldi,residential,False,True,39.412,"LINESTRING (18.0738743 40.1462089, 18.0736033 40.1464965)",,,,
84791586,Via 4 Novembre,unclassified,False,True,83.919,"LINESTRING (18.0738743 40.1462089, 18.0746741 40.1466514)",,,,
"[84791585, 84201626]","['Vico Garibaldi', 'Via Montello']",residential,False,False,62.589,"LINESTRING (18.0738743 40.1462089, 18.0740933 40.1460274, 18.0744258 40.1462151)",,,,
86141698,Via A. Pagliarulo,residential,False,True,19.239,"LINESTRING (18.0736524 40.1449641, 18.073502 40.1448348)",,,,
957794947,Via Torrente,residential,False,True,41.053000000000004,"LINESTRING (18.0736524 40.1449641, 18.073595 40.1450052, 18.0733004 40.1452169)",,,,
84806437,Via Tunisi,residential,True,False,31.443,"LINESTRING (18.0740666 40.1456202, 18.074287 40.1453931)",,,,
1037304946,Via Monte San Michele,unclassified,True,False,65.176,"LINESTRING (18.0740666 40.1456202, 18.0746899 40.1459616)",,,,
84201617,Via Mazzarella,residential,False,False,39.624,"LINESTRING (18.0750103 40.1468375, 18.0747167 40.1471143)",,,,
84201617,Via Mazzarella,residential,False,True,27.683,"LINESTRING (18.0750103 40.1468375, 18.0752091 40.1466403)",,,,
84678461,,unclassified,False,False,35.282,"LINESTRING (18.0750103 40.1468375, 18.0746741 40.1466514)",,,,
84678461,,unclassified,False,True,33.902,"LINESTRING (18.0750103 40.1468375, 18.0753655 40.1469762)",,,,
84806418,Via Palombaio,residential,True,False,115.28,"LINESTRING (18.0758424 40.1431391, 18.0750025 40.1439531)",,,,
404149434,Contrada Scolatura,tertiary,False,False,23.888,"LINESTRING (18.0758424 40.1431391, 18.0760827 40.1432505)",,,,
