osmid,lanes,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,tunnel
32454855,1,SS20,primary,30,roundabout,True,False,19.628,"LINESTRING (7.6506639 44.6410392, 7.6507872 44.6410293, 7.6509053 44.6410562)",,
32454853,1,SS20,primary,30,roundabout,True,False,17.184,"LINESTRING (7.6506933 44.6483305, 7.6506508 44.6483241, 7.6506132 44.6483085, 7.6505843 44.6482855, 7.6505669 44.6482571, 7.6505628 44.6482264)",,
32454853,1,SS20,primary,30,roundabout,True,False,20.822000000000003,"LINESTRING (7.650642 44.6481436, 7.6506841 44.6481351, 7.650728 44.6481363, 7.650769 44.6481474, 7.6508031 44.648167, 7.6508269 44.6481932, 7.6508378 44.6482235)",,
32454854,2,SS20,primary,50,,False,False,148.127,"LINESTRING (7.650642 44.6481436, 7.6505908 44.6480487, 7.6505533 44.6479342, 7.6505245 44.6477401, 7.6504719 44.6474758, 7.6504378 44.6473209, 7.6504165 44.6471819, 7.6503625 44.6468298)",Via Bisalta,
32454854,2,SS20,primary,50,,False,True,265.12899999999996,"LINESTRING (7.6501473 44.6418657, 7.6500593 44.6420338, 7.6499884 44.6422332, 7.6499522 44.6423782, 7.6499377 44.6425159, 7.6499273 44.6429406, 7.6499152 44.6435924, 7.6499131 44.6441881, 7.6499114 44.6442297)",Via Bisalta,
212712833,1,SS20,primary,30,,True,False,67.152,"LINESTRING (7.6501473 44.6418657, 7.6503358 44.6414819, 7.6503432 44.6414669, 7.6504061 44.6414062, 7.650484 44.6413158)",,
32454855,1,SS20,primary,30,roundabout,True,False,19.208,"LINESTRING (7.650484 44.6413158, 7.6504646 44.6412599, 7.6504674 44.6412024, 7.650492 44.6411475)",,
32454855,1,SS20,primary,30,roundabout,True,False,17.299,"LINESTRING (7.6509053 44.6410562, 7.6509883 44.6411069, 7.6510397 44.6411755)",,
40555328,1,SS20,primary,30,,True,False,45.827,"LINESTRING (7.6509053 44.6410562, 7.6511103 44.6410104, 7.6514497 44.6409161)",,
32454855,1,SS20,primary,30,roundabout,True,False,24.551000000000002,"LINESTRING (7.6510397 44.6411755, 7.6510528 44.6412485, 7.6510297 44.6413202, 7.6509732 44.6413819)",,
81109416,2,,residential,50,,False,False,4.603,"LINESTRING (7.6509732 44.6413819, 7.6510302 44.6413902)",Viale Piave,
32454855,1,SS20,primary,30,roundabout,True,False,28.363,"LINESTRING (7.6509732 44.6413819, 7.6509026 44.6414212, 7.6508187 44.6414436, 7.6507292 44.6414471, 7.6506424 44.6414313)",,
32454855,1,SS20,primary,30,roundabout,True,False,18.365000000000002,"LINESTRING (7.6506424 44.6414313, 7.6505758 44.6414033, 7.6505218 44.6413638, 7.650484 44.6413158)",,
81109415,1,SS20,primary,30,,True,False,63.448,"LINESTRING (7.6506424 44.6414313, 7.6505233 44.6414786, 7.6504316 44.6415368, 7.6501473 44.6418657)",,
