osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed,width,junction,tunnel
37139857,,,Via Fiera,residential,False,False,44.474000000000004,"LINESTRING (10.3734803 46.467126, 10.3734836 46.4669701, 10.3734966 46.466803, 10.3735095 46.4667268)",,,,
27108848,,,Via Molini,residential,False,False,3.768,"LINESTRING (10.373643 46.4664554, 10.3735939 46.4664532)",,,,
27108848,,,Via Molini,residential,False,True,38.374,"LINESTRING (10.373643 46.4664554, 10.373887 46.4664774, 10.3741404 46.4664968)",,,,
76789321,,,Via Fiera,residential,True,False,120.51400000000001,"LINESTRING (10.373643 46.4664554, 10.373771 46.4661833, 10.3735702 46.4653976)",30,,,
26584135,,SS300,Via Lungo Frodolfo Vanoni,secondary,False,False,396.95799999999997,"LINESTRING (10.3735702 46.4653976, 10.3745358 46.4656364, 10.3747657 46.4656933, 10.3748488 46.4657124, 10.376618 46.4661485, 10.3776598 46.4664044, 10.3784642 46.4665709)",,,,
26584135,,SS300,Via Lungo Frodolfo Vanoni,secondary,False,True,59.543,"LINESTRING (10.3735702 46.4653976, 10.3731084 46.4652851, 10.3728418 46.4652108)",,,,
819862605,,SS300,Via Don Evaristo Peccedi,secondary,False,False,9.474,"LINESTRING (10.3723565 46.4663584, 10.3724511 46.4663035)",,,,
1085839229,,,Via Molini,residential,False,True,26.012,"LINESTRING (10.3723565 46.4663584, 10.3725323 46.466417, 10.3726714 46.4664435)",,,,
1087921682,2,SS300,Via Don Evaristo Peccedi,secondary,False,False,73.241,"LINESTRING (10.3723565 46.4663584, 10.3718352 46.4665026, 10.3716436 46.4665546, 10.3715138 46.4665872, 10.3714652 46.4665965)",,,,
27108840,,,Via Roma,residential,False,False,16.033,"LINESTRING (10.3743437 46.4671004, 10.3741344 46.4671033)",,,,
27108840,,,Via Roma,residential,False,True,19.144,"LINESTRING (10.3743437 46.4671004, 10.3745931 46.4670889)",,,,
37197221,,,Via Massimo Longa,residential,False,True,86.01,"LINESTRING (10.3743437 46.4671004, 10.3743726 46.4673516, 10.3743938 46.4674596, 10.3744295 46.4676163, 10.3744534 46.4677318, 10.3744781 46.467868)",,,,
27108840,,,Via Roma,residential,False,False,11.336,"LINESTRING (10.3736282 46.467122, 10.3734803 46.467126)",,,,
27108840,,,Via Roma,residential,False,True,38.834,"LINESTRING (10.3736282 46.467122, 10.373715 46.4671163, 10.3740701 46.4671042, 10.3741344 46.4671033)",,,,
217363738,,,Via Trento,residential,True,False,87.88999999999999,"LINESTRING (10.3736282 46.467122, 10.3736434 46.4671584, 10.373726 46.4674781, 10.3738483 46.4677528, 10.3739333 46.4678805)",,,,
37140492,,,Via Buon Consiglio,residential,False,True,9.887,"LINESTRING (10.3768254 46.4683656, 10.376905 46.4684356)",,,,
217363739,,,Via Vittoria,residential,False,False,62.559,"LINESTRING (10.3768254 46.4683656, 10.3771726 46.4681092, 10.3773687 46.4679458)",,,,
217363739,,,Via Vittoria,residential,False,True,45.942,"LINESTRING (10.3768254 46.4683656, 10.3765429 46.4685716, 10.3764011 46.4686571)",,,,
27108858,,,Via Belvedere,residential,False,False,37.94,"LINESTRING (10.3780386 46.4688674, 10.3783035 46.4689292, 10.3784828 46.4690118)",,,,
27108858,,,Via Belvedere,residential,False,True,100.11800000000001,"LINESTRING (10.3780386 46.4688674, 10.3773591 46.4686547, 10.3770861 46.4685562, 10.3769653 46.468485, 10.376905 46.4684356)",,,,
370515081,,,Via le Borche,residential,False,True,186.863,"LINESTRING (10.3780386 46.4688674, 10.3778376 46.4690156, 10.3777423 46.4690686, 10.3771463 46.4691966, 10.376764 46.4693778, 10.3765737 46.4695239, 10.3763549 46.4697077, 10.3761712 46.469875)",,,,
1085839224,,,Via Monte Braulio,residential,False,False,64.182,"LINESTRING (10.3741106 46.4704038, 10.3747337 46.4700178)",30,,,
1085839224,,,Via Monte Braulio,residential,False,True,62.468,"LINESTRING (10.3741106 46.4704038, 10.3735207 46.4707918)",30,,,
27108864,,,Via San Francesco,residential,False,True,154.75599999999997,"LINESTRING (10.3741106 46.4704038, 10.374209 46.4705045, 10.3742958 46.4705343, 10.3743907 46.4705398, 10.3744978 46.4705189, 10.3750832 46.4702936, 10.3755344 46.4700928, 10.3758181 46.4699725)",,,,
27108864,,,Via San Francesco,residential,False,True,29.134,"LINESTRING (10.3758181 46.4699725, 10.3761712 46.469875)",,,,
27108864,,,Via San Francesco,residential,False,False,154.75600000000003,"LINESTRING (10.3758181 46.4699725, 10.3755344 46.4700928, 10.3750832 46.4702936, 10.3744978 46.4705189, 10.3743907 46.4705398, 10.3742958 46.4705343, 10.374209 46.4705045, 10.3741106 46.4704038)",,,,
37140492,,,Via Buon Consiglio,residential,False,False,151.795,"LINESTRING (10.3758181 46.4699725, 10.3758626 46.4699271, 10.3759682 46.4698228, 10.3762287 46.469622, 10.3763516 46.4695156, 10.3763814 46.4694634, 10.376357 46.4693965, 10.3762939 46.4693437, 10.3762933 46.4693197, 10.3763011 46.4692931, 10.3763246 46.4692581, 10.3766161 46.4689828, 10.3767104 46.4688431)",,,,
37197216,,,Via al Forte,unclassified,False,True,33.304,"LINESTRING (10.3736844 46.4688526, 10.3732612 46.4687837)",,,,
37139862,,,Vicolo Galileo Galilei,residential,True,False,105.912,"LINESTRING (10.3736844 46.4688526, 10.3737291 46.4686343, 10.3738138 46.4683054, 10.3738238 46.468145, 10.3738264 46.4680187, 10.3738423 46.4679081)",,3,,
37197216,,,Via al Forte,unclassified,False,False,26.329,"LINESTRING (10.3736844 46.4688526, 10.3739391 46.4688797, 10.3739642 46.4689364)",,,,
37197216,,,Via al Forte,unclassified,False,False,33.304,"LINESTRING (10.3732612 46.4687837, 10.3736844 46.4688526)",,,,
37139863,,,Via Trieste,unclassified,False,False,97.18799999999999,"LINESTRING (10.3732612 46.4687837, 10.3732688 46.4687559, 10.3732683 46.4687351, 10.3732621 46.4687148, 10.37317 46.4685172, 10.3731476 46.4684712, 10.3731346 46.4684235, 10.373131 46.468375, 10.3731336 46.4682046, 10.373128 46.4681663, 10.3731161 46.4681228, 10.3730907 46.4680619, 10.3730679 46.4680256, 10.3729941 46.4679454)",,,,
37197216,,,Via al Forte,unclassified,False,True,115.08300000000001,"LINESTRING (10.3732612 46.4687837, 10.3726406 46.4686886, 10.3719745 46.4685741, 10.3719171 46.4685657, 10.3717981 46.4685482)",,,,
37197216,,,Via al Forte,unclassified,False,True,26.329,"LINESTRING (10.3739642 46.4689364, 10.3739391 46.4688797, 10.3736844 46.4688526)",,,,
73490001,,,Piazza V Alpini,unclassified,False,False,58.397,"LINESTRING (10.3739642 46.4689364, 10.3739952 46.4689361, 10.3741878 46.4689344, 10.374294 46.4689344, 10.3744506 46.4689345, 10.3746368 46.4689345, 10.3747267 46.4689345)",,,,
217363737,,,Via Pietro Pedranzini,residential,False,True,71.251,"LINESTRING (10.3739642 46.4689364, 10.3739543 46.4689638, 10.3739294 46.4689958, 10.373823 46.4690507, 10.373624 46.4691878, 10.3735232 46.4693099, 10.3734767 46.4694568)",,,,
27109174,,,Via Santa Barbara,residential,False,True,43.129,"LINESTRING (10.3703267 46.4681953, 10.3708467 46.4683442)",,,,
38330728,,,,residential,False,False,86.185,"LINESTRING (10.3703267 46.4681953, 10.3700831 46.468952)",,,,
27109174,,,Via Santa Barbara,residential,False,False,140.724,"LINESTRING (10.3703267 46.4681953, 10.3696943 46.4680494, 10.3695274 46.4680043, 10.3690271 46.4678569, 10.368618 46.4677327)",,,,
27109174,,,Via Santa Barbara,residential,False,True,98.92099999999999,"LINESTRING (10.3671668 46.4673844, 10.367768 46.4675164, 10.3683852 46.4676786)",,,,
37140467,,,Piazzale Fogaroli,residential,True,False,14.661999999999999,"LINESTRING (10.3671668 46.4673844, 10.3671537 46.467431, 10.3671134 46.4674559, 10.3670477 46.467469)",,,roundabout,
37140467,,,Piazzale Fogaroli,residential,True,False,5.329,"LINESTRING (10.3668743 46.4673631, 10.3668928 46.4673169)",,,roundabout,
73489613,,,Via Alberto De Simoni,unclassified,True,False,7.615,"LINESTRING (10.3739333 46.4678805, 10.3738423 46.4679081)",,,,
37139860,,,Via San Lorenzo,unclassified,False,True,115.837,"LINESTRING (10.3729941 46.4679454, 10.372709 46.4680286, 10.3726007 46.4680627, 10.372531 46.4680967, 10.372321 46.4682482, 10.3720098 46.4684846, 10.3717981 46.4685482)",,,,
37139863,,,Via Trieste,unclassified,False,True,97.188,"LINESTRING (10.3729941 46.4679454, 10.3730679 46.4680256, 10.3730907 46.4680619, 10.3731161 46.4681228, 10.373128 46.4681663, 10.3731336 46.4682046, 10.373131 46.468375, 10.3731346 46.4684235, 10.3731476 46.4684712, 10.37317 46.4685172, 10.3732621 46.4687148, 10.3732683 46.4687351, 10.3732688 46.4687559, 10.3732612 46.4687837)",,,,
217363734,,,Via Dante Alighieri,unclassified,False,False,73.191,"LINESTRING (10.3729941 46.4679454, 10.3729304 46.4678069, 10.372862 46.4676918, 10.3727294 46.4675601, 10.3725587 46.4673644)",,,,
217363734,,,Via Dante Alighieri,unclassified,False,True,73.191,"LINESTRING (10.3725587 46.4673644, 10.3727294 46.4675601, 10.372862 46.4676918, 10.3729304 46.4678069, 10.3729941 46.4679454)",,,,
217363742,,,,residential,False,False,33.922,"LINESTRING (10.3725587 46.4673644, 10.3727421 46.4672753, 10.3728212 46.4672377, 10.3728811 46.4671642)",,,,
217363743,,,Via San Vitale,residential,False,False,29.692,"LINESTRING (10.3725587 46.4673644, 10.3725304 46.4672143, 10.3724759 46.4671049)",,,,
370517295,,,Via San Vitale,unclassified,False,True,94.614,"LINESTRING (10.3725587 46.4673644, 10.3725008 46.4673991, 10.3722977 46.4675823, 10.3720949 46.4677569, 10.3720207 46.467856, 10.3718329 46.4680491)",,,,
1085839228,,,Via Roma,residential,False,False,29.714,"LINESTRING (10.3724759 46.4671049, 10.3721347 46.4669777)",,,,
217363743,,,Via San Vitale,residential,False,True,29.692,"LINESTRING (10.3724759 46.4671049, 10.3725304 46.4672143, 10.3725587 46.4673644)",,,,
"[1085839227, 1085839228]",,,Via Roma,residential,False,True,31.738999999999997,"LINESTRING (10.3724759 46.4671049, 10.3727092 46.467135, 10.3728811 46.4671642)",,,,
73490001,,,Piazza V Alpini,unclassified,False,True,4.381,"LINESTRING (10.3747839 46.4689346, 10.3747267 46.4689345)",,,,
73490012,,,Via al Forte,unclassified,False,False,102.257,"LINESTRING (10.3747839 46.4689346, 10.3749322 46.4688902, 10.3751861 46.4688505, 10.3755036 46.4688276, 10.376094 46.4687833)",,,,
"[217363744, 1197973030]",,,Via Nesini,residential,True,False,98.63000000000001,"LINESTRING (10.3747839 46.4689346, 10.3748458 46.468862, 10.3748501 46.4687895, 10.3748267 46.4685527, 10.3748207 46.4684246, 10.3748128 46.4682567, 10.3748088 46.4681256, 10.3748068 46.46806)",,,,
73489613,,,Via Alberto De Simoni,unclassified,True,False,24.78,"LINESTRING (10.3748013 46.4678785, 10.3744781 46.467868)",,,,
1085839224,,,Via Monte Braulio,residential,False,True,64.182,"LINESTRING (10.3747337 46.4700178, 10.3741106 46.4704038)",30,,,
37139865,,,Via Nesini,residential,False,True,120.46,"LINESTRING (10.3747337 46.4700178, 10.3747279 46.469635, 10.3747267 46.4689345)",,,,
37140491,,,Via Don Angelo Moltrasio,residential,False,False,102.877,"LINESTRING (10.3747337 46.4700178, 10.3740592 46.4702732, 10.3737608 46.470282, 10.3734862 46.4702725)",,,,
1085839225,,,Via Monte Braulio,residential,False,False,83.771,"LINESTRING (10.3747337 46.4700178, 10.3748842 46.4699285, 10.3750991 46.4697418, 10.3753044 46.4694815, 10.3753208 46.4694002)",30,,,
37140491,,,Via Don Angelo Moltrasio,residential,False,False,46.217,"LINESTRING (10.3734862 46.4702725, 10.3728856 46.4702319)",,,,
37140491,,,Via Don Angelo Moltrasio,residential,False,True,102.87700000000001,"LINESTRING (10.3734862 46.4702725, 10.3737608 46.470282, 10.3740592 46.4702732, 10.3747337 46.4700178)",,,,
37139866,,,Via San Sebastiano,residential,False,False,57.822,"LINESTRING (10.3711598 46.4699161, 10.3711757 46.4696848, 10.3712879 46.4694069)",,,,
37139930,,,Via San Sebastiano,residential,False,True,113.427,"LINESTRING (10.3711598 46.4699161, 10.3711413 46.4702661, 10.3711683 46.4705505, 10.371288 46.4709264)",,,,
389953441,1,,Via Don Angelo Moltrasio,residential,True,False,129.334,"LINESTRING (10.3711598 46.4699161, 10.3709657 46.4698656, 10.370521 46.4697868, 10.3696465 46.4696803, 10.3696 46.4696524, 10.3695599 46.4696109)",,,,
397847628,,,Via Don Angelo Moltrasio,residential,False,True,111.04700000000001,"LINESTRING (10.3711598 46.4699161, 10.3721802 46.4701214, 10.3725449 46.4702105)",,,,
277722620,2,SS38,Via Stelvio,secondary,False,True,147.01299999999998,"LINESTRING (10.3695599 46.4696109, 10.3697118 46.4695984, 10.3697338 46.4695965, 10.3700077 46.4695735, 10.3701531 46.4695646, 10.370403 46.469522, 10.3706435 46.4694641, 10.3708279 46.4694005, 10.3709937 46.4693258, 10.3711397 46.4692405, 10.3712914 46.469136)",50,,,
469045637,2,SS38,Via Stelvio,secondary,False,False,63.87200000000001,"LINESTRING (10.3695599 46.4696109, 10.3691491 46.4696474, 10.3689494 46.4696981, 10.3687858 46.4697854)",50,,,
37140491,,,Via Don Angelo Moltrasio,residential,False,True,46.217,"LINESTRING (10.3728856 46.4702319, 10.3734862 46.4702725)",,,,
1085839223,,,Via Monte Grappa,residential,False,True,54.419,"LINESTRING (10.3728856 46.4702319, 10.3731225 46.4706933)",,,,
1178730138,,,Via Montello,residential,False,False,72.353,"LINESTRING (10.3728856 46.4702319, 10.3729136 46.4695815)",,,,
37140491,,,Via Don Angelo Moltrasio,residential,False,False,26.247,"LINESTRING (10.3728856 46.4702319, 10.3727194 46.4702285, 10.3725449 46.4702105)",,,,
1085839222,,,Via Pietro Pedranzini,residential,False,True,67.309,"LINESTRING (10.3728856 46.4702319, 10.3727282 46.4706645, 10.3726699 46.4707612, 10.372646 46.4708133)",,,,
37139866,,,Via San Sebastiano,residential,False,False,30.124,"LINESTRING (10.3712879 46.4694069, 10.3712914 46.469136)",,,,
37139866,,,Via San Sebastiano,residential,False,True,57.822,"LINESTRING (10.3712879 46.4694069, 10.3711757 46.4696848, 10.3711598 46.4699161)",,,,
37139867,,,Via Cincinnato,residential,False,False,109.803,"LINESTRING (10.3712879 46.4694069, 10.3714732 46.4694271, 10.3720222 46.4694199, 10.372136 46.4694452, 10.3722048 46.4694688, 10.3726916 46.4695492)",,,,
37139866,,,Via San Sebastiano,residential,False,True,30.124,"LINESTRING (10.3712914 46.469136, 10.3712879 46.4694069)",,,,
277722620,2,SS38,Via Stelvio,secondary,False,False,147.01300000000003,"LINESTRING (10.3712914 46.469136, 10.3711397 46.4692405, 10.3709937 46.4693258, 10.3708279 46.4694005, 10.3706435 46.4694641, 10.370403 46.469522, 10.3701531 46.4695646, 10.3700077 46.4695735, 10.3697338 46.4695965, 10.3697118 46.4695984, 10.3695599 46.4696109)",50,,,
277722620,2,SS38,Via Stelvio,secondary,False,True,76.63000000000001,"LINESTRING (10.3712914 46.469136, 10.3713907 46.4690419, 10.371623 46.4688055, 10.3717273 46.4686959, 10.3717775 46.4686158, 10.3717981 46.4685482)",50,,,
37139867,,,Via Cincinnato,residential,False,True,45.497,"LINESTRING (10.3734767 46.4694568, 10.373176 46.4695433, 10.3729136 46.4695815)",,,,
37139868,,,Via Pietro Pedranzini,residential,True,False,90.74100000000001,"LINESTRING (10.3734767 46.4694568, 10.3734935 46.4697455, 10.3734978 46.4699152, 10.3734862 46.4702725)",,,,
217363737,,,Via Pietro Pedranzini,residential,False,False,71.251,"LINESTRING (10.3734767 46.4694568, 10.3735232 46.4693099, 10.373624 46.4691878, 10.373823 46.4690507, 10.3739294 46.4689958, 10.3739543 46.4689638, 10.3739642 46.4689364)",,,,
37139867,,,Via Cincinnato,residential,False,True,17.377,"LINESTRING (10.3729136 46.4695815, 10.3726916 46.4695492)",,,,
1178730138,,,Via Montello,residential,False,True,72.353,"LINESTRING (10.3729136 46.4695815, 10.3728856 46.4702319)",,,,
37139867,,,Via Cincinnato,residential,False,False,45.497,"LINESTRING (10.3729136 46.4695815, 10.373176 46.4695433, 10.3734767 46.4694568)",,,,
37139871,,,Via Montello,residential,False,False,74.387,"LINESTRING (10.3725449 46.4702105, 10.3726916 46.4695492)",,,,
37140491,,,Via Don Angelo Moltrasio,residential,False,True,26.247,"LINESTRING (10.3725449 46.4702105, 10.3727194 46.4702285, 10.3728856 46.4702319)",,,,
397847628,,,Via Don Angelo Moltrasio,residential,False,False,111.04700000000001,"LINESTRING (10.3725449 46.4702105, 10.3721802 46.4701214, 10.3711598 46.4699161)",,,,
37139867,,,Via Cincinnato,residential,False,False,17.377,"LINESTRING (10.3726916 46.4695492, 10.3729136 46.4695815)",,,,
37139871,,,Via Montello,residential,False,True,74.387,"LINESTRING (10.3726916 46.4695492, 10.3725449 46.4702105)",,,,
37139867,,,Via Cincinnato,residential,False,True,109.803,"LINESTRING (10.3726916 46.4695492, 10.3722048 46.4694688, 10.372136 46.4694452, 10.3720222 46.4694199, 10.3714732 46.4694271, 10.3712879 46.4694069)",,,,
27108840,,,Via Roma,residential,False,True,46.205,"LINESTRING (10.3728811 46.4671642, 10.3729667 46.4671493, 10.3732424 46.4671308, 10.3734803 46.467126)",,,,
217363742,,,,residential,False,True,33.922,"LINESTRING (10.3728811 46.4671642, 10.3728212 46.4672377, 10.3727421 46.4672753, 10.3725587 46.4673644)",,,,
"[1085839227, 1085839228]",,,Via Roma,residential,False,False,31.738999999999997,"LINESTRING (10.3728811 46.4671642, 10.3727092 46.467135, 10.3724759 46.4671049)",,,,
27109174,,,Via Santa Barbara,residential,False,False,43.129,"LINESTRING (10.3708467 46.4683442, 10.3703267 46.4681953)",,,,
37139873,,,Via Maurizio quadrio,residential,False,False,45.911,"LINESTRING (10.3708467 46.4683442, 10.3710159 46.4679481)",,,,
27109174,,,Via Santa Barbara,residential,False,True,76.534,"LINESTRING (10.3708467 46.4683442, 10.3712526 46.4684483, 10.3714839 46.4685063, 10.3717981 46.4685482)",,,,
37139873,,,Via Maurizio quadrio,residential,False,True,82.123,"LINESTRING (10.3713615 46.4672495, 10.3711468 46.4676415, 10.3710159 46.4679481)",,,,
397847629,2,SS38,Via Milano,secondary,False,False,96.00999999999999,"LINESTRING (10.3713615 46.4672495, 10.3715716 46.467584, 10.371686 46.4677714, 10.3717917 46.4679593, 10.3718329 46.4680491)",50,,,
397847629,2,SS38,Via Milano,secondary,False,True,28.892,"LINESTRING (10.3713615 46.4672495, 10.3712528 46.4670734, 10.3712091 46.4670119)",50,,,
37139932,,,Via Mosconi,residential,False,False,39.274,"LINESTRING (10.372646 46.4708133, 10.3728175 46.4707434, 10.3731225 46.4706933)",,,,
73488900,,,,residential,False,True,107.636,"LINESTRING (10.372646 46.4708133, 10.3724162 46.4709123, 10.3722846 46.4709369, 10.3719729 46.470917, 10.371288 46.4709264)",,,,
1085839222,,,Via Pietro Pedranzini,residential,False,False,67.309,"LINESTRING (10.372646 46.4708133, 10.3726699 46.4707612, 10.3727282 46.4706645, 10.3728856 46.4702319)",,,,
25568794,,,Via Monte Braulio,residential,False,True,55.168,"LINESTRING (10.3713952 46.471416, 10.3706858 46.4715023)",30,,,
25568794,,,Via Monte Braulio,residential,False,False,85.48,"LINESTRING (10.3713952 46.471416, 10.3720987 46.4713202, 10.3723076 46.4712859, 10.3724878 46.4712592)",30,,,
37139930,,,Via San Sebastiano,residential,False,False,57.663,"LINESTRING (10.3713952 46.471416, 10.3714178 46.4710838, 10.3713956 46.4710149, 10.371288 46.4709264)",,,,
37139869,,,Via Ulrico Martinelli,residential,True,False,123.28699999999999,"LINESTRING (10.371288 46.4709264, 10.3708135 46.4709258, 10.3700826 46.4711306, 10.3697729 46.4712373)",,,,
37139930,,,Via San Sebastiano,residential,False,False,113.427,"LINESTRING (10.371288 46.4709264, 10.3711683 46.4705505, 10.3711413 46.4702661, 10.3711598 46.4699161)",,,,
37139930,,,Via San Sebastiano,residential,False,True,57.663,"LINESTRING (10.371288 46.4709264, 10.3713956 46.4710149, 10.3714178 46.4710838, 10.3713952 46.471416)",,,,
73488900,,,,residential,False,False,107.636,"LINESTRING (10.371288 46.4709264, 10.3719729 46.470917, 10.3722846 46.4709369, 10.3724162 46.4709123, 10.372646 46.4708133)",,,,
1085839224,,,Via Monte Braulio,residential,False,False,62.468,"LINESTRING (10.3735207 46.4707918, 10.3741106 46.4704038)",30,,,
25568794,,,Via Monte Braulio,residential,False,True,57.363,"LINESTRING (10.3735207 46.4707918, 10.3732062 46.4710113, 10.3729798 46.4711482)",30,,,
37139931,,,Piazzetta Buglio,residential,False,False,35.144000000000005,"LINESTRING (10.3735207 46.4707918, 10.3733812 46.4706929, 10.3731225 46.4706933)",,,,
1085839223,,,Via Monte Grappa,residential,False,False,54.419,"LINESTRING (10.3731225 46.4706933, 10.3728856 46.4702319)",,,,
37139931,,,Piazzetta Buglio,residential,False,True,35.144000000000005,"LINESTRING (10.3731225 46.4706933, 10.3733812 46.4706929, 10.3735207 46.4707918)",,,,
