osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,junction
"[1107471552, 1107471553]",2,SS14,"['Piazza Giuseppe Garibaldi', 'Piazza Duomo']",primary,50,False,True,58.535,"LINESTRING (12.9958256 45.7755414, 12.9958186 45.7755035, 12.9958378 45.7754559, 12.9961343 45.7752067, 12.9962364 45.7751165)",,
"[1107471554, 1125902517]",2,SS14,"['Piazza Giuseppe Garibaldi', 'Via Vendramin']",primary,50,False,False,104.24400000000001,"LINESTRING (12.9958256 45.7755414, 12.9958569 45.775593, 12.9959392 45.7756788, 12.9959817 45.7757206, 12.9960241 45.7757625, 12.9960664 45.7758136, 12.996193 45.7759664, 12.9962701 45.7760595, 12.9962991 45.7761011, 12.9964067 45.7762554, 12.9964423 45.7763065, 12.9964804 45.7763581)",,
1107471555,,,Piazza Giuseppe Garibaldi,residential,,False,False,14.599,"LINESTRING (12.9958256 45.7755414, 12.9957291 45.7755435, 12.9956454 45.7755696)",,
40658210,2,SS14,Via Guglielmo Marconi,primary,50,False,False,159.786,"LINESTRING (12.9961075 45.7783939, 12.9963691 45.77857, 12.9967092 45.7787693, 12.9975615 45.7792885, 12.9976526 45.779344)",,
47996550,,,Via Vittorio Veneto,residential,,False,False,76.539,"LINESTRING (12.9961075 45.7783939, 12.9956684 45.7780939, 12.9954755 45.7779621, 12.9954321 45.7779324, 12.9954025 45.7779122)",,
"[293842586, 1185793147, 1185793146]",2,SS14,Via Vendramin,primary,50,False,True,68.439,"LINESTRING (12.9961075 45.7783939, 12.9963792 45.7780188, 12.9964056 45.7779847, 12.9965122 45.777847)",,
"[23239349, 1107529110]",,,"['Via Egregis Gaspari', 'Piazzale Osoppo']",secondary,,False,False,93.73400000000001,"LINESTRING (12.9961075 45.7783939, 12.9958891 45.7786011, 12.9957738 45.7787128, 12.9954462 45.7790301, 12.9953983 45.7790765)",,
1107204476,,,Via Dietro Chiesa,tertiary,,True,False,24.206,"LINESTRING (13.002566 45.7757648, 13.0028531 45.7756794)",,
"[64277946, 40653276, 64277966]",,,Via Dietro Chiesa,tertiary,,False,False,295.46000000000004,"LINESTRING (13.002566 45.7757648, 13.002554 45.7757656, 13.0022432 45.7757861, 13.0021224 45.7757912, 13.001851 45.7757431, 13.0012053 45.7756285, 13.0010148 45.7755947, 13.000668 45.7755284, 13.0002378 45.7754441, 12.9998825 45.7753745, 12.9988748 45.7751788)",yes,
985156748,2,SS14,Via Sottopovolo,primary,50,False,True,134.065,"LINESTRING (12.9962364 45.7751165, 12.9962618 45.7750932, 12.9964569 45.7748385, 12.9964793 45.7748093, 12.9965981 45.7745671, 12.9967025 45.7743367, 12.9968517 45.7739953)",,
"[1107471552, 1107471553]",2,SS14,"['Piazza Duomo', 'Piazza Giuseppe Garibaldi']",primary,50,False,False,58.535,"LINESTRING (12.9962364 45.7751165, 12.9961343 45.7752067, 12.9958378 45.7754559, 12.9958186 45.7755035, 12.9958256 45.7755414)",,
23239349,,,Via Egregis Gaspari,secondary,,False,False,40.433,"LINESTRING (12.9953983 45.7790765, 12.9952878 45.7792234, 12.9952431 45.7793399, 12.9952328 45.7794167)",,
"[23239349, 1107529110]",,,"['Via Egregis Gaspari', 'Piazzale Osoppo']",secondary,,False,True,93.734,"LINESTRING (12.9953983 45.7790765, 12.9954462 45.7790301, 12.9957738 45.7787128, 12.9958891 45.7786011, 12.9961075 45.7783939)",,
23239349,,,Via Egregis Gaspari,secondary,,False,True,66.36,"LINESTRING (12.995046 45.7809029, 12.9953595 45.7803476)",,
40658179,,,Via Risorgimento,residential,,False,False,106.589,"LINESTRING (12.995046 45.7809029, 12.9950993 45.7809195, 12.9963012 45.7812935)",,
785609341,,SP7,Via Egregis Gaspari,secondary,,False,False,87.74600000000001,"LINESTRING (12.995046 45.7809029, 12.9948741 45.7812001, 12.9946609 45.7815686, 12.9946226 45.7816347)",,
40658210,2,SS14,Via Guglielmo Marconi,primary,50,False,False,34.729,"LINESTRING (12.9997408 45.7806016, 12.9999096 45.7807043, 13.0000783 45.7808069)",,
40658210,2,SS14,Via Guglielmo Marconi,primary,50,False,True,85.778,"LINESTRING (12.9997408 45.7806016, 12.9989792 45.7801453, 12.9989018 45.7800989)",,
40653267,,,Via Pietro Zorutti,residential,,True,False,202.891,"LINESTRING (12.9999318 45.7787926, 12.999952 45.7789208, 12.999945 45.778992, 12.9999121 45.7793647, 12.9998485 45.7800857, 12.9998123 45.7804964, 12.9997659 45.7805771, 12.9997408 45.7806016)",,
40657986,,,Via Caterina Percoto,residential,,False,False,26.490000000000002,"LINESTRING (12.9999318 45.7787926, 12.9998158 45.778783, 12.9996189 45.7787074)",,
1177237064,,,Viale della Stazione,tertiary,,False,False,4.45,"LINESTRING (12.9968737 45.776458, 12.9968166 45.7764541)",,
376296445,,,Piazza Caduti della Julia,residential,,True,False,85.442,"LINESTRING (12.9968737 45.776458, 12.996898 45.7764172, 12.9969174 45.7763848, 12.9970494 45.7763275, 12.9972518 45.7763102, 12.9973291 45.776318, 12.99748 45.7763688, 12.9975162 45.7763858, 12.9977633 45.776548)",,
376296452,,,Viale della Stazione,tertiary,,False,False,66.78800000000001,"LINESTRING (12.9968737 45.776458, 12.9969607 45.7764866, 12.9970181 45.7765054, 12.9974305 45.7766415, 12.9976522 45.7767148)",,
40658210,2,SS14,Via Guglielmo Marconi,primary,50,False,True,75.761,"LINESTRING (12.9983884 45.7797922, 12.9976526 45.779344)",,
39178738,,,Via Teobaldo Ciconi,residential,,True,False,153.806,"LINESTRING (12.9983884 45.7797922, 12.9990077 45.7792463, 12.9996189 45.7787074)",,
40658210,2,SS14,Via Guglielmo Marconi,primary,50,False,False,52.422999999999995,"LINESTRING (12.9983884 45.7797922, 12.9985091 45.7798643, 12.9989018 45.7800989)",,
40657986,,,Via Caterina Percoto,residential,,False,False,34.307,"LINESTRING (12.9996189 45.7787074, 12.9992503 45.7785368)",,
40657986,,,Via Caterina Percoto,residential,,False,True,26.490000000000002,"LINESTRING (12.9996189 45.7787074, 12.9998158 45.778783, 12.9999318 45.7787926)",,
