osmid,oneway,name,highway,reversed,length,geometry,maxspeed,bridge,lanes,ref
352897637,True,Via Vittorio Veneto,tertiary,False,142.869,"LINESTRING (9.091709 39.2967487, 9.091779 39.296881, 9.0918883 39.2973582, 9.0919315 39.2978419, 9.0919088 39.2980134)",,,,
1173433267,True,Via Tripoli,tertiary,False,41.046,"LINESTRING (9.091709 39.2967487, 9.0919489 39.2966333, 9.0921082 39.2965469)",,,,
27692387,True,Via Cagliari,tertiary,False,38.197,"LINESTRING (9.0909458 39.297296, 9.0906411 39.2970462)",50,,,
27169353,True,Via Umberto I,residential,False,89.56700000000001,"LINESTRING (9.0909458 39.297296, 9.0911932 39.2971049, 9.091709 39.2967487)",50,,,
27692396,False,Via Sassari,residential,True,46.383,"LINESTRING (9.0915106 39.296503, 9.0910969 39.2967704)",50,,,
680946625,True,Via Vittorio Veneto,tertiary,False,32.216,"LINESTRING (9.0915106 39.296503, 9.091709 39.2967487)",,,,
450637982,False,Piazza Sant'Antonio,secondary,False,42.947,"LINESTRING (9.0926648 39.2999553, 9.0928143 39.2995868)",50,,,
205538893,True,Via Scipione,residential,False,180.313,"LINESTRING (9.0926648 39.2999553, 9.0923668 39.3000324, 9.0917656 39.3002927, 9.0914429 39.3003982, 9.0907075 39.3004751)",50,,,
"[205543913, 1206071231]",False,Ponte Sant'Antonio da Padova,secondary,True,18.073,"LINESTRING (9.0926648 39.2999553, 9.0926788 39.2999785, 9.0927599 39.3001002)",,yes,,
205530942,True,Via Canonico Murgia,secondary,False,15.714,"LINESTRING (9.0910937 39.3032695, 9.0909224 39.3033185)",50,,2,SP4
993973865,True,Via San Gemiliano,secondary,False,39.045,"LINESTRING (9.0910937 39.3032695, 9.0912484 39.3029394)",50,,1,SP4
27691248,True,Via San Salvatore,residential,False,6.611,"LINESTRING (9.0925603 39.3033589, 9.0925305 39.3034137)",50,,,
27691248,True,Via San Salvatore,residential,False,97.515,"LINESTRING (9.0934633 39.3028323, 9.0932355 39.3029408, 9.0929147 39.3031606, 9.0925603 39.3033589)",50,,,
27691286,True,Via Nuova,residential,False,88.443,"LINESTRING (9.0934633 39.3028323, 9.0935927 39.3029679, 9.0937349 39.3031592, 9.0939749 39.3035204)",50,,,
995245661,False,Via Fiume,residential,False,65.80799999999999,"LINESTRING (9.0934633 39.3028323, 9.0938596 39.3028244, 9.0942242 39.3028652)",50,,,
334333260,True,Via Fiume,residential,False,87.763,"LINESTRING (9.0922691 39.3026275, 9.0925005 39.3026687, 9.0927972 39.3027055, 9.0932685 39.3027838)",50,,,
450637994,True,Via Udine,residential,False,86.438,"LINESTRING (9.0922691 39.3026275, 9.0922817 39.3028736, 9.092417 39.303117, 9.0925603 39.3033589)",50,,,
334333260,True,Via Fiume,residential,False,17.608,"LINESTRING (9.0932685 39.3027838, 9.0934633 39.3028323)",50,,,
27691252,False,Via Trieste,residential,False,115.15799999999999,"LINESTRING (9.0932685 39.3027838, 9.0934858 39.302498, 9.0936545 39.3023272, 9.0941384 39.3020126)",50,,,
27691274,False,Via Giuseppe Verdi,residential,True,111.952,"LINESTRING (9.0942242 39.3028652, 9.094916 39.3037179)",50,,,
205553777,False,Via Gorizia,residential,False,39.532,"LINESTRING (9.0942242 39.3028652, 9.0941753 39.3025117)",50,,,
205611839,True,Via Gaetano Donizetti,residential,False,124.358,"LINESTRING (9.0942242 39.3028652, 9.0950506 39.3028416, 9.0956688 39.302832)",50,,,
