osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,junction,est_width
29414025,True,1,Viale Giacomo Matteotti,unclassified,30,False,52.884,"LINESTRING (9.1810197 45.5503144, 9.1809133 45.5503007, 9.180494 45.5502384, 9.1803545 45.5502186)",,
"[264088746, 210592989]",False,2,Viale Cooperazione,tertiary,"['50', '30']",False,85.479,"LINESTRING (9.1912681 45.5523656, 9.191162 45.5523431, 9.1902984 45.55216, 9.1902164 45.5521454)",,
575296774,False,2,Viale dei Tigli,residential,,False,66.21600000000001,"LINESTRING (9.1912681 45.5523656, 9.1912953 45.552313, 9.1913071 45.5522888, 9.1915362 45.5518005)",,
575296777,False,2,Viale dei Tigli,residential,,True,165.317,"LINESTRING (9.1912681 45.5523656, 9.1912222 45.5524645, 9.1912071 45.5524954, 9.1905839 45.553773)",,
"[24772629, 575296775]",True,1,Via Edera,residential,,False,66.807,"LINESTRING (9.1902164 45.5521454, 9.1902395 45.5520852, 9.190455 45.5515683)",,
"[264088746, 210592989]",False,2,Viale Cooperazione,tertiary,"['30', '50']",True,85.479,"LINESTRING (9.1902164 45.5521454, 9.1902984 45.55216, 9.191162 45.5523431, 9.1912681 45.5523656)",,
"[575296776, 264088745]",False,2,Viale Cooperazione,tertiary,"['30', '50']",False,86.053,"LINESTRING (9.1902164 45.5521454, 9.1901282 45.5521297, 9.1899863 45.5520999, 9.1898045 45.5520617, 9.1893918 45.551975, 9.189355 45.5519673, 9.1891568 45.5519257)",,
29362049,True,1,Via Gardenie,residential,50,False,168.18799999999996,"LINESTRING (9.1871709 45.5515086, 9.1871551 45.5515571, 9.1871487 45.5515778, 9.1869761 45.5520935, 9.186656 45.5529059, 9.18665 45.5529232, 9.1866325 45.5529731)",,
264088745,False,2,Viale Cooperazione,tertiary,50,False,88.05099999999999,"LINESTRING (9.1871709 45.5515086, 9.1870435 45.5514819, 9.1862949 45.5513247, 9.1861989 45.5513075, 9.1860879 45.5512812)",,
264088745,False,2,Viale Cooperazione,tertiary,50,True,161.43900000000002,"LINESTRING (9.1871709 45.5515086, 9.1873325 45.5515426, 9.1875303 45.5515841, 9.1875504 45.5515883, 9.1890514 45.5519036, 9.1891568 45.5519257)",,
29414024,False,2,Via Sereno Tagliabue,residential,,True,36.146,"LINESTRING (9.182107 45.5504673, 9.1821227 45.5504203, 9.1821289 45.550402, 9.1822129 45.5501508)",,
29414025,True,1,Viale Giacomo Matteotti,unclassified,30,False,69.922,"LINESTRING (9.182107 45.5504673, 9.1820519 45.5504597, 9.1819558 45.5504465, 9.1816575 45.5504035, 9.1812272 45.5503415)",,
98058770,True,1,Piazza Martiri di Tienanmen,residential,,False,146.14,"LINESTRING (9.182107 45.5504673, 9.1820887 45.5505151, 9.1819905 45.5508949, 9.1819329 45.5510539, 9.1819202 45.551074, 9.1818952 45.5510914, 9.181869 45.5510996, 9.1818398 45.5511015, 9.1814939 45.5510565, 9.1810922 45.5509991, 9.1810245 45.5510004, 9.1809591 45.5510088)",,
28259111,True,1,Via Roma,residential,,False,16.443,"LINESTRING (9.1878546 45.5546382, 9.1878397 45.5546942, 9.1877783 45.5547329, 9.1877423 45.5547543)",,
"[29764984, 29767925]",True,1,"['Viale Roma', 'Via Ginestra']",unclassified,50,False,239.687,"LINESTRING (9.1878546 45.5546382, 9.1877892 45.5545782, 9.1873174 45.55419, 9.186879 45.5538279, 9.1865655 45.5535022, 9.1864609 45.5533477, 9.186389 45.553228, 9.1863678 45.5530854, 9.1864119 45.5529955, 9.186509 45.552961, 9.1866325 45.5529731)",,
148902020,True,1,Via Ligustro,residential,,False,108.573,"LINESTRING (9.1878546 45.5546382, 9.1879176 45.5546048, 9.1880033 45.5545621, 9.189153 45.5547856, 9.1891694 45.5547888)",,
198676222,False,2,Viale Roma,residential,,True,149.284,"LINESTRING (9.1878546 45.5546382, 9.1882011 45.5549335, 9.1890718 45.5556755)",,
28335647,True,1,Via delle Rose,residential,50,False,139.777,"LINESTRING (9.1891694 45.5547888, 9.1896271 45.5535733)",,
148902020,True,1,Via Ligustro,residential,,False,68.631,"LINESTRING (9.1891694 45.5547888, 9.1898807 45.5549283, 9.189923 45.5549366, 9.1900186 45.5549542)",,
1147843914,True,1,Viale Unione,residential,,False,30.608,"LINESTRING (9.1915191 45.5490171, 9.1918998 45.5490856)",,
148902022,True,1,Via Vaniglia,residential,,False,105.483,"LINESTRING (9.1896867 45.5486878, 9.1896596 45.548751, 9.1893201 45.5495434, 9.1892974 45.5495964)",,
1147843914,True,1,Viale Unione,residential,,False,147.312,"LINESTRING (9.1896867 45.5486878, 9.1898235 45.5487124, 9.1903069 45.5487993, 9.1903808 45.5488126, 9.1908169 45.5488909, 9.1909244 45.5489103, 9.1910686 45.5489362, 9.1911492 45.5489507, 9.1914313 45.5490014, 9.1915191 45.5490171)",,
149158286,True,1,Viale Piemonte,residential,,False,103.081,"LINESTRING (9.1883261 45.5484821, 9.1883443 45.5484307, 9.1884359 45.5481732, 9.1885386 45.5478839, 9.1886019 45.5477057, 9.1886457 45.5475825)",,
196903053,True,1,Viale Unione,residential,,False,35.333999999999996,"LINESTRING (9.1883261 45.5484821, 9.1884218 45.5484968, 9.1887012 45.5485397, 9.1887697 45.5485489)",,
