osmid,ref,name,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes
786002178,SP34,Via del Padule,secondary,40,roundabout,True,False,12.171999999999999,"LINESTRING (11.3251409 43.7560559, 11.3251601 43.7560262, 11.3251869 43.7559976, 11.3252077 43.7559807, 11.3252285 43.7559682)",
786002178,SP34,Via del Padule,secondary,40,roundabout,True,False,14.511,"LINESTRING (11.3253581 43.756305, 11.3253156 43.7562997, 11.3252749 43.7562884, 11.3252338 43.7562723, 11.3251962 43.7562517)",
786002175,SP34,Via Pian di Ripoli,secondary,70,,True,False,42.039,"LINESTRING (11.3251962 43.7562517, 11.3251449 43.7562418, 11.3251078 43.7562382, 11.3250548 43.7562366, 11.3250124 43.7562362, 11.3249693 43.756237, 11.324928 43.756239, 11.3248805 43.7562424, 11.3248383 43.756247, 11.3247868 43.7562537, 11.3246836 43.7562816)",
786002178,SP34,Via del Padule,secondary,40,roundabout,True,False,23.14,"LINESTRING (11.3251962 43.7562517, 11.3251677 43.7562226, 11.3251468 43.7561936, 11.3251348 43.7561615, 11.3251304 43.7561306, 11.3251303 43.7560944, 11.3251409 43.7560559)",
11322959,SP34,Via del Padule,secondary,,,True,False,25.609,"LINESTRING (11.3255784 43.7562347, 11.3255822 43.7562714, 11.3255877 43.7563093, 11.325597 43.7563429, 11.3256585 43.7564556)",
786002176,SP34,Via del Padule,secondary,40,roundabout,True,False,20.259,"LINESTRING (11.3255784 43.7562347, 11.3255547 43.7562556, 11.3255275 43.7562727, 11.3254925 43.7562876, 11.325458 43.7562976, 11.3254134 43.7563047, 11.3253581 43.756305)",
11322950,SP34,Via del Padule,secondary,,,True,False,29.375,"LINESTRING (11.3256585 43.7564556, 11.325447 43.7563464, 11.3253581 43.756305)",
159665178,,Via Roma,residential,,,False,False,215.438,"LINESTRING (11.3145569 43.7532137, 11.3145458 43.7531712, 11.3145427 43.7531385, 11.3145439 43.7531214, 11.3145485 43.7531057, 11.3145598 43.7530874, 11.3145711 43.7530729, 11.3145928 43.753053, 11.3146127 43.7530445, 11.3146335 43.7530372, 11.3146689 43.7530307, 11.3149679 43.7529895, 11.3165241 43.752782, 11.3166106 43.7527656, 11.3166342 43.7527604, 11.3166544 43.752754, 11.3167004 43.7527373, 11.3167787 43.7526975, 11.31689 43.7526165, 11.3169157 43.7526002)",
348439788,SP1,Via Roma,tertiary,,,False,True,206.88600000000002,"LINESTRING (11.3145569 43.7532137, 11.3157032 43.7530659, 11.3158005 43.7530548, 11.3167357 43.7529275, 11.3170896 43.7528753)",2
348439790,SP1,Via Roma,tertiary,,,False,False,12.295,"LINESTRING (11.3175806 43.7527924, 11.3174312 43.7528165)",2
