osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,junction,ref
120862514,True,Piazza Benedetto Marini,residential,False,16.34,"LINESTRING (9.3461237 44.3114768, 9.3462103 44.3114841, 9.3463269 44.3114978)",,,,
162491837,False,Via Fieschi,tertiary,True,145.465,"LINESTRING (9.3461237 44.3114768, 9.346071 44.31173, 9.3458899 44.3126009, 9.3458498 44.3127702)",,,,
520372747,False,Piazza Benedetto Marini,tertiary,False,44.928,"LINESTRING (9.3461237 44.3114768, 9.3461679 44.3111749, 9.3461137 44.3110822)",2,,,
120862512,False,Via Don G.B. Bobbio,residential,True,146.964,"LINESTRING (9.3455505 44.3141422, 9.3464081 44.314369, 9.3472849 44.3145969)",,,,
162491837,False,Via Fieschi,tertiary,False,142.23999999999998,"LINESTRING (9.3455505 44.3141422, 9.3455861 44.3139823, 9.3458248 44.3129101, 9.3458304 44.3128788)",,,,
162491837,False,Via Fieschi,tertiary,True,221.137,"LINESTRING (9.3455505 44.3141422, 9.3455315 44.3142399, 9.3452318 44.3157298, 9.3452519 44.3159393, 9.3453229 44.3161066)",,,,
31785228,False,Via dei Devoto,residential,False,392.6260000000001,"LINESTRING (9.3372682 44.3096953, 9.3373198 44.3096734, 9.3378318 44.3094561, 9.3386544 44.3090982, 9.3391162 44.3088974, 9.3393173 44.30881, 9.3404512 44.3083172, 9.3409688 44.3080932, 9.3414934 44.3078716)",,30,,
183396805,False,Via Cesare Battisti,residential,False,44.285000000000004,"LINESTRING (9.3372682 44.3096953, 9.3373113 44.3097408, 9.3375802 44.3100251)",,,,
261056726,False,Via Cristoforo Colombo,residential,False,2.685,"LINESTRING (9.3433895 44.3081813, 9.3434082 44.3082014)",2,,,
261056726,False,Via Cristoforo Colombo,residential,True,18.43,"LINESTRING (9.3433895 44.3081813, 9.3432565 44.3080456)",2,,,
185952587,False,Corso Genova,residential,False,154.69,"LINESTRING (9.3433895 44.3081813, 9.3432666 44.3082384, 9.341946 44.3088567, 9.341762 44.3089422)",2,,,
1092324460,False,Via Eraldo Fico,tertiary,True,49.897999999999996,"LINESTRING (9.3355675 44.3115837, 9.3357488 44.3117375, 9.3358818 44.3118501, 9.3359394 44.3118703, 9.3360125 44.3118845)",,,,
520372748,False,Via Edoardo Riboli,tertiary,True,81.572,"LINESTRING (9.3445585 44.3094258, 9.3446959 44.309572, 9.3451286 44.3100355)",,,,
