osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,bridge,ref,junction,width
102784488,Via Merano,residential,False,False,78.254,"LINESTRING (11.6225927 45.5157198, 11.6226725 45.5157746, 11.6233097 45.5162126)",,,,,,
362315366,Via Roma,primary,False,True,190.861,"LINESTRING (11.6225927 45.5157198, 11.6218248 45.5162681, 11.6208732 45.5169423)",2,50,,,,
"[361766256, 640476749, 99857773, 99857775]",Via Roma,primary,False,True,144.993,"LINESTRING (11.6144196 45.5209136, 11.614341 45.5209579, 11.6141749 45.5210415, 11.6141204 45.5210639, 11.6140482 45.5210912, 11.6139428 45.521126, 11.6133221 45.5213333, 11.6132173 45.52137, 11.6131871 45.5213806, 11.6131431 45.521396, 11.6128905 45.5214843, 11.6127828 45.5215272)",2,50,yes,,,
724520432,Via Roma,primary,True,False,15.489,"LINESTRING (11.6144196 45.5209136, 11.6144521 45.5208755, 11.614483 45.5208323, 11.6145068 45.5207888)",,50,,SR11,,
"[102784465, 1148331156, 1148331157]",Via Aldo Moro,residential,False,False,421.96399999999994,"LINESTRING (11.6157589 45.520191, 11.615679 45.5201117, 11.6155983 45.5200457, 11.6153707 45.5198728, 11.6135685 45.5182686, 11.6136013 45.5182127, 11.6136741 45.5181496, 11.6142438 45.5178853, 11.6144788 45.517592, 11.6145613 45.5176061, 11.6148854 45.5178285)",,,,,,
120476586,Via Roma,primary,True,False,27.561,"LINESTRING (11.6157589 45.520191, 11.6158847 45.5201167, 11.6160076 45.5200159)",2,30,,,,
120476580,Via Roma,primary,False,True,2.571,"LINESTRING (11.6167676 45.5196661, 11.6167406 45.5196794)",2,50,,,,
102784466,Via Vicenza,residential,True,False,125.49700000000001,"LINESTRING (11.6167676 45.5196661, 11.6166573 45.5195673, 11.6159254 45.5189123, 11.6158985 45.5188601, 11.6159147 45.5188227, 11.6159915 45.518768)",,,,,,
120476580,Via Roma,primary,False,False,106.809,"LINESTRING (11.6167676 45.5196661, 11.6168886 45.5196038, 11.6176705 45.5191949, 11.6178668 45.5190921)",2,50,,,,
126983792,Via Roma,primary,True,False,22.621,"LINESTRING (11.6178668 45.5190921, 11.6180796 45.5189537)",1,,,,,
120476580,Via Roma,primary,False,True,106.80900000000001,"LINESTRING (11.6178668 45.5190921, 11.6176705 45.5191949, 11.6168886 45.5196038, 11.6167676 45.5196661)",2,50,,,,
"[27699808, 362315366]",Via Roma,primary,False,False,65.475,"LINESTRING (11.6183496 45.5187509, 11.6185434 45.5186159, 11.6186602 45.5185289, 11.618932 45.5183265)",2,50,,,,
126983791,Via Roma,primary,True,False,20.588,"LINESTRING (11.6183496 45.5187509, 11.6183157 45.5188173, 11.6182874 45.5189302)",1,,,,,
102784468,Via Verona,residential,False,False,93.154,"LINESTRING (11.618932 45.5183265, 11.618848 45.5182681, 11.6187828 45.5182228, 11.6180832 45.5177365)",,,,,,
362315366,Via Roma,primary,False,False,82.82600000000001,"LINESTRING (11.618932 45.5183265, 11.6195423 45.5178995, 11.6196861 45.5178015)",2,50,,,,
"[27699808, 362315366]",Via Roma,primary,False,True,65.475,"LINESTRING (11.618932 45.5183265, 11.6186602 45.5185289, 11.6185434 45.5186159, 11.6183496 45.5187509)",2,50,,,,
362315366,Via Roma,primary,False,False,32.235,"LINESTRING (11.6205901 45.5171537, 11.6208732 45.5169423)",2,50,,,,
102784477,Via Bolzano,residential,False,True,76.675,"LINESTRING (11.6205901 45.5171537, 11.6207633 45.5172786, 11.6212758 45.5176483)",,,,,,
362315366,Via Roma,primary,False,True,100.745,"LINESTRING (11.6205901 45.5171537, 11.6203027 45.5173576, 11.6196861 45.5178015)",2,50,,,,
362315366,Via Roma,primary,False,True,32.235,"LINESTRING (11.6208732 45.5169423, 11.6205901 45.5171537)",2,50,,,,
53199263,Via Longare,secondary,False,False,177.67399999999998,"LINESTRING (11.6208732 45.5169423, 11.6208148 45.516909, 11.6207545 45.5168574, 11.6206909 45.5167736, 11.6202543 45.5156463, 11.6201672 45.5154397)",1,,,SP27,,
362315366,Via Roma,primary,False,False,190.861,"LINESTRING (11.6208732 45.5169423, 11.6218248 45.5162681, 11.6225927 45.5157198)",2,50,,,,
464758611,Via Roma,primary,True,False,11.795000000000002,"LINESTRING (11.6182921 45.5190081, 11.6182697 45.5190294, 11.6182385 45.5190445, 11.618202 45.5190515, 11.6181642 45.5190498)",2,,,,roundabout,
464758612,Via Camisana,unclassified,False,True,63.738,"LINESTRING (11.6182921 45.5190081, 11.6183506 45.5190233, 11.6184076 45.5190357, 11.6185251 45.5190452, 11.6191024 45.5190608)",,50,,,,
27699864,Via Roma,primary,True,False,23.643,"LINESTRING (11.6181642 45.5190498, 11.6178668 45.5190921)",1,,,,,
464774419,Via Roma,primary,True,False,13.887,"LINESTRING (11.6181642 45.5190498, 11.6181312 45.5190403, 11.6181041 45.5190241, 11.6180853 45.5190029, 11.6180769 45.5189786, 11.6180796 45.5189537)",2,,,,roundabout,
1144048690,Via Roma,primary,True,False,6.944,"LINESTRING (11.6180796 45.5189537, 11.6180902 45.5189342, 11.6181076 45.5189174, 11.6181306 45.5189042)",2,,,,roundabout,
27699736,Via Roma,primary,True,False,24.119,"LINESTRING (11.6181306 45.5189042, 11.6183496 45.5187509)",1,,,,,
361766262,Via Roma,primary,True,False,13.884,"LINESTRING (11.6181306 45.5189042, 11.6181635 45.5188946, 11.618199 45.5188925, 11.6182337 45.5188983, 11.6182641 45.5189113, 11.6182874 45.5189302)",2,,,,roundabout,
1144048689,Via Roma,primary,True,False,9.014000000000001,"LINESTRING (11.6182874 45.5189302, 11.6183018 45.5189553, 11.6183034 45.5189822, 11.6182921 45.5190081)",2,,,,roundabout,
120476588,Via Guglielmo Marconi,unclassified,False,False,90.376,"LINESTRING (11.6220551 45.5233308, 11.6218506 45.5233218, 11.6214829 45.5232367, 11.6209516 45.5230961)",,,,,,
120476588,Via Guglielmo Marconi,unclassified,False,False,109.716,"LINESTRING (11.6157554 45.5215834, 11.615252 45.5212955, 11.6150976 45.521194, 11.6149635 45.5210762, 11.614758 45.5208938)",,,,,,
120476588,Via Guglielmo Marconi,unclassified,False,True,75.428,"LINESTRING (11.6157554 45.5215834, 11.6160265 45.5217178, 11.616062 45.5217354, 11.6163505 45.5218656, 11.6165796 45.5219347)",,,,,,
539596441,Via dei Lancieri,residential,False,False,106.72999999999999,"LINESTRING (11.6157554 45.5215834, 11.6157163 45.521921, 11.6156446 45.5225401)",,,,,,
120476588,Via Guglielmo Marconi,unclassified,False,False,98.284,"LINESTRING (11.6187323 45.5225083, 11.6175497 45.5222005)",,,,,,
120476588,Via Guglielmo Marconi,unclassified,False,True,184.839,"LINESTRING (11.6187323 45.5225083, 11.6209516 45.5230961)",,,,,,
93699275,Via dei Finanzieri,residential,False,True,140.11,"LINESTRING (11.6187323 45.5225083, 11.6186888 45.5229432, 11.618649 45.5230163, 11.6185869 45.523067, 11.6177406 45.5233979)",,,,,,
120476588,Via Guglielmo Marconi,unclassified,False,False,184.839,"LINESTRING (11.6209516 45.5230961, 11.6187323 45.5225083)",,,,,,
120476588,Via Guglielmo Marconi,unclassified,False,True,90.37599999999999,"LINESTRING (11.6209516 45.5230961, 11.6214829 45.5232367, 11.6218506 45.5233218, 11.6220551 45.5233308)",,,,,,
93699275,Via dei Finanzieri,residential,False,False,28.373,"LINESTRING (11.6169683 45.523702, 11.6172858 45.523577)",,,,,,
99857768,Via dei Granatieri,residential,False,True,154.435,"LINESTRING (11.6175497 45.5222005, 11.6172858 45.523577)",,,,,,
120476588,Via Guglielmo Marconi,unclassified,False,False,81.151,"LINESTRING (11.6175497 45.5222005, 11.6165796 45.5219347)",,,,,,
120476588,Via Guglielmo Marconi,unclassified,False,True,98.284,"LINESTRING (11.6175497 45.5222005, 11.6187323 45.5225083)",,,,,,
120476588,Via Guglielmo Marconi,unclassified,False,True,81.151,"LINESTRING (11.6165796 45.5219347, 11.6175497 45.5222005)",,,,,,
93699274,Via dei Marinai,residential,False,False,163.63400000000001,"LINESTRING (11.6165796 45.5219347, 11.6163333 45.5224846, 11.6163093 45.52263, 11.6162297 45.5230558, 11.6160413 45.5233467)",,,,,,
120476588,Via Guglielmo Marconi,unclassified,False,False,75.428,"LINESTRING (11.6165796 45.5219347, 11.6163505 45.5218656, 11.616062 45.5217354, 11.6160265 45.5217178, 11.6157554 45.5215834)",,,,,,
93699275,Via dei Finanzieri,residential,False,True,40.645,"LINESTRING (11.6177406 45.5233979, 11.6172858 45.523577)",,,,,,
93699275,Via dei Finanzieri,residential,False,False,140.11,"LINESTRING (11.6177406 45.5233979, 11.6185869 45.523067, 11.618649 45.5230163, 11.6186888 45.5229432, 11.6187323 45.5225083)",,,,,,
93699275,Via dei Finanzieri,residential,False,False,40.645,"LINESTRING (11.6172858 45.523577, 11.6177406 45.5233979)",,,,,,
93699275,Via dei Finanzieri,residential,False,True,28.373,"LINESTRING (11.6172858 45.523577, 11.6169683 45.523702)",,,,,,
99857768,Via dei Granatieri,residential,False,False,154.435,"LINESTRING (11.6172858 45.523577, 11.6175497 45.5222005)",,,,,,
93699274,Via dei Marinai,residential,False,True,163.634,"LINESTRING (11.6160413 45.5233467, 11.6162297 45.5230558, 11.6163093 45.52263, 11.6163333 45.5224846, 11.6165796 45.5219347)",,,,,,
102784473,Via Treviso,residential,False,False,134.696,"LINESTRING (11.6148854 45.5178285, 11.6161146 45.5186803)",,,,,,
124263325,Via Treviso,residential,False,False,57.06,"LINESTRING (11.6148854 45.5178285, 11.6152353 45.5173777)",,,,,,
"[102784465, 1148331156, 1148331157]",Via Aldo Moro,residential,False,True,421.96399999999994,"LINESTRING (11.6148854 45.5178285, 11.6145613 45.5176061, 11.6144788 45.517592, 11.6142438 45.5178853, 11.6136741 45.5181496, 11.6136013 45.5182127, 11.6135685 45.5182686, 11.6153707 45.5198728, 11.6155983 45.5200457, 11.615679 45.5201117, 11.6157589 45.520191)",,,,,,
102784473,Via Treviso,residential,False,True,134.696,"LINESTRING (11.6161146 45.5186803, 11.6148854 45.5178285)",,,,,,
103822055,Via Vicenza,residential,False,False,51.295,"LINESTRING (11.6161146 45.5186803, 11.6165884 45.51836)",,,,,,
103822055,Via Vicenza,residential,False,True,13.678,"LINESTRING (11.6161146 45.5186803, 11.6159915 45.518768)",,,,,,
103822055,Via Vicenza,residential,False,False,13.678,"LINESTRING (11.6159915 45.518768, 11.6161146 45.5186803)",,,,,,
102784468,Via Verona,residential,False,False,37.793,"LINESTRING (11.6178039 45.5175385, 11.6174613 45.5172979)",,,,,,
102784468,Via Verona,residential,False,True,30.956,"LINESTRING (11.6178039 45.5175385, 11.6180832 45.5177365)",,,,,,
103822055,Via Vicenza,residential,False,True,131.578,"LINESTRING (11.6178039 45.5175385, 11.6165884 45.51836)",,,,,,
102784468,Via Verona,residential,False,False,55.835,"LINESTRING (11.6173226 45.5172004, 11.6168165 45.5168449)",,,,,,
102784468,Via Verona,residential,False,True,15.308,"LINESTRING (11.6173226 45.5172004, 11.6174613 45.5172979)",,,,,,
102784470,Via Trento,residential,False,True,130.574,"LINESTRING (11.6173226 45.5172004, 11.6161341 45.5180283)",,,,,,
102784468,Via Verona,residential,False,False,69.236,"LINESTRING (11.6168165 45.5168449, 11.6161889 45.5164041)",,,,,,
102784468,Via Verona,residential,False,True,55.835,"LINESTRING (11.6168165 45.5168449, 11.6173226 45.5172004)",,,,,,
102784471,Via Trieste,residential,False,True,129.78,"LINESTRING (11.6168165 45.5168449, 11.6156968 45.517709)",,,,,,
124263328,Via Rovigo,residential,False,False,233.50999999999996,"LINESTRING (11.6168165 45.5168449, 11.6170072 45.5166894, 11.6184422 45.5163455, 11.6186099 45.5163498, 11.6188522 45.5163977, 11.6188833 45.5164499, 11.6187345 45.5169202)",,,,,,
102784468,Via Verona,residential,False,True,69.236,"LINESTRING (11.6161889 45.5164041, 11.6168165 45.5168449)",,,,,,
124263325,Via Treviso,residential,False,False,225.07999999999998,"LINESTRING (11.6161889 45.5164041, 11.6166042 45.5162279, 11.6186863 45.5155968, 11.6188136 45.5155659)",,,,,,
124263325,Via Treviso,residential,False,True,132.6,"LINESTRING (11.6161889 45.5164041, 11.6158985 45.5165839, 11.6156824 45.5168016, 11.6152353 45.5173777)",,,,,,
102784472,Via Padova,residential,False,False,51.12,"LINESTRING (11.6165884 45.51836, 11.6161341 45.5180283)",,,,,,
