osmid,oneway,lanes,highway,reversed,length,geometry,name,junction,ref,maxspeed,bridge
51701760,True,2,primary,False,8.29,"LINESTRING (8.6441349 44.634299, 8.6441164 44.6343493, 8.6441187 44.6343718)",,,,,
240446352,False,2,primary,True,29.110000000000003,"LINESTRING (8.6441349 44.634299, 8.6441508 44.6342794, 8.6442509 44.6341657, 8.6443116 44.63407)",Via Voltri,,,,
26714893,True,,primary,False,5.934,"LINESTRING (8.6441187 44.6343718, 8.6441386 44.6343826, 8.6441553 44.6343958, 8.6441683 44.634411)",,roundabout,,,
26714893,True,,primary,False,10.129999999999999,"LINESTRING (8.644083 44.6345453, 8.6440513 44.6345486, 8.6440195 44.6345465, 8.6439892 44.6345392, 8.6439622 44.6345269)",,roundabout,,,
27387970,True,,secondary,False,18.151,"LINESTRING (8.644083 44.6345453, 8.6440478 44.6345763, 8.6440205 44.6346074, 8.6439963 44.6346446, 8.6439761 44.634688)",Corso Martiri della Libertà,,,,
26714892,True,2,primary,False,22.903,"LINESTRING (8.6439133 44.6344478, 8.6438478 44.6343656, 8.6438134 44.6343248, 8.643767 44.6342701)",Corso Martiri della Libertà,,,,
26714893,True,,primary,False,13.312000000000001,"LINESTRING (8.6439133 44.6344478, 8.6439177 44.6344281, 8.6439278 44.6344095, 8.6439431 44.6343927, 8.6439629 44.6343786, 8.6439865 44.6343678, 8.6440126 44.6343606)",,roundabout,,,
26714893,True,,primary,False,2.479,"LINESTRING (8.6440126 44.6343606, 8.6440436 44.6343574)",,roundabout,,,
26714894,True,2,primary,False,9.714,"LINESTRING (8.6440436 44.6343574, 8.6441349 44.634299)",,,,,
26714893,True,,primary,False,6.2219999999999995,"LINESTRING (8.6440436 44.6343574, 8.6440826 44.6343606, 8.6441187 44.6343718)",,roundabout,,,
26714893,True,,primary,False,9.947,"LINESTRING (8.6439622 44.6345269, 8.6439404 44.6345108, 8.6439245 44.6344915, 8.6439153 44.6344701, 8.6439133 44.6344478)",,roundabout,,,
26714893,True,,primary,False,8.303999999999998,"LINESTRING (8.6441641 44.6345006, 8.6441429 44.6345204, 8.6441153 44.6345356, 8.644083 44.6345453)",,roundabout,,,
26715186,True,2,primary,False,21.923000000000002,"LINESTRING (8.643767 44.6342701, 8.6438427 44.6342991, 8.6439066 44.6343275, 8.6440126 44.6343606)",Corso Italia,,,,
240446249,True,,primary,False,13.139,"LINESTRING (8.647639 44.642787, 8.6476591 44.6427598, 8.6477372 44.6426923)",Strada Rocca Grimalda,,SP185,,
27340086,True,,primary,False,13.439,"LINESTRING (8.6477248 44.6426768, 8.6477145 44.6426538, 8.6477123 44.6426296, 8.6477181 44.6426058, 8.6477318 44.6425837, 8.6477524 44.6425645)",,roundabout,,,
27340088,True,,secondary,False,21.445999999999998,"LINESTRING (8.6477248 44.6426768, 8.6476566 44.6426415, 8.6476124 44.6426134, 8.6475817 44.6425879, 8.6475552 44.642565, 8.6475355 44.6425414)",Lungo Orba Giuseppe Mazzini,,,,
27340086,True,,primary,False,18.105,"LINESTRING (8.6479936 44.6426519, 8.6479864 44.6426708, 8.6479742 44.6426884, 8.6479574 44.6427039, 8.6479353 44.6427176, 8.6479098 44.6427277, 8.6478819 44.6427339, 8.6478528 44.6427359, 8.6478237 44.6427336)",,roundabout,,,
27340086,True,,primary,False,10.703,"LINESTRING (8.6479538 44.6425635, 8.6479748 44.6425824, 8.6479889 44.6426043, 8.6479953 44.6426279, 8.6479936 44.6426519)",,roundabout,,,
27415568,True,,primary,False,32.962,"LINESTRING (8.6479538 44.6425635, 8.648073 44.6425288, 8.6483422 44.6424563)",Piazza Castello,,,,
27340086,True,,primary,False,17.666999999999998,"LINESTRING (8.6477524 44.6425645, 8.6477897 44.642545, 8.6478338 44.6425351, 8.6478665 44.6425345, 8.6478985 44.6425393, 8.6479281 44.6425491, 8.6479538 44.6425635)",,roundabout,,,
240446247,False,2,secondary,False,244.953,"LINESTRING (8.6475355 44.6425414, 8.6472969 44.6422943, 8.6467639 44.6417736, 8.6464453 44.6414814, 8.646045 44.6411112, 8.645677 44.6407802)",Lungo Orba Giuseppe Mazzini,,,50,
240446248,True,,secondary,False,17.965,"LINESTRING (8.6475355 44.6425414, 8.6475974 44.6425642, 8.6476254 44.6425703, 8.647657 44.6425733, 8.6476915 44.6425703, 8.6477524 44.6425645)",Lungo Orba Giuseppe Mazzini,,,50,
150363487,False,,unclassified,False,95.415,"LINESTRING (8.645677 44.6407802, 8.6456039 44.6408031, 8.6455305 44.640799, 8.6452579 44.6406242, 8.6450604 44.6405169, 8.6449517 44.6404942, 8.6448083 44.6404809, 8.6447256 44.6404968, 8.6446559 44.6405411)",,,,,
240446247,False,2,secondary,False,61.947,"LINESTRING (8.645677 44.6407802, 8.6454484 44.6405683, 8.6451864 44.6403462)",Lungo Orba Giuseppe Mazzini,,,50,
240446247,False,2,secondary,True,244.95300000000003,"LINESTRING (8.645677 44.6407802, 8.646045 44.6411112, 8.6464453 44.6414814, 8.6467639 44.6417736, 8.6472969 44.6422943, 8.6475355 44.6425414)",Lungo Orba Giuseppe Mazzini,,,50,
46919057,False,,unclassified,False,95.852,"LINESTRING (8.6451864 44.6403462, 8.6453118 44.6403432, 8.6453591 44.6403502, 8.6454419 44.6403468, 8.6454956 44.6403577, 8.645653 44.6404413, 8.6458858 44.6405718, 8.646048 44.6406793, 8.6460963 44.6407177, 8.6462075 44.6407276)",Via Capitano Luigi Oddone,,,,
240446247,False,2,secondary,False,124.27999999999999,"LINESTRING (8.6451864 44.6403462, 8.6451647 44.6403275, 8.6449325 44.6401464, 8.6441635 44.6395845, 8.6440997 44.6395394)",Lungo Orba Giuseppe Mazzini,,,50,
240446247,False,2,secondary,True,61.947,"LINESTRING (8.6451864 44.6403462, 8.6454484 44.6405683, 8.645677 44.6407802)",Lungo Orba Giuseppe Mazzini,,,50,
240446247,False,2,secondary,False,22.485,"LINESTRING (8.6434789 44.6391016, 8.6434525 44.6390318, 8.6434346 44.6389025)",Lungo Orba Giuseppe Mazzini,,,50,
240446247,False,2,secondary,True,69.252,"LINESTRING (8.6434789 44.6391016, 8.6435272 44.6391481, 8.643612 44.6392119, 8.6440997 44.6395394)",Lungo Orba Giuseppe Mazzini,,,50,
27387969,True,,secondary,False,26.433,"LINESTRING (8.6434647 44.6383201, 8.6435012 44.6382734, 8.6435199 44.6382347, 8.6435365 44.6381926, 8.6435601 44.6380944)",Piazza Venti Settembre,,,,
304616312,True,,secondary,False,15.197,"LINESTRING (8.6434647 44.6383201, 8.6435104 44.6383096, 8.6435583 44.6383071, 8.6436057 44.6383126, 8.6436499 44.6383259)",Piazza Venti Settembre,roundabout,,,
304616312,True,,secondary,False,3.935,"LINESTRING (8.6434223 44.6383386, 8.6434647 44.6383201)",Piazza Venti Settembre,roundabout,,,
304616312,True,,secondary,False,8.632,"LINESTRING (8.6433538 44.6384929, 8.6433467 44.6384675, 8.6433461 44.6384416, 8.6433519 44.6384161)",Piazza Venti Settembre,roundabout,,,
29499782,True,,unclassified,False,96.264,"LINESTRING (8.6436818 44.6385622, 8.6439684 44.6387301, 8.6443655 44.6389376, 8.6444218 44.6389672, 8.6446726 44.6390601)",Via Benedetto Cairoli,,,,
304616312,True,,secondary,False,6.814,"LINESTRING (8.6436818 44.6385622, 8.6436463 44.6385796, 8.6436065 44.6385912)",Piazza Venti Settembre,roundabout,,,
304616312,True,,secondary,False,9.29,"LINESTRING (8.6437449 44.6384928, 8.6437205 44.6385308, 8.6436818 44.6385622)",Piazza Venti Settembre,roundabout,,,
"[304614794, 27369108]",True,2,primary,False,17.189999999999998,"LINESTRING (8.6488017 44.6425703, 8.6487129 44.6425705, 8.6486546 44.6425705, 8.6485845 44.6425681)",,,SP155,,yes
53507742,False,,secondary,False,71.087,"LINESTRING (8.6437245 44.6367488, 8.6437945 44.6361752, 8.6438022 44.6361119)",Corso Martiri della Libertà,,,,
53507742,False,,secondary,True,83.499,"LINESTRING (8.6437245 44.6367488, 8.6436548 44.6373193, 8.6436331 44.6374969)",Corso Martiri della Libertà,,,,
27417994,True,,unclassified,False,96.354,"LINESTRING (8.6438022 44.6361119, 8.6443787 44.6361257, 8.6450188 44.6361488)",Via Venticinque Aprile,,,,
27417997,False,,unclassified,False,93.232,"LINESTRING (8.6438022 44.6361119, 8.6436948 44.6361068, 8.6426273 44.6360484)",Via Fiorello Cavanna,,,,
53507742,False,,secondary,False,70.29499999999999,"LINESTRING (8.6438022 44.6361119, 8.6438095 44.6360521, 8.6438689 44.6355661, 8.6438791 44.6354821)",Corso Martiri della Libertà,,,,
