osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,bridge,junction,tunnel
228275499,False,2,SS18,Corso Mediterraneo,primary,50,False,146.185,"LINESTRING (15.7895821 39.812815, 15.7892422 39.8134398, 15.7888946 39.8140187)",,,
539393701,False,2,,Via Nazario Sauro,residential,50,False,14.073,"LINESTRING (15.7895821 39.812815, 15.7896257 39.8128332, 15.7896674 39.8128506, 15.7897269 39.8128754)",,,
318613229,True,,,Via Lido,tertiary_link,,False,38.22,"LINESTRING (15.7888052 39.8141793, 15.7891349 39.8144117)",,,
228275499,False,2,SS18,Corso Mediterraneo,primary,50,False,218.40499999999997,"LINESTRING (15.7888052 39.8141793, 15.7887473 39.8142705, 15.7887015 39.8143427, 15.7881973 39.8151601, 15.7881004 39.815306, 15.7876852 39.8159449)",,,
228275499,False,2,SS18,Corso Mediterraneo,primary,50,True,19.422,"LINESTRING (15.7888052 39.8141793, 15.7888525 39.8140943, 15.7888946 39.8140187)",,,
228696251,True,3,,,residential,30,False,137.165,"LINESTRING (15.7888052 39.8141793, 15.7886525 39.8142342, 15.7885461 39.8142449, 15.788529 39.8142702, 15.7881537 39.8148259, 15.7879827 39.815081, 15.787935 39.8151523)",,,
172049698,False,,,Via Lido,tertiary,,True,49.779,"LINESTRING (15.789578 39.814724, 15.7900028 39.8150305)",,,
593823936,False,,,,residential,,True,102.62700000000001,"LINESTRING (15.789578 39.814724, 15.7895162 39.8148261, 15.7894072 39.8148834, 15.7894984 39.8150435, 15.7896543 39.8152149, 15.7900028 39.8150305)",,,
108886327,False,,,Viale Kennedy,residential,,False,89.829,"LINESTRING (15.789578 39.814724, 15.7896045 39.8146494, 15.7898542 39.8139445)",,,
539393699,False,,,Via Lido,tertiary,,False,51.363,"LINESTRING (15.789578 39.814724, 15.7894988 39.8146682, 15.7891349 39.8144117)",,,
172045890,False,2,SS18,,primary,50,False,28.497,"LINESTRING (15.7853394 39.8195724, 15.7850931 39.8197453)",,,
