osmid,name,highway,oneway,reversed,length,geometry,bridge,ref,width,maxspeed,lanes,junction
439130437,Via Milano,secondary,False,False,77.965,"LINESTRING (9.1291278 45.7352353, 9.1285182 45.7357926)",,SP36,,50,,
439130437,Via Milano,secondary,False,True,77.965,"LINESTRING (9.1285182 45.7357926, 9.1291278 45.7352353)",,SP36,,50,,
439130437,Via Milano,secondary,False,False,67.166,"LINESTRING (9.1285182 45.7357926, 9.1281995 45.7361132, 9.1280578 45.736239, 9.1280047 45.736278)",,SP36,,50,,
201188476,Via Ettore Brambilla,tertiary,False,False,101.717,"LINESTRING (9.1344564 45.7426959, 9.134403 45.7427037, 9.1331664 45.742858)",,,,,,
201188476,Via Ettore Brambilla,tertiary,False,True,31.634,"LINESTRING (9.1344564 45.7426959, 9.1344956 45.7426836, 9.134644 45.7426386, 9.1347084 45.7426175, 9.1347715 45.7425952, 9.134823 45.7425724)",,,,,,
35743265,Via Fratelli Galimberti,residential,True,False,83.478,"LINESTRING (9.1262911 45.7398542, 9.1266217 45.7405686)",,,,,,
70741921,Via Alessandro Manzoni,secondary,False,False,76.347,"LINESTRING (9.1262911 45.7398542, 9.1253345 45.7400145)",,,,,,
70741921,Via Alessandro Manzoni,secondary,False,True,78.389,"LINESTRING (9.1262911 45.7398542, 9.1272715 45.7396845)",,,,,,
478575983,Via Francesco Daverio,residential,True,False,77.957,"LINESTRING (9.1267898 45.7410607, 9.1267187 45.7410954, 9.126205 45.741276, 9.125979 45.7414557)",,,,,,
35743251,Via Alessandro Volta,tertiary,True,False,63.291,"LINESTRING (9.1281455 45.7414462, 9.1284505 45.7410409, 9.1285208 45.7409409)",,,,,,
71811348,Via dei Mille,residential,True,False,92.88299999999998,"LINESTRING (9.1281455 45.7414462, 9.1280184 45.7412856, 9.1279466 45.7412082, 9.1278341 45.741141, 9.1276345 45.74112, 9.1274739 45.7411031, 9.1272444 45.7409799)",,,,,1,
188936082,Via dei Mille,tertiary,True,False,66.824,"LINESTRING (9.1290771 45.7427417, 9.1286888 45.7422053)",,,,,,
201153374,Via dei Mille,tertiary,False,False,48.749,"LINESTRING (9.1290771 45.7427417, 9.1293166 45.743147)",,,,,,
99702062,Piazza Giuseppe Garibaldi,tertiary,False,False,31.23,"LINESTRING (9.1290552 45.7397845, 9.1286697 45.7397039)",,,,,,
"[35743245, 99702061]","['Piazza Giuseppe Garibaldi', 'Via Dante Alighieri']",tertiary,True,False,75.358,"LINESTRING (9.1290552 45.7397845, 9.1292836 45.7397645, 9.1292987 45.7397727, 9.1293056 45.7397877, 9.129411 45.7400906, 9.1294155 45.7401213, 9.1293891 45.7402655)",,,,,,
"[72516281, 188936052, 316252397]","['Piazza Boldrini', 'Salita San Michele', 'Salita Andrea Camunzio']",residential,False,True,180.767,"LINESTRING (9.1284712 45.7378528, 9.1287543 45.7377416, 9.1287972 45.7376442, 9.1290225 45.737487, 9.1292907 45.7381235, 9.1290427 45.7382569, 9.1288528 45.7383968)",,,,,,
188785974,Via dei Pizzi,residential,True,False,45.598,"LINESTRING (9.1288528 45.7383968, 9.1283163 45.738564)",,,,,,
"[72515912, 316252409]","['Via Archinto', 'Piazza Boldrini']",residential,False,False,72.203,"LINESTRING (9.1288528 45.7383968, 9.1290857 45.7383678, 9.1293658 45.738408, 9.1297444 45.7385138)",,,,,,
"[72516281, 188936052, 316252397]","['Piazza Boldrini', 'Salita San Michele', 'Salita Andrea Camunzio']",residential,False,False,180.767,"LINESTRING (9.1288528 45.7383968, 9.1290427 45.7382569, 9.1292907 45.7381235, 9.1290225 45.737487, 9.1287972 45.7376442, 9.1287543 45.7377416, 9.1284712 45.7378528)",,,,,,
200486983,Via Guido Brighi,tertiary,True,False,28.601000000000003,"LINESTRING (9.1348328 45.73518, 9.1347992 45.735244, 9.1347912 45.7352721, 9.1347868 45.7353031, 9.1347858 45.7353489, 9.1347966 45.7353994, 9.1348122 45.7354299)",,,,,,
49850403,Via Cesare Cantù,tertiary,True,False,24.248,"LINESTRING (9.1351074 45.7355072, 9.1349843 45.7355042, 9.1349333 45.7355099, 9.1348887 45.7355165, 9.1348475 45.7355305, 9.134807 45.735546)",,,,,,
72212111,Piazza Sirtori,residential,True,False,24.266000000000002,"LINESTRING (9.1267547 45.7408571, 9.1270066 45.7409499, 9.1270312 45.740959)",,,,,,
478575981,Piazza Sirtori,residential,True,False,22.802999999999997,"LINESTRING (9.1267547 45.7408571, 9.1267843 45.741029, 9.1267898 45.7410607)",,,,,,
70741941,Via Uberto Da Canturio,residential,True,False,14.166,"LINESTRING (9.1329113 45.7365994, 9.1330555 45.7366775)",,,5,,,
60431531,Via Uberto Da Canturio,residential,True,False,200.834,"LINESTRING (9.1329113 45.7365994, 9.1323332 45.7360115, 9.1313471 45.7351623)",,,5,,,
200343942,,tertiary,True,False,4.886,"LINESTRING (9.1330555 45.7366775, 9.1330859 45.7366792, 9.1331155 45.7366885)",,,,,,roundabout
39344972,Viale alla Madonna,tertiary,True,False,16.819,"LINESTRING (9.1330886 45.7368043, 9.1329394 45.736914)",,,5,,,
200486995,,tertiary,True,False,8.405000000000001,"LINESTRING (9.1330886 45.7368043, 9.1330573 45.7368066, 9.1330182 45.7367986, 9.1329907 45.7367823)",,,,,,roundabout
188978421,Via Cavour,secondary,True,False,86.108,"LINESTRING (9.1267108 45.7381829, 9.127021 45.7379025, 9.1274243 45.7375906)",,,5,,,
35802039,Piazza Giuseppe Parini,secondary,True,False,103.897,"LINESTRING (9.1272715 45.7396845, 9.1269259 45.7387818)",,,5,,,
70741921,Via Alessandro Manzoni,secondary,False,False,78.389,"LINESTRING (9.1272715 45.7396845, 9.1262911 45.7398542)",,,,,,
35802040,Via John Fitzgerald Kennedy,residential,False,True,7.634,"LINESTRING (9.1232215 45.741038, 9.1231526 45.740989)",,,,50,,
35802040,Via John Fitzgerald Kennedy,residential,False,False,63.797,"LINESTRING (9.1232215 45.741038, 9.1234682 45.7412365, 9.1236105 45.7414211, 9.1236579 45.7415169)",,,,50,,
35829833,Via Salvo D'Acquisto,residential,False,False,133.886,"LINESTRING (9.1232215 45.741038, 9.1241474 45.7406234, 9.1241938 45.7406078, 9.1242133 45.7405696, 9.1241195 45.7402158)",,,,50,,
35829833,Via Salvo D'Acquisto,residential,False,True,133.886,"LINESTRING (9.1241195 45.7402158, 9.1242133 45.7405696, 9.1241938 45.7406078, 9.1241474 45.7406234, 9.1232215 45.741038)",,,,50,,
191454463,Via Alessandro Manzoni,secondary,False,True,96.91,"LINESTRING (9.1241195 45.7402158, 9.1248905 45.7400881, 9.1252003 45.7400367, 9.1253345 45.7400145)",,,,,2,
50126401,Piazza Volontari della Libertà,secondary,True,False,36.334,"LINESTRING (9.1276781 45.7362911, 9.127708 45.7363083, 9.1277158 45.7363546, 9.1276963 45.7363999, 9.1275858 45.7364734, 9.127484 45.7365427)",,,,,,
429576222,Piazza Volontari della Libertà,secondary,True,False,18.580000000000002,"LINESTRING (9.1276781 45.7362911, 9.1277808 45.7363038, 9.1278614 45.7363092, 9.1279152 45.736305)",,,,,,
35826796,Via Risorgimento,secondary,True,False,258.692,"LINESTRING (9.1273437 45.7366413, 9.127322 45.7368696, 9.1272831 45.737149, 9.1272242 45.7372699, 9.1270914 45.7373961, 9.1264913 45.7378764, 9.1256546 45.7385023, 9.1256149 45.7385303)",,,,50,,
191454498,Via Damiani,secondary,True,False,75.794,"LINESTRING (9.1273437 45.7366413, 9.1270776 45.736852, 9.1267087 45.7371591)",,SP35,,,,
201832294,Via Francesco Daverio,residential,False,False,113.21799999999999,"LINESTRING (9.1240902 45.7436772, 9.1244454 45.7433884, 9.1250791 45.7429291)",,,,,,
433048816,Via Martin Luther King,residential,False,False,150.885,"LINESTRING (9.1240902 45.7436772, 9.1238343 45.7435797, 9.1236096 45.7433213, 9.1231558 45.7425312)",,,,,,
35802040,Via John Fitzgerald Kennedy,residential,False,True,115.626,"LINESTRING (9.1250791 45.7429291, 9.1246698 45.7426861, 9.1244381 45.7426801, 9.124275 45.7426143, 9.123948 45.7423211)",,,,50,,
201832294,Via Francesco Daverio,residential,False,False,182.20499999999998,"LINESTRING (9.1250791 45.7429291, 9.1254612 45.7425597, 9.1256465 45.7423976, 9.1258001 45.7421001, 9.1258551 45.7417365, 9.125979 45.7414557)",,,,,,
201832294,Via Francesco Daverio,residential,False,True,113.21799999999999,"LINESTRING (9.1250791 45.7429291, 9.1244454 45.7433884, 9.1240902 45.7436772)",,,,,,
35826797,Via Murazzo,residential,True,False,168.63600000000002,"LINESTRING (9.125979 45.7414557, 9.1258504 45.7412682, 9.1256054 45.7408122, 9.1255116 45.7406375, 9.1253345 45.7400145)",,,,,,
72518390,Via San Giacomo,residential,False,False,30.634,"LINESTRING (9.125979 45.7414557, 9.1261562 45.7416552, 9.1261831 45.7416914)",,,,,,
201832294,Via Francesco Daverio,residential,False,True,182.20499999999998,"LINESTRING (9.125979 45.7414557, 9.1258551 45.7417365, 9.1258001 45.7421001, 9.1256465 45.7423976, 9.1254612 45.7425597, 9.1250791 45.7429291)",,,,,,
70741921,Via Alessandro Manzoni,secondary,False,True,76.347,"LINESTRING (9.1253345 45.7400145, 9.1262911 45.7398542)",,,,,,
191454463,Via Alessandro Manzoni,secondary,False,False,96.91,"LINESTRING (9.1253345 45.7400145, 9.1252003 45.7400367, 9.1248905 45.7400881, 9.1241195 45.7402158)",,,,,2,
71900572,Via Murazzo,secondary,True,False,125.688,"LINESTRING (9.1251614 45.7388923, 9.125154 45.7390262, 9.1251702 45.7391387, 9.1252427 45.7395292, 9.1253345 45.7400145)",,,,,,
684940483,,residential,False,False,44.355000000000004,"LINESTRING (9.1251614 45.7388923, 9.125081 45.7389173, 9.124734 45.7390473, 9.1246549 45.7390768)",,,,,,
35826806,Via Mendel,residential,False,True,65.78,"LINESTRING (9.1231558 45.7425312, 9.1234144 45.7424564, 9.123948 45.7423211)",,,,,,
433048816,Via Martin Luther King,residential,False,True,150.885,"LINESTRING (9.1231558 45.7425312, 9.1236096 45.7433213, 9.1238343 45.7435797, 9.1240902 45.7436772)",,,,,,
35802040,Via John Fitzgerald Kennedy,residential,False,False,92.213,"LINESTRING (9.1236579 45.7415169, 9.123948 45.7423211)",,,,50,,
35826803,Via Anne Marie Curie,residential,False,False,33.848,"LINESTRING (9.1236579 45.7415169, 9.12323 45.7415759)",,,,,,
35802040,Via John Fitzgerald Kennedy,residential,False,True,63.797,"LINESTRING (9.1236579 45.7415169, 9.1236105 45.7414211, 9.1234682 45.7412365, 9.1232215 45.741038)",,,,50,,
35802040,Via John Fitzgerald Kennedy,residential,False,True,92.213,"LINESTRING (9.123948 45.7423211, 9.1236579 45.7415169)",,,,50,,
35802040,Via John Fitzgerald Kennedy,residential,False,False,115.626,"LINESTRING (9.123948 45.7423211, 9.124275 45.7426143, 9.1244381 45.7426801, 9.1246698 45.7426861, 9.1250791 45.7429291)",,,,50,,
35826806,Via Mendel,residential,False,False,65.78,"LINESTRING (9.123948 45.7423211, 9.1234144 45.7424564, 9.1231558 45.7425312)",,,,,,
35826803,Via Anne Marie Curie,residential,False,True,33.848,"LINESTRING (9.12323 45.7415759, 9.1236579 45.7415169)",,,,,,
35826804,,residential,False,True,87.103,"LINESTRING (9.12323 45.7415759, 9.1234853 45.7423387)",,,,,,
35826804,,residential,False,False,87.103,"LINESTRING (9.1234853 45.7423387, 9.12323 45.7415759)",,,,,,
35829840,Via Puecher,unclassified,False,False,113.178,"LINESTRING (9.1352452 45.7380686, 9.1349479 45.7385081, 9.1347308 45.7387292, 9.1346291 45.7388562, 9.1344991 45.7389321)",,,,,,
35829840,Via Puecher,unclassified,False,True,31.657,"LINESTRING (9.1336947 45.7391129, 9.1339791 45.7389088)",,,,,,
35829838,Via Andrea Alciato,unclassified,True,False,78.518,"LINESTRING (9.1336947 45.7391129, 9.1337624 45.7391707, 9.1341478 45.7394999, 9.1341722 45.7396546, 9.1341844 45.7397046)",,,,,,
35829841,Via Ventiquattro Maggio,residential,False,False,95.288,"LINESTRING (9.1336947 45.7391129, 9.1336281 45.7391681, 9.1334684 45.7393003, 9.1333159 45.7394506, 9.1329061 45.7397686)",,,,,,
188936055,Via Alciato,unclassified,False,True,18.629,"LINESTRING (9.1336947 45.7391129, 9.1336304 45.7390582, 9.1335424 45.7389834)",,,,,,
35829838,Via Andrea Alciato,unclassified,True,False,22.991,"LINESTRING (9.1341844 45.7397046, 9.134148 45.7399098)",,,,,,
50126413,Via Spazzi,unclassified,False,True,73.993,"LINESTRING (9.1341844 45.7397046, 9.135004 45.7393646)",,,,,,
35829838,Via Andrea Alciato,unclassified,True,False,75.238,"LINESTRING (9.1342066 45.7404532, 9.1347887 45.7409943)",,,,,,
431949652,Via Negroni,unclassified,False,True,81.162,"LINESTRING (9.1342066 45.7404532, 9.1338238 45.7405385, 9.1334056 45.7401967)",,,,,,
71122981,Via Fiammenghini,residential,False,True,47.335,"LINESTRING (9.1309087 45.7404433, 9.1308576 45.7400191)",,,,,,
364222480,Via Ventiquattro Maggio,residential,True,False,67.601,"LINESTRING (9.1309087 45.7404433, 9.1313098 45.7405586, 9.1315534 45.7405433, 9.1317024 45.740458)",,,,,,
36336655,,residential,True,False,79.595,"LINESTRING (9.1250861 45.7352915, 9.1247811 45.7355763, 9.1244753 45.7358665)",,,,,,
188868539,Via Giulio Carcano,secondary,True,False,146.848,"LINESTRING (9.1250861 45.7352915, 9.1259557 45.7357547, 9.1262801 45.7358941, 9.1266595 45.7360153)",,SP35,,,,
27354651,Corso Unità d'Italia,secondary,True,False,74.943,"LINESTRING (9.1244753 45.7358665, 9.1244295 45.7358404, 9.1237611 45.735413)",,SP35,,,,
32977223,Via Armando Diaz,residential,False,True,64.401,"LINESTRING (9.1236958 45.736611, 9.1232097 45.7370804)",,,,,,
72517202,Via Grassi,residential,True,False,101.03,"LINESTRING (9.1236958 45.736611, 9.1238386 45.736695, 9.1240358 45.7368453, 9.1246881 45.7371956)",,,,50,,
72517202,Via Grassi,residential,True,False,70.65,"LINESTRING (9.1246881 45.7371956, 9.1251593 45.737605, 9.1252319 45.7377029)",,,,50,,
813186589,Via Unione,residential,False,False,63.443999999999996,"LINESTRING (9.1246881 45.7371956, 9.1240235 45.7374165, 9.1239433 45.7374261)",,,,,,
316252387,Piazza Martiri di Belfiore,residential,True,False,20.13,"LINESTRING (9.1254038 45.7384251, 9.1256149 45.7385303)",,,,50,,
43935860,Via Cavour,residential,True,False,131.751,"LINESTRING (9.1255279 45.7385915, 9.1255794 45.7386397, 9.1257035 45.7387165, 9.1258569 45.7387936, 9.1259114 45.7387919, 9.1259727 45.7387899, 9.1262579 45.7385534, 9.1267108 45.7381829)",,,,,,
71900572,Via Murazzo,secondary,True,False,44.236,"LINESTRING (9.1255279 45.7385915, 9.1254998 45.7386113, 9.1252549 45.7387837, 9.125216 45.7388188, 9.1251856 45.7388614, 9.1251614 45.7388923)",,,,,,
188936072,Via Quattro Novembre,unclassified,True,False,166.891,"LINESTRING (9.1317024 45.740458, 9.1320724 45.7419365)",,,,,,
431949653,Via Ventiquattro Maggio,residential,False,True,33.404,"LINESTRING (9.1317024 45.740458, 9.1320351 45.7402674)",,,,,,
201188476,Via Ettore Brambilla,tertiary,False,True,66.915,"LINESTRING (9.1323189 45.742969, 9.1331664 45.742858)",,,,,,
201188476,Via Ettore Brambilla,tertiary,False,False,65.323,"LINESTRING (9.1323189 45.742969, 9.132026 45.7430077, 9.1317146 45.7430506, 9.1315213 45.7430785, 9.1314926 45.7430807)",,,,,,
188936055,Via Alciato,unclassified,False,False,51.664,"LINESTRING (9.1330647 45.7386598, 9.1335424 45.7389834)",,,,,,
200343913,Via Ariberto Da Intimiano,tertiary,True,False,10.968,"LINESTRING (9.1330647 45.7386598, 9.1332043 45.7386444)",,,,,,
200343941,Viale alla Madonna,tertiary,False,True,38.628,"LINESTRING (9.1324555 45.7372871, 9.1327949 45.737033)",,,,,,
53161928,Viale alla Madonna,tertiary,True,False,198.239,"LINESTRING (9.1324555 45.7372871, 9.1317046 45.7379027, 9.1312068 45.7383157, 9.1311941 45.7383299, 9.131189 45.7383475, 9.1311595 45.7386006, 9.1311711 45.7386391, 9.1311815 45.7386535, 9.1311953 45.7386672, 9.1312098 45.7386762, 9.1312292 45.738683, 9.1312916 45.7386947)",,,,,,
58716869,Via San Francesco d'Assisi,residential,False,False,131.647,"LINESTRING (9.1239433 45.7374261, 9.1239957 45.7374766, 9.1242852 45.7376267, 9.1247611 45.7379463, 9.1252319 45.7377029)",,,,,,
72516927,Via San Francesco d'Assisi,residential,False,False,68.977,"LINESTRING (9.1239433 45.7374261, 9.1238505 45.7374034, 9.1232097 45.7370804)",,,,,,
813186589,Via Unione,residential,False,True,63.443999999999996,"LINESTRING (9.1239433 45.7374261, 9.1240235 45.7374165, 9.1246881 45.7371956)",,,,,,
200343888,,tertiary,True,False,8.642,"LINESTRING (9.1329907 45.7367823, 9.1329746 45.736761, 9.132972 45.7367304, 9.1329836 45.7367089)",,,,,,roundabout
35802040,Via John Fitzgerald Kennedy,residential,False,False,7.634,"LINESTRING (9.1231526 45.740989, 9.1232215 45.741038)",,,,50,,
35829838,Via Andrea Alciato,unclassified,True,False,28.664,"LINESTRING (9.1347887 45.7409943, 9.1349674 45.7412199)",,,,,,
"[72517201, 60431674]",Via Armando Diaz,residential,True,False,142.80200000000002,"LINESTRING (9.1237611 45.735413, 9.123747 45.7356166, 9.1237268 45.7358732, 9.1237868 45.7360409, 9.1238658 45.7361656, 9.1239321 45.7362681, 9.123955 45.7363546, 9.1236958 45.736611)",,,,50,,
200343913,Via Ariberto Da Intimiano,tertiary,True,False,102.697,"LINESTRING (9.1317421 45.7386828, 9.1323215 45.738663, 9.1330647 45.7386598)",,,,,,
431949653,Via Ventiquattro Maggio,residential,False,False,87.437,"LINESTRING (9.1329061 45.7397686, 9.1320351 45.7402674)",,,,,,
35829841,Via Ventiquattro Maggio,residential,False,True,95.28800000000001,"LINESTRING (9.1329061 45.7397686, 9.1333159 45.7394506, 9.1334684 45.7393003, 9.1336281 45.7391681, 9.1336947 45.7391129)",,,,,,
48747181,Via Negroni,residential,True,False,151.31,"LINESTRING (9.1329061 45.7397686, 9.132297 45.7392944, 9.1317421 45.7386828)",,,,,,
431949652,Via Negroni,unclassified,False,False,42.643,"LINESTRING (9.1329061 45.7397686, 9.1330474 45.7398903, 9.1332507 45.7400673)",,,,,,
433048819,Piazza Volontari della Libertà,secondary,True,False,50.262,"LINESTRING (9.1280047 45.736278, 9.1279161 45.736345, 9.1278212 45.7363947, 9.1277069 45.7364465, 9.127484 45.7365427)",,,,,,
439130437,Via Milano,secondary,False,True,67.166,"LINESTRING (9.1280047 45.736278, 9.1280578 45.736239, 9.1281995 45.7361132, 9.1285182 45.7357926)",,SP36,,50,,
188936055,Via Alciato,unclassified,False,True,51.664,"LINESTRING (9.1335424 45.7389834, 9.1330647 45.7386598)",,,,,,
188936055,Via Alciato,unclassified,False,False,18.629,"LINESTRING (9.1335424 45.7389834, 9.1336304 45.7390582, 9.1336947 45.7391129)",,,,,,
50126405,Via Giuliano Spazzi,residential,False,True,62.033,"LINESTRING (9.1344991 45.7389321, 9.135004 45.7393646)",,,,,,
35829840,Via Puecher,unclassified,False,False,41.403999999999996,"LINESTRING (9.1344991 45.7389321, 9.1343594 45.7388926, 9.1341812 45.7388874, 9.1339791 45.7389088)",,,,,,
35829840,Via Puecher,unclassified,False,True,113.178,"LINESTRING (9.1344991 45.7389321, 9.1346291 45.7388562, 9.1347308 45.7387292, 9.1349479 45.7385081, 9.1352452 45.7380686)",,,,,,
50126405,Via Giuliano Spazzi,residential,False,False,62.033,"LINESTRING (9.135004 45.7393646, 9.1344991 45.7389321)",,,,,,
50126413,Via Spazzi,unclassified,False,False,73.993,"LINESTRING (9.135004 45.7393646, 9.1341844 45.7397046)",,,,,,
35829840,Via Puecher,unclassified,False,False,31.657,"LINESTRING (9.1339791 45.7389088, 9.1336947 45.7391129)",,,,,,
35829840,Via Puecher,unclassified,False,True,41.404,"LINESTRING (9.1339791 45.7389088, 9.1341812 45.7388874, 9.1343594 45.7388926, 9.1344991 45.7389321)",,,,,,
50126423,,unclassified,True,False,34.896,"LINESTRING (9.1339791 45.7389088, 9.1338075 45.7389409, 9.1335424 45.7389834)",,,,,,
201188476,Via Ettore Brambilla,tertiary,False,False,66.915,"LINESTRING (9.1331664 45.742858, 9.1323189 45.742969)",,,,,,
55258987,Via Trieste,residential,False,False,44.289,"LINESTRING (9.1331664 45.742858, 9.1331853 45.7428887, 9.133242 45.7429392, 9.1334838 45.7431512, 9.1335051 45.743177)",,,,,,
201188476,Via Ettore Brambilla,tertiary,False,True,101.717,"LINESTRING (9.1331664 45.742858, 9.134403 45.7427037, 9.1344564 45.7426959)",,,,,,
71883343,Via Zara,residential,False,False,77.627,"LINESTRING (9.1335051 45.743177, 9.1344877 45.7430461)",,,,,,
55258987,Via Trieste,residential,False,False,51.001000000000005,"LINESTRING (9.1335051 45.743177, 9.1335183 45.7432135, 9.1335837 45.7435783, 9.1335849 45.7436039, 9.1335822 45.7436316)",,,,,,
55258987,Via Trieste,residential,False,True,44.289,"LINESTRING (9.1335051 45.743177, 9.1334838 45.7431512, 9.133242 45.7429392, 9.1331853 45.7428887, 9.1331664 45.742858)",,,,,,
15805207,Viale alla Madonna,tertiary,False,False,65.57,"LINESTRING (9.1338149 45.7362178, 9.1332599 45.7366624)",,,,,,
15805207,Viale alla Madonna,tertiary,False,True,82.458,"LINESTRING (9.1338149 45.7362178, 9.1345127 45.7356586)",,,,,,
58716869,Via San Francesco d'Assisi,residential,False,True,131.647,"LINESTRING (9.1252319 45.7377029, 9.1247611 45.7379463, 9.1242852 45.7376267, 9.1239957 45.7374766, 9.1239433 45.7374261)",,,,,,
72517202,Via Grassi,residential,True,False,82.12600000000002,"LINESTRING (9.1252319 45.7377029, 9.1253005 45.7377954, 9.1253562 45.7380183, 9.1253966 45.7383636, 9.1254038 45.7384251)",,,,50,,
99702062,Piazza Giuseppe Garibaldi,tertiary,False,False,21.806,"LINESTRING (9.1286697 45.7397039, 9.1285888 45.7395161)",,,,,,
99702062,Piazza Giuseppe Garibaldi,tertiary,False,True,31.23,"LINESTRING (9.1286697 45.7397039, 9.1290552 45.7397845)",,,,,,
60431679,Via Eugenio Corbetta,residential,True,False,86.745,"LINESTRING (9.1286697 45.7397039, 9.1282837 45.7400857, 9.1281595 45.7402053, 9.1280322 45.7403445)",,,,,,
201188476,Via Ettore Brambilla,tertiary,False,False,38.602,"LINESTRING (9.1352499 45.7423942, 9.134823 45.7425724)",,,,,,
201188476,Via Ettore Brambilla,tertiary,False,True,23.193,"LINESTRING (9.1352499 45.7423942, 9.1355078 45.7422888)",,,,,,
59787104,Via Nazario Sauro,residential,True,False,61.52,"LINESTRING (9.1352499 45.7423942, 9.1352712 45.7424647, 9.1353159 45.7429449)",,,,,,
32977223,Via Armando Diaz,residential,False,False,64.401,"LINESTRING (9.1232097 45.7370804, 9.1236958 45.736611)",,,,,,
72516927,Via San Francesco d'Assisi,residential,False,True,68.977,"LINESTRING (9.1232097 45.7370804, 9.1238505 45.7374034, 9.1239433 45.7374261)",,,,,,
"[35743253, 1187036982]","['Via Cristoforo Colombo', 'Piazza Martiri di Belfiore']",residential,True,False,146.825,"LINESTRING (9.1237783 45.7379323, 9.1238652 45.7379032, 9.1239483 45.7378916, 9.124034 45.7378937, 9.1241189 45.7379103, 9.1252421 45.7384492, 9.1252688 45.7384572, 9.125298 45.7384565, 9.1253756 45.7384296, 9.1254038 45.7384251)",,,,,,
60431531,Via Uberto Da Canturio,residential,True,False,13.407,"LINESTRING (9.1329836 45.7367089, 9.1329113 45.7365994)",,,5,,,
200343942,,tertiary,True,False,6.77,"LINESTRING (9.1329836 45.7367089, 9.1330103 45.7366889, 9.1330555 45.7366775)",,,,,,roundabout
