osmid,oneway,ref,name,highway,reversed,length,geometry,maxspeed,tunnel,lanes
1002711891,True,SP128,Via Papa Giovanni XXIII,tertiary,False,27.73,"LINESTRING (14.5667745 40.7334404, 14.5667673 40.7333671, 14.566749 40.7333178, 14.5667125 40.7332639, 14.5666591 40.7332142)",,,
96434223,False,,Via Madonna delle Grazie,residential,False,11.223,"LINESTRING (14.5681832 40.7385724, 14.5683155 40.7385606)",,,
274179200,True,,Via Canonico Fusco,residential,False,143.869,"LINESTRING (14.5701817 40.7388514, 14.5703426 40.7386726, 14.5704499 40.7383799, 14.5705692 40.7381624, 14.570678 40.7381193, 14.5712611 40.7380653)",,,
274182227,False,,Via Montefusco,residential,True,109.771,"LINESTRING (14.5701817 40.7388514, 14.5701595 40.7388025, 14.57002 40.7387537, 14.5698698 40.7387171, 14.5692153 40.7386399, 14.5689578 40.7386084)",,,
158217298,True,,Via Giovanni da Procida,residential,False,46.931,"LINESTRING (14.5729171 40.7400746, 14.5723677 40.7400049)",,,
761105150,True,,,residential,False,52.67,"LINESTRING (14.5729171 40.7400746, 14.5728828 40.740166, 14.5727855 40.7405374)",,,
158217298,True,,Via Giovanni da Procida,residential,False,43.418,"LINESTRING (14.5731371 40.7397215, 14.5729171 40.7400746)",,,
158217301,True,,Via Giudici,residential,False,136.103,"LINESTRING (14.5731371 40.7397215, 14.5740455 40.7400571, 14.5744184 40.7401648, 14.5746127 40.7402161)",,,
103654969,False,,Piazza San Giovanni,residential,False,22.929,"LINESTRING (14.5712611 40.7380653, 14.5713034 40.7378616)",,,
103654969,False,,Piazza San Giovanni,residential,True,32.613,"LINESTRING (14.5712611 40.7380653, 14.5712346 40.7381854, 14.5711802 40.7383519)",,,
96434212,True,,Piazza Sorrento,residential,False,51.022999999999996,"LINESTRING (14.5707679 40.7398336, 14.5706001 40.7397944, 14.5702997 40.7397456, 14.5702513 40.7396601)",,,
101228110,True,,Via Renato Raiola,residential,False,315.746,"LINESTRING (14.5707679 40.7398336, 14.5702797 40.7405103, 14.5700889 40.7407713, 14.5698854 40.7410407, 14.5697294 40.7412367, 14.5693191 40.7416726, 14.5691099 40.7418575, 14.5688072 40.7420548, 14.5686784 40.7421117, 14.5686499 40.7421409)",,,
158217279,True,,Via Giovanni Amendola,residential,False,27.133000000000003,"LINESTRING (14.5707679 40.7398336, 14.5708138 40.739762, 14.5708698 40.7396527, 14.5708751 40.7396057)",,,
96434199,False,,Via Risi,residential,False,53.315,"LINESTRING (14.5723677 40.7400049, 14.5722724 40.7404789)",,,
158217298,True,,Via Giovanni da Procida,residential,False,136.327,"LINESTRING (14.5723677 40.7400049, 14.5717128 40.7399349, 14.5711277 40.7398975, 14.5707679 40.7398336)",,,
273701084,True,,,residential,False,32.866,"LINESTRING (14.5723677 40.7400049, 14.5723842 40.7399061, 14.5724367 40.7397142)",,,
103675723,True,,Via Cervinia,residential,False,14.777,"LINESTRING (14.5746127 40.7402161, 14.5746651 40.7401628, 14.5746866 40.7400984)",,,
96434223,False,,Via Madonna delle Grazie,residential,True,11.223,"LINESTRING (14.5683155 40.7385606, 14.5681832 40.7385724)",,,
96434223,False,,Via Madonna delle Grazie,residential,False,54.44500000000001,"LINESTRING (14.5683155 40.7385606, 14.568463 40.7385656, 14.5686829 40.7385758, 14.5689578 40.7386084)",,,
158217290,False,,Via Tenente Manniello,residential,False,110.36500000000001,"LINESTRING (14.5683155 40.7385606, 14.5684263 40.7381254, 14.5685571 40.7375851)",,,
144739316,False,SP3,Via dei Goti,secondary,True,45.53,"LINESTRING (14.5719866 40.7344467, 14.571469 40.7343291)",,,
273703447,False,SP3,Via Brigadiere d'Anna,secondary,False,75.083,"LINESTRING (14.5719866 40.7344467, 14.5728313 40.7346618)",,,
103654970,True,,Via Zurlo,residential,False,18.303,"LINESTRING (14.5728368 40.7380483, 14.5727955 40.7382099)",,,
103675720,True,,Corso Italia,residential,False,251.909,"LINESTRING (14.5728368 40.7380483, 14.5739972 40.7381772, 14.5757994 40.7383533)",,,
103654969,False,,Piazza San Giovanni,residential,True,22.929,"LINESTRING (14.5713034 40.7378616, 14.5712611 40.7380653)",,,
309539208,True,,Via Concilio,residential,False,286.266,"LINESTRING (14.5713034 40.7378616, 14.5713461 40.7376456, 14.5718062 40.7353155)",,,
640525837,False,,Via Guglielmo Marconi,residential,True,36.323,"LINESTRING (14.5727955 40.7382099, 14.5727386 40.7385337)",,,
103654970,True,,Via Zurlo,residential,False,187.496,"LINESTRING (14.5727955 40.7382099, 14.5729243 40.7383156, 14.5730745 40.7383806, 14.573273 40.7385371, 14.5733025 40.7387648, 14.5732904 40.7388442, 14.5731813 40.7395592, 14.5731371 40.7397215)",,,
273703447,False,SP3,Via Brigadiere d'Anna,secondary,False,29.232,"LINESTRING (14.5735975 40.7348767, 14.5739227 40.7349683)",,,
273703447,False,SP3,Via Brigadiere d'Anna,secondary,True,27.854,"LINESTRING (14.5735975 40.7348767, 14.5732875 40.7347897)",,,
103654967,True,,Via Giacomo Matteotti,residential,False,189.565,"LINESTRING (14.5735975 40.7348767, 14.5735574 40.7349661, 14.573246 40.7365591)",,,
273703209,False,SP3,Via Adriana,secondary,False,31.288,"LINESTRING (14.5768041 40.7357803, 14.5771483 40.7358859)",,,
273703447,False,SP3,Via Brigadiere d'Anna,secondary,True,213.747,"LINESTRING (14.5768041 40.7357803, 14.5744263 40.7351103)",,,
274188463,False,,Via Alveo Sant'Alfonso,residential,False,59.894,"LINESTRING (14.5768041 40.7357803, 14.5770273 40.7352689)",,,
103675725,False,,Corso Italia,residential,True,44.358,"LINESTRING (14.5778364 40.7386459, 14.5773186 40.7385737)",,,
273702180,False,,Via Kennedy,residential,True,89.268,"LINESTRING (14.5778364 40.7386459, 14.5776713 40.7394389)",,,
103675725,False,,Corso Italia,residential,False,106.986,"LINESTRING (14.5757994 40.7383533, 14.5770462 40.7385357)",,,
103675729,True,,Via Cervinia,residential,False,103.05199999999999,"LINESTRING (14.5757994 40.7383533, 14.5758547 40.7382158, 14.5759123 40.7378917, 14.5759994 40.7374405)",,,
273702054,True,,Via Cristoforo Colombo,residential,False,62.864000000000004,"LINESTRING (14.5757994 40.7383533, 14.5760082 40.7381481, 14.5760841 40.7380895, 14.5761617 40.7380455, 14.5763431 40.7379837)",,,
