osmid,ref,name,highway,oneway,reversed,length,maxspeed,geometry,bridge,junction
182388802,SP300,Via Cutinelli,tertiary,False,True,43.345,,"LINESTRING (14.770867 40.7441333, 14.7713611 40.744242)",,
369774039,SR88/b,Corso Giuseppe Garibaldi,secondary,False,True,97.095,30,"LINESTRING (14.770867 40.7441333, 14.7706984 40.7449971)",,
369774039,SR88/b,Corso Giuseppe Garibaldi,secondary,False,False,76.29,30,"LINESTRING (14.770867 40.7441333, 14.7709754 40.7439738, 14.7714631 40.7436271)",,
373129667,,Via Cappella,residential,False,True,106.49199999999999,,"LINESTRING (14.770867 40.7441333, 14.7708027 40.7441475, 14.770698 40.7441963, 14.7706659 40.7442248, 14.7706256 40.7442878, 14.7705881 40.7443508, 14.7705666 40.7444239, 14.7705398 40.744491, 14.7704969 40.7445885, 14.770454 40.7446678, 14.7704164 40.744747, 14.7703574 40.7448771, 14.7703154 40.7449527)",,
1148164123,,Via Aldo Moro,tertiary,False,False,16.459,,"LINESTRING (14.7758318 40.7493097, 14.7758606 40.7494561)",,
1148164127,,Via Aldo Moro,tertiary,True,False,17.071,,"LINESTRING (14.7758318 40.7493097, 14.7757863 40.7491601)",,
37445539,SP219,Via Convento,tertiary,False,True,19.435,,"LINESTRING (14.7729827 40.7499632, 14.7727522 40.7499557)",,
376765750,,,residential,False,False,11.404,,"LINESTRING (14.7729827 40.7499632, 14.7728716 40.7499046)",,
"[93471523, 37445539, 93471525]",SP219,Via Convento,tertiary,False,False,193.39200000000002,,"LINESTRING (14.7729827 40.7499632, 14.7733271 40.7499781, 14.7738646 40.7499534, 14.7741113 40.7499376, 14.7744945 40.7499309, 14.7748298 40.749935, 14.7751195 40.7499594, 14.7752715 40.7499809)",yes,
93477037,,Via Don Vincenzo Minzoni,residential,True,False,48.193,,"LINESTRING (14.7752835 40.7509995, 14.7750635 40.751035, 14.7749434 40.7510881, 14.7747863 40.7511915)",,
166586832,,,residential,True,False,31.528,,"LINESTRING (14.7752835 40.7509995, 14.7751166 40.7509293, 14.7750438 40.7508018)",,
166586815,,Via Don Vincenzo Minzoni,residential,True,False,48.458,,"LINESTRING (14.7747863 40.7511915, 14.7750438 40.7508018)",,
182388802,SP300,Via Cutinelli,tertiary,False,False,43.345,,"LINESTRING (14.7713611 40.744242, 14.770867 40.7441333)",,
182388802,SP300,Via Cutinelli,tertiary,False,True,38.398,,"LINESTRING (14.7713611 40.744242, 14.7717905 40.7443578)",,
369605141,,Via Giovanni Amendola,residential,False,False,90.5,,"LINESTRING (14.7713611 40.744242, 14.7712227 40.7450491)",,
179202755,,,residential,False,True,69.103,,"LINESTRING (14.7713611 40.744242, 14.7714502 40.7438876, 14.7714631 40.7436271)",,
722718570,SP300,Via Cutinelli,tertiary,True,False,18.508,,"LINESTRING (14.7731384 40.7447829, 14.7733576 40.7447718)",,
182388802,SP300,Via Cutinelli,tertiary,False,False,83.012,,"LINESTRING (14.7731384 40.7447829, 14.7730178 40.7447386, 14.7728409 40.744678, 14.772809 40.7446644, 14.7726296 40.7445882, 14.7725393 40.7445623, 14.7722443 40.7444716)",,
37445539,SP219,Via Convento,tertiary,False,False,25.079,,"LINESTRING (14.7724545 40.749953, 14.7727522 40.7499557)",,
37445539,SP219,Via Convento,tertiary,False,True,65.85199999999999,,"LINESTRING (14.7724545 40.749953, 14.7722689 40.7499495, 14.7719786 40.7499574, 14.7718357 40.7499676, 14.771681 40.7500042)",,
146487820,,Via San Francesco d'Assisi,residential,False,False,161.694,,"LINESTRING (14.7724545 40.749953, 14.7724083 40.7498528, 14.772354 40.7497357, 14.772118 40.7493781, 14.7720939 40.7492704, 14.7720322 40.748887, 14.7720657 40.7486746, 14.7721167 40.7485666)",,
37445539,SP219,Via Convento,tertiary,False,False,19.435,,"LINESTRING (14.7727522 40.7499557, 14.7729827 40.7499632)",,
37445539,SP219,Via Convento,tertiary,False,True,25.079,,"LINESTRING (14.7727522 40.7499557, 14.7724545 40.749953)",,
376765597,,,residential,False,False,11.552,,"LINESTRING (14.7727522 40.7499557, 14.7728716 40.7499046)",,
370350406,SP27,Via Guglielmo Marconi,tertiary,False,True,53.871,,"LINESTRING (14.7681871 40.7455825, 14.7680193 40.745115)",,
146487825,SP27,Via Nicola Farina,tertiary,False,True,79.314,,"LINESTRING (14.7681871 40.7455825, 14.7683359 40.7457276, 14.7685484 40.7459106, 14.7687324 40.7461601)",,
373635060,,Via Giuseppe Verdi,residential,False,False,115.32,,"LINESTRING (14.7681871 40.7455825, 14.7679206 40.7456532, 14.7674995 40.7457182, 14.7672366 40.7457467, 14.7669791 40.7458076, 14.7668584 40.7458178)",,
374689360,SR88/b,Via Ferreria,secondary,False,True,46.064,,"LINESTRING (14.7713996 40.749649, 14.771681 40.7500042)",,
108541450,,Via dei Greci,residential,False,False,106.97999999999999,,"LINESTRING (14.7713996 40.749649, 14.771318 40.7496811, 14.7709519 40.7497563, 14.7703702 40.7498088, 14.7701581 40.7498227)",,
369774039,SR88/b,Corso Giuseppe Garibaldi,secondary,False,False,115.474,30,"LINESTRING (14.7713996 40.749649, 14.7709619 40.7490987, 14.7707806 40.748786, 14.7707584 40.7487342)",,
1148162295,,Via Giovanni Falcone,residential,True,False,12.722,,"LINESTRING (14.7699167 40.7496376, 14.7699192 40.749752)",,
372639959,,Via Giovanni Falcone,residential,False,False,93.321,,"LINESTRING (14.7699167 40.7496376, 14.7698442 40.7492757, 14.7697638 40.7490087, 14.7696712 40.7488221)",,
1148162297,,,residential,True,False,13.472,,"LINESTRING (14.7699345 40.7498645, 14.7699079 40.7498871, 14.7698731 40.749902, 14.7698337 40.7499074, 14.7697942 40.7499029)",,
1148162296,,Via dei Greci,residential,True,False,19.401,,"LINESTRING (14.7701581 40.7498227, 14.7699345 40.7498645)",,
108541450,,Via dei Greci,residential,False,True,106.98,,"LINESTRING (14.7701581 40.7498227, 14.7703702 40.7498088, 14.7709519 40.7497563, 14.771318 40.7496811, 14.7713996 40.749649)",,
146487816,SP27,,tertiary,True,False,17.476000000000003,,"LINESTRING (14.7687324 40.7461601, 14.7687633 40.7461558, 14.7687908 40.7461589, 14.7688158 40.746168, 14.7688369 40.7461833, 14.7688506 40.7462029, 14.7688553 40.7462257, 14.7688495 40.7462492)",,roundabout
