osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,bridge,width,tunnel,junction,maxspeed
80141407,2,SR88,Via Santa Maria Nuova,secondary,False,False,36.642,"LINESTRING (11.6057233 45.0865021, 11.6060556 45.0862707)",,,,,
80141407,2,SR88,Via Santa Maria Nuova,secondary,False,True,54.903,"LINESTRING (11.6057233 45.0865021, 11.6052106 45.0868379)",,,,,
83648021,,,Via Paolo Veronese,residential,False,False,11.551,"LINESTRING (11.6057233 45.0865021, 11.6056326 45.0864203)",,,,,
213746733,,,,residential,False,True,35.815,"LINESTRING (11.5989091 45.0827314, 11.5988282 45.0826838, 11.5987494 45.0826656, 11.5987219 45.0826438, 11.5984974 45.0826656)",,,,,
397427668,,,Riviera Perolari,residential,True,False,84.61,"LINESTRING (11.5989091 45.0827314, 11.5999156 45.0826744, 11.5999832 45.0826697)",,,,,
24145442,,,Riviera San Biagio,residential,True,False,13.138,"LINESTRING (11.598922 45.0828492, 11.5989091 45.0827314)",,,,,
"[113389585, 113389579, 113389577]",,,,residential,True,False,42.989,"LINESTRING (11.598922 45.0828492, 11.598937 45.082922, 11.5989604 45.0830164, 11.5989688 45.0830456, 11.5990185 45.0832297)",yes,,,,
214271266,1,,Vicolo D'Este,residential,False,False,49.14,"LINESTRING (11.5983215 45.0832155, 11.5983491 45.083657)",,2.5,,,
66276330,,,Via G.B.Conti,residential,True,False,54.782,"LINESTRING (11.5990185 45.0832297, 11.5989936 45.0832262, 11.5987932 45.0832194, 11.5983215 45.0832155)",,,,,
"[1120873876, 66276348, 319176197]",,,"['Piazza Risorgimento', 'Via Cesare Battisti']",residential,True,False,103.72599999999998,"LINESTRING (11.5990185 45.0832297, 11.5996199 45.0832032, 11.5997416 45.0831978, 11.5998405 45.0831957, 11.5999747 45.0831913, 11.6000914 45.0831847, 11.6001384 45.0831938, 11.6001685 45.0832211, 11.60022 45.0832614, 11.6002857 45.0832816)",,,building_passage,,
162601948,,,Piazza Risorgimento,residential,False,False,37.644,"LINESTRING (11.5991041 45.0835963, 11.5991944 45.0838681, 11.5992136 45.0839259)",,,,,
214271277,,,Piazza Risorgimento,residential,True,False,41.318,"LINESTRING (11.5991041 45.0835963, 11.5990374 45.0832979, 11.5990185 45.0832297)",,,,,
214271276,,,Piazza San Marco,residential,False,True,22.277,"LINESTRING (11.6002441 45.083565, 11.6003196 45.0835794, 11.6005102 45.0836337)",,,,,
214271278,,,Via Adua,residential,True,False,89.79899999999999,"LINESTRING (11.6002441 45.083565, 11.6001426 45.0835545, 11.5995539 45.0835807, 11.5992155 45.0836014, 11.5991041 45.0835963)",,,,,
243138999,,,Piazza San Marco,residential,True,False,31.834,"LINESTRING (11.6002441 45.083565, 11.6002679 45.0835109, 11.6002857 45.0832816)",,,,,
80141414,,,Via Santa Sofia,residential,True,False,55.013999999999996,"LINESTRING (11.6016225 45.0836657, 11.6020346 45.0836653, 11.6023232 45.0836661)",,,,,
213746728,,,Via S Petrobelli,residential,True,False,150.59799999999998,"LINESTRING (11.6016225 45.0836657, 11.6016268 45.0837195, 11.6017601 45.0849683, 11.6017652 45.0850163)",,,,,
213766353,,,Piazzale Kennedy,residential,False,False,88.782,"LINESTRING (11.6016225 45.0836657, 11.601512 45.0836698, 11.6011598 45.0836874, 11.600903 45.0837047, 11.6007793 45.0836999, 11.6007019 45.083683, 11.6006236 45.083666, 11.6005102 45.0836337)",,,,,
80141413,,,Largo Giosuè Carducci,tertiary,True,False,40.291,"LINESTRING (11.6040826 45.0831871, 11.6040328 45.0831516, 11.6039085 45.0828518)",,,,,
165183187,,,,tertiary,True,False,10.013,"LINESTRING (11.6040826 45.0831871, 11.6041356 45.083162, 11.6041993 45.0831607)",,,,roundabout,
24145441,,,Via Giacomo Matteotti,tertiary,False,False,159.49900000000002,"LINESTRING (11.6064055 45.0832596, 11.6065 45.0832598, 11.608437 45.0832664)",,,,,
24145441,,,Via Giacomo Matteotti,tertiary,False,True,131.916,"LINESTRING (11.6064055 45.0832596, 11.6063289 45.0832592, 11.605453 45.0832548, 11.6053539 45.0832543, 11.6047255 45.0832444)",,,,,
25194147,,,Via Ventiquattro Maggio,residential,False,False,138.44899999999998,"LINESTRING (11.6064055 45.0832596, 11.6064028 45.083194, 11.6063552 45.082015)",,,,,
25194147,,,Via Ventiquattro Maggio,residential,False,True,124.89,"LINESTRING (11.6064055 45.0832596, 11.6063987 45.0833156, 11.6064243 45.0843824)",,,,,
25194147,,,Via Ventiquattro Maggio,residential,False,False,54.432,"LINESTRING (11.6063552 45.082015, 11.6063343 45.0815257)",,,,,
25194146,,,Via Marchefave,residential,False,False,86.951,"LINESTRING (11.6063552 45.082015, 11.6064345 45.0819692, 11.6073547 45.0816839)",,,,,
25194147,,,Via Ventiquattro Maggio,residential,False,True,138.44899999999998,"LINESTRING (11.6063552 45.082015, 11.6064028 45.083194, 11.6064055 45.0832596)",,,,,
25194182,,,Via Giovanni Boccaccio,residential,False,True,48.072,"LINESTRING (11.6030215 45.0789501, 11.6030699 45.0789337, 11.6035733 45.0787628)",,,,,
25194195,,,Via Leonardo da Vinci,residential,False,False,145.902,"LINESTRING (11.6030215 45.0789501, 11.6033547 45.0795064, 11.603807 45.0801384)",,,,,
243079868,,,Via della Pace,residential,False,True,86.71,"LINESTRING (11.6030215 45.0789501, 11.6029621 45.0789569, 11.6019349 45.0790892)",,,,,
24145434,,,Via Carlo Alberto Dalla Chiesa,tertiary,False,False,170.11800000000002,"LINESTRING (11.6019349 45.0790892, 11.601964 45.0791325, 11.6028029 45.0803786, 11.6028661 45.0804706)",,,,,
25194124,2,,Via della Pace,tertiary,False,True,113.18799999999999,"LINESTRING (11.6019349 45.0790892, 11.6013536 45.0791543, 11.600512 45.0792524)",,,,,30
243079868,,,Via della Pace,residential,False,False,86.71,"LINESTRING (11.6019349 45.0790892, 11.6029621 45.0789569, 11.6030215 45.0789501)",,,,,
24145434,,,Via Carlo Alberto Dalla Chiesa,tertiary,False,True,210.224,"LINESTRING (11.6036262 45.0822595, 11.6035712 45.0821686, 11.6034293 45.0819339, 11.6034008 45.0818548, 11.6032915 45.0811456, 11.6032618 45.0810462, 11.6031611 45.0808866, 11.6028661 45.0804706)",,,,,
"[24145436, 23860357]",,,Via Pietro Perolari,residential,False,True,289.677,"LINESTRING (11.6036262 45.0822595, 11.603545 45.0822698, 11.6021629 45.0824443, 11.6011753 45.0825496, 11.6007629 45.0825886, 11.6007121 45.0825934, 11.5999832 45.0826697)",,,,,
25194192,,,Via Pietro Perolari,residential,False,False,161.68,"LINESTRING (11.6036262 45.0822595, 11.6037025 45.0822388, 11.60389 45.0821879, 11.6040917 45.082114, 11.6043387 45.0820101, 11.6046701 45.0818413, 11.6049735 45.0816435, 11.6052438 45.0814699, 11.6052737 45.0814214)",,,,,
"[311029734, 83653531, 83653526]",,,Largo Giosuè Carducci,tertiary,False,True,29.372999999999998,"LINESTRING (11.6036262 45.0822595, 11.6036612 45.0823211, 11.6037217 45.082448, 11.6037356 45.0824701, 11.6037644 45.0825042)",yes,,,,
24145441,,,Via Giacomo Matteotti,tertiary,False,True,127.043,"LINESTRING (11.6100544 45.0832677, 11.6098434 45.083279, 11.608437 45.0832664)",,,,,
214322260,,,,tertiary_link,False,False,29.224000000000004,"LINESTRING (11.6100544 45.0832677, 11.6101107 45.0833158, 11.6101667 45.0833858, 11.6102072 45.0834329, 11.6102251 45.0834616, 11.610249 45.0834906)",,,,,
25194124,2,,Via della Pace,tertiary,False,False,186.32600000000002,"LINESTRING (11.5983744 45.0798271, 11.5993271 45.0797081, 11.5994548 45.079686, 11.5995552 45.0796318, 11.599846 45.0794007, 11.599919 45.0793529, 11.6000213 45.0793288, 11.600512 45.0792524)",,,,,30
25194126,2,,Via dei Bersaglieri,residential,False,False,99.407,"LINESTRING (11.5983744 45.0798271, 11.5983857 45.0797936, 11.5984083 45.0797265, 11.5985354 45.0795908, 11.5990977 45.0791044)",,,,,50
25194127,,,Via Pier Santi Mattarella,residential,False,False,39.838,"LINESTRING (11.5990977 45.0791044, 11.599483 45.0793375)",,,,,
25194126,2,,Via dei Bersaglieri,residential,False,True,99.40699999999998,"LINESTRING (11.5990977 45.0791044, 11.5985354 45.0795908, 11.5984083 45.0797265, 11.5983857 45.0797936, 11.5983744 45.0798271)",,,,,50
25194127,,,Via Pier Santi Mattarella,residential,False,True,39.838,"LINESTRING (11.599483 45.0793375, 11.5990977 45.0791044)",,,,,
25194124,2,,Via della Pace,tertiary,False,False,113.18799999999999,"LINESTRING (11.600512 45.0792524, 11.6013536 45.0791543, 11.6019349 45.0790892)",,,,,30
25194124,2,,Via della Pace,tertiary,False,True,186.326,"LINESTRING (11.600512 45.0792524, 11.6000213 45.0793288, 11.599919 45.0793529, 11.599846 45.0794007, 11.5995552 45.0796318, 11.5994548 45.079686, 11.5993271 45.0797081, 11.5983744 45.0798271)",,,,,30
1120873871,2,,Largo Giosuè Carducci,tertiary,False,True,6.484,"LINESTRING (11.6037644 45.0825042, 11.6038127 45.0825515)",,,,,
"[1120873882, 25194142]",,,Riviera del Popolo,residential,True,False,187.049,"LINESTRING (11.6037644 45.0825042, 11.6040048 45.0824439, 11.6044939 45.0822721, 11.60478 45.0821334, 11.6055345 45.0816733, 11.6056517 45.0815954, 11.6057008 45.0815544)",,,,,
"[83653531, 83653526, 311029734]",,,Largo Giosuè Carducci,tertiary,False,False,29.372999999999998,"LINESTRING (11.6037644 45.0825042, 11.6037356 45.0824701, 11.6037217 45.082448, 11.6036612 45.0823211, 11.6036262 45.0822595)",yes,,,,
"[213766378, 213766375]",,,,residential,True,False,117.016,"LINESTRING (11.6037644 45.0825042, 11.6035483 45.0826288, 11.603473 45.082659, 11.6033182 45.0826886, 11.6031477 45.0827145, 11.6030536 45.0827288, 11.602718 45.0827677, 11.6026139 45.0827792, 11.6025087 45.0827909, 11.6023686 45.0828064)",,,,,30
25194141,1,,Via Antonio Fortunato Oroboni,residential,True,False,183.76600000000002,"LINESTRING (11.604064 45.0828145, 11.6041062 45.0828022, 11.6042405 45.0827557, 11.60482 45.0825402, 11.6053472 45.0822421, 11.6055384 45.0820929, 11.6056552 45.0819795, 11.6058084 45.081772)",,,,,
66276336,,,Largo Giosuè Carducci,tertiary,True,False,40.018,"LINESTRING (11.604064 45.0828145, 11.6041929 45.0831154, 11.6041993 45.0831607)",,,,,
1120873872,1,,Via Antonio Fortunato Oroboni,residential,False,False,65.10900000000001,"LINESTRING (11.6058084 45.081772, 11.6058382 45.0816978, 11.6058517 45.0816643, 11.6058796 45.0815484, 11.6058894 45.0815077, 11.6062674 45.0815254, 11.6063343 45.0815257)",,,,,
25194147,,,Via Ventiquattro Maggio,residential,False,True,54.432,"LINESTRING (11.6063343 45.0815257, 11.6063552 45.082015)",,,,,
25194147,,,Via Ventiquattro Maggio,residential,False,False,88.311,"LINESTRING (11.6063343 45.0815257, 11.6063194 45.0812481, 11.6063016 45.0811069, 11.6062476 45.0809755, 11.6062124 45.080883, 11.6061551 45.0808093, 11.6060945 45.0807702)",,,,,
1120873872,1,,Via Antonio Fortunato Oroboni,residential,False,True,65.109,"LINESTRING (11.6063343 45.0815257, 11.6062674 45.0815254, 11.6058894 45.0815077, 11.6058796 45.0815484, 11.6058517 45.0816643, 11.6058382 45.0816978, 11.6058084 45.081772)",,,,,
213766350,,,Riviera del Popolo,residential,False,False,92.88999999999999,"LINESTRING (11.6057008 45.0815544, 11.6057741 45.0814549, 11.605841 45.0813641, 11.6059169 45.0812254, 11.6059942 45.0810342, 11.6060593 45.0808676, 11.6060945 45.0807702)",,,,,
"[39886842, 213766356, 39886844]",,,,residential,True,False,37.351,"LINESTRING (11.6057008 45.0815544, 11.6056017 45.0815194, 11.6054195 45.081436, 11.6053387 45.0814235, 11.6052737 45.0814214)",yes,,,,
25194192,,,Via Pietro Perolari,residential,False,True,161.67999999999998,"LINESTRING (11.6052737 45.0814214, 11.6052438 45.0814699, 11.6049735 45.0816435, 11.6046701 45.0818413, 11.6043387 45.0820101, 11.6040917 45.082114, 11.60389 45.0821879, 11.6037025 45.0822388, 11.6036262 45.0822595)",,,,,
25194195,,,Via Leonardo da Vinci,residential,False,True,19.947,"LINESTRING (11.6052737 45.0814214, 11.605261 45.081384, 11.6050902 45.0813111)",,,,,
25194147,,,Via Ventiquattro Maggio,residential,False,True,88.311,"LINESTRING (11.6060945 45.0807702, 11.6061551 45.0808093, 11.6062124 45.080883, 11.6062476 45.0809755, 11.6063016 45.0811069, 11.6063194 45.0812481, 11.6063343 45.0815257)",,,,,
213766350,,,Riviera del Popolo,residential,False,False,121.866,"LINESTRING (11.6060945 45.0807702, 11.6060975 45.0806379, 11.6060456 45.0804165, 11.6059563 45.0801527, 11.6058446 45.0798733, 11.6058044 45.0796979)",,,,,
213766350,,,Riviera del Popolo,residential,False,True,92.89,"LINESTRING (11.6060945 45.0807702, 11.6060593 45.0808676, 11.6059942 45.0810342, 11.6059169 45.0812254, 11.605841 45.0813641, 11.6057741 45.0814549, 11.6057008 45.0815544)",,,,,
25194146,,,Via Marchefave,residential,False,False,189.064,"LINESTRING (11.6073547 45.0816839, 11.6077805 45.0815535, 11.6081282 45.0814434, 11.6083638 45.0813251, 11.60858 45.0811657, 11.6088994 45.0808402, 11.6091672 45.0806301)",,,,,
25194146,,,Via Marchefave,residential,False,True,86.951,"LINESTRING (11.6073547 45.0816839, 11.6064345 45.0819692, 11.6063552 45.082015)",,,,,
25194149,,,Via Marsala,residential,False,False,73.703,"LINESTRING (11.6073547 45.0816839, 11.6073616 45.081722, 11.6074997 45.0820909, 11.6075198 45.0821703, 11.6075308 45.0823323)",,,,,
25194146,,,Via Marchefave,residential,False,False,131.038,"LINESTRING (11.6091672 45.0806301, 11.6093634 45.080462, 11.6095752 45.080316, 11.6104834 45.079924)",,,,,
25194146,,,Via Marchefave,residential,False,True,189.06400000000002,"LINESTRING (11.6091672 45.0806301, 11.6088994 45.0808402, 11.60858 45.0811657, 11.6083638 45.0813251, 11.6081282 45.0814434, 11.6077805 45.0815535, 11.6073547 45.0816839)",,,,,
25194151,,,Via Filippo Turati,residential,True,False,134.474,"LINESTRING (11.6091672 45.0806301, 11.6092229 45.0806885, 11.6093634 45.0810075, 11.6096974 45.0817407, 11.6097125 45.0817737)",,,,,
25194160,,,Via Abate Savoi,residential,False,False,98.566,"LINESTRING (11.6097125 45.0817737, 11.6099495 45.0822985, 11.6100616 45.0824707, 11.610162 45.0825074, 11.6102556 45.0825029)",,,,,
25194146,,,Via Marchefave,residential,False,True,131.03799999999998,"LINESTRING (11.6104834 45.079924, 11.6095752 45.080316, 11.6093634 45.080462, 11.6091672 45.0806301)",,,,,
25194161,,,Via Palermo,residential,False,False,15.901,"LINESTRING (11.6083592 45.0819402, 11.6083576 45.0817972)",,,,,
25194161,,,Via Palermo,residential,False,True,44.245,"LINESTRING (11.6083592 45.0819402, 11.6083613 45.0823381)",,,,,
25194170,,,Via Filippo Turati,residential,True,False,109.06700000000001,"LINESTRING (11.6083592 45.0819402, 11.6088669 45.081945, 11.6089522 45.0819373, 11.6093263 45.081868, 11.6097125 45.0817737)",,,,,
24145441,,,Via Giacomo Matteotti,tertiary,False,False,127.043,"LINESTRING (11.608437 45.0832664, 11.6098434 45.083279, 11.6100544 45.0832677)",,,,,
24145441,,,Via Giacomo Matteotti,tertiary,False,True,159.49900000000002,"LINESTRING (11.608437 45.0832664, 11.6065 45.0832598, 11.6064055 45.0832596)",,,,,
25194161,,,Via Palermo,residential,False,False,58.452999999999996,"LINESTRING (11.608437 45.0832664, 11.6084307 45.0832096, 11.608427 45.0831752, 11.6083792 45.0827423)",,,,,
25194161,,,Via Palermo,residential,False,True,15.901,"LINESTRING (11.6083576 45.0817972, 11.6083592 45.0819402)",,,,,
25194149,,,Via Marsala,residential,False,False,34.462,"LINESTRING (11.6083613 45.0823381, 11.6088002 45.0823413)",,,,,
25194149,,,Via Marsala,residential,False,True,65.209,"LINESTRING (11.6083613 45.0823381, 11.6075308 45.0823323)",,,,,
25194161,,,Via Palermo,residential,False,False,44.245,"LINESTRING (11.6083613 45.0823381, 11.6083592 45.0819402)",,,,,
25194161,,,Via Palermo,residential,False,True,44.967,"LINESTRING (11.6083613 45.0823381, 11.6083792 45.0827423)",,,,,
25194149,,,Via Marsala,residential,False,True,34.462,"LINESTRING (11.6088002 45.0823413, 11.6083613 45.0823381)",,,,,
25194172,,,Via Marsala,residential,False,False,11.769,"LINESTRING (11.6073809 45.0823327, 11.6075308 45.0823323)",,,,,
25194149,,,Via Marsala,residential,False,False,65.209,"LINESTRING (11.6075308 45.0823323, 11.6083613 45.0823381)",,,,,
25194172,,,Via Marsala,residential,False,True,11.769,"LINESTRING (11.6075308 45.0823323, 11.6073809 45.0823327)",,,,,
25194149,,,Via Marsala,residential,False,True,73.703,"LINESTRING (11.6075308 45.0823323, 11.6075198 45.0821703, 11.6074997 45.0820909, 11.6073616 45.081722, 11.6073547 45.0816839)",,,,,
25194161,,,Via Palermo,residential,False,False,44.967,"LINESTRING (11.6083792 45.0827423, 11.6083613 45.0823381)",,,,,
25194173,,,Via Palestro,residential,False,False,75.224,"LINESTRING (11.6083792 45.0827423, 11.6074211 45.0827432)",,,,,
25194161,,,Via Palermo,residential,False,True,58.452999999999996,"LINESTRING (11.6083792 45.0827423, 11.608427 45.0831752, 11.6084307 45.0832096, 11.608437 45.0832664)",,,,,
25194173,,,Via Palestro,residential,False,True,75.224,"LINESTRING (11.6074211 45.0827432, 11.6083792 45.0827423)",,,,,
25194147,,,Via Ventiquattro Maggio,residential,False,False,124.89,"LINESTRING (11.6064243 45.0843824, 11.6063987 45.0833156, 11.6064055 45.0832596)",,,,,
80141423,,,Via del Santuario,residential,False,False,112.736,"LINESTRING (11.6064243 45.0843824, 11.6070416 45.0845325, 11.6071534 45.08455, 11.6078197 45.0845885)",,,,,
24145441,,,Via Giacomo Matteotti,tertiary,False,False,131.916,"LINESTRING (11.6047255 45.0832444, 11.6053539 45.0832543, 11.605453 45.0832548, 11.6063289 45.0832592, 11.6064055 45.0832596)",,,,,
24145441,,,Via Giacomo Matteotti,tertiary,False,True,34.546,"LINESTRING (11.6047255 45.0832444, 11.6046174 45.0832447, 11.6044384 45.0832441, 11.6042856 45.08324)",,,,,
25194175,1,,Via Mario Jessie White,residential,True,False,189.15499999999997,"LINESTRING (11.6047255 45.0832444, 11.6047257 45.0831916, 11.6052957 45.0828378, 11.6057087 45.0825337, 11.6061179 45.0821982, 11.6062976 45.0820636, 11.6063552 45.082015)",,,,,
213766350,,,Riviera del Popolo,residential,False,True,121.86599999999999,"LINESTRING (11.6058044 45.0796979, 11.6058446 45.0798733, 11.6059563 45.0801527, 11.6060456 45.0804165, 11.6060975 45.0806379, 11.6060945 45.0807702)",,,,,
25194182,,,Via Giovanni Boccaccio,residential,False,False,48.072,"LINESTRING (11.6035733 45.0787628, 11.6030699 45.0789337, 11.6030215 45.0789501)",,,,,
25194190,,,Via Francesco Petrarca,residential,False,False,332.583,"LINESTRING (11.6035733 45.0787628, 11.6044202 45.0797064, 11.6046128 45.0799117, 11.6046629 45.079931, 11.6047547 45.0799465, 11.6048006 45.0799721, 11.605335 45.0807056, 11.6053715 45.0807872, 11.6053755 45.0808574, 11.6053527 45.0809349, 11.605112 45.081285, 11.6050902 45.0813111)",,,,,
25194190,,,Via Francesco Petrarca,residential,False,True,332.58299999999997,"LINESTRING (11.6050902 45.0813111, 11.605112 45.081285, 11.6053527 45.0809349, 11.6053755 45.0808574, 11.6053715 45.0807872, 11.605335 45.0807056, 11.6048006 45.0799721, 11.6047547 45.0799465, 11.6046629 45.079931, 11.6046128 45.0799117, 11.6044202 45.0797064, 11.6035733 45.0787628)",,,,,
25194195,,,Via Leonardo da Vinci,residential,False,False,19.947,"LINESTRING (11.6050902 45.0813111, 11.605261 45.081384, 11.6052737 45.0814214)",,,,,
25194195,,,Via Leonardo da Vinci,residential,False,True,171.63400000000001,"LINESTRING (11.6050902 45.0813111, 11.6045421 45.0811156, 11.6044702 45.0810653, 11.603807 45.0801384)",,,,,
66276333,,,Via Berto Cattaneo,residential,False,True,40.109,"LINESTRING (11.6007823 45.0828085, 11.6008782 45.0831628)",,5,,,
66276333,,,Via Berto Cattaneo,residential,False,False,40.109,"LINESTRING (11.6008782 45.0831628, 11.6007823 45.0828085)",,5,,,
66276366,1,,Via Cavour,residential,True,False,131.801,"LINESTRING (11.6008782 45.0831628, 11.6015985 45.0830842, 11.6020878 45.0830357, 11.60254 45.0829955)",,,,,
243079864,,,Piazza San Marco,residential,True,False,17.982,"LINESTRING (11.6002857 45.0832816, 11.6005142 45.0832706)",,,,,
80141413,,,Largo Giosuè Carducci,tertiary,True,False,34.799,"LINESTRING (11.6039085 45.0828518, 11.6038834 45.0827976, 11.6038065 45.0826284, 11.6038022 45.0825729, 11.6038127 45.0825515)",,,,,
243079862,,,Largo Giosuè Carducci,residential,True,False,12.935,"LINESTRING (11.6039085 45.0828518, 11.6039457 45.0828463, 11.6040203 45.0828286, 11.604064 45.0828145)",,,,,
66276366,1,,Via Cavour,residential,True,False,108.65100000000001,"LINESTRING (11.60254 45.0829955, 11.6031968 45.0829312, 11.6033876 45.0829118, 11.6036599 45.0828825, 11.6037669 45.082872, 11.6038331 45.0828611, 11.6039085 45.0828518)",,,,,
213766364,,,,residential,True,False,30.067999999999998,"LINESTRING (11.60254 45.0829955, 11.6025797 45.0832301, 11.6025854 45.083264)",,,,,
80141411,,,Via Tommaso Sciacca,unclassified,False,True,51.591,"LINESTRING (11.6044884 45.0856035, 11.6047461 45.0860303)",,,,,
83648019,,,Via Giambattista Tiepolo,residential,False,True,133.924,"LINESTRING (11.6044884 45.0856035, 11.6028189 45.0858508)",,,,,
83648008,,,Via Tommaso Sciacca,unclassified,True,False,177.78000000000003,"LINESTRING (11.6044884 45.0856035, 11.6039526 45.0846823, 11.6037126 45.0845988, 11.6034487 45.0844988, 11.6034088 45.0844743, 11.6033529 45.0844245, 11.6032312 45.0843701)",,,,,
165183185,,,Via del Santuario,residential,True,False,98.287,"LINESTRING (11.6040708 45.0838487, 11.6052223 45.0841955)",,,,,
165183188,,,Piazza Alberto Mario,residential,True,False,34.849,"LINESTRING (11.6040708 45.0838487, 11.6038464 45.0835783)",,,,,
80141407,2,SR88,Via Santa Maria Nuova,secondary,False,False,46.894,"LINESTRING (11.6082252 45.0846195, 11.6086652 45.0843343)",,,,,
80141407,2,SR88,Via Santa Maria Nuova,secondary,False,True,250.756,"LINESTRING (11.6082252 45.0846195, 11.6078522 45.0848738, 11.6075906 45.0850523, 11.6073551 45.0852131, 11.6071907 45.0853253, 11.6060556 45.0862707)",,,,,
80141423,,,Via del Santuario,residential,False,True,32.048,"LINESTRING (11.6082252 45.0846195, 11.6080412 45.0845997, 11.6078197 45.0845885)",,,,,
83648014,,,Via Tiziano,residential,True,False,166.98499999999999,"LINESTRING (11.6052223 45.0841955, 11.6046258 45.0854064, 11.6044884 45.0856035)",,,,,
165183185,,,Via del Santuario,residential,True,False,103.86100000000002,"LINESTRING (11.6052223 45.0841955, 11.6062114 45.0844553, 11.606281 45.084464, 11.6063481 45.0844535, 11.6063879 45.0844289, 11.6064243 45.0843824)",,,,,
83648019,,,Via Giambattista Tiepolo,residential,False,False,133.924,"LINESTRING (11.6028189 45.0858508, 11.6044884 45.0856035)",,,,,
80141417,,,,residential,False,False,45.063,"LINESTRING (11.6028189 45.0858508, 11.6027048 45.0855866, 11.6025234 45.0856024)",,,,,
