osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,bridge,lanes,junction,width,est_width,tunnel,access
"[441807129, 441807130, 135779058, 135779055]","['Via Trieste', 'Via Trento']",residential,True,False,229.63400000000001,"LINESTRING (16.5055888 41.2428866, 16.5054634 41.2429518, 16.5051953 41.2430519, 16.5048599 41.2431771, 16.5048183 41.2431926, 16.5047933 41.2432033, 16.5047741 41.2432144, 16.504648 41.2432816, 16.5044307 41.2434129, 16.5042444 41.2435185, 16.5041416 41.2435782, 16.5040894 41.243581, 16.5040388 41.2435621, 16.5034459 41.2430376)",,,yes,,,,,,
135779051,Largo Castello,residential,True,False,69.188,"LINESTRING (16.5050073 41.2404134, 16.5050521 41.2405124, 16.5051062 41.2406319, 16.5051505 41.2407226, 16.5051749 41.2407746, 16.5051985 41.2408014, 16.5052308 41.240806, 16.5054725 41.2407866)",,,,,,,,,
431561638,Largo Castello,residential,False,True,32.606,"LINESTRING (16.5050073 41.2404134, 16.5049307 41.2401531, 16.504923 41.2401271)",,,,,,,,,
27379029,Via Dante Alighieri,residential,True,False,23.431,"LINESTRING (16.5049323 41.2399665, 16.5048274 41.2397711)",,,,,,,,,
1125508131,Corso Umberto I,residential,False,False,17.875,"LINESTRING (16.5049323 41.2399665, 16.504923 41.2401271)",,,,,,,,,
38290048,Via Matteo Renato Imbriani,secondary,False,False,12.599,"LINESTRING (16.5044869 41.239137, 16.5046148 41.2390771)",SS16,,,,,,,,
38290048,Via Matteo Renato Imbriani,secondary,False,True,45.05,"LINESTRING (16.5044869 41.239137, 16.5040295 41.2393511)",SS16,,,,,,,,
309636731,Via Camere del Capitolo,residential,True,False,46.517,"LINESTRING (16.5044869 41.239137, 16.5042674 41.2387526)",,,,,,,,,
135779048,Via Giulio Frisari,residential,True,False,40.032,"LINESTRING (16.5033295 41.2408926, 16.502958 41.2411197)",,,,,,,,,
26660552,Via Ottavio Tupputi,residential,True,False,79.72500000000001,"LINESTRING (16.5033295 41.2408926, 16.5038324 41.2406552, 16.5039976 41.2406092, 16.5041759 41.2405764)",,,,,,,,,
27379172,Via Cardinale dell'Olio,residential,False,True,127.70299999999999,"LINESTRING (16.5033295 41.2408926, 16.5035261 41.2411013, 16.503581 41.241161, 16.5039456 41.241655, 16.504075 41.2418311, 16.5040825 41.2418437, 16.5041044 41.2418803)",,,,,,,,,
38290048,Via Matteo Renato Imbriani,secondary,False,False,15.858,"LINESTRING (16.5025302 41.2400529, 16.5026906 41.2399768)",SS16,,,,,,,,
38290048,Via Matteo Renato Imbriani,secondary,False,True,45.284,"LINESTRING (16.5025302 41.2400529, 16.5024998 41.2400671, 16.5020704 41.2402681)",SS16,,,,,,,,
491928055,Via Cardinale dell'Olio,residential,True,False,114.83200000000001,"LINESTRING (16.5025302 41.2400529, 16.5029314 41.2404672, 16.5030656 41.2406059, 16.5033295 41.2408926)",,,,,,,,,
27378906,Via Giovanni Bovio,secondary,False,True,39.863,"LINESTRING (16.5011893 41.2406985, 16.5008086 41.2409143)",SS16,,,,,,,,
38288277,Via Matteo Renato Imbriani,secondary,False,False,87.852,"LINESTRING (16.5011893 41.2406985, 16.5020704 41.2402681)",SS16,,,,,,,,
520508787,Piazza Vittorio Emanuele,residential,False,True,89.624,"LINESTRING (16.5011893 41.2406985, 16.5018305 41.2413444)",,,,,,,,,
38290046,Piazza Vittorio Emanuele,unclassified,False,False,30.275,"LINESTRING (16.5011893 41.2406985, 16.5010923 41.2406039, 16.5009728 41.2404803)",,,,,,,,,
520508787,Piazza Vittorio Emanuele,residential,False,False,89.624,"LINESTRING (16.5018305 41.2413444, 16.5011893 41.2406985)",,,,,,,,,
"[772884669, 772884671]","['Largo Caduti Corazzata Roma', 'Piazza Vittorio Emanuele']",residential,False,False,58.473,"LINESTRING (16.5018305 41.2413444, 16.5017251 41.2414428, 16.5015461 41.2416098, 16.5014307 41.2417175, 16.5013957 41.2417561)",,,,,,,,,
28601351,Via La Marina,residential,False,False,16.583,"LINESTRING (16.5013957 41.2417561, 16.5014253 41.2418183, 16.501488 41.2418867)",,,,,,,,,
28601352,Via Antonio Gramsci,unclassified,False,False,20.898,"LINESTRING (16.5013957 41.2417561, 16.5012939 41.2417558, 16.5011478 41.2417374)",,,,,,,,,
"[772884669, 772884671]","['Piazza Vittorio Emanuele', 'Largo Caduti Corazzata Roma']",residential,False,True,58.473,"LINESTRING (16.5013957 41.2417561, 16.5014307 41.2417175, 16.5015461 41.2416098, 16.5017251 41.2414428, 16.5018305 41.2413444)",,,,,,,,,
135779057,Via Trento,residential,True,False,14.947,"LINESTRING (16.5018678 41.2420977, 16.5020386 41.2421374)",,,,,,,,,
28601352,Via Antonio Gramsci,unclassified,False,False,60.351,"LINESTRING (16.5011478 41.2417374, 16.5010311 41.2418022, 16.5008586 41.2418621, 16.5006193 41.2419471, 16.5005229 41.2420034)",,,,,,,,,
28601352,Via Antonio Gramsci,unclassified,False,True,20.898,"LINESTRING (16.5011478 41.2417374, 16.5012939 41.2417558, 16.5013957 41.2417561)",,,,,,,,,
27378906,Via Giovanni Bovio,secondary,False,False,40.968,"LINESTRING (16.5004254 41.2411439, 16.5008086 41.2409143)",SS16,,,,,,,,
712212818,Via M. A. de Leone,residential,True,False,31.027,"LINESTRING (16.5004254 41.2411439, 16.5006702 41.2413536)",,,,,,,,,
27378906,Via Giovanni Bovio,secondary,False,True,54.609,"LINESTRING (16.5004254 41.2411439, 16.5002216 41.2412772, 16.4999151 41.2414499)",SS16,,,,,,,,
27379391,Via Trento,residential,True,False,41.251000000000005,"LINESTRING (16.501488 41.2418867, 16.5016069 41.2419008, 16.5017593 41.2420412, 16.5018678 41.2420977)",,,,,,,,,
28601351,Via La Marina,residential,False,False,97.76599999999999,"LINESTRING (16.501488 41.2418867, 16.5018683 41.2425024, 16.5020004 41.2426764)",,,,,,,,,
28601351,Via La Marina,residential,False,True,16.583,"LINESTRING (16.501488 41.2418867, 16.5014253 41.2418183, 16.5013957 41.2417561)",,,,,,,,,
44098381,Via Europa,residential,False,True,48.783,"LINESTRING (16.497303 41.2378748, 16.4975989 41.2382529)",,,,,,,,,
488641138,Via L. Papagni,tertiary,False,True,74.338,"LINESTRING (16.497303 41.2378748, 16.4980407 41.2375017)",,,,2,,,,,
488641138,Via L. Papagni,tertiary,False,False,53.45400000000001,"LINESTRING (16.497303 41.2378748, 16.4971279 41.2379908, 16.4968274 41.238196)",,,,2,,,,,
28601346,Corso Umberto I,residential,True,False,30.378,"LINESTRING (16.5036351 41.2401609, 16.5039966 41.2401336)",,,,,,,,,
369606017,Via la Fonte,residential,True,False,59.225,"LINESTRING (16.5036351 41.2401609, 16.5032785 41.2397007)",,,,,,,,,
1125508131,Corso Umberto I,residential,False,True,17.875,"LINESTRING (16.504923 41.2401271, 16.5049323 41.2399665)",,,,,,,,,
28601345,Corso Umberto I,residential,True,False,133.791,"LINESTRING (16.504923 41.2401271, 16.5036659 41.2403663, 16.503633 41.2403642, 16.5036351 41.2401609)",,,,,,,,,
431561638,Largo Castello,residential,False,False,32.606,"LINESTRING (16.504923 41.2401271, 16.5049307 41.2401531, 16.5050073 41.2404134)",,,,,,,,,
38290048,Via Matteo Renato Imbriani,secondary,False,True,19.591,"LINESTRING (16.5028901 41.2398844, 16.5026906 41.2399768)",SS16,,,,,,,,
"[1110484051, 28601347]","['Corso Umberto I', 'Via Caprioli']",residential,True,False,81.982,"LINESTRING (16.5028901 41.2398844, 16.5031887 41.2402126, 16.5032094 41.2402102, 16.5036351 41.2401609)",,,,,,,,,
38290048,Via Matteo Renato Imbriani,secondary,False,False,38.364999999999995,"LINESTRING (16.5028901 41.2398844, 16.5029211 41.2398698, 16.5029437 41.2398591, 16.5032785 41.2397007)",SS16,,,,,,,,
28601348,Piazza Vittorio Emanuele,residential,False,False,76.623,"LINESTRING (16.5020704 41.2402681, 16.5025929 41.2408342)",,,,,,,,,
38288277,Via Matteo Renato Imbriani,secondary,False,True,87.852,"LINESTRING (16.5020704 41.2402681, 16.5011893 41.2406985)",SS16,,,,,,,,
38290046,Piazza Vittorio Emanuele,unclassified,False,True,13.675,"LINESTRING (16.5020704 41.2402681, 16.5019934 41.2401596)",,,,,,,,,
38290048,Via Matteo Renato Imbriani,secondary,False,False,45.284,"LINESTRING (16.5020704 41.2402681, 16.5024998 41.2400671, 16.5025302 41.2400529)",SS16,,,,,,,,
28601348,Piazza Vittorio Emanuele,residential,False,True,76.623,"LINESTRING (16.5025929 41.2408342, 16.5020704 41.2402681)",,,,,,,,,
772884670,Piazza Vittorio Emanuele,residential,True,False,85.335,"LINESTRING (16.5025929 41.2408342, 16.5018305 41.2413444)",,,,,,,,,
27378906,Via Giovanni Bovio,secondary,False,False,35.524,"LINESTRING (16.4989726 41.241825, 16.4991815 41.2417794, 16.4993806 41.2417359)",SS16,,,,,,,,
27378906,Via Giovanni Bovio,secondary,False,True,62.693,"LINESTRING (16.4989726 41.241825, 16.4985253 41.2419438, 16.4982656 41.2420128)",SS16,,,,,,,,
488440177,Via Prof. M. Terlizzi,residential,False,True,61.967,"LINESTRING (16.4989726 41.241825, 16.4987428 41.2415883, 16.4985356 41.2413749)",,,,2,,,,,
32428516,Via Piave,tertiary,False,False,20.71,"LINESTRING (16.5021449 41.2362913, 16.5020594 41.2361165)",,,,,,,,,
43408071,Via Piave,residential,False,True,93.246,"LINESTRING (16.5021449 41.2362913, 16.5026014 41.2370564)",,,,,,,,,
309636743,Via Vittorio Veneto,tertiary,False,False,72.692,"LINESTRING (16.5021449 41.2362913, 16.5013509 41.2365575)",,,,2,,,,,
309636743,Via Vittorio Veneto,tertiary,False,True,66.71,"LINESTRING (16.5021449 41.2362913, 16.502872 41.2360444)",,,,2,,,,,
309636743,Via Vittorio Veneto,tertiary,False,False,45.709,"LINESTRING (16.5013509 41.2365575, 16.5008541 41.236729)",,,,2,,,,,
309636743,Via Vittorio Veneto,tertiary,False,True,72.692,"LINESTRING (16.5013509 41.2365575, 16.5021449 41.2362913)",,,,2,,,,,
26660551,Via Ventiquattro Maggio,residential,True,False,57.793,"LINESTRING (16.5013509 41.2365575, 16.5012757 41.2364366, 16.5010581 41.2360867)",,,,,,,,,
38290044,Via Ariosto,tertiary,False,False,25.706,"LINESTRING (16.4995949 41.2371071, 16.4992993 41.2371706)",,,,2,,,,,
360794945,Via Alcide De Gasperi,residential,True,False,67.7,"LINESTRING (16.4995949 41.2371071, 16.4998878 41.2376747)",,,,,,,,,
488641139,Via F. Petronelli,tertiary,False,True,25.564,"LINESTRING (16.4995949 41.2371071, 16.4998844 41.2370332)",,,,2,,,,,
38290044,Via Ariosto,tertiary,False,False,24.756,"LINESTRING (16.4986266 41.2373244, 16.4983377 41.2373731)",,,,2,,,,,
38290044,Via Ariosto,tertiary,False,True,35.101,"LINESTRING (16.4986266 41.2373244, 16.4990265 41.2372284)",,,,2,,,,,
44098367,Via Ugo Bassi,residential,False,True,32.79,"LINESTRING (16.4986266 41.2373244, 16.4984903 41.2370479)",,,,,,,,,
38290046,Piazza Vittorio Emanuele,unclassified,False,False,68.261,"LINESTRING (16.4998925 41.2393313, 16.4999402 41.2392874, 16.5005754 41.2390005)",,,,,,,,,
38290046,Piazza Vittorio Emanuele,unclassified,False,True,28.863999999999997,"LINESTRING (16.4998925 41.2393313, 16.4999203 41.2393964, 16.5000517 41.2395601)",,,,,,,,,
38290047,Via San Lorenzo,residential,True,False,30.088,"LINESTRING (16.4998925 41.2393313, 16.4997805 41.2392825, 16.4996652 41.2391325)",,,,,,,,,
38290046,Piazza Vittorio Emanuele,unclassified,False,False,48.493,"LINESTRING (16.5008978 41.2389747, 16.5010441 41.2390281, 16.501261 41.2392962)",,,,,,,,,
38290046,Piazza Vittorio Emanuele,unclassified,False,True,27.743000000000002,"LINESTRING (16.5008978 41.2389747, 16.5007571 41.2389596, 16.5005754 41.2390005)",,,,,,,,,
"[44098451, 44098453]","['Via Dandolo', 'Via Montebello']",unclassified,False,"[False, True]",99.78800000000001,"LINESTRING (16.5008978 41.2389747, 16.5009315 41.2389212, 16.5010093 41.2388708, 16.501457 41.2387457, 16.5015417 41.238722, 16.5019657 41.2386229)",,,,,,,,,
27378997,Via Pendio Misericordia,residential,False,False,42.730000000000004,"LINESTRING (16.5059287 41.2386777, 16.5059317 41.2387288, 16.5059476 41.238998, 16.5059514 41.2390616)",,,,,,,,,
27378997,Via Pendio Misericordia,residential,False,True,48.797,"LINESTRING (16.5059287 41.2386777, 16.5059008 41.2384101, 16.5058831 41.2382402)",,,,,,,,,
369606013,Via Giorgio Amendola,residential,True,False,50.748,"LINESTRING (16.5059287 41.2386777, 16.5064635 41.238602, 16.5065217 41.2385844)",,,,,,,,,
44607000,Via Matteo Renato Imbriani,secondary,False,False,28.914,"LINESTRING (16.5056533 41.2384345, 16.5058831 41.2382402)",SS16,,,,,,,,
"[44607000, 38290048]",Via Matteo Renato Imbriani,secondary,False,True,66.87599999999999,"LINESTRING (16.5056533 41.2384345, 16.5054438 41.2386265, 16.5052737 41.2387465, 16.5050875 41.2388559)",SS16,,,,,,,,
28601351,Via La Marina,residential,False,False,22.689,"LINESTRING (16.5020004 41.2426764, 16.5021567 41.2428432)",,,,,,,,,
44313649,Via Francesco Veneziani,residential,True,False,34.284,"LINESTRING (16.5020004 41.2426764, 16.5016141 41.2427798)",,,,,,,,,
28601351,Via La Marina,residential,False,True,97.76599999999999,"LINESTRING (16.5020004 41.2426764, 16.5018683 41.2425024, 16.501488 41.2418867)",,,,,,,,,
581527215,Via Pozzo Marrone,residential,False,True,37.442,"LINESTRING (16.4964154 41.2389159, 16.4961703 41.2386341)",,,,,,,,,
44098380,Via Roma,residential,False,True,97.34200000000001,"LINESTRING (16.4964154 41.2389159, 16.4966963 41.2387361, 16.4974583 41.2389073)",,,,,,,,,
311942315,Via Pozzo Marrone,residential,True,False,146.494,"LINESTRING (16.4964154 41.2389159, 16.4965287 41.2389919, 16.4967619 41.2391113, 16.4969233 41.2391622, 16.4974068 41.2392441, 16.4977321 41.2392722, 16.4978839 41.2393359, 16.4980153 41.239384)",,,,,,,,,
38290046,Piazza Vittorio Emanuele,unclassified,False,True,39.513,"LINESTRING (16.5000517 41.2395601, 16.5003274 41.2398487)",,,,,,,,,
38290046,Piazza Vittorio Emanuele,unclassified,False,False,28.863999999999997,"LINESTRING (16.5000517 41.2395601, 16.4999203 41.2393964, 16.4998925 41.2393313)",,,,,,,,,
581527215,Via Pozzo Marrone,residential,False,False,30.973,"LINESTRING (16.4953657 41.2376827, 16.4956172 41.2378872)",,,,,,,,,
581527215,Via Pozzo Marrone,residential,False,True,29.333,"LINESTRING (16.4953657 41.2376827, 16.4951783 41.2374597)",,,,,,,,,
27378906,Via Giovanni Bovio,secondary,False,False,39.863,"LINESTRING (16.5008086 41.2409143, 16.5011893 41.2406985)",SS16,,,,,,,,
27378906,Via Giovanni Bovio,secondary,False,True,40.968,"LINESTRING (16.5008086 41.2409143, 16.5004254 41.2411439)",SS16,,,,,,,,
39887013,Via Giacomo Matteotti,residential,True,False,27.397,"LINESTRING (16.5008086 41.2409143, 16.5005368 41.2407767)",,,,,,,,,
39887055,Via Curtatone,residential,True,False,41.441,"LINESTRING (16.4980153 41.239384, 16.4983968 41.2391461)",,,,,,,,,
311942315,Via Pozzo Marrone,residential,True,False,75.996,"LINESTRING (16.4980153 41.239384, 16.4982523 41.2395068, 16.4987202 41.2398139)",,,,,,,,,
39887055,Via Curtatone,residential,True,False,90.21900000000001,"LINESTRING (16.4983968 41.2391461, 16.4988474 41.2389073, 16.4991692 41.238752, 16.4992873 41.2386883)",,,,,,,,,
44098387,Vico I Soldani al Curtatone,living_street,False,False,30.878,"LINESTRING (16.4983968 41.2391461, 16.4983091 41.2390614, 16.4981325 41.2391681)",,,,,,,,,
488641138,Via L. Papagni,tertiary,False,False,21.591,"LINESTRING (16.4968274 41.238196, 16.4966287 41.23832)",,,,2,,,,,
39887056,Via Campagnola,residential,False,False,95.076,"LINESTRING (16.4968274 41.238196, 16.4971743 41.2385797, 16.4974583 41.2389073)",,,,,,,,,
488641138,Via L. Papagni,tertiary,False,True,53.45400000000001,"LINESTRING (16.4968274 41.238196, 16.4971279 41.2379908, 16.497303 41.2378748)",,,,2,,,,,
39887056,Via Campagnola,residential,False,True,95.076,"LINESTRING (16.4974583 41.2389073, 16.4971743 41.2385797, 16.4968274 41.238196)",,,,,,,,,
44098380,Via Roma,residential,False,False,97.34200000000001,"LINESTRING (16.4974583 41.2389073, 16.4966963 41.2387361, 16.4964154 41.2389159)",,,,,,,,,
44098380,Via Roma,residential,False,True,34.8,"LINESTRING (16.4974583 41.2389073, 16.497594 41.2389805, 16.4977727 41.2388499)",,,,,,,,,
38290044,Via Ariosto,tertiary,False,True,24.756,"LINESTRING (16.4983377 41.2373731, 16.4986266 41.2373244)",,,,2,,,,,
488641138,Via L. Papagni,tertiary,False,False,28.657,"LINESTRING (16.4983377 41.2373731, 16.4980407 41.2375017)",,,,2,,,,,
43410654,Via Aldo Moro,residential,False,False,50.547,"LINESTRING (16.4999223 41.2360235, 16.5001783 41.2364353)",,,,,,,,,
224698519,Piazza Armando Diaz,residential,True,False,12.215,"LINESTRING (16.4999223 41.2360235, 16.4998531 41.236041, 16.4997801 41.2360435)",,,,,roundabout,,,,
44098343,Via Monte Zebio,residential,False,False,27.475,"LINESTRING (16.4997801 41.2360435, 16.4996892 41.236131, 16.4995367 41.2362042)",,,,,,,,,
309636743,Via Vittorio Veneto,tertiary,False,False,66.71,"LINESTRING (16.502872 41.2360444, 16.5021449 41.2362913)",,,,2,,,,,
497862550,Via Volta,residential,False,True,25.519999999999996,"LINESTRING (16.502872 41.2360444, 16.5027189 41.235938, 16.5026883 41.235869)",,,,,,,,,
43571176,Via Porto,residential,True,False,128.452,"LINESTRING (16.5067622 41.2428896, 16.506419 41.2421001, 16.5063515 41.2417795)",,,,,,,,,
"[180430001, 27379085, 180429998]","['Via della Repubblica', 'Via Nazario Sauro']","['residential', 'living_street']",False,False,165.014,"LINESTRING (16.5067622 41.2428896, 16.5064732 41.2428854, 16.5062605 41.2429162, 16.5059387 41.2429869, 16.5053992 41.2430935, 16.5050796 41.2431781, 16.5048639 41.2432502)",,20,,,,,,,
368808439,Corso Umberto I,residential,True,False,66.007,"LINESTRING (16.5056625 41.2397409, 16.5053769 41.239829, 16.5049323 41.2399665)",,,,,,,,,
38290046,Piazza Vittorio Emanuele,unclassified,False,False,13.675,"LINESTRING (16.5019934 41.2401596, 16.5020704 41.2402681)",,,,,,,,,
38290046,Piazza Vittorio Emanuele,unclassified,False,True,56.831,"LINESTRING (16.5019934 41.2401596, 16.5016279 41.2397287)",,,,,,,,,
43574285,Via Caputi,unclassified,True,False,22.921,"LINESTRING (16.4999151 41.2383086, 16.4996594 41.2383829)",,,,,,,,,
38290047,Via San Lorenzo,residential,True,False,29.838,"LINESTRING (16.4991792 41.2385268, 16.4991087 41.2384278, 16.4990615 41.2383621, 16.4990101 41.2382905)",,,,,,,,,
574821276,Via Giordano Bruno,residential,True,False,27.353,"LINESTRING (16.4998056 41.2380768, 16.4999151 41.2383086)",,,,,,,,,
43574285,Via Caputi,unclassified,True,False,23.175,"LINESTRING (16.4996594 41.2383829, 16.4993969 41.2384498)",,,,,,,,,
43575430,Via Firenze,unclassified,True,False,28.117,"LINESTRING (16.4996594 41.2383829, 16.4995477 41.2381444)",,,,,,,,,
38290047,Via San Lorenzo,residential,True,False,18.977,"LINESTRING (16.4988805 41.2381229, 16.4987608 41.2379779)",,,,,,,,,
43574942,Via Bari,unclassified,True,False,23.274,"LINESTRING (16.4992851 41.2382138, 16.4995477 41.2381444)",,,,,,,,,
43576345,Via Genova,unclassified,True,False,27.857,"LINESTRING (16.4992851 41.2382138, 16.4993969 41.2384498)",,,,,,,,,
44098328,Piazza Carlo Alberto Dalla Chiesa,residential,True,False,27.599,"LINESTRING (16.5049941 41.2380189, 16.5046973 41.2381275)",,,,,,,,,
"[488477068, 488477063]","[""Via dell'Urbanistica"", 'Piazza Carlo Alberto Dalla Chiesa']",residential,True,False,71.929,"LINESTRING (16.5049941 41.2380189, 16.5050485 41.2380532, 16.5056533 41.2384345)",,,,,,,,,
488477063,Piazza Carlo Alberto Dalla Chiesa,residential,True,False,63.652,"LINESTRING (16.504527 41.2375669, 16.5049941 41.2380189)",,,,,,,,,
"[488477069, 207240038]","['Via P. Napoletano', 'Piazza Carlo Alberto Dalla Chiesa']",residential,True,False,134.154,"LINESTRING (16.504527 41.2375669, 16.5047334 41.2374927, 16.5048448 41.2374668, 16.5055339 41.237307, 16.5060074 41.2371151)",,,,,,,,,
443272186,Via Abate Bruni,residential,False,False,22.206,"LINESTRING (16.5055427 41.2358487, 16.5058041 41.2358135)",,,,,,,,,
"[43577648, 488477061]","['Via Guarini', 'Largo Fiamme Gialle']",residential,True,False,196.02900000000002,"LINESTRING (16.5055427 41.2358487, 16.5044738 41.2359778, 16.5042816 41.2360222, 16.5041051 41.2360857, 16.5038091 41.2362308, 16.5036349 41.2363359, 16.5035571 41.2363829, 16.5033772 41.2363405)",,,,,,,,,
43578038,Via Maggiore Calò,residential,True,False,78.054,"LINESTRING (16.5060074 41.2371151, 16.5068253 41.2367768)",,,,,,,,,
488477067,Via dell'Emancipazione,residential,True,False,57.573,"LINESTRING (16.5060074 41.2371151, 16.5058514 41.2366108)",,,,,,,,,
44098332,Via Pastrengo,residential,False,False,23.318,"LINESTRING (16.4977439 41.2368, 16.4980001 41.2367172)",,,,,,,,,
44098371,Via Pisacane,residential,False,False,24.788,"LINESTRING (16.4977439 41.2368, 16.4978318 41.2370129)",,,,,,,,,
44098371,Via Pisacane,residential,False,True,21.557,"LINESTRING (16.4977439 41.2368, 16.4976799 41.2366122)",,,,,,,,,
44098367,Via Ugo Bassi,residential,False,False,32.79,"LINESTRING (16.4984903 41.2370479, 16.4986266 41.2373244)",,,,,,,,,
44098367,Via Ugo Bassi,residential,False,True,24.513,"LINESTRING (16.4984903 41.2370479, 16.4983835 41.2368426)",,,,,,,,,
44098369,Via Goitto,residential,False,False,24.199,"LINESTRING (16.4984903 41.2370479, 16.4982231 41.2371315)",,,,,,,,,
44098369,Via Goitto,residential,False,True,33.654,"LINESTRING (16.4984903 41.2370479, 16.4988627 41.2369331)",,,,,,,,,
44098371,Via Pisacane,residential,False,False,15.283,"LINESTRING (16.497876 41.2371354, 16.4979241 41.237268)",,,,,,,,,
44098371,Via Pisacane,residential,False,True,14.114,"LINESTRING (16.497876 41.2371354, 16.4978318 41.2370129)",,,,,,,,,
44098369,Via Goitto,residential,False,True,29.253999999999998,"LINESTRING (16.497876 41.2371354, 16.4981408 41.2371464, 16.4982231 41.2371315)",,,,,,,,,
44098332,Via Pastrengo,residential,False,False,34.506,"LINESTRING (16.4982763 41.2366367, 16.4986611 41.2365246)",,,,,,,,,
44098332,Via Pastrengo,residential,False,True,24.769,"LINESTRING (16.4982763 41.2366367, 16.4980001 41.2367172)",,,,,,,,,
44098367,Via Ugo Bassi,residential,False,False,24.587,"LINESTRING (16.4982763 41.2366367, 16.4983835 41.2368426)",,,,,,,,,
44098362,Via Nicotera,residential,False,False,23.499,"LINESTRING (16.4985643 41.2363262, 16.4986611 41.2365246)",,,,,,,,,
44098367,Via Ugo Bassi,residential,False,False,24.513,"LINESTRING (16.4983835 41.2368426, 16.4984903 41.2370479)",,,,,,,,,
44098367,Via Ugo Bassi,residential,False,True,24.587,"LINESTRING (16.4983835 41.2368426, 16.4982763 41.2366367)",,,,,,,,,
