osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,junction
266120670,SP68,Via Mugnano - Calvizzano,residential,False,True,18.529,"LINESTRING (14.1990099 40.9054056, 14.1987897 40.9053972)",,,
252135940,,Via Fernando Santi,residential,False,False,220.753,"LINESTRING (14.1990099 40.9054056, 14.1991258 40.9066404, 14.1991957 40.9073859)",,,
266120663,SP68,Via Mugnano - Calvizzano,residential,False,False,77.348,"LINESTRING (14.196329 40.9053434, 14.1954106 40.9053889)",,,
266120663,SP68,Via Mugnano - Calvizzano,residential,False,True,104.941,"LINESTRING (14.196329 40.9053434, 14.1975772 40.90537)",,,
266120633,,Via Giuseppe Moscati,residential,False,False,229.475,"LINESTRING (14.196329 40.9053434, 14.1963583 40.906501, 14.1963836 40.9074067)",,,
43388061,,Via Conte Mirabelli,residential,True,False,17.994,"LINESTRING (14.1902618 40.9065393, 14.1900514 40.9065693)",,,
266120671,,,residential,False,True,154.05,"LINESTRING (14.1902618 40.9065393, 14.1901839 40.9062993, 14.1901879 40.906275, 14.1902171 40.9062558, 14.191187 40.9059973, 14.1915666 40.9058873)",,,
340288781,,Via Conte Mirabelli,residential,False,True,28.256,"LINESTRING (14.1885059 40.9069041, 14.1888278 40.9068307)",,,
266120619,,,residential,False,False,72.628,"LINESTRING (14.1885059 40.9069041, 14.1884994 40.906951, 14.1885558 40.9072531, 14.1886205 40.90755)",,,
340288781,,Via Conte Mirabelli,residential,False,False,40.476,"LINESTRING (14.1885059 40.9069041, 14.1882327 40.9069532, 14.188171 40.9069714, 14.1881428 40.9069846, 14.1881206 40.9070037, 14.1880698 40.9070376)",,,
54534955,,Via Francesco Baracca,residential,False,False,17.839,"LINESTRING (14.1937684 40.9036724, 14.1935659 40.9037205)",,,
54534955,,Via Francesco Baracca,residential,False,True,122.255,"LINESTRING (14.1937684 40.9036724, 14.1941059 40.9036064, 14.1951987 40.9034773)",,,
266120639,,Via Campania,residential,False,False,101.27700000000002,"LINESTRING (14.1913483 40.9040785, 14.1912608 40.9040917, 14.190605 40.9041221, 14.1901471 40.9041441)",,,
292703854,,,residential,True,False,54.462,"LINESTRING (14.1913483 40.9040785, 14.1912299 40.9039538, 14.1910622 40.903685, 14.1910466 40.9036477)",,,
292703853,,,secondary,False,True,32.917,"LINESTRING (14.1901752 40.901517, 14.1902825 40.9018017)",,,
369390239,,Via Lazio,secondary,False,True,126.702,"LINESTRING (14.1901752 40.901517, 14.1911632 40.9013625, 14.1913546 40.9013326, 14.1916515 40.9012862)",,,
292703853,,,secondary,False,False,32.917,"LINESTRING (14.1902825 40.9018017, 14.1901752 40.901517)",,,
164589182,,Via Tagliamento,secondary,True,False,73.22900000000001,"LINESTRING (14.1902825 40.9018017, 14.1897962 40.9018796, 14.1897393 40.9018885, 14.1894298 40.9019371)",,,
"[887953250, 222545791]",,Via Raffaele Granata,residential,False,False,168.929,"LINESTRING (14.1970137 40.9015378, 14.1969964 40.9016409, 14.1971641 40.9030505)",30,,
521598306,SP253,Via Quinto Orazio Flacco,unclassified,False,False,9.509,"LINESTRING (14.1979066 40.9082271, 14.1980073 40.9081881)",,,
163123789,,Via Raffaele Granata,residential,True,False,9.774,"LINESTRING (14.1979066 40.9082271, 14.1979347 40.9082466, 14.1979761 40.9082967)",30,,
521598298,,Via Raffaele Granata,residential,True,False,17.222,"LINESTRING (14.1979066 40.9082271, 14.1979247 40.9081298, 14.1979338 40.9080736)",,,
521598306,SP253,Via Quinto Orazio Flacco,unclassified,False,True,205.5,"LINESTRING (14.1979066 40.9082271, 14.1970638 40.908554, 14.195911 40.9090333, 14.1957479 40.9090949)",,,
888216031,,Via San Giacomo,residential,True,False,51.867,"LINESTRING (14.1983827 40.9026634, 14.1978156 40.9028474)",,,
"[266120648, 525536599]",,Via Rodolfo Morandi,residential,False,False,305.903,"LINESTRING (14.1983827 40.9026634, 14.1985731 40.9039313, 14.1987897 40.9053972)",,,
207366946,,Via Pietro Nenni,residential,False,True,233.085,"LINESTRING (14.1892593 40.9040709, 14.1892444 40.9039604, 14.1890652 40.9025014, 14.1890198 40.9019827)",,,
888493256,,Via Pietro Nenni,residential,False,True,160.203,"LINESTRING (14.1892593 40.9040709, 14.1892894 40.9041085, 14.1893114 40.9041369, 14.1893256 40.9041702, 14.1893376 40.90437, 14.1893289 40.904414, 14.1893121 40.9044435, 14.1892411 40.9045427, 14.189223 40.9045823, 14.1892189 40.9046375, 14.1892565 40.9050202, 14.1892936 40.9054779)",,,
207365375,,,residential,False,False,122.589,"LINESTRING (14.1873622 40.9085951, 14.1888186 40.9086579)",,,
207365393,,,residential,False,False,59.874,"LINESTRING (14.1879968 40.9064978, 14.1879565 40.9059602)",,,
207365393,,,residential,False,True,59.874,"LINESTRING (14.1879565 40.9059602, 14.1879968 40.9064978)",,,
207365407,,via Pio la Torre,residential,True,False,108.633,"LINESTRING (14.1892475 40.905911, 14.1879565 40.9059602)",,,
888493256,,Via Pietro Nenni,residential,False,False,48.797000000000004,"LINESTRING (14.1892475 40.905911, 14.1892357 40.9057317, 14.1892491 40.9055847, 14.1892936 40.9054779)",,,
207365385,,Via Vittorio Emanuele III,residential,True,False,35.744,"LINESTRING (14.1903638 40.9081541, 14.1903016 40.9078361)",,,
207366936,,Via Indipendenza,residential,True,False,119.712,"LINESTRING (14.1903638 40.9081541, 14.1911787 40.9079238, 14.1913081 40.9078899, 14.191635 40.9078106, 14.191709 40.9078062)",,,
290860370,,Via Fratelli Bandiera,residential,False,False,136.192,"LINESTRING (14.1903638 40.9081541, 14.1904471 40.9089054, 14.1898271 40.9089519)",,,
489976451,,Via Garibaldi,residential,False,True,36.431,"LINESTRING (14.1888803 40.9083336, 14.1888186 40.9086579)",,,
290860371,,Via Indipendenza,residential,True,False,126.259,"LINESTRING (14.1888803 40.9083336, 14.190141 40.9081835, 14.1903638 40.9081541)",,,
207365375,,,residential,False,True,122.589,"LINESTRING (14.1888186 40.9086579, 14.1873622 40.9085951)",,,
489976451,,Via Garibaldi,residential,False,False,36.431,"LINESTRING (14.1888186 40.9086579, 14.1888803 40.9083336)",,,
266120672,,Via Garibaldi,residential,True,False,55.569,"LINESTRING (14.1889785 40.9078394, 14.1888803 40.9083336)",,,
290860369,,,residential,False,False,110.024,"LINESTRING (14.1889785 40.9078394, 14.1886464 40.9078197, 14.1878101 40.90777, 14.1877151 40.9078008, 14.1876813 40.9077994)",,,
340288781,,Via Conte Mirabelli,residential,False,False,48.215,"LINESTRING (14.1893808 40.9067152, 14.1888278 40.9068307)",,,
207365372,,Via Pietro Nenni,residential,True,False,90.22399999999999,"LINESTRING (14.1893808 40.9067152, 14.189335 40.9065527, 14.1892833 40.9062431, 14.1892475 40.905911)",,,
