osmid,oneway,name,highway,reversed,length,geometry,maxspeed,access,bridge,junction
27961841,True,Via Giuseppe Mazzini,tertiary,False,22.105,"LINESTRING (11.0400757 43.5448558, 11.0401206 43.5449702, 11.0401917 43.5450312)",,,,
27961841,True,Via Giuseppe Mazzini,tertiary,False,31.84,"LINESTRING (11.0401917 43.5450312, 11.0405342 43.5451739)",,,,
27961841,True,Via Giuseppe Mazzini,tertiary,False,77.152,"LINESTRING (11.0405342 43.5451739, 11.0401269 43.5458018)",,,,
176010016,True,Via Dante Alighieri,residential,False,68.797,"LINESTRING (11.0405342 43.5451739, 11.0412989 43.5454488)",,,,
837326650,False,Via Giuseppe Mazzini,residential,True,76.741,"LINESTRING (11.0405342 43.5451739, 11.0409398 43.5445495)",,,,
27962830,True,Via Giuseppe Mazzini,residential,False,71.739,"LINESTRING (11.0395265 43.546752, 11.0391642 43.5473413)",40,,,
175990073,True,Via Venti Settembre,tertiary,False,40.277,"LINESTRING (11.0395265 43.546752, 11.0390734 43.5465992)",,,,
326003665,True,Via Venti Settembre,residential,False,75.724,"LINESTRING (11.0410604 43.5473265, 11.0402406 43.5469938)",,,,
431915023,False,Via Beatrice,residential,False,72.783,"LINESTRING (11.0377184 43.5507738, 11.0382533 43.5513012)",,,,
325409644,True,Borgo Garibaldi,tertiary,False,61.906,"LINESTRING (11.0377184 43.5507738, 11.0375553 43.5508436, 11.0374205 43.5509579, 11.0372294 43.5511886)",,,,
108008760,False,Via Romana,secondary,True,76.279,"LINESTRING (11.0449851 43.5454399, 11.0447012 43.5447855)",,,,
1202028576,True,,secondary,False,15.159,"LINESTRING (11.0449851 43.5454399, 11.0450337 43.54552, 11.04509 43.5455468)",,,,
521872358,False,via Ugo d'Andrea,unclassified,False,74.849,"LINESTRING (11.0456871 43.5453958, 11.045436 43.5448116, 11.0454333 43.5447504)",,,,
1202045958,False,Via Fiorentina,secondary,False,36.378,"LINESTRING (11.0456871 43.5453958, 11.0453706 43.5454772, 11.0452635 43.5455086)",,,,
27963194,True,via Masaccio,unclassified,False,103.113,"LINESTRING (11.045924 43.5441807, 11.0459921 43.5432547)",,,,
1202045955,False,via Raffaello Sanzio,residential,True,43.728,"LINESTRING (11.045924 43.5441807, 11.046459 43.544246)",,,,
"[822222765, 822222767]",True,"['via Masaccio', 'via Tintoretto']",unclassified,False,98.41,"LINESTRING (11.045924 43.5441807, 11.0458662 43.5447504, 11.0454333 43.5447504)",,,,
108008760,False,Via Romana,secondary,False,84.605,"LINESTRING (11.0444479 43.5440483, 11.0444864 43.5442349, 11.0447012 43.5447855)",,,,
822222766,True,via Raffaello Sanzio,unclassified,False,73.142,"LINESTRING (11.0444479 43.5440483, 11.0449092 43.5440808, 11.0453489 43.5441255)",,,,
521872357,True,via Michelangelo Buonarroti,unclassified,False,69.565,"LINESTRING (11.0453427 43.5447511, 11.0453489 43.5441255)",,,,
822222768,False,via Tintoretto,unclassified,False,24.697,"LINESTRING (11.0453427 43.5447511, 11.0450365 43.5447426)",,,,
822222766,True,via Raffaello Sanzio,unclassified,False,46.757,"LINESTRING (11.0453489 43.5441255, 11.045924 43.5441807)",,,,
27962194,False,via Benozzo Gozzoli,unclassified,False,22.518,"LINESTRING (11.0468036 43.5433636, 11.0465289 43.5433267)",,,,
27962542,True,Via Trento,residential,False,116.002,"LINESTRING (11.0402406 43.5469938, 11.0408787 43.5460587)",,,,
326003665,True,Via Venti Settembre,residential,False,63.524,"LINESTRING (11.0402406 43.5469938, 11.0395265 43.546752)",,,,
27962703,True,Via Cavour,residential,False,98.639,"LINESTRING (11.0390338 43.5491398, 11.0395017 43.5483201)",40,,,
27962776,True,Via Edmondo De Amicis,tertiary,False,114.214,"LINESTRING (11.0390338 43.5491398, 11.0395956 43.5492817, 11.0403741 43.5494735)",40,,,
46985254,True,Via Lenzoni,residential,False,155.50099999999998,"LINESTRING (11.0390338 43.5491398, 11.0382892 43.550182, 11.038132 43.5503758)",,,,
46985254,True,Via Lenzoni,residential,False,20.399,"LINESTRING (11.038132 43.5503758, 11.0381874 43.5505548)",,,,
325409644,True,Borgo Garibaldi,tertiary,False,44.962,"LINESTRING (11.0381874 43.5505548, 11.0377184 43.5507738)",,,,
28420615,True,Viale Giacomo Matteotti,tertiary,False,124.029,"LINESTRING (11.0368968 43.5498943, 11.0375255 43.5488762)",,,,
27962729,True,Via Cesare Battisti,residential,False,43.007,"LINESTRING (11.0368968 43.5498943, 11.0370772 43.5499599, 11.0373738 43.5500677)",,,,
175990069,False,Via Pablo Neruda,residential,True,103.731,"LINESTRING (11.0368968 43.5498943, 11.0362254 43.5496306, 11.0360629 43.5495667, 11.0357985 43.5494629, 11.0357652 43.5494498)",,,,
108008742,False,Borgo Garibaldi,residential,True,14.456,"LINESTRING (11.0403741 43.5494735, 11.0404077 43.5494591, 11.0404981 43.5493813)",30,,,
325409644,True,Borgo Garibaldi,tertiary,False,74.798,"LINESTRING (11.0403741 43.5494735, 11.0399629 43.5496967, 11.0396056 43.5498488)",,,,
27962776,True,Via Edmondo De Amicis,tertiary,False,84.839,"LINESTRING (11.038033 43.5489032, 11.0390338 43.5491398)",40,,,
27962729,True,Via Cesare Battisti,residential,False,70.053,"LINESTRING (11.0373738 43.5500677, 11.038132 43.5503758)",,,,
27962790,True,Via Antonio Gramsci,residential,False,139.961,"LINESTRING (11.0373738 43.5500677, 11.0375249 43.5498007, 11.038033 43.5489032)",,,,
175990073,True,Via Venti Settembre,tertiary,False,7.4239999999999995,"LINESTRING (11.0390734 43.5465992, 11.0390355 43.5465759, 11.0390331 43.5465452)",,,,
325413037,True,,tertiary,False,7.5760000000000005,"LINESTRING (11.0390734 43.5465992, 11.0390239 43.5465979, 11.0389873 43.5466162)",,,,
27962194,False,via Benozzo Gozzoli,unclassified,True,44.001,"LINESTRING (11.0459921 43.5432547, 11.0465289 43.5433267)",,,,
822222768,False,via Tintoretto,unclassified,True,24.697,"LINESTRING (11.0450365 43.5447426, 11.0453427 43.5447511)",,,,
175990069,False,Via Pablo Neruda,residential,False,103.731,"LINESTRING (11.0357652 43.5494498, 11.0357985 43.5494629, 11.0360629 43.5495667, 11.0362254 43.5496306, 11.0368968 43.5498943)",,,,
28420615,True,Viale Giacomo Matteotti,tertiary,False,69.333,"LINESTRING (11.0355368 43.5519552, 11.035908 43.5513927)",,,,
431915017,True,Via Fonda,unclassified,False,43.657,"LINESTRING (11.0355368 43.5519552, 11.0350311 43.552096)",,,,
431915021,False,Via Fonda,unclassified,True,123.109,"LINESTRING (11.0355368 43.5519552, 11.0361031 43.5518506, 11.0364774 43.5518079, 11.0368506 43.5517654, 11.0369989 43.5516834)",,,,
431915021,False,Via Fonda,unclassified,False,123.10900000000001,"LINESTRING (11.0369989 43.5516834, 11.0368506 43.5517654, 11.0364774 43.5518079, 11.0361031 43.5518506, 11.0355368 43.5519552)",,,,
