osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,bridge,tunnel
175649606,False,2,Via Valle del Formale,secondary,50,True,31.581,"LINESTRING (12.8299374 41.8411825, 12.8298517 41.8412425, 12.8297853 41.8412868, 12.8297435 41.8413134, 12.8296508 41.8413696)",,
405473693,False,2,Via Valle del Formale,secondary,50,False,213.29800000000003,"LINESTRING (12.8299374 41.8411825, 12.8300069 41.8411297, 12.8300765 41.8410742, 12.8300969 41.8410572, 12.8304734 41.8407317, 12.8305305 41.8406796, 12.8305867 41.8406275, 12.8306306 41.8405834, 12.8306855 41.8405273, 12.8307418 41.8404675, 12.8307942 41.8404086, 12.8308466 41.8403497, 12.8308949 41.8402918, 12.8313056 41.8397667, 12.8314181 41.8396221)",,
405496085,False,,,residential,,False,72.591,"LINESTRING (12.8331213 41.8421, 12.8326486 41.8426497)",,
116220411,False,,,residential,,True,578.074,"LINESTRING (12.8331213 41.8421, 12.8332967 41.8418796, 12.8335449 41.8415707, 12.8335712 41.8415379, 12.8338784 41.8411557, 12.8340298 41.8409672, 12.8341765 41.8407846, 12.8344495 41.8404643, 12.8347196 41.8401473, 12.8347936 41.8400589, 12.8348368 41.8400097, 12.8348941 41.8399425, 12.8353027 41.839463, 12.8353293 41.8394254, 12.8353498 41.8393964, 12.8353673 41.8393656, 12.8353795 41.8393348, 12.8353844 41.8393072, 12.8353866 41.8392811, 12.8353834 41.8392575, 12.8353762 41.8392354, 12.835244 41.8390261, 12.8352251 41.8389793, 12.8352115 41.8389285, 12.8352046 41.8388777, 12.8352058 41.8388269, 12.835219 41.83878, 12.8352403 41.8387371, 12.8352656 41.8386943, 12.835299 41.8386574, 12.8357315 41.8383026, 12.8360862 41.838003, 12.836403 41.8377285)",,
205277968,False,2,Via Valle del Formale,secondary,50,True,37.267,"LINESTRING (12.8340117 41.8357136, 12.8338158 41.8360153)",,
116216909,False,2,via Valle della Foresta,residential,,True,335.219,"LINESTRING (12.8266809 41.8427604, 12.8267508 41.8426832, 12.8268218 41.8426099, 12.8268966 41.8425364, 12.8269275 41.8425082, 12.826957 41.8424805, 12.8269812 41.8424568, 12.8270119 41.8424232, 12.8270373 41.8423936, 12.8270594 41.8423648, 12.8270836 41.8423304, 12.8270999 41.8422999, 12.8271183 41.8422637, 12.8273857 41.8416878, 12.8276764 41.8411015, 12.8276994 41.8410552, 12.827735 41.8409889, 12.8277662 41.8409313, 12.8278428 41.840801, 12.8282224 41.8401971, 12.8283142 41.8400519, 12.8283324 41.8400238)",,
"[205277970, 501138322]",True,1,via Maremmana,residential,,False,511.328,"LINESTRING (12.8266809 41.8427604, 12.8266347 41.8429187, 12.8265274 41.8433823, 12.8263021 41.8439657, 12.82625 41.8442365, 12.8262371 41.8443825, 12.8262374 41.8444174, 12.8262399 41.8444491, 12.8262477 41.8444841, 12.8262631 41.8445174, 12.8262773 41.844544, 12.8262905 41.8445635, 12.8263117 41.8445887, 12.8263443 41.8446107, 12.8263894 41.8446281, 12.8264361 41.8446381, 12.8264921 41.8446396, 12.8265224 41.8446368, 12.8265495 41.8446323, 12.8265768 41.8446241, 12.8266009 41.8446142, 12.8266266 41.8445974, 12.8266404 41.844587, 12.8266586 41.8445668, 12.8266693 41.8445435, 12.8266747 41.8445209, 12.8266763 41.8444952, 12.8266594 41.8443914, 12.8266382 41.8442377, 12.8266227 41.8441079, 12.8266227 41.8440547, 12.8266454 41.8439737, 12.8272355 41.8431425, 12.8277705 41.8423537)",,
116215015,True,,,residential,,False,32.644,"LINESTRING (12.8332977 41.8360874, 12.8334226 41.8360251, 12.833491 41.835995, 12.8335662 41.8359643, 12.8336374 41.8359396)",,
188983547,False,,via del Caravaggio,residential,,False,60.864000000000004,"LINESTRING (12.8332977 41.8360874, 12.8332235 41.8361518, 12.8329521 41.8363991, 12.8329251 41.8364253, 12.8329069 41.8364458, 12.832886 41.8364703, 12.8328483 41.8365192)",,
116215023,True,2,Piazza Santa Maria,tertiary,50,False,55.348,"LINESTRING (12.8331276 41.8350193, 12.8331681 41.8350333, 12.833641 41.8351909, 12.8337381 41.8352214)",,
"[188982563, 188982559]",True,1,via del Caravaggio,residential,,False,93.365,"LINESTRING (12.8309809 41.8384828, 12.8310135 41.8384912, 12.8310489 41.8384975, 12.8311619 41.8385088, 12.8312044 41.8385138, 12.8312389 41.8385157, 12.8312758 41.8385136, 12.8313103 41.8385053, 12.8313331 41.8384954, 12.8313505 41.8384824, 12.8317411 41.8381468, 12.8317878 41.8381048, 12.8318304 41.8380627)",yes,
170370408,False,2,,tertiary,,False,146.642,"LINESTRING (12.8337381 41.8352214, 12.8337803 41.8351732, 12.8338185 41.835127, 12.8343583 41.8344322, 12.8346437 41.8340885)",,
205044372,False,,Piazza Santa Maria,residential,,False,22.996000000000002,"LINESTRING (12.8337381 41.8352214, 12.8336978 41.8352592, 12.8336535 41.835299, 12.8335594 41.8353796)",,
405475108,False,,,residential,,True,23.424,"LINESTRING (12.8325393 41.8344243, 12.8323397 41.8345735)",,
405475112,False,,via dei Cavoni,residential,,True,74.0,"LINESTRING (12.8325393 41.8344243, 12.8331283 41.833924)",,
405475109,True,,,residential,,False,48.824,"LINESTRING (12.8325393 41.8344243, 12.832544 41.8345662, 12.832544 41.8346485, 12.832544 41.8347562, 12.8325481 41.8348633)",,
405496085,False,,,residential,,False,98.234,"LINESTRING (12.833291 41.8385147, 12.833241 41.838497, 12.833049 41.838543, 12.832817 41.838598, 12.832702 41.838626, 12.832568 41.83865, 12.832359 41.838675, 12.8322804 41.8386716, 12.8321523 41.8386374)",,
405496085,False,,,residential,,True,601.106,"LINESTRING (12.833291 41.8385147, 12.833365 41.838541, 12.833353 41.838636, 12.833264 41.838777, 12.833207 41.838866, 12.833142 41.838956, 12.833063 41.839042, 12.832975 41.839126, 12.832882 41.839207, 12.832787 41.839282, 12.832673 41.839351, 12.832569 41.83942, 12.832469 41.839488, 12.832392 41.839569, 12.832313 41.839657, 12.832257 41.839745, 12.83221 41.839852, 12.832186 41.839964, 12.832172 41.840076, 12.832169 41.840187, 12.832165 41.840299, 12.832154 41.840414, 12.832129 41.840522, 12.832082 41.840645, 12.8320703 41.8406669, 12.832023 41.840755, 12.831951 41.840859, 12.831874 41.840965, 12.831794 41.841059, 12.831699 41.841172, 12.8316261 41.841269, 12.8315456 41.841373, 12.8314874 41.8414349, 12.8314497 41.841475, 12.8313351 41.841599, 12.8312446 41.8416746, 12.8312023 41.84171, 12.8311189 41.8417783, 12.8310936 41.8418031, 12.8310737 41.841828, 12.8310542 41.8418575, 12.83104 41.841887, 12.8310339 41.841918, 12.8310358 41.84195, 12.8310446 41.8419715, 12.8310615 41.841994, 12.8310838 41.842016, 12.831114 41.842038, 12.831162 41.842064, 12.831218 41.84209, 12.831341 41.842137, 12.83148 41.842182, 12.831617 41.842228, 12.831751 41.842277, 12.831889 41.842327, 12.832031 41.842385, 12.832157 41.84244, 12.832275 41.84249, 12.832398 41.842547, 12.832503 41.842594, 12.8326486 41.8426497)",,
405496085,False,,,residential,,True,72.591,"LINESTRING (12.8326486 41.8426497, 12.8331213 41.8421)",,
405496085,False,,,residential,,False,601.1060000000001,"LINESTRING (12.8326486 41.8426497, 12.832503 41.842594, 12.832398 41.842547, 12.832275 41.84249, 12.832157 41.84244, 12.832031 41.842385, 12.831889 41.842327, 12.831751 41.842277, 12.831617 41.842228, 12.83148 41.842182, 12.831341 41.842137, 12.831218 41.84209, 12.831162 41.842064, 12.831114 41.842038, 12.8310838 41.842016, 12.8310615 41.841994, 12.8310446 41.8419715, 12.8310358 41.84195, 12.8310339 41.841918, 12.83104 41.841887, 12.8310542 41.8418575, 12.8310737 41.841828, 12.8310936 41.8418031, 12.8311189 41.8417783, 12.8312023 41.84171, 12.8312446 41.8416746, 12.8313351 41.841599, 12.8314497 41.841475, 12.8314874 41.8414349, 12.8315456 41.841373, 12.8316261 41.841269, 12.831699 41.841172, 12.831794 41.841059, 12.831874 41.840965, 12.831951 41.840859, 12.832023 41.840755, 12.8320703 41.8406669, 12.832082 41.840645, 12.832129 41.840522, 12.832154 41.840414, 12.832165 41.840299, 12.832169 41.840187, 12.832172 41.840076, 12.832186 41.839964, 12.83221 41.839852, 12.832257 41.839745, 12.832313 41.839657, 12.832392 41.839569, 12.832469 41.839488, 12.832569 41.83942, 12.832673 41.839351, 12.832787 41.839282, 12.832882 41.839207, 12.832975 41.839126, 12.833063 41.839042, 12.833142 41.838956, 12.833207 41.838866, 12.833264 41.838777, 12.833353 41.838636, 12.833365 41.838541, 12.833291 41.8385147)",,
151043729,False,2,Via Colle Villa,residential,,False,221.948,"LINESTRING (12.8272518 41.8360004, 12.8269621 41.8363401, 12.8267811 41.8365714, 12.8266469 41.8367429, 12.8266102 41.8367898, 12.8262615 41.8372534, 12.8260072 41.8375551, 12.8258867 41.8377172)",,
