osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,junction,access
41112857,2,Via Tullio Del Grande,tertiary,50,False,True,42.027,"LINESTRING (8.6101343 45.8120397, 8.6104414 45.8123512)",,,
330330761,,Via Guglielmo Marconi,residential,30,False,True,100.455,"LINESTRING (8.6101343 45.8120397, 8.6100557 45.8121205, 8.6100429 45.8122558, 8.6100395 45.812926)",,,
24905106,2,Via Giuseppe Mazzini,tertiary,50,False,False,9.588,"LINESTRING (8.6120382 45.8140146, 8.6121065 45.8140865)",,,
41112857,2,Via Tullio Del Grande,tertiary,50,False,False,38.759,"LINESTRING (8.6120382 45.8140146, 8.6119787 45.8139526, 8.6117588 45.8137255)",,,
45557332,,Via Luigi Banetti,residential,30,False,True,54.601000000000006,"LINESTRING (8.6120382 45.8140146, 8.6118812 45.8140514, 8.6118179 45.8140679, 8.6117571 45.8140838, 8.6114953 45.8141484, 8.6113764 45.8141826)",,,
529919321,,Via Roma,residential,,True,False,26.265,"LINESTRING (8.6120382 45.8140146, 8.6122229 45.8139691, 8.6122985 45.8139474, 8.6123577 45.8139365)",,,
781833155,,Via Roma,residential,50,True,False,4.643,"LINESTRING (8.6123577 45.8139365, 8.6123264 45.8139721)",,,
24629310,2,Via Roma,residential,50,False,True,164.95399999999998,"LINESTRING (8.6123577 45.8139365, 8.612427 45.8139164, 8.6127454 45.8138266, 8.6139183 45.8135044, 8.613993 45.8134849, 8.6142319 45.813426, 8.6143416 45.8133998)",,,
24629310,2,Via Roma,residential,50,False,False,44.51,"LINESTRING (8.6148858 45.8132719, 8.6143416 45.8133998)",,,
24629310,2,Via Roma,residential,50,False,True,51.482,"LINESTRING (8.6148858 45.8132719, 8.6150146 45.8132404, 8.6155108 45.8131151)",,,
24658017,,Piazza Firenze,residential,,False,False,134.404,"LINESTRING (8.6148858 45.8132719, 8.6148727 45.8132568, 8.6147959 45.8131565, 8.6146958 45.8129973, 8.6142647 45.8122954, 8.6142321 45.8122408, 8.614257 45.8122021, 8.61428 45.8121671)",,,
24629310,2,Via Roma,residential,50,False,False,51.482,"LINESTRING (8.6155108 45.8131151, 8.6150146 45.8132404, 8.6148858 45.8132719)",,,
24629314,,Via Calabria,residential,,False,False,133.57299999999998,"LINESTRING (8.6155108 45.8131151, 8.6154974 45.8130992, 8.6154736 45.8130652, 8.6152488 45.8127635, 8.614875 45.8124365, 8.6146528 45.8122526, 8.6145228 45.8121375)",,,
1157741040,,Via Europa,residential,,False,True,126.85300000000001,"LINESTRING (8.6160759 45.8133228, 8.6157044 45.8134382, 8.6149654 45.8135774, 8.6145201 45.8136696)",,,
24699816,,Via Piemonte,residential,,False,False,93.117,"LINESTRING (8.614454 45.8145778, 8.6136035 45.8139863)",,,
24905107,,Via Veneto,residential,,False,True,71.274,"LINESTRING (8.614454 45.8145778, 8.6138856 45.8150817)",,,
24905107,,Via Veneto,residential,,False,False,66.251,"LINESTRING (8.614454 45.8145778, 8.614981 45.8141265, 8.6149936 45.8141157)",,,
24699816,,Via Piemonte,residential,,False,True,93.117,"LINESTRING (8.6136035 45.8139863, 8.614454 45.8145778)",,,
24922911,,Via Europa,residential,,False,False,79.495,"LINESTRING (8.6136035 45.8139863, 8.6137022 45.8139335, 8.6145201 45.8136696)",,,
24922911,,Via Europa,residential,,False,True,65.667,"LINESTRING (8.6136035 45.8139863, 8.6131353 45.8142682, 8.6129856 45.8143886)",,,
24699818,,Piazza San Martino,residential,,True,False,36.033,"LINESTRING (8.6104887 45.8153515, 8.6104518 45.8153453, 8.6101371 45.8154298, 8.6100482 45.8154383)",,,
24699817,,Via Piave,residential,30,True,False,11.611,"LINESTRING (8.6113764 45.8141826, 8.6113097 45.8142761)",,,
45557332,,Via Luigi Banetti,residential,30,False,False,54.601,"LINESTRING (8.6113764 45.8141826, 8.6114953 45.8141484, 8.6117571 45.8140838, 8.6118179 45.8140679, 8.6118812 45.8140514, 8.6120382 45.8140146)",,,
24699817,,Via Piave,residential,30,True,False,115.57600000000001,"LINESTRING (8.6111923 45.814436, 8.6111655 45.8144787, 8.6108877 45.8148729, 8.6105324 45.815293, 8.6104887 45.8153515)",,,
24699819,,Via Piave,residential,,True,False,25.055999999999997,"LINESTRING (8.6111923 45.814436, 8.6111725 45.8144217, 8.6110978 45.8143677, 8.6110554 45.8142993, 8.6110262 45.8142472)",,,
24699820,,Via Luigi Banetti,residential,,True,False,17.89,"LINESTRING (8.6110262 45.8142472, 8.6112488 45.8142046)",,,
24699820,,Via Luigi Banetti,residential,,True,False,86.45400000000001,"LINESTRING (8.6100164 45.81456, 8.6100653 45.8145156, 8.61028 45.814454, 8.6108019 45.8143094, 8.6110262 45.8142472)",,,
25587959,,Via Guglielmo Marconi,residential,30,True,False,111.096,"LINESTRING (8.6100164 45.81456, 8.6100157 45.8144614, 8.6100103 45.8136426, 8.6100098 45.8135609)",,,
24905112,,Via Lombardia,residential,,False,False,162.56199999999998,"LINESTRING (8.6163886 45.8152033, 8.6155642 45.8145102, 8.6153806 45.8143558, 8.6149936 45.8141157)",,,
24905113,,Via Giuseppe Garibaldi,residential,,False,True,87.154,"LINESTRING (8.6163886 45.8152033, 8.6156839 45.815779, 8.6156516 45.815794)",,,
24905112,,Via Lombardia,residential,,False,False,33.037,"LINESTRING (8.6145201 45.8136696, 8.6145072 45.8136502, 8.6143645 45.8134345, 8.6143536 45.8134179, 8.6143416 45.8133998)",,,
24905112,,Via Lombardia,residential,,False,True,61.702999999999996,"LINESTRING (8.6145201 45.8136696, 8.6145429 45.8136911, 8.6149936 45.8141157)",,,
24922911,,Via Europa,residential,,False,True,79.495,"LINESTRING (8.6145201 45.8136696, 8.6137022 45.8139335, 8.6136035 45.8139863)",,,
1157741040,,Via Europa,residential,,False,False,126.85300000000001,"LINESTRING (8.6145201 45.8136696, 8.6149654 45.8135774, 8.6157044 45.8134382, 8.6160759 45.8133228)",,,
24629310,2,Via Roma,residential,50,False,True,44.51,"LINESTRING (8.6143416 45.8133998, 8.6148858 45.8132719)",,,
24629310,2,Via Roma,residential,50,False,False,164.954,"LINESTRING (8.6143416 45.8133998, 8.6142319 45.813426, 8.613993 45.8134849, 8.6139183 45.8135044, 8.6127454 45.8138266, 8.612427 45.8139164, 8.6123577 45.8139365)",,,
24905112,,Via Lombardia,residential,,False,True,33.037,"LINESTRING (8.6143416 45.8133998, 8.6143536 45.8134179, 8.6143645 45.8134345, 8.6145072 45.8136502, 8.6145201 45.8136696)",,,
24905106,2,Via Giuseppe Mazzini,tertiary,50,False,False,74.559,"LINESTRING (8.6134545 45.8154853, 8.6139859 45.8159868, 8.6140244 45.8160255)",,,
24905106,2,Via Giuseppe Mazzini,tertiary,50,False,True,187.38299999999998,"LINESTRING (8.6134545 45.8154853, 8.6133838 45.8154116, 8.6129567 45.8149635, 8.6125479 45.8145478, 8.6123616 45.8143499, 8.6122537 45.8142455, 8.6121488 45.8141322, 8.6121065 45.8140865)",,,
24905107,,Via Veneto,residential,,False,False,55.949,"LINESTRING (8.6134545 45.8154853, 8.6134645 45.815476, 8.6134757 45.8154655, 8.6138856 45.8150817)",,,
90931263,,Via Passo della Sentinella,residential,,False,False,113.857,"LINESTRING (8.6134545 45.8154853, 8.6134251 45.8155078, 8.6133772 45.8155445, 8.613197 45.8156824, 8.613027 45.8158126, 8.6126993 45.8161085, 8.6125183 45.8162733)",,,
24905107,,Via Veneto,residential,,False,True,66.251,"LINESTRING (8.6149936 45.8141157, 8.614981 45.8141265, 8.614454 45.8145778)",,,
24905112,,Via Lombardia,residential,,False,False,61.702999999999996,"LINESTRING (8.6149936 45.8141157, 8.6145429 45.8136911, 8.6145201 45.8136696)",,,
24905112,,Via Lombardia,residential,,False,True,162.562,"LINESTRING (8.6149936 45.8141157, 8.6153806 45.8143558, 8.6155642 45.8145102, 8.6163886 45.8152033)",,,
24905108,,Via Cappella Di Sant'Anna,residential,,False,False,70.819,"LINESTRING (8.6129856 45.8143886, 8.6128866 45.8142414, 8.6123471 45.813982, 8.6123264 45.8139721)",,,
24922911,,Via Europa,residential,,False,False,65.667,"LINESTRING (8.6129856 45.8143886, 8.6131353 45.8142682, 8.6136035 45.8139863)",,,
"[220401806, 24922910, 24922911]",,Via Europa,residential,,False,True,223.424,"LINESTRING (8.6129856 45.8143886, 8.6129197 45.8144608, 8.6127491 45.8146625, 8.6126668 45.8147644, 8.612551 45.8149353, 8.6123938 45.8151343, 8.612253 45.8152984, 8.6121453 45.815412, 8.6121019 45.8154464, 8.6120347 45.8154938, 8.6119137 45.8155434, 8.6117376 45.8155859, 8.6115716 45.8156183, 8.6114446 45.8156323, 8.6112052 45.8156345, 8.6111167 45.8156308, 8.611055 45.8156043)",yes,,
24905107,,Via Veneto,residential,,False,False,71.274,"LINESTRING (8.6138856 45.8150817, 8.614454 45.8145778)",,,
24905107,,Via Veneto,residential,,False,True,55.949,"LINESTRING (8.6138856 45.8150817, 8.6134757 45.8154655, 8.6134645 45.815476, 8.6134545 45.8154853)",,,
24905110,,Via Carchirana,residential,,False,True,154.671,"LINESTRING (8.6138856 45.8150817, 8.6139421 45.8151053, 8.6144381 45.8153127, 8.6150858 45.8156633, 8.6152409 45.8157947, 8.6153468 45.8158935, 8.6154182 45.8159521)",,,
24905113,,Via Giuseppe Garibaldi,residential,,False,True,17.033,"LINESTRING (8.6154182 45.8159521, 8.6153921 45.8161042)",,,
