osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,bridge,lanes,junction
39182685,Località Schiopparello,residential,False,True,97.81800000000001,"LINESTRING (10.3444702 42.7868656, 10.3436747 42.7868542, 10.3432736 42.7868253)",,,,,
35472214,,unclassified,False,False,40.465,"LINESTRING (10.3402867 42.7868497, 10.3403992 42.7868515, 10.3406947 42.7866723)",,,,,
"[279530920, 693011840]",Strada Provinciale Bivio Boni Cavo,secondary,False,False,151.62099999999998,"LINESTRING (10.3402867 42.7868497, 10.3404115 42.7867397, 10.3404933 42.786591, 10.3405022 42.7864403, 10.3404572 42.7863059, 10.3403547 42.7861814, 10.3402366 42.7860937, 10.339985 42.7859422, 10.3397159 42.7857682)",SP26a,30,,,
"[279530920, 851556627]",Strada Provinciale Bivio Boni Cavo,secondary,False,True,591.2669999999999,"LINESTRING (10.3402867 42.7868497, 10.3401404 42.7869251, 10.3383525 42.7877675, 10.338231 42.787885, 10.3381788 42.7880406, 10.3382056 42.7884956, 10.3382668 42.7887105, 10.3383977 42.7889439, 10.3385839 42.7892137, 10.3388747 42.7896422, 10.3389148 42.7897876, 10.3388998 42.7898688, 10.3388473 42.7899864, 10.3387367 42.7901007, 10.3385961 42.7901704, 10.3383989 42.7902172, 10.3376823 42.7902486, 10.3374545 42.7902784, 10.3372688 42.7903225)",SP26a,30,,,
"[279530920, 851556627]",Strada Provinciale Bivio Boni Cavo,secondary,False,False,591.267,"LINESTRING (10.3372688 42.7903225, 10.3374545 42.7902784, 10.3376823 42.7902486, 10.3383989 42.7902172, 10.3385961 42.7901704, 10.3387367 42.7901007, 10.3388473 42.7899864, 10.3388998 42.7898688, 10.3389148 42.7897876, 10.3388747 42.7896422, 10.3385839 42.7892137, 10.3383977 42.7889439, 10.3382668 42.7887105, 10.3382056 42.7884956, 10.3381788 42.7880406, 10.338231 42.787885, 10.3383525 42.7877675, 10.3401404 42.7869251, 10.3402867 42.7868497)",SP26a,30,,,
"[1093556410, 851556627, 851556628]",Strada Provinciale Bivio Boni Cavo,secondary,False,True,160.69899999999998,"LINESTRING (10.3372688 42.7903225, 10.3371253 42.7903876, 10.3368337 42.7905498, 10.3365964 42.7907544, 10.3364474 42.7909424, 10.3364236 42.7909855, 10.3361572 42.7914676)",SP26a,,yes,,
39182685,Località Schiopparello,residential,False,False,100.134,"LINESTRING (10.3406947 42.7866723, 10.3419182 42.7867409)",,,,,
35472214,,unclassified,False,False,137.15,"LINESTRING (10.3406947 42.7866723, 10.3406451 42.7865925, 10.3406022 42.786361, 10.3405014 42.7861931, 10.3401968 42.7859713, 10.3399269 42.7858162, 10.3397159 42.7857682)",,,,,
35472214,,unclassified,False,True,40.465,"LINESTRING (10.3406947 42.7866723, 10.3403992 42.7868515, 10.3402867 42.7868497)",,,,,
35472214,,unclassified,False,True,137.14999999999998,"LINESTRING (10.3397159 42.7857682, 10.3399269 42.7858162, 10.3401968 42.7859713, 10.3405014 42.7861931, 10.3406022 42.786361, 10.3406451 42.7865925, 10.3406947 42.7866723)",,,,,
"[693011840, 279530920]",Strada Provinciale Bivio Boni Cavo,secondary,False,True,151.62099999999998,"LINESTRING (10.3397159 42.7857682, 10.339985 42.7859422, 10.3402366 42.7860937, 10.3403547 42.7861814, 10.3404572 42.7863059, 10.3405022 42.7864403, 10.3404933 42.786591, 10.3404115 42.7867397, 10.3402867 42.7868497)",SP26a,30,,,
192668399,,unclassified,False,False,159.726,"LINESTRING (10.3448303 42.792711, 10.3444546 42.7929344, 10.3453745 42.7937795)",,,,,
192668399,,unclassified,False,True,159.726,"LINESTRING (10.3453745 42.7937795, 10.3444546 42.7929344, 10.3448303 42.792711)",,,,,
"[297697285, 851556629, 851556630]",Strada Provinciale Schiopparello-Magazzini-Bagnaia,secondary,False,True,447.004,"LINESTRING (10.3453745 42.7937795, 10.3452704 42.7938556, 10.3452131 42.7938974, 10.3451675 42.7939307, 10.3449266 42.7941067, 10.3447718 42.7941962, 10.3447196 42.7942135, 10.3446607 42.7942331, 10.3445501 42.7942338, 10.3444356 42.7941848, 10.3434994 42.7936001, 10.343017 42.793378, 10.3425589 42.7931812, 10.342349 42.7931115, 10.3421505 42.7930693, 10.3406546 42.7928828)",SP28,50,yes,2,
