osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,maxspeed,access
187153215,True,SP235,Corso Tripoli,secondary,False,28.409,"LINESTRING (16.7537859 40.791747, 16.7541128 40.7918104)",,,
187008370,False,,Via Benevento,residential,True,45.24400000000001,"LINESTRING (16.7537859 40.791747, 16.753899 40.7919434, 16.7540016 40.7920794, 16.7540249 40.7921108)",,,
187007266,False,,Via Giacomo Matteotti,residential,False,26.942,"LINESTRING (16.7573495 40.7925928, 16.7572559 40.7928245)",,,
187153215,True,SP235,Corso Tripoli,secondary,False,31.809,"LINESTRING (16.7573495 40.7925928, 16.757706 40.7926876)",,,
56343146,True,,Via Iacoviello,secondary,False,29.374,"LINESTRING (16.7601536 40.794844, 16.7598873 40.7950147)",,,
307186217,False,SP235,Strada Provinciale di Santeramo II tratto,secondary,True,1.222,"LINESTRING (16.7601536 40.794844, 16.7601654 40.7948376)",,,
38184179,True,,Corso Italia,secondary,False,109.748,"LINESTRING (16.7582276 40.7972067, 16.7569591 40.7974347)",,,
1021065365,False,,Via Cassano,secondary,True,2.759,"LINESTRING (16.7582276 40.7972067, 16.7582534 40.797222)",,,
56360154,False,,,secondary,True,39.709,"LINESTRING (16.7582276 40.7972067, 16.7582011 40.7971847, 16.7581903 40.7971662, 16.7581041 40.7968661)",,,
187171860,False,,Via Borgo Sava,unclassified,False,28.833,"LINESTRING (16.7519098 40.7950185, 16.7522444 40.7949631)",,,
38184179,True,,Corso Italia,secondary,False,46.662,"LINESTRING (16.7519098 40.7950185, 16.7518843 40.7949049, 16.7518209 40.7946043)",,,
188320208,False,,Via Altamura,secondary,False,54.662000000000006,"LINESTRING (16.751308 40.7920668, 16.7515045 40.7920389, 16.7516237 40.7920212, 16.7519455 40.7919735)",,,
188320208,False,,Via Altamura,secondary,True,133.309,"LINESTRING (16.751308 40.7920668, 16.7511489 40.792081, 16.7497336 40.7921954)",,,
56360154,False,,,secondary,False,58.831999999999994,"LINESTRING (16.7579579 40.7963488, 16.7580438 40.7966307, 16.7581041 40.7968661)",,,
56343146,True,,Via Iacoviello,secondary,False,29.184,"LINESTRING (16.7596349 40.7951785, 16.7594007 40.7953361, 16.7593745 40.7953517)",,,
56355764,True,,Via Palermo,residential,False,52.593,"LINESTRING (16.7551765 40.7920545, 16.7549723 40.7925015)",,,
187153215,True,SP235,Corso Tripoli,secondary,False,12.149,"LINESTRING (16.7551765 40.7920545, 16.7553139 40.7920879)",,,
188320208,False,,Via Altamura,secondary,True,4.145,"LINESTRING (16.7497336 40.7921954, 16.7496844 40.7921968)",,,
188320208,False,,Via Altamura,secondary,False,133.309,"LINESTRING (16.7497336 40.7921954, 16.7511489 40.792081, 16.751308 40.7920668)",,,
38184179,True,,Corso Italia,secondary,False,11.33,"LINESTRING (16.7514956 40.7929515, 16.7514742 40.7928509)",,,
56355765,True,,Via Cortile Sava,unclassified,False,35.068,"LINESTRING (16.7514956 40.7929515, 16.751783 40.7931798)",,,
187171890,True,,Via Perugia,tertiary,False,35.933,"LINESTRING (16.7514956 40.7929515, 16.7511207 40.792797)",,,
187010507,False,,Via Emanuele Filiberto,unclassified,True,25.381,"LINESTRING (16.7558188 40.7937853, 16.7558855 40.7940079)",,,
187007270,True,,Via Marea,unclassified,False,44.243,"LINESTRING (16.7558188 40.7937853, 16.7560258 40.7937773, 16.7563441 40.7937779)",,,
187007211,True,,Piazza Giuseppe di Vittorio,tertiary,False,2.165,"LINESTRING (16.7575661 40.7938404, 16.7575887 40.7938497)",,,
186646665,True,,Via XXIV maggio,unclassified,False,52.821,"LINESTRING (16.7573963 40.7941734, 16.7571315 40.7940912, 16.7568031 40.7940209)",,,
187010503,True,,Via Annunziata,unclassified,False,68.506,"LINESTRING (16.7573963 40.7941734, 16.7571051 40.7946443, 16.7570558 40.7947329)",,,
186646665,True,,Via XXIV maggio,unclassified,False,22.938,"LINESTRING (16.7568031 40.7940209, 16.756531 40.7940099)",,,
187010513,False,,Via Sonnino,residential,False,24.845,"LINESTRING (16.7568031 40.7940209, 16.7568081 40.7942443)",,,
187010513,False,,Via Sonnino,residential,True,26.96,"LINESTRING (16.7568031 40.7940209, 16.7568078 40.7938974, 16.7568064 40.7937785)",,,
186646665,True,,Via XXIV maggio,unclassified,False,29.632,"LINESTRING (16.7562375 40.7940064, 16.7558855 40.7940079)",,,
56355762,False,,Via Lazazzara,residential,False,25.977999999999998,"LINESTRING (16.7562375 40.7940064, 16.7562292 40.7941751, 16.7562279 40.7942399)",,,
187010507,False,,Via Emanuele Filiberto,unclassified,False,25.381,"LINESTRING (16.7558855 40.7940079, 16.7558188 40.7937853)",,,
187010507,False,,Via Emanuele Filiberto,unclassified,True,25.708,"LINESTRING (16.7558855 40.7940079, 16.7559106 40.7941159, 16.7559384 40.7942356)",,,
187008369,True,,,unclassified,False,32.581,"LINESTRING (16.7549723 40.7925015, 16.755109 40.7927048, 16.7551606 40.7927566)",,,
187171881,True,,Via Japigia,residential,False,38.768,"LINESTRING (16.7562438 40.7971264, 16.7566967 40.7970631)",,,
1123842858,False,,Via Carmine,unclassified,True,11.898,"LINESTRING (16.7562438 40.7971264, 16.7562717 40.7972313)",,,
56360154,False,,,secondary,False,39.709,"LINESTRING (16.7581041 40.7968661, 16.7581903 40.7971662, 16.7582011 40.7971847, 16.7582276 40.7972067)",,,
56360154,False,,,secondary,True,58.831999999999994,"LINESTRING (16.7581041 40.7968661, 16.7580438 40.7966307, 16.7579579 40.7963488)",,,
187153255,False,,Via Zurigo,unclassified,False,61.053,"LINESTRING (16.751724 40.7896259, 16.7509989 40.7896353)",,,
188337073,False,SP236,Via Matera,tertiary,False,41.291,"LINESTRING (16.751724 40.7896259, 16.7517802 40.789877, 16.7518158 40.7899905)",,,
188337073,False,SP236,Via Matera,tertiary,True,42.934,"LINESTRING (16.751724 40.7896259, 16.7517181 40.7895744, 16.7517127 40.78924)",,,
188320208,False,,Via Altamura,secondary,False,12.202,"LINESTRING (16.7529166 40.7918039, 16.7530577 40.7917788)",,,
188320208,False,,Via Altamura,secondary,True,19.253,"LINESTRING (16.7529166 40.7918039, 16.7526933 40.7918413)",,,
187153219,True,,,tertiary_link,False,22.673000000000002,"LINESTRING (16.7529166 40.7918039, 16.7528797 40.7917633, 16.7528131 40.7916777, 16.7527856 40.7916265)",,,
187153243,False,,Via Nazioni Unite,unclassified,False,63.228,"LINESTRING (16.7516862 40.788605, 16.7509613 40.7887537)",,,
188337073,False,SP236,Via Matera,tertiary,False,70.65,"LINESTRING (16.7516862 40.788605, 16.7517095 40.7890425, 16.7517127 40.78924)",,,
187050781,False,,Via Laterza,tertiary,False,30.126,"LINESTRING (16.7584051 40.7925827, 16.7581597 40.7927799)",,,
187050781,False,,Via Laterza,tertiary,True,4.206,"LINESTRING (16.7584051 40.7925827, 16.7584384 40.7925545)",,,
78065128,True,,Via Giuseppe Di Vittorio,unclassified,False,28.387,"LINESTRING (16.7581597 40.7927799, 16.7579884 40.7929998)",,,
187050781,False,,Via Laterza,tertiary,True,30.126,"LINESTRING (16.7581597 40.7927799, 16.7584051 40.7925827)",,,
187153215,True,SP235,Corso Tripoli,secondary,False,54.174,"LINESTRING (16.7581597 40.7927799, 16.7584142 40.7930393, 16.7585422 40.7931717)",,,
187031631,False,,Via Adriatico,unclassified,False,38.938,"LINESTRING (16.7601904 40.7905678, 16.7606495 40.7906103)",,,
187050781,False,,Via Laterza,tertiary,False,16.906,"LINESTRING (16.7601904 40.7905678, 16.7601166 40.7907092)",,,
