osmid,highway,oneway,reversed,length,geometry,name,junction,lanes,maxspeed,bridge,width,tunnel
103692256,residential,False,False,48.524,"LINESTRING (12.4947698 45.7793055, 12.4948167 45.7793297, 12.494856 45.77935, 12.4952462 45.7795881)",,,,,,,
794172191,unclassified,True,False,33.167,"LINESTRING (12.4947698 45.7793055, 12.4950161 45.7790898, 12.4950361 45.7790721)",Via degli Alpini,,,,,,
143840714,residential,False,True,175.697,"LINESTRING (12.4940065 45.7799221, 12.4939781 45.7799465, 12.4938566 45.780051, 12.4937617 45.7801326, 12.4936997 45.7801859, 12.4936563 45.7802184, 12.4935872 45.7802156, 12.4935213 45.7802129, 12.4933996 45.7801801, 12.4932963 45.7801561, 12.4931594 45.7801032, 12.4929437 45.7800031, 12.4927175 45.7799165, 12.4926595 45.7799159, 12.4926263 45.7799371, 12.4922707 45.7802421)",Via Monsignor Paride Artico,,,,,,
1125290076,residential,True,False,11.113,"LINESTRING (12.4940065 45.7799221, 12.4940529 45.7798829, 12.4940741 45.7798664, 12.4941064 45.7798516)",Via Monsignor Paride Artico,,,,,,
1125290038,tertiary,True,False,17.802,"LINESTRING (12.4882548 45.7857825, 12.4883516 45.7857497, 12.488418 45.7857334, 12.4884384 45.785729, 12.4884669 45.785722)",Via Roma,,,,,,
143829254,unclassified,False,True,161.85000000000002,"LINESTRING (12.490451 45.7848247, 12.4904788 45.7848366, 12.4905343 45.7848602, 12.4905766 45.7849093, 12.4905908 45.7849258, 12.4907396 45.7851357, 12.4908066 45.7852302, 12.4912798 45.7859501, 12.4913085 45.7859776, 12.4913371 45.7860051, 12.4914516 45.7860829)",Via R. e A. Simonetti,,,,,,
234004902,tertiary,True,False,88.112,"LINESTRING (12.490451 45.7848247, 12.4905633 45.7847259, 12.4908528 45.7844709, 12.4909334 45.7844036, 12.4910194 45.7843479, 12.4912169 45.7842456)",Via Roma,,,,,,
170648178,unclassified,True,False,14.904,"LINESTRING (12.4913949 45.7841892, 12.4915787 45.78415)",Via Roma,,,,,,
127721353,tertiary,True,False,28.129,"LINESTRING (12.4958525 45.7808188, 12.4954944 45.7808591)",Via Gabriele D'Annunzio,,,,,,
130743822,residential,False,True,18.646,"LINESTRING (12.4958525 45.7808188, 12.4959031 45.7808991, 12.4959459 45.7809733)",Via Caduti dei Lager,,,,,,
143829265,tertiary,False,True,134.498,"LINESTRING (12.4958525 45.7808188, 12.4958948 45.7808033, 12.4959231 45.7807856, 12.496021 45.7807045, 12.496162 45.7806105, 12.4966124 45.7802086, 12.4967083 45.780102, 12.4968396 45.7799857, 12.4969636 45.7798972)",Via Spinè,,,,,,
"[859203272, 103692257, 888077074, 1006240723]",residential,False,False,248.03,"LINESTRING (12.4904538 45.7798328, 12.490972 45.781118, 12.4910066 45.7812313, 12.4910204 45.7813471, 12.4909878 45.7817408, 12.4909755 45.7818896, 12.4909657 45.7819266, 12.4909562 45.7819425, 12.4909424 45.7819503, 12.4909123 45.781964, 12.4909039 45.7819678, 12.4908794 45.7819797)",Viale Antonio Gasparinetti,,,,,,
160736185,tertiary,False,True,129.322,"LINESTRING (12.4904538 45.7798328, 12.4901823 45.7799336, 12.4899443 45.7800219, 12.4896045 45.7802195, 12.4893611 45.7804107, 12.4891743 45.7805575)",Via Luzzatti,,,,,,
859203273,tertiary,False,False,85.42000000000002,"LINESTRING (12.4904538 45.7798328, 12.4913749 45.7796, 12.4914408 45.7795844, 12.4914902 45.7795727)",Via Luzzatti,,,,,,
143833223,secondary,True,False,41.522,"LINESTRING (12.4992171 45.7834794, 12.4992554 45.7836517, 12.4992788 45.7837036, 12.4993129 45.7837756, 12.4993451 45.7838185, 12.4993586 45.7838366)",Via Postumia,,,,,,
1113585745,secondary,True,False,8.68,"LINESTRING (12.4992171 45.7834794, 12.4991733 45.7834901, 12.4991269 45.7834905, 12.4991087 45.7834864)",Via Postumia,roundabout,,,,,
37118696,residential,False,False,25.945,"LINESTRING (12.4990077 45.7833713, 12.4986752 45.7833453)",Via Daniele Manin,,,,,,
1113585744,secondary,True,False,12.965,"LINESTRING (12.4990077 45.7833713, 12.499022 45.7833439, 12.4990471 45.7833206, 12.4990806 45.7833032, 12.49912 45.7832934)",Via Postumia,roundabout,,,,,
"[1113585746, 33131646]",secondary,True,False,25.037,"LINESTRING (12.4992023 45.7832988, 12.4992393 45.7833141, 12.4992681 45.7833363, 12.4992862 45.7833635, 12.4992919 45.7833932, 12.4992863 45.7834192, 12.4992712 45.7834433, 12.4992476 45.7834639, 12.4992171 45.7834794)",Via Postumia,roundabout,,,,,
143840716,residential,False,True,78.044,"LINESTRING (12.4983396 45.7832232, 12.4981698 45.7825314)",Via Amedeo Obici,,,,,,
37118696,residential,False,False,43.849999999999994,"LINESTRING (12.4983396 45.7832232, 12.4980472 45.783165, 12.4977911 45.7831285)",Via Daniele Manin,,,,,,
37118696,residential,False,True,29.353,"LINESTRING (12.4983396 45.7832232, 12.4985431 45.7832973, 12.4986752 45.7833453)",Via Daniele Manin,,,,,,
37118696,residential,False,True,230.80300000000003,"LINESTRING (12.4953269 45.7839357, 12.4956453 45.7836069, 12.4957993 45.7834454, 12.4958488 45.7834178, 12.4959508 45.7833699, 12.4963656 45.7831782, 12.4965015 45.7831487, 12.4966261 45.7831292, 12.496897 45.7830961, 12.4971468 45.7830839, 12.4972731 45.7830791, 12.4973966 45.7830861, 12.4976209 45.7831042, 12.4977911 45.7831285)",Via Daniele Manin,,,,,,
42345761,tertiary,False,False,17.137999999999998,"LINESTRING (12.4953269 45.7839357, 12.4954534 45.7839956, 12.4955002 45.7840301)",Via Cesare Battisti,,2,50,,,
"[42345761, 855333299, 33131652, 42345757]","['unclassified', 'tertiary']",False,"[False, True]",115.34,"LINESTRING (12.4953269 45.7839357, 12.4950979 45.7838205, 12.4946822 45.7836132, 12.4946132 45.7835827, 12.4945097 45.7835336, 12.4942339 45.7833992, 12.4942126 45.7833908, 12.4941498 45.7833689, 12.4940966 45.7833568)","['Piazza Castello', 'Via Cesare Battisti']",,2,50,yes,,
"[37118697, 143833201]",residential,False,True,145.588,"LINESTRING (12.4972724 45.7845991, 12.4972944 45.7845412, 12.4973792 45.7842996, 12.4971778 45.7842641, 12.4971299 45.7842389, 12.4971126 45.7841968, 12.4971129 45.7841543, 12.4970989 45.784119, 12.4970454 45.7840875, 12.4970332 45.7840856, 12.4967674 45.7840439, 12.4966933 45.7842682, 12.4966837 45.7842897, 12.4966296 45.7844104, 12.4965902 45.7844686)",Via Cesare Battisti,,,,,,
178930654,tertiary,False,False,50.739000000000004,"LINESTRING (12.4972724 45.7845991, 12.4972305 45.784592, 12.4967354 45.7845092, 12.4966844 45.7845071, 12.4966337 45.7845108)",Via Cesare Battisti,,,,,,
178930654,tertiary,False,True,120.35300000000001,"LINESTRING (12.4972724 45.7845991, 12.4976202 45.7846577, 12.4981976 45.7847508, 12.49878 45.7848561)",Via Cesare Battisti,,,,,,
42345758,residential,False,False,224.302,"LINESTRING (12.4968529 45.7857533, 12.4969388 45.7857619, 12.4969744 45.7857666, 12.497518 45.7858238, 12.4979995 45.7858756, 12.4980601 45.7858817, 12.4985958 45.785946, 12.4991485 45.7860198, 12.4993918 45.7861084, 12.4996538 45.7861962)",Via Gian Giunio Parise,,2,,,5,
