osmid,oneway,name,highway,reversed,length,geometry,bridge,ref,tunnel
4243907,True,Via Vittorio Veneto,tertiary,False,574.203,"LINESTRING (14.5187316 40.6940635, 14.5188001 40.6939212, 14.5189328 40.6938063, 14.5191662 40.6936161, 14.5193687 40.6934239, 14.5195859 40.6930976, 14.5198997 40.6925575, 14.5201546 40.6920654, 14.5201715 40.6920313, 14.5206857 40.6909947, 14.5207046 40.6909537, 14.5207546 40.6908447, 14.5214343 40.6893651)",,,
228847208,False,Via Lamma,residential,True,257.36199999999997,"LINESTRING (14.5187316 40.6940635, 14.518965 40.6941073, 14.5195296 40.6941661, 14.5202913 40.6942068, 14.5208814 40.6942881, 14.5215506 40.6943539, 14.5216606 40.6943783, 14.5217397 40.6944101)",,,
"[150195467, 906752010, 906752011, 4243909]",True,"['Via Giovanni della Rocca', 'Via Tommaso Sorrentino']",tertiary,False,407.80799999999994,"LINESTRING (14.5214343 40.6893651, 14.5204742 40.6894884, 14.5202994 40.6895548, 14.5201656 40.6896708, 14.519904 40.6901011, 14.5196641 40.6905453, 14.5196467 40.6905684, 14.5195457 40.6907028, 14.5195213 40.6907358, 14.5194714 40.6907399, 14.5193439 40.6907053, 14.5192608 40.6906769, 14.5190621 40.6906112, 14.5189739 40.6905836, 14.5188861 40.6905917, 14.5187853 40.6906578, 14.5186684 40.6907322, 14.518591 40.6907662, 14.5185135 40.6907814, 14.5183897 40.6907872, 14.5182773 40.6907555, 14.5178681 40.6904876)",yes,,
"[305083065, 46105365, 979842553]",True,"['Piazza Aubry', 'Via Roma', 'Via Pasquale Nastro']",tertiary,False,495.05600000000004,"LINESTRING (14.5178681 40.6904876, 14.5181039 40.6902742, 14.5183441 40.6899615, 14.5183616 40.6899458, 14.5185919 40.6897656, 14.5189314 40.6895776, 14.5191112 40.6894602, 14.5194729 40.6891257, 14.5196477 40.6890128, 14.5200258 40.6886579, 14.5200746 40.6886169, 14.5202069 40.6886192, 14.5204644 40.6886314, 14.5206587 40.6886137, 14.5208614 40.6885836, 14.5210597 40.6885292, 14.5214058 40.6883986, 14.5216446 40.6882643, 14.5218219 40.6881929, 14.5219316 40.6882145, 14.5224587 40.6882854)",,,
29599204,False,Strada Regionale per Agerola ex SS366,secondary,True,59.82600000000001,"LINESTRING (14.5236173 40.6859822, 14.5238442 40.6858984, 14.5240309 40.6857569, 14.5241826 40.6856662)",,SR366,
"[888589472, 888589473, 888589474, 856868493]",False,Via Agerola,tertiary,True,411.6740000000001,"LINESTRING (14.5236173 40.6859822, 14.5236388 40.6860683, 14.5236803 40.6861042, 14.5237394 40.6861135, 14.5238192 40.6861023, 14.5239391 40.6860635, 14.5240518 40.6859986, 14.524245 40.6858521, 14.5243683 40.6857596, 14.5244756 40.6857137, 14.5245641 40.6856945, 14.525 40.6857057, 14.5254841 40.6857138, 14.5256746 40.6857037, 14.5258945 40.685665, 14.5261064 40.685601, 14.5263827 40.6854779, 14.5264484 40.6854444, 14.526494 40.6854016, 14.5265611 40.6852003, 14.5266442 40.6850955, 14.5267126 40.685066, 14.5268212 40.6850569, 14.5268251 40.6850577, 14.5269446 40.6851118, 14.5269983 40.6851606, 14.5270224 40.6852155, 14.5269969 40.6853182, 14.5269787 40.6853422, 14.5269044 40.6854403, 14.5268239 40.6855176, 14.5266522 40.6856111)",yes,,
67077572,False,Via San Giuseppe,residential,False,100.808,"LINESTRING (14.5253981 40.6922429, 14.5253969 40.6921698, 14.5254157 40.6918698, 14.525363 40.6915088, 14.5253276 40.691341)",,SP376,
150195463,False,Via Croce,tertiary,False,129.103,"LINESTRING (14.5253981 40.6922429, 14.5251701 40.6922439, 14.5250429 40.6922257, 14.5248283 40.6921454, 14.5243133 40.6919501, 14.5240002 40.6918174)",,,
4243904,True,Piazza San Leone,tertiary,False,10.878,"LINESTRING (14.5232349 40.6915816, 14.5231914 40.6916737)",,,
150195463,False,Via Croce,tertiary,True,70.645,"LINESTRING (14.5232349 40.6915816, 14.52364 40.691649, 14.5240002 40.6918174)",,,
