osmid,name,highway,oneway,reversed,length,geometry,junction,lanes,bridge,access
807734427,Via Giovambattista Mancuso,tertiary,False,True,7.994,"LINESTRING (15.848813 38.3547633, 15.8488884 38.3547224)",,,,
807734427,Via Giovambattista Mancuso,tertiary,False,False,29.168,"LINESTRING (15.848813 38.3547633, 15.8486601 38.35484, 15.8486514 38.3548431, 15.8486353 38.3548489, 15.8485257 38.3548972)",,,,
155682977,Via Portello,residential,False,True,31.884,"LINESTRING (15.8433954 38.3561976, 15.8437562 38.3562442)",,,,
155820505,Via Cittadella,residential,False,False,37.043,"LINESTRING (15.8433954 38.3561976, 15.8434887 38.3558726)",,,,
155820505,Via Cittadella,residential,False,True,35.313,"LINESTRING (15.8433954 38.3561976, 15.8433063 38.3565074)",,,,
155682977,Via Portello,residential,False,False,97.246,"LINESTRING (15.8433954 38.3561976, 15.8432978 38.3562059, 15.8430655 38.3561619, 15.8424165 38.3560583, 15.8423011 38.3560508)",,,,
248644324,Via Vittorio Veneto,residential,True,False,41.603,"LINESTRING (15.844593 38.3586278, 15.8450405 38.3587576)",,,,
156181922,Via Rocco Iaria,residential,False,False,59.153999999999996,"LINESTRING (15.844593 38.3586278, 15.8446719 38.3584506, 15.8448336 38.3581305)",,,,
136537572,Via Bruzio,tertiary,False,True,68.308,"LINESTRING (15.8438575 38.3575497, 15.8439475 38.3577472, 15.8440131 38.3579014, 15.844051 38.3579896, 15.8440996 38.3581336)",,,,
156181919,Via Nicola Pizi,residential,True,False,102.492,"LINESTRING (15.8438575 38.3575497, 15.8444028 38.3577084, 15.8448855 38.3578488, 15.8449595 38.3578704)",,,,
1017330173,Via Cittadella,tertiary,False,False,27.142,"LINESTRING (15.8438575 38.3575497, 15.8437005 38.3575065, 15.8435617 38.3574739)",,,,
136537572,Via Bruzio,tertiary,False,False,68.30799999999999,"LINESTRING (15.8440996 38.3581336, 15.844051 38.3579896, 15.8440131 38.3579014, 15.8439475 38.3577472, 15.8438575 38.3575497)",,,,
156181929,Via Santa Teresa di Lisieux,tertiary,False,True,168.12599999999998,"LINESTRING (15.8440996 38.3581336, 15.8440612 38.3581448, 15.8440132 38.3581788, 15.8440082 38.3581831, 15.8439576 38.3582266, 15.8439381 38.3582827, 15.8439301 38.358339, 15.8439383 38.358376, 15.8440211 38.3585136, 15.8443241 38.3590175, 15.8444362 38.3592466, 15.844507 38.359498)",,,,
248644324,Via Vittorio Veneto,residential,True,False,26.147,"LINESTRING (15.8440996 38.3581336, 15.8441779 38.3581311, 15.8442602 38.3581466, 15.8443231 38.3581793, 15.8443627 38.3582161)",,,,
733603233,Piazza Francesco Antonio Repaci,tertiary,True,False,5.944,"LINESTRING (15.845857 38.3605883, 15.8458229 38.3605883, 15.8457906 38.3605798)",roundabout,,,
155682396,Via Palmara,residential,False,False,34.197,"LINESTRING (15.8423011 38.3560508, 15.842218 38.3560289, 15.8419174 38.3559907)",,,,
155682977,Via Portello,residential,False,False,94.53699999999999,"LINESTRING (15.8423011 38.3560508, 15.8416225 38.3563254, 15.8414938 38.3563717, 15.8413194 38.3564032)",,,,
155682977,Via Portello,residential,False,True,97.24600000000001,"LINESTRING (15.8423011 38.3560508, 15.8424165 38.3560583, 15.8430655 38.3561619, 15.8432978 38.3562059, 15.8433954 38.3561976)",,,,
155682396,Via Palmara,residential,False,True,72.142,"LINESTRING (15.8413194 38.3564032, 15.8417084 38.3560373, 15.8417701 38.3560108, 15.8419174 38.3559907)",,,,
155682977,Via Portello,residential,False,True,94.53699999999999,"LINESTRING (15.8413194 38.3564032, 15.8414938 38.3563717, 15.8416225 38.3563254, 15.8423011 38.3560508)",,,,
155820505,Via Cittadella,residential,False,False,50.495,"LINESTRING (15.843179 38.3569504, 15.8433063 38.3565074)",,,,
155684296,,residential,False,True,216.524,"LINESTRING (15.843179 38.3569504, 15.8428158 38.3568763, 15.8427304 38.3569306, 15.8427004 38.3570385, 15.8428183 38.3573271, 15.842699 38.3574646, 15.8423051 38.3574731, 15.842206 38.3572711, 15.8416374 38.3571519)",,,,
155820505,Via Cittadella,residential,False,True,83.94,"LINESTRING (15.843179 38.3569504, 15.8431008 38.3572225, 15.843102 38.3572838, 15.8431337 38.3573236, 15.8435617 38.3574739)",,,,
157049991,Via Trento e Trieste,tertiary,False,True,8.016,"LINESTRING (15.8447098 38.3603518, 15.844791 38.3603856)",,,,
155820492,Via Sicilia,residential,True,False,19.154,"LINESTRING (15.8447098 38.3603518, 15.8445834 38.3604508, 15.8445489 38.3604682)",,,,
157049991,Via Trento e Trieste,tertiary,False,False,212.961,"LINESTRING (15.8447098 38.3603518, 15.8438944 38.3596284, 15.843699 38.359324, 15.8435833 38.3591394, 15.8433773 38.3587699)",,,,
155684296,,residential,False,False,216.524,"LINESTRING (15.8416374 38.3571519, 15.842206 38.3572711, 15.8423051 38.3574731, 15.842699 38.3574646, 15.8428183 38.3573271, 15.8427004 38.3570385, 15.8427304 38.3569306, 15.8428158 38.3568763, 15.843179 38.3569504)",,,,
