osmid,oneway,name,highway,reversed,length,geometry,junction
1188450715,True,Piazza Riccardo Cattaneo,tertiary,False,21.134999999999998,"LINESTRING (8.7395908 45.43121, 8.7394619 45.4312699, 8.7393569 45.4313049)",
1224974112,False,Via Antonio Gramsci,tertiary,False,24.635,"LINESTRING (8.7338797 45.432238, 8.7335654 45.4322589)",
1224974112,False,Via Antonio Gramsci,tertiary,True,7.954,"LINESTRING (8.7338797 45.432238, 8.7338911 45.4322376, 8.7339815 45.4322344)",
59161351,False,Piazza Riccardo Cattaneo,tertiary,True,25.046,"LINESTRING (8.7390806 45.4309773, 8.7391721 45.4311932)",
"[137170225, 137170221, 59161351]",False,"['Piazza Guglielmo Marconi', 'Viale Goffredo Mameli', 'Piazza Riccardo Cattaneo']",tertiary,False,227.42399999999998,"LINESTRING (8.7390806 45.4309773, 8.7391296 45.4308403, 8.7391804 45.4303888, 8.739351 45.429054, 8.7393552 45.4290178, 8.7393594 45.4289816, 8.7393447 45.4289447)",
137063076,False,Via Giuseppe Verdi,tertiary,False,185.01000000000002,"LINESTRING (8.7390806 45.4309773, 8.7390315 45.430911, 8.7389239 45.4308515, 8.7388958 45.4308359, 8.7387862 45.4307754, 8.7386528 45.430715, 8.7384645 45.4306503, 8.7383063 45.430613, 8.7378128 45.4305545, 8.7371549 45.4304765, 8.7369081 45.4304525)",
1224959952,False,Via Cesare Battisti,residential,True,44.35,"LINESTRING (8.734392 45.4299124, 8.7348057 45.4299346, 8.7348473 45.4299472, 8.7349454 45.4299791)",
136554207,False,Via Macallè,tertiary,False,15.849,"LINESTRING (8.7390785 45.4315179, 8.7391325 45.4313805)",
136554207,False,Via Macallè,tertiary,True,116.066,"LINESTRING (8.7390785 45.4315179, 8.739054 45.4316047, 8.7390245 45.4316803, 8.7388977 45.4319107, 8.7387797 45.4320687, 8.7387526 45.432105, 8.7386779 45.4322005, 8.7385922 45.432303, 8.7384578 45.4324596)",
1188450714,True,,residential,False,16.981,"LINESTRING (8.7390785 45.4315179, 8.739049 45.4314263, 8.7390276 45.431392, 8.7390081 45.4313756)",
59161351,False,Piazza Riccardo Cattaneo,tertiary,False,25.046,"LINESTRING (8.7391721 45.4311932, 8.7390806 45.4309773)",
