osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,ref,junction,width,bridge
42501986,Strada vecchia di Biella,residential,50,False,False,46.22,,"LINESTRING (8.1729422 45.3696997, 8.1728328 45.3701082)",,,,
283009168,Via Monte Bianco,residential,,False,True,17.717,,"LINESTRING (8.1729422 45.3696997, 8.1727158 45.3697092)",,,,
33000445,Strada vecchia di Biella,residential,50,True,False,182.69199999999998,1,"LINESTRING (8.1729422 45.3696997, 8.1734767 45.3681582, 8.1734957 45.3681034)",,,,
207290405,Piazza Aldo Moro,secondary,,True,False,10.284,,"LINESTRING (8.1714252 45.366822, 8.1715384 45.3668692)",SP3,,,
207290408,,secondary,,True,False,9.64,,"LINESTRING (8.1714252 45.366822, 8.1714247 45.3668437, 8.1714144 45.3668641, 8.1713953 45.3668811, 8.1713694 45.3668929)",,roundabout,,
283009168,Via Monte Bianco,residential,,False,False,17.717,,"LINESTRING (8.1727158 45.3697092, 8.1729422 45.3696997)",,,,
854910639,Via Monte Bianco,residential,50,False,True,51.817,,"LINESTRING (8.1727158 45.3697092, 8.1720634 45.3697934)",,,,
30992645,Via Cavour,residential,,False,True,35.733,,"LINESTRING (8.1763631 45.3641364, 8.1763211 45.3640865, 8.1761239 45.3638625)",,,,
31357070,Via Giacomo Matteotti,tertiary,,False,True,131.61599999999999,,"LINESTRING (8.1763631 45.3641364, 8.1762752 45.364139, 8.1762238 45.3641405, 8.1758402 45.3641519, 8.1754533 45.3641634, 8.1750012 45.3641765, 8.1746799 45.3641857)",,,,
854921197,Via Giacomo Matteotti,tertiary,,False,False,135.83100000000002,,"LINESTRING (8.1763631 45.3641364, 8.1766423 45.3641281, 8.1769279 45.364183, 8.1770664 45.3642427, 8.1771367 45.3643286, 8.1774458 45.3648313, 8.1774776 45.364883)",,,,
854921198,Via Cavour,residential,,False,True,62.138,2,"LINESTRING (8.1761239 45.3638625, 8.1757054 45.3633873)",,,,
30992645,Via Cavour,residential,,False,False,35.733,,"LINESTRING (8.1761239 45.3638625, 8.1763211 45.3640865, 8.1763631 45.3641364)",,,,
30992622,Via Giacomo Puccini,residential,,True,False,53.161,1,"LINESTRING (8.1797634 45.3641367, 8.1793127 45.3639397, 8.1792922 45.3639307, 8.1791849 45.363885)",,,,
"[30992657, 1002953882, 30992655]","['Via Pietro Mascagni', 'Piazza Giuseppe Verdi']",residential,,True,False,104.66999999999999,,"LINESTRING (8.1797634 45.3641367, 8.1798391 45.3640631, 8.1798894 45.364084, 8.1801734 45.3642235, 8.1801363 45.3647889)",,,,
30992619,Viale Vittoria,residential,,True,False,119.21100000000001,1,"LINESTRING (8.1788287 45.3649838, 8.1792021 45.3646287, 8.1797384 45.364161, 8.1797634 45.3641367)",,,,
172506351,Via Antonio Gramsci,tertiary,,False,True,66.887,2,"LINESTRING (8.1777678 45.3653549, 8.1777986 45.3654051, 8.1779688 45.3656823, 8.1779994 45.365744, 8.1780712 45.3659164)",,,,
854905693,Corso Nuova Italia,tertiary,,False,False,78.958,,"LINESTRING (8.1777678 45.3653549, 8.1785187 45.3651797, 8.1787279 45.3651331)",,,,
854921197,Via Giacomo Matteotti,tertiary,,False,True,57.161,,"LINESTRING (8.1777678 45.3653549, 8.1777386 45.3653074, 8.1774776 45.364883)",,,,
30992619,Viale Vittoria,residential,,True,False,18.374,1,"LINESTRING (8.1787279 45.3651331, 8.1788287 45.3649838)",,,,
30992656,Corso Nuova Italia,tertiary,,False,False,89.936,,"LINESTRING (8.1787279 45.3651331, 8.1788879 45.365091, 8.1797356 45.3648859, 8.1798148 45.3648667)",,,,
30996912,Via Tagliamento,tertiary,,False,False,64.453,2,"LINESTRING (8.1787279 45.3651331, 8.1789412 45.3655867, 8.1789866 45.3656835)",,,,
854905693,Corso Nuova Italia,tertiary,,False,True,78.958,,"LINESTRING (8.1787279 45.3651331, 8.1785187 45.3651797, 8.1777678 45.3653549)",,,,
30992648,Via Adua,residential,,True,False,110.97099999999999,,"LINESTRING (8.1774776 45.364883, 8.1778202 45.3647818, 8.1787604 45.3649674, 8.1788287 45.3649838)",,,,
854921197,Via Giacomo Matteotti,tertiary,,False,False,57.161,,"LINESTRING (8.1774776 45.364883, 8.1777386 45.3653074, 8.1777678 45.3653549)",,,,
854921197,Via Giacomo Matteotti,tertiary,,False,True,135.831,,"LINESTRING (8.1774776 45.364883, 8.1774458 45.3648313, 8.1771367 45.3643286, 8.1770664 45.3642427, 8.1769279 45.364183, 8.1766423 45.3641281, 8.1763631 45.3641364)",,,,
30992642,Corso Sempione,secondary,,False,True,17.558,2,"LINESTRING (8.1734957 45.3681034, 8.1734516 45.3680096, 8.1734222 45.3679542)",SP3,,,
"[94594178, 996911429]",Corso Sempione,secondary,30,False,False,81.557,2,"LINESTRING (8.1734957 45.3681034, 8.1735901 45.3682779, 8.1736632 45.3684173, 8.1738515 45.3687929)",SP3,,,
30992642,Corso Sempione,secondary,,False,False,17.558,2,"LINESTRING (8.1734222 45.3679542, 8.1734516 45.3680096, 8.1734957 45.3681034)",SP3,,,
30992647,Via Antonio Gramsci,secondary,,False,True,103.893,2,"LINESTRING (8.1734222 45.3679542, 8.1732856 45.3679847, 8.1722259 45.3682208, 8.1721554 45.3682385)",SP3,,,
31409290,Via Svizzera,residential,,False,True,78.348,,"LINESTRING (8.1734222 45.3679542, 8.1734062 45.3679093, 8.1733723 45.3678144, 8.1733397 45.3672544)",,,,
172506351,Via Antonio Gramsci,tertiary,,False,False,123.638,2,"LINESTRING (8.1734222 45.3679542, 8.1735642 45.3679205, 8.1749289 45.3676139)",,,,
30992646,Via Monte Grappa,residential,,True,False,169.293,,"LINESTRING (8.1721554 45.3682385, 8.1727158 45.3697092)",,,,
1002269906,Piazza Vittorio Veneto,secondary,,False,True,16.753,2,"LINESTRING (8.1721554 45.3682385, 8.1719535 45.3682893)",SP3,,,
30992647,Via Antonio Gramsci,secondary,,False,False,103.893,2,"LINESTRING (8.1721554 45.3682385, 8.1722259 45.3682208, 8.1732856 45.3679847, 8.1734222 45.3679542)",SP3,,,
172506351,Via Antonio Gramsci,tertiary,,False,False,24.205,2,"LINESTRING (8.1760833 45.3673587, 8.1763692 45.3672748)",,,,
32999181,Via Antonio Gramsci,residential,,False,False,53.590999999999994,,"LINESTRING (8.1760833 45.3673587, 8.1761611 45.3675232, 8.1762204 45.3676487, 8.1762406 45.3678245)",,,,
172506351,Via Antonio Gramsci,tertiary,,False,True,94.542,2,"LINESTRING (8.1760833 45.3673587, 8.1749888 45.367601, 8.1749289 45.3676139)",,,,
31101796,,residential,,False,False,48.646,,"LINESTRING (8.1781742 45.3664215, 8.1782517 45.3664195, 8.1783128 45.3664179, 8.1783834 45.3664409, 8.1786011 45.3666818)",,,,
172506351,Via Antonio Gramsci,tertiary,,False,False,46.611999999999995,2,"LINESTRING (8.1781742 45.3664215, 8.1781344 45.366209, 8.1781185 45.3661241, 8.1780963 45.3660059)",,,,
172506351,Via Antonio Gramsci,tertiary,,False,True,96.908,2,"LINESTRING (8.1781742 45.3664215, 8.1781601 45.3664706, 8.1781009 45.3665174, 8.1774036 45.3668371, 8.1773553 45.3668758, 8.1772405 45.3669678)",,,,
30992656,Corso Nuova Italia,tertiary,,False,True,26.565,,"LINESTRING (8.1801363 45.3647889, 8.1798148 45.3648667)",,,,
30992638,Via Giacomo Matteotti,secondary,30,False,False,69.559,2,"LINESTRING (8.1701035 45.3651215, 8.1702362 45.3650968, 8.1709264 45.3649525, 8.170958 45.3649459)",SP3,,,
923434785,,secondary,,True,False,17.034999999999997,,"LINESTRING (8.1701035 45.3651215, 8.1701052 45.3651521, 8.1700928 45.3651815, 8.1700677 45.3652065, 8.1700324 45.3652246, 8.1699908 45.3652337)",SP3,roundabout,,
111799714,Via Tagliamento,tertiary,,True,False,24.274,1,"LINESTRING (8.180616 45.3691032, 8.1806019 45.368979, 8.1805633 45.3688893)",,,,
31101794,Via Domenico Tricerri,residential,50,True,False,79.763,,"LINESTRING (8.1772405 45.3669678, 8.1771511 45.3669054, 8.177031 45.3667267, 8.1768893 45.366356, 8.1768693 45.3663108)",,,,
172506351,Via Antonio Gramsci,tertiary,,False,False,96.90800000000002,2,"LINESTRING (8.1772405 45.3669678, 8.1773553 45.3668758, 8.1774036 45.3668371, 8.1781009 45.3665174, 8.1781601 45.3664706, 8.1781742 45.3664215)",,,,
172506351,Via Antonio Gramsci,tertiary,,False,True,64.978,2,"LINESTRING (8.1772405 45.3669678, 8.177175 45.3670163, 8.1767931 45.3671505, 8.1765074 45.3672343)",,,,
995495835,Via Fratelli Cervi,residential,50,False,True,29.239,,"LINESTRING (8.1772405 45.3669678, 8.1773247 45.3670148, 8.1775215 45.3671413)",,,5,
30992616,Via Dante Alighieri,residential,,False,False,6.251,,"LINESTRING (8.1690183 45.3689744, 8.1690941 45.3689564)",,,,
30992616,Via Dante Alighieri,residential,,False,True,39.892,,"LINESTRING (8.1690183 45.3689744, 8.1685343 45.3690888)",,,,
