osmid,lanes,name,highway,maxspeed,oneway,reversed,length,ref,junction,geometry,access
34401468,,Via Luogovivo,tertiary,,False,True,107.906,SP120,,"LINESTRING (17.3545703 40.3819749, 17.3546686 40.3823211, 17.3547252 40.3829358)",
34401550,,Viale Unità D'Italia,tertiary,40,False,True,83.87,,,"LINESTRING (17.3602608 40.3824671, 17.3603829 40.3832156)",
173643198,,,unclassified,,False,False,93.101,,,"LINESTRING (17.3602608 40.3824671, 17.3598319 40.3824989, 17.3591643 40.3825213)",
34401558,,,residential,,False,True,56.291,,,"LINESTRING (17.3605813 40.3819691, 17.361234 40.3818738)",
401154442,,Via Martiri della Libertà,residential,,False,False,128.529,,,"LINESTRING (17.3605813 40.3819691, 17.3607993 40.383113)",
401154442,,Via Martiri della Libertà,residential,,False,True,65.011,,,"LINESTRING (17.3605813 40.3819691, 17.3604806 40.3813895)",
401175671,,Via Cesare Giulio Viola,unclassified,,True,False,74.163,,,"LINESTRING (17.3508048 40.382958, 17.3507252 40.3836222)",
34401188,,Via Giacomo Matteotti,residential,,False,True,168.509,,,"LINESTRING (17.3544005 40.3883835, 17.3524135 40.3883058)",
300074379,,,tertiary,,False,True,67.708,SP109,,"LINESTRING (17.3544005 40.3883835, 17.354453 40.3877759)",
34401191,,Via Cesare Battisti,residential,,True,False,123.136,,,"LINESTRING (17.354453 40.3877759, 17.3559041 40.3878444)",
300074378,,Via Cesare Battisti,residential,,False,False,168.661,,,"LINESTRING (17.354453 40.3877759, 17.3524643 40.3876969)",
300074379,,,tertiary,,False,False,67.708,SP109,,"LINESTRING (17.354453 40.3877759, 17.3544005 40.3883835)",
300074379,,,tertiary,,False,True,77.592,SP109,,"LINESTRING (17.354453 40.3877759, 17.3545131 40.3870796)",
300074379,,,tertiary,,False,False,77.592,SP109,,"LINESTRING (17.3545131 40.3870796, 17.354453 40.3877759)",
300074380,,Via Paolucci,residential,,True,False,168.616,,,"LINESTRING (17.3545131 40.3870796, 17.3525253 40.3869957)",
401175682,,Via Costantinopoli,tertiary,,False,True,78.484,SP109,,"LINESTRING (17.3545131 40.3870796, 17.354574 40.3863753)",
173643192,,Via Dante Alighieri,residential,,True,False,123.175,,,"LINESTRING (17.354574 40.3863753, 17.3560218 40.38648)",
401175682,,Via Costantinopoli,tertiary,,False,False,78.484,SP109,,"LINESTRING (17.354574 40.3863753, 17.3545131 40.3870796)",
401175682,,Via Costantinopoli,tertiary,,False,True,69.967,SP109,,"LINESTRING (17.354574 40.3863753, 17.3546351 40.3857478)",
401176427,,Piazza Guglielmo Marconi,residential,,True,False,80.11,,,"LINESTRING (17.3560218 40.38648, 17.3560464 40.3857598)",
401176428,,Piazza Guglielmo Marconi,residential,,False,False,21.954,,,"LINESTRING (17.3560218 40.38648, 17.3562806 40.3864911)",
34401190,,Via Giovanni Amendola,residential,,True,False,73.991,,,"LINESTRING (17.3559648 40.387144, 17.3560218 40.38648)",
300074383,,via Paolucci,residential,,True,False,123.161,,,"LINESTRING (17.3559648 40.387144, 17.3545131 40.3870796)",
34401190,,Via Giovanni Amendola,residential,,True,False,78.051,,,"LINESTRING (17.3559041 40.3878444, 17.3559648 40.387144)",
34401191,,Via Cesare Battisti,residential,,True,False,38.168,,,"LINESTRING (17.3559041 40.3878444, 17.3563539 40.3878656)",
34401191,,Via Cesare Battisti,residential,,True,False,72.562,,,"LINESTRING (17.3563539 40.3878656, 17.357209 40.387906)",
34401208,,,residential,,False,False,77.877,,,"LINESTRING (17.3563539 40.3878656, 17.3563057 40.3871662)",
34401208,,,residential,,False,True,68.264,,,"LINESTRING (17.3563539 40.3878656, 17.3563797 40.3884792)",
34401201,,,unclassified,,False,False,78.454,,,"LINESTRING (17.357209 40.387906, 17.3572519 40.3872012)",
34401201,,,unclassified,,False,True,68.069,,,"LINESTRING (17.357209 40.387906, 17.3571718 40.3885175)",
173643166,,via Cesare Battisti,unclassified,,False,True,116.579,,,"LINESTRING (17.357209 40.387906, 17.3583514 40.3879786, 17.3585813 40.3879859)",
34401201,,,unclassified,,False,True,78.454,,,"LINESTRING (17.3572519 40.3872012, 17.357209 40.387906)",
173643170,,via Paolucci,residential,,False,True,93.682,,,"LINESTRING (17.3572519 40.3872012, 17.3583565 40.3872451)",
300074381,,,unclassified,,False,False,74.189,,,"LINESTRING (17.3572519 40.3872012, 17.3572918 40.3865347)",
300074383,,via Paolucci,residential,,True,False,80.233,,,"LINESTRING (17.3572519 40.3872012, 17.3563057 40.3871662)",
401176428,,Piazza Guglielmo Marconi,residential,,False,True,21.954,,,"LINESTRING (17.3562806 40.3864911, 17.3560218 40.38648)",
401176429,,via Dante Alighieri,residential,,False,False,85.782,,,"LINESTRING (17.3562806 40.3864911, 17.3572918 40.3865347)",
34401208,,,residential,,False,True,75.18199999999999,,,"LINESTRING (17.3562806 40.3864911, 17.3562733 40.3868573, 17.3563057 40.3871662)",
34401208,,,residential,,False,False,68.264,,,"LINESTRING (17.3563797 40.3884792, 17.3563539 40.3878656)",
300074376,,Via Giacomo Matteotti,residential,,True,False,44.919,,,"LINESTRING (17.3563797 40.3884792, 17.3558504 40.3884536)",
34401201,,,unclassified,,False,False,68.069,,,"LINESTRING (17.3571718 40.3885175, 17.357209 40.387906)",
300074376,,Via Giacomo Matteotti,residential,,True,False,67.221,,,"LINESTRING (17.3571718 40.3885175, 17.3563797 40.3884792)",
34401186,,Via San Francesco,residential,,False,False,67.843,,,"LINESTRING (17.3524135 40.3883058, 17.3524643 40.3876969)",
34401186,,Via San Francesco,residential,,False,True,36.765,,,"LINESTRING (17.3524135 40.3883058, 17.3523889 40.3886359)",
34401188,,Via Giacomo Matteotti,residential,,False,False,168.509,,,"LINESTRING (17.3524135 40.3883058, 17.3544005 40.3883835)",
34401188,,Via Giacomo Matteotti,residential,,False,True,49.414,,,"LINESTRING (17.3524135 40.3883058, 17.3518311 40.3882793)",
173643208,,Via Giuseppe Verdi,residential,,False,False,69.901,,,"LINESTRING (17.3519838 40.3869764, 17.3520564 40.3863502)",
300074380,,Via Paolucci,residential,,True,False,41.004,,,"LINESTRING (17.3519838 40.3869764, 17.3514998 40.3869677)",
173643208,,Via Giuseppe Verdi,residential,,False,True,145.453,,,"LINESTRING (17.3519838 40.3869764, 17.3518785 40.3878541, 17.3518311 40.3882793)",
34401186,,Via San Francesco,residential,,False,False,77.676,,,"LINESTRING (17.3525253 40.3869957, 17.3525864 40.3862987)",
34401186,,Via San Francesco,residential,,False,True,78.141,,,"LINESTRING (17.3525253 40.3869957, 17.3524643 40.3876969)",
300074380,,Via Paolucci,residential,,True,False,45.913,,,"LINESTRING (17.3525253 40.3869957, 17.3519838 40.3869764)",
34401208,,,residential,,False,True,77.877,,,"LINESTRING (17.3563057 40.3871662, 17.3563539 40.3878656)",
300074383,,via Paolucci,residential,,True,False,28.978,,,"LINESTRING (17.3563057 40.3871662, 17.3559648 40.387144)",
34401208,,,residential,,False,False,75.18199999999999,,,"LINESTRING (17.3563057 40.3871662, 17.3562733 40.3868573, 17.3562806 40.3864911)",
34401181,2,Via Roma,secondary,30,False,False,61.717,,,"LINESTRING (17.3526272 40.3857265, 17.3533555 40.3857443)",
34401181,2,Via Roma,secondary,30,False,True,86.124,,,"LINESTRING (17.3526272 40.3857265, 17.3516107 40.3857065)",
525310918,,Via San Francesco /Piazza Limongelli,residential,,False,True,63.72,,,"LINESTRING (17.3526272 40.3857265, 17.3525864 40.3862987)",
525310920,,Via San Francesco,residential,,False,False,42.253,,,"LINESTRING (17.3526272 40.3857265, 17.3526212 40.385425, 17.3526252 40.3853466)",
34401184,,,secondary,,False,False,76.415,,,"LINESTRING (17.3506422 40.3843065, 17.3507252 40.3836222)",
34401181,2,Via Roma,secondary,30,False,False,179.32,,,"LINESTRING (17.3506422 40.3843065, 17.3505999 40.3847821, 17.3505217 40.3856274, 17.3505478 40.3856989, 17.3508272 40.3857246)",
131014986,,,residential,,False,True,125.61599999999999,,,"LINESTRING (17.3506422 40.3843065, 17.35161 40.3843694, 17.3516306 40.3847589)",
34401184,,,secondary,,False,True,76.415,,,"LINESTRING (17.3507252 40.3836222, 17.3506422 40.3843065)",
173643160,,Via Taranto,secondary,,False,True,64.27,,,"LINESTRING (17.3507252 40.3836222, 17.3499843 40.3834974)",
401175672,,Via Taranto,tertiary,,True,False,175.62,,,"LINESTRING (17.3507252 40.3836222, 17.3509496 40.3836623, 17.3524372 40.3838269, 17.3527763 40.3838426)",
27101849,,Via Giardini Convento,residential,,True,False,59.105,,,"LINESTRING (17.3570875 40.3820506, 17.3570711 40.382582)",
34401451,,,residential,,True,False,106.144,,,"LINESTRING (17.3570875 40.3820506, 17.3558348 40.3820252)",
34401435,,Via Mazzini,residential,,True,False,107.551,,,"LINESTRING (17.3577599 40.3820642, 17.3577013 40.381098)",
34401451,,,residential,,True,False,56.974,,,"LINESTRING (17.3577599 40.3820642, 17.3570875 40.3820506)",
34401435,,Via Mazzini,residential,,True,False,55.887,,,"LINESTRING (17.3577788 40.3825666, 17.3577599 40.3820642)",
34401452,,Via Trieste,residential,,False,False,59.968,,,"LINESTRING (17.3577788 40.3825666, 17.3570711 40.382582)",
34401452,,Via Trieste,residential,,False,True,56.877,,,"LINESTRING (17.3577788 40.3825666, 17.3584495 40.3825416)",
27101849,,Via Giardini Convento,residential,,True,False,113.217,,,"LINESTRING (17.3570711 40.382582, 17.3571381 40.3835989)",
34401452,,Via Trieste,residential,,False,False,62.786,,,"LINESTRING (17.3570711 40.382582, 17.3563301 40.3825971)",
34401452,,Via Trieste,residential,,False,True,59.968,,,"LINESTRING (17.3570711 40.382582, 17.3577788 40.3825666)",
173643219,,Via Villanova,residential,,True,False,35.643,,,"LINESTRING (17.3558348 40.3820252, 17.3554163 40.3819917)",
184082006,,Via Vittorio Emanuele,unclassified,,True,False,50.392,SP121,,"LINESTRING (17.3558348 40.3820252, 17.3559201 40.3815767)",
27101849,,Via Giardini Convento,residential,,True,False,85.345,,,"LINESTRING (17.3570438 40.3812838, 17.3570875 40.3820506)",
166131190,,Via Lupara,unclassified,,True,False,59.504000000000005,SP123,,"LINESTRING (17.3570438 40.3812838, 17.3573791 40.3812058, 17.3577013 40.381098)",
166131190,,Via Lupara,unclassified,,True,False,58.783,SP123,,"LINESTRING (17.3577013 40.381098, 17.3583412 40.3808934)",
34401437,,Via Cavour,residential,,True,False,51.803,,,"LINESTRING (17.3584008 40.3820772, 17.3584495 40.3825416)",
34401451,,,residential,,True,False,54.305,,,"LINESTRING (17.3584008 40.3820772, 17.3577599 40.3820642)",
34401437,,Via Cavour,residential,,True,False,106.552,,,"LINESTRING (17.3584495 40.3825416, 17.358511 40.3834987)",
34401452,,Via Trieste,residential,,False,False,56.877,,,"LINESTRING (17.3584495 40.3825416, 17.3577788 40.3825666)",
34401452,,Via Trieste,residential,,False,True,60.587,,,"LINESTRING (17.3584495 40.3825416, 17.3591643 40.3825213)",
34401559,,,residential,,False,True,58.003,,,"LINESTRING (17.3604806 40.3813895, 17.3611559 40.381303)",
401154442,,Via Martiri della Libertà,residential,,False,False,65.011,,,"LINESTRING (17.3604806 40.3813895, 17.3605813 40.3819691)",
401154442,,Via Martiri della Libertà,residential,,False,True,96.715,,,"LINESTRING (17.3604806 40.3813895, 17.3603273 40.3805276)",
27101849,,Via Giardini Convento,residential,,True,False,80.951,,,"LINESTRING (17.3571381 40.3835989, 17.3571703 40.3843265)",
34401423,,,unclassified,,False,True,59.819,,,"LINESTRING (17.3571381 40.3835989, 17.3578416 40.3835515)",
34401550,,Viale Unità D'Italia,tertiary,40,False,False,83.87,,,"LINESTRING (17.3603829 40.3832156, 17.3602608 40.3824671)",
173643157,,,secondary,,False,False,37.069,SP112,,"LINESTRING (17.3603829 40.3832156, 17.3607993 40.383113)",
27340532,,Via Umberto 1°,unclassified,,False,True,114.776,SP112,,"LINESTRING (17.3603829 40.3832156, 17.359456 40.3834346, 17.3590905 40.3835258)",
173643202,,,secondary,,False,False,32.57,,,"LINESTRING (17.3603829 40.3832156, 17.3604331 40.3833214, 17.360449 40.3833783, 17.3604708 40.3834994)",
34401556,,,residential,,False,False,63.814,,,"LINESTRING (17.361234 40.3818738, 17.3611559 40.381303)",
34401556,,,residential,,False,True,119.822,,,"LINESTRING (17.361234 40.3818738, 17.3614143 40.3829426)",
34401558,,,residential,,False,False,56.291,,,"LINESTRING (17.361234 40.3818738, 17.3605813 40.3819691)",
34401556,,,residential,,False,False,96.427,,,"LINESTRING (17.3611559 40.381303, 17.3610086 40.3804431)",
34401556,,,residential,,False,True,63.814,,,"LINESTRING (17.3611559 40.381303, 17.361234 40.3818738)",
34401559,,,residential,,False,False,58.003,,,"LINESTRING (17.3611559 40.381303, 17.3604806 40.3813895)",
34401437,,Via Cavour,residential,,True,False,131.73,,,"LINESTRING (17.3583412 40.3808934, 17.3584008 40.3820772)",
401154444,,Via Lupara,unclassified,,False,False,60.612,SP123,,"LINESTRING (17.3583412 40.3808934, 17.3589485 40.3806051)",
173643219,,Via Villanova,residential,,True,False,71.682,,,"LINESTRING (17.3554163 40.3819917, 17.3545703 40.3819749)",
34401468,,Via Luogovivo,tertiary,,False,False,44.215,SP120,,"LINESTRING (17.3547868 40.3833974, 17.354744 40.3830011)",
173643165,,,unclassified,,True,False,72.675,,,"LINESTRING (17.3547868 40.3833974, 17.3556426 40.3833504)",
34401560,,,residential,,False,False,58.469,,,"LINESTRING (17.3603273 40.3805276, 17.3610086 40.3804431)",
401154442,,Via Martiri della Libertà,residential,,False,False,96.715,,,"LINESTRING (17.3603273 40.3805276, 17.3604806 40.3813895)",
34401556,,,residential,,False,True,96.427,,,"LINESTRING (17.3610086 40.3804431, 17.3611559 40.381303)",
34401560,,,residential,,False,True,58.469,,,"LINESTRING (17.3610086 40.3804431, 17.3603273 40.3805276)",
173643157,,,secondary,,False,False,33.186,SP112,,"LINESTRING (17.3607993 40.383113, 17.3611663 40.3830085)",
173643157,,,secondary,,False,True,37.069,SP112,,"LINESTRING (17.3607993 40.383113, 17.3603829 40.3832156)",
401154442,,Via Martiri della Libertà,residential,,False,True,128.529,,,"LINESTRING (17.3607993 40.383113, 17.3605813 40.3819691)",
34401556,,,residential,,False,False,119.822,,,"LINESTRING (17.3614143 40.3829426, 17.361234 40.3818738)",
173643157,,,secondary,,False,True,22.247,SP112,,"LINESTRING (17.3614143 40.3829426, 17.3611663 40.3830085)",
173643158,,Via Vittorio Veneto,unclassified,,True,False,25.947,,,"LINESTRING (17.3556764 40.3836946, 17.3556536 40.3834619)",
401154439,,,unclassified,,True,False,56.567,,,"LINESTRING (17.3556764 40.3836946, 17.3563422 40.3836548)",
34401242,,,residential,,False,True,125.995,,,"LINESTRING (17.3531137 40.3846711, 17.3516306 40.3847589)",
173643173,,Via Siciliani,unclassified,,True,False,90.375,,,"LINESTRING (17.3531137 40.3846711, 17.3531256 40.3843353, 17.3531406 40.3838586)",
401175678,,,unclassified,,False,True,51.80800000000001,,,"LINESTRING (17.3531137 40.3846711, 17.3535155 40.3846532, 17.3537235 40.3846362)",
34401242,,,residential,,False,False,125.995,,,"LINESTRING (17.3516306 40.3847589, 17.3531137 40.3846711)",
131014986,,,residential,,False,True,105.382,,,"LINESTRING (17.3516306 40.3847589, 17.3516107 40.3857065)",
131014986,,,residential,,False,False,125.61599999999999,,,"LINESTRING (17.3516306 40.3847589, 17.35161 40.3843694, 17.3506422 40.3843065)",
173643160,,Via Taranto,secondary,,False,False,64.27,,,"LINESTRING (17.3499843 40.3834974, 17.3507252 40.3836222)",
525235044,,Via Venezia,residential,,False,True,60.157,,,"LINESTRING (17.3499843 40.3834974, 17.3500958 40.3829631)",
34401423,,,unclassified,,False,False,57.001,,,"LINESTRING (17.358511 40.3834987, 17.3578416 40.3835515)",
34401423,,,unclassified,,False,True,50.101,,,"LINESTRING (17.358511 40.3834987, 17.3589746 40.3834852, 17.3590905 40.3835258)",
34401423,,,unclassified,,False,False,59.819,,,"LINESTRING (17.3578416 40.3835515, 17.3571381 40.3835989)",
34401423,,,unclassified,,False,True,57.001,,,"LINESTRING (17.3578416 40.3835515, 17.358511 40.3834987)",
34401435,,Via Mazzini,residential,,True,False,109.645,,,"LINESTRING (17.3578416 40.3835515, 17.3577788 40.3825666)",
166131188,,,unclassified,,False,False,72.975,,,"LINESTRING (17.3600375 40.3868446, 17.3608657 40.3870256)",
"[165182264, 34401222]",,,unclassified,,False,False,148.159,,,"LINESTRING (17.3600375 40.3868446, 17.3600712 40.386008, 17.359422 40.3859776)",
166131188,,,unclassified,,False,True,97.93299999999999,,,"LINESTRING (17.3600375 40.3868446, 17.3594437 40.3867601, 17.3589009 40.3866828)",
131015010,,Piazza Trigna,secondary,,True,False,16.348,,roundabout,"LINESTRING (17.3571234 40.3860532, 17.357154 40.3860353, 17.3571904 40.3860256, 17.357229 40.3860249, 17.357266 40.3860334, 17.3572977 40.3860502)",
131014984,,,secondary,,True,False,13.219999999999999,,roundabout,"LINESTRING (17.3604708 40.3834994, 17.3605199 40.3835125, 17.360552 40.3835436, 17.3605573 40.3835831)",
173643202,,,secondary,,False,True,32.57,,,"LINESTRING (17.3604708 40.3834994, 17.360449 40.3833783, 17.3604331 40.3833214, 17.3603829 40.3832156)",
131014984,,,secondary,,True,False,19.227,,roundabout,"LINESTRING (17.3604034 40.3836229, 17.3603781 40.3835942, 17.3603736 40.3835598, 17.3603911 40.3835278, 17.3604262 40.383506, 17.3604708 40.3834994)",
173643220,,,secondary,,False,False,272.539,,,"LINESTRING (17.3604034 40.3836229, 17.3592723 40.3844806, 17.3581587 40.3853786)",
131015005,,Piazza Trigna,secondary,,True,False,38.84,,,"LINESTRING (17.3571021 40.3861584, 17.3566982 40.385993)",
131015010,,Piazza Trigna,secondary,,True,False,12.542,,roundabout,"LINESTRING (17.3571021 40.3861584, 17.3570911 40.3861315, 17.3570912 40.3861033, 17.3571023 40.3860764, 17.3571234 40.3860532)",
173643220,,,secondary,,False,True,4.651,,,"LINESTRING (17.3572977 40.3860502, 17.3573316 40.3860173)",
131015010,,Piazza Trigna,secondary,,True,False,22.6,,roundabout,"LINESTRING (17.3572977 40.3860502, 17.3573207 40.3860734, 17.3573332 40.3861008, 17.3573342 40.3861298, 17.3573234 40.3861577, 17.3573019 40.3861816, 17.3572717 40.3861994, 17.3572359 40.3862093)",
401154444,,Via Lupara,unclassified,,False,False,11.411,SP123,,"LINESTRING (17.3589485 40.3806051, 17.3590576 40.3805449)",
401154444,,Via Lupara,unclassified,,False,True,60.612,SP123,,"LINESTRING (17.3589485 40.3806051, 17.3583412 40.3808934)",
165181929,,Via Salvatore Quasimodo,residential,,False,True,169.50400000000002,,,"LINESTRING (17.3589485 40.3806051, 17.3591184 40.3808202, 17.3591576 40.3820932)",
34401452,,Via Trieste,residential,,False,False,60.587,,,"LINESTRING (17.3591643 40.3825213, 17.3584495 40.3825416)",
165181929,,Via Salvatore Quasimodo,residential,,False,False,47.606,,,"LINESTRING (17.3591643 40.3825213, 17.3591576 40.3820932)",
173643198,,,unclassified,,False,True,93.101,,,"LINESTRING (17.3591643 40.3825213, 17.3598319 40.3824989, 17.3602608 40.3824671)",
34401451,,,residential,,True,False,64.127,,,"LINESTRING (17.3591576 40.3820932, 17.3584008 40.3820772)",
165181929,,Via Salvatore Quasimodo,residential,,False,True,47.606,,,"LINESTRING (17.3591576 40.3820932, 17.3591643 40.3825213)",
165181929,,Via Salvatore Quasimodo,residential,,False,False,169.50400000000002,,,"LINESTRING (17.3591576 40.3820932, 17.3591184 40.3808202, 17.3589485 40.3806051)",
165181953,,,residential,,False,False,60.648,,,"LINESTRING (17.3611663 40.3830085, 17.3613438 40.3835369)",
173643157,,,secondary,,False,False,22.247,SP112,,"LINESTRING (17.3611663 40.3830085, 17.3614143 40.3829426)",
173643157,,,secondary,,False,True,33.186,SP112,,"LINESTRING (17.3611663 40.3830085, 17.3607993 40.383113)",
165181953,,,residential,,False,True,60.648,,,"LINESTRING (17.3613438 40.3835369, 17.3611663 40.3830085)",
165181953,,,residential,,False,False,69.892,,,"LINESTRING (17.3613438 40.3835369, 17.361407 40.383874, 17.3614781 40.3841569)",
165181953,,,residential,,False,False,69.96600000000001,,,"LINESTRING (17.3614781 40.3841569, 17.3615018 40.3844518, 17.3615571 40.3847829)",
165181953,,,residential,,False,True,69.892,,,"LINESTRING (17.3614781 40.3841569, 17.361407 40.383874, 17.3613438 40.3835369)",
165181953,,,residential,,False,True,69.96600000000001,,,"LINESTRING (17.3615571 40.3847829, 17.3615018 40.3844518, 17.3614781 40.3841569)",
131014996,,,unclassified,,False,False,74.218,,,"LINESTRING (17.3608163 40.3863592, 17.3608657 40.3870256)",
131014996,,,unclassified,,False,True,309.467,,,"LINESTRING (17.3608163 40.3863592, 17.3605573 40.3835831)",
165182264,,,unclassified,,False,True,175.55,,,"LINESTRING (17.3581587 40.3853786, 17.3589422 40.3853122, 17.3592347 40.3852942, 17.359331 40.3853235, 17.3593865 40.3853674, 17.3594312 40.3855079, 17.3594368 40.3856994, 17.3594312 40.385925, 17.359422 40.3859776)",
173643220,,,secondary,,False,False,64.316,,,"LINESTRING (17.3581587 40.3853786, 17.3576879 40.3857522, 17.3576272 40.3857913)",
173643220,,,secondary,,False,True,272.539,,,"LINESTRING (17.3581587 40.3853786, 17.3592723 40.3844806, 17.3604034 40.3836229)",
165182264,,,unclassified,,False,False,175.55,,,"LINESTRING (17.359422 40.3859776, 17.3594312 40.385925, 17.3594368 40.3856994, 17.3594312 40.3855079, 17.3593865 40.3853674, 17.359331 40.3853235, 17.3592347 40.3852942, 17.3589422 40.3853122, 17.3581587 40.3853786)",
"[165182264, 34401222]",,,unclassified,,False,True,148.159,,,"LINESTRING (17.359422 40.3859776, 17.3600712 40.386008, 17.3600375 40.3868446)",
165182265,,,residential,,False,False,38.545,,,"LINESTRING (17.359422 40.3859776, 17.3594074 40.3859758, 17.3589671 40.3859749)",
165182389,,Via Torrione,residential,,False,True,76.342,,,"LINESTRING (17.353846 40.3835339, 17.3538733 40.3836908, 17.3538928 40.3838015, 17.3539341 40.3842169)",
401175676,,Via Taranto,tertiary,,True,False,65.32900000000001,,,"LINESTRING (17.353846 40.3835339, 17.3541191 40.383466, 17.3545992 40.3834192)",
162905776,,Via Costantinopoli,tertiary,,True,False,31.602,SP109,,"LINESTRING (17.3546238 40.3836573, 17.3546595 40.3839402)",
165182390,,,residential,,False,True,96.65100000000001,,,"LINESTRING (17.3546238 40.3836573, 17.3541747 40.383683, 17.3541688 40.3838049, 17.354151 40.3838516, 17.3541866 40.3842061)",
162905776,,Via Costantinopoli,tertiary,,True,False,16.933,SP109,,"LINESTRING (17.354692 40.3841975, 17.3547109 40.3843491)",
165182391,,,residential,,False,True,42.818,,,"LINESTRING (17.354692 40.3841975, 17.3541866 40.3842061)",
165182390,,,residential,,False,True,20.108,,,"LINESTRING (17.3541866 40.3842061, 17.3542132 40.3843858)",
165182391,,,residential,,False,False,42.818,,,"LINESTRING (17.3541866 40.3842061, 17.354692 40.3841975)",
165182391,,,residential,,False,True,21.42,,,"LINESTRING (17.3541866 40.3842061, 17.3539341 40.3842169)",
165182390,,,residential,,False,False,96.65100000000001,,,"LINESTRING (17.3541866 40.3842061, 17.354151 40.3838516, 17.3541688 40.3838049, 17.3541747 40.383683, 17.3546238 40.3836573)",
165182389,,Via Torrione,residential,,False,True,20.964,,,"LINESTRING (17.3539341 40.3842169, 17.3539527 40.3844049)",
165182391,,,residential,,False,False,21.42,,,"LINESTRING (17.3539341 40.3842169, 17.3541866 40.3842061)",
165182389,,Via Torrione,residential,,False,False,76.342,,,"LINESTRING (17.3539341 40.3842169, 17.3538928 40.3838015, 17.3538733 40.3836908, 17.353846 40.3835339)",
162905776,,Via Costantinopoli,tertiary,,True,False,23.695,SP109,,"LINESTRING (17.3547109 40.3843491, 17.3547256 40.3845619)",
401175677,,Via Mulini Vecchi,residential,,True,False,42.352,,,"LINESTRING (17.3547109 40.3843491, 17.3542132 40.3843858)",
165182390,,,residential,,False,False,20.108,,,"LINESTRING (17.3542132 40.3843858, 17.3541866 40.3842061)",
401175677,,Via Mulini Vecchi,residential,,True,False,22.166,,,"LINESTRING (17.3542132 40.3843858, 17.3539527 40.3844049)",
165182388,,Via Mulini Vecchi,residential,,False,True,20.763,,,"LINESTRING (17.3539527 40.3844049, 17.3537087 40.3844229)",
165182389,,Via Torrione,residential,,False,False,20.964,,,"LINESTRING (17.3539527 40.3844049, 17.3539341 40.3842169)",
165182388,,Via Mulini Vecchi,residential,,False,False,20.763,,,"LINESTRING (17.3537087 40.3844229, 17.3539527 40.3844049)",
1093202186,,Via Conte di Torino,residential,,True,False,23.751,,,"LINESTRING (17.3537087 40.3844229, 17.3537235 40.3846362)",
34401452,,Via Trieste,residential,,False,True,62.786,,,"LINESTRING (17.3563301 40.3825971, 17.3570711 40.382582)",
165182415,,Via Nazario Sauro,residential,,True,False,117.616,,,"LINESTRING (17.3563301 40.3825971, 17.3563422 40.3836548)",
173643187,,Via Trieste,residential,50,False,True,55.882,,,"LINESTRING (17.3563301 40.3825971, 17.355778 40.3826017, 17.3556871 40.3825578)",
