osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry,bridge,tunnel,width,junction
26006013,Via Venti Settembre,residential,False,True,55.378,,,30,"LINESTRING (10.1732342 46.2158921, 10.1729138 46.2158039, 10.1725768 46.2156902)",,,,
"[486347144, 79753434]","['Largo Pretorio', 'Via San Carlo']",residential,False,"[False, True]",105.875,,,,"LINESTRING (10.1732342 46.2158921, 10.1732043 46.2160687, 10.1731444 46.2161973, 10.1735019 46.2164343, 10.1738163 46.216636)",,,,
79753442,Via San Agostino,residential,False,False,47.178,,,,"LINESTRING (10.1738756 46.2158816, 10.1740488 46.2154746)",,,,
663668873,Via Venti Settembre,residential,True,False,38.678,1,,30,"LINESTRING (10.1738756 46.2158816, 10.1742692 46.2158873, 10.1743744 46.2158675)",,,,
79753362,Via Albonico,residential,False,False,63.241,,,,"LINESTRING (10.1743744 46.2158675, 10.1744489 46.2158149, 10.1744981 46.2157007, 10.174584 46.2155989, 10.1747547 46.2154859, 10.1748805 46.2154489)",,,,
79753362,Via Albonico,residential,False,True,8.518,,,,"LINESTRING (10.1743744 46.2158675, 10.1743437 46.2158943, 10.1743292 46.2159355)",,,,
663668873,Via Venti Settembre,residential,True,False,64.443,1,,30,"LINESTRING (10.1743744 46.2158675, 10.1744746 46.2158685, 10.1749907 46.2158738, 10.1751261 46.2158729, 10.1752119 46.2158738)",,,,
663668878,Via Venti Settembre,residential,False,True,14.994,1,,30,"LINESTRING (10.1752392 46.2157713, 10.1753675 46.2158728)",,,,
27124848,Via Torelli,residential,True,False,46.243,,,,"LINESTRING (10.1752392 46.2157713, 10.1750897 46.2156657, 10.1748935 46.2155088, 10.1748805 46.2154489)",,,,
180563597,Via Stelvio,residential,False,False,5.51,1,,30,"LINESTRING (10.1774438 46.2143979, 10.1774876 46.2143587)",,,,
180563597,Via Stelvio,residential,False,True,138.409,1,,30,"LINESTRING (10.1774438 46.2143979, 10.1765387 46.2154736)",,,,
34221098,Via Lavizzari,residential,False,False,33.144,,,,"LINESTRING (10.1774438 46.2143979, 10.1774028 46.2143862, 10.1770394 46.2142953)",,,,
180563597,Via Stelvio,residential,False,True,5.51,1,,30,"LINESTRING (10.1774876 46.2143587, 10.1774438 46.2143979)",,,,
180563597,Via Stelvio,residential,False,False,102.111,1,,30,"LINESTRING (10.1774876 46.2143587, 10.1775125 46.2143315, 10.1776274 46.2142093, 10.17772 46.2141127, 10.1778284 46.2140096, 10.177933 46.2139058, 10.1780676 46.2137934, 10.1782964 46.2136344)",,,,
27124848,Via Torelli,residential,True,False,46.828,,,,"LINESTRING (10.1744137 46.2149041, 10.1740782 46.2145808, 10.1740694 46.2145585)",,,,
79753442,Via San Agostino,residential,False,True,73.182,,,,"LINESTRING (10.1744137 46.2149041, 10.1741426 46.2151023, 10.1740864 46.2151852, 10.1740692 46.2152454, 10.174066 46.2152833, 10.1740667 46.2152907, 10.1740773 46.2154063, 10.1740488 46.2154746)",,,,
130796331,,residential,False,True,57.293,,,,"LINESTRING (10.1716643 46.2165124, 10.1721656 46.2161314)",,,,
"[713283091, 712522911]",Via Maurizio Quadrio,residential,False,False,86.901,,,,"LINESTRING (10.1716643 46.2165124, 10.1720327 46.2165954, 10.1722323 46.2166382, 10.1726814 46.2166312, 10.1727649 46.2166258)",,,,
1086250156,Viale Giuseppe Garibaldi,residential,False,False,57.724000000000004,,,,"LINESTRING (10.1716643 46.2165124, 10.1716457 46.2165273, 10.171419 46.2167094, 10.1711746 46.2169057)",,,,
79726576,Via Porta Milanese,residential,False,True,14.597,,,,"LINESTRING (10.1739976 46.2143749, 10.1739283 46.2142527)",,,,
1106143907,Strada Statale dello Stelvio,primary,False,False,42.571,,SS38,,"LINESTRING (10.1739976 46.2143749, 10.1734721 46.2144947)",,,,
1106143908,Strada Statale dello Stelvio,primary,False,True,10.342,,SS38,,"LINESTRING (10.1739976 46.2143749, 10.1741255 46.2143463)",,,,
27124898,Via Pedrotti,residential,False,False,55.158,,,,"LINESTRING (10.1672785 46.2165385, 10.1673938 46.2168129, 10.1674175 46.2168607, 10.1674811 46.2169204, 10.1675614 46.2169855)",,,,
712522906,Viale Italia,primary,False,True,103.076,2,SS38,50,"LINESTRING (10.1672785 46.2165385, 10.167722 46.2164827, 10.1677414 46.2164785, 10.1682265 46.2164196, 10.168315 46.216408, 10.1685964 46.2163726)",,,,
"[27124883, 712522908, 712522909]",Via Giuseppe Mazzini,residential,True,False,210.07899999999998,1,,,"LINESTRING (10.1683429 46.215375, 10.1676759 46.2154791, 10.1676462 46.2154837, 10.1674715 46.215511, 10.1674655 46.2156147, 10.1674598 46.215633, 10.1674478 46.2156484, 10.1674343 46.2156575, 10.1674166 46.2156644, 10.1673988 46.2156699, 10.1670532 46.2157039, 10.1670793 46.2157957, 10.1671768 46.2161522, 10.1672785 46.2165385)",,,,
30708488,Via Alessandro Manzoni,residential,True,False,112.63,,,,"LINESTRING (10.1685964 46.2163726, 10.1683429 46.215375)",,,,
180567643,Via Pio Raina,residential,False,False,104.674,,,,"LINESTRING (10.1685964 46.2163726, 10.1688812 46.2172931)",,,,
712522906,Viale Italia,primary,False,False,103.07600000000001,2,SS38,50,"LINESTRING (10.1685964 46.2163726, 10.168315 46.216408, 10.1682265 46.2164196, 10.1677414 46.2164785, 10.167722 46.2164827, 10.1672785 46.2165385)",,,,
"[712522906, 1086250159]","['Viale Italia', 'Strada Statale dello Stelvio']",primary,False,True,117.548,2,SS38,50,"LINESTRING (10.1685964 46.2163726, 10.1691625 46.2162956, 10.1698294 46.2162045, 10.169928 46.2161934, 10.1700975 46.2161768)",,,,
27124898,Via Pedrotti,residential,False,False,78.893,,,,"LINESTRING (10.1692652 46.2183124, 10.1699276 46.218854)",,,,
27124898,Via Pedrotti,residential,False,True,85.688,,,,"LINESTRING (10.1692652 46.2183124, 10.1685157 46.2177424)",,,,
130531340,Viale Giuseppe Garibaldi,residential,False,True,93.166,,,,"LINESTRING (10.1692652 46.2183124, 10.1700868 46.2176969)",,,,
27124898,Via Pedrotti,residential,False,True,78.893,,,,"LINESTRING (10.1699276 46.218854, 10.1692652 46.2183124)",,,,
316813551,Via Angelo Andres,residential,False,True,20.463,,,,"LINESTRING (10.1699276 46.218854, 10.1697108 46.2189606)",,,,
507082062,Via Maurizio Quadrio,unclassified,False,True,14.801,,,,"LINESTRING (10.1728314 46.2165009, 10.1727649 46.2166258)",,,,
713283092,,unclassified,False,True,65.668,,,,"LINESTRING (10.1728314 46.2165009, 10.1721656 46.2161314)",,,,
438679034,Lungo Adda Ortigara,unclassified,False,False,576.9609999999999,,,,"LINESTRING (10.1728314 46.2165009, 10.174332 46.2173647, 10.1755706 46.2181215, 10.1759024 46.2183242, 10.1760017 46.218375, 10.1769854 46.2188779, 10.1772024 46.2189889, 10.1786788 46.2197436)",,,,
180563597,Via Stelvio,residential,False,True,102.111,1,,30,"LINESTRING (10.1782964 46.2136344, 10.1780676 46.2137934, 10.177933 46.2139058, 10.1778284 46.2140096, 10.17772 46.2141127, 10.1776274 46.2142093, 10.1775125 46.2143315, 10.1774876 46.2143587)",,,,
"[260420112, 260420113]","['Strada Statale 38 dello Stelvio', 'Strada Statale dello Stelvio']",primary,False,False,137.606,,SS38,,"LINESTRING (10.1787694 46.2134847, 10.1783222 46.2134327, 10.1779568 46.2134425, 10.1776916 46.2134694, 10.1770286 46.2136274)",,,,
263137749,Via Stelvio,residential,True,False,40.282,,,,"LINESTRING (10.1787694 46.2134847, 10.1786192 46.2135139, 10.1784592 46.2135645, 10.1782964 46.2136344)",,,,
27124898,Via Pedrotti,residential,False,False,85.688,,,,"LINESTRING (10.1685157 46.2177424, 10.1692652 46.2183124)",,,,
27124898,Via Pedrotti,residential,False,True,111.695,,,,"LINESTRING (10.1685157 46.2177424, 10.1680282 46.2173638, 10.1675614 46.2169855)",,,,
263129308,Via Pio Raina,residential,False,True,57.377,,,,"LINESTRING (10.1685157 46.2177424, 10.1686845 46.2175559, 10.1688812 46.2172931)",,,,
130531340,Viale Giuseppe Garibaldi,residential,False,False,62.039,,,,"LINESTRING (10.1706318 46.2172857, 10.1700868 46.2176969)",,,,
130531340,Viale Giuseppe Garibaldi,residential,False,True,59.41,,,,"LINESTRING (10.1706318 46.2172857, 10.1711746 46.2169057)",,,,
27125007,Via Bertacchi,unclassified,True,False,114.68999999999998,,,,"LINESTRING (10.1706318 46.2172857, 10.1706534 46.2172989, 10.1713479 46.2177233, 10.1715411 46.2178771, 10.171578 46.2179496, 10.1715967 46.2180384)",,,,
871359849,Via San Giacomo,residential,False,False,37.841,,,,"LINESTRING (10.1715967 46.2180384, 10.1720863 46.218006)",,,,
34221439,Via Angelo Andres,residential,True,False,74.066,,,,"LINESTRING (10.1715967 46.2180384, 10.1713833 46.2181165, 10.1708466 46.2184499)",,,,
180562129,Via Masuccio,residential,False,True,71.233,,,,"LINESTRING (10.1723993 46.2192035, 10.1722129 46.218576)",,,,
34221440,Via Costantino Reghenzani,residential,False,True,146.832,,,,"LINESTRING (10.1723993 46.2192035, 10.1713922 46.21942, 10.1711177 46.219479, 10.1709417 46.2195118, 10.1708811 46.2195148, 10.1708346 46.2195157, 10.1705591 46.2194962)",,,,
180562126,Via Fontanino,unclassified,False,False,50.032999999999994,,,,"LINESTRING (10.1723993 46.2192035, 10.1724723 46.2192789, 10.1725586 46.2193361, 10.1726183 46.2193648, 10.1726761 46.2193855, 10.1727319 46.219392, 10.1728315 46.2193893, 10.1729371 46.219388)",,,,
180562126,Via Fontanino,unclassified,False,True,50.032999999999994,,,,"LINESTRING (10.1729371 46.219388, 10.1728315 46.2193893, 10.1727319 46.219392, 10.1726761 46.2193855, 10.1726183 46.2193648, 10.1725586 46.2193361, 10.1724723 46.2192789, 10.1723993 46.2192035)",,,,
180562129,Via Masuccio,residential,False,False,5.188,,,,"LINESTRING (10.1721993 46.2185303, 10.1722129 46.218576)",,,,
180562129,Via Masuccio,residential,False,True,59.146,,,,"LINESTRING (10.1721993 46.2185303, 10.1721012 46.2182211, 10.1720863 46.218006)",,,,
1094998403,Via Serottini,residential,False,True,86.845,,,,"LINESTRING (10.1721993 46.2185303, 10.1722924 46.2185208, 10.1723662 46.2185134, 10.1724105 46.2185162, 10.1732782 46.2187185)",,,,
79726576,Via Porta Milanese,residential,False,False,14.597,,,,"LINESTRING (10.1739283 46.2142527, 10.1739976 46.2143749)",,,,
180383129,Via Porta Milanese,residential,False,False,113.682,,,,"LINESTRING (10.1739283 46.2142527, 10.173879 46.21428, 10.1737865 46.2143178, 10.1737502 46.2143218, 10.1737019 46.2142977, 10.1734887 46.2141919, 10.1732822 46.2140592, 10.173073 46.2139153, 10.1729617 46.2138513, 10.1727734 46.2137639)",,,,
1106143906,Via Porta Milanese,residential,False,True,44.89,,,,"LINESTRING (10.1739283 46.2142527, 10.1739085 46.2141696, 10.1739219 46.2141399, 10.1741216 46.2138868)",,,,
180383129,Via Porta Milanese,residential,False,False,61.94,,,,"LINESTRING (10.1727734 46.2137639, 10.1726197 46.2137075, 10.1724146 46.2136492, 10.1720221 46.2135689)",,,,
180383129,Via Porta Milanese,residential,False,True,113.682,,,,"LINESTRING (10.1727734 46.2137639, 10.1729617 46.2138513, 10.173073 46.2139153, 10.1732822 46.2140592, 10.1734887 46.2141919, 10.1737019 46.2142977, 10.1737502 46.2143218, 10.1737865 46.2143178, 10.173879 46.21428, 10.1739283 46.2142527)",,,,
180564156,Via Parravicini,residential,False,False,77.661,,,,"LINESTRING (10.1727734 46.2137639, 10.1726355 46.2139054, 10.1724652 46.2140687, 10.1721277 46.2142967)",,,,
180564179,Via Lodovico il Moro,residential,False,True,78.781,,,,"LINESTRING (10.1727734 46.2137639, 10.1729003 46.2135834, 10.1729992 46.2134959, 10.1734028 46.2132142)",,,,
180383129,Via Porta Milanese,residential,False,False,34.349,,,,"LINESTRING (10.1720221 46.2135689, 10.1715788 46.2135325)",,,,
180383129,Via Porta Milanese,residential,False,True,61.94,,,,"LINESTRING (10.1720221 46.2135689, 10.1724146 46.2136492, 10.1726197 46.2137075, 10.1727734 46.2137639)",,,,
724082194,Vicolo Leonardo da Vinci,residential,False,False,63.793000000000006,,,,"LINESTRING (10.1720221 46.2135689, 10.1720595 46.213489, 10.1721005 46.2134044, 10.172108 46.2133729, 10.1721138 46.2133561, 10.1721763 46.2132793, 10.1724284 46.2130823)",,,,
153229285,Via Porta Milanese,residential,False,False,62.12,,,,"LINESTRING (10.1697107 46.2130819, 10.169012 46.212802)",,,,
153229285,Via Porta Milanese,residential,False,True,21.102,,,,"LINESTRING (10.1697107 46.2130819, 10.1699669 46.2131496)",,,,
34221817,Via Piazzi,unclassified,False,False,159.80300000000003,,,,"LINESTRING (10.1697107 46.2130819, 10.1694455 46.2131068, 10.1692722 46.2131095, 10.1689725 46.2131013, 10.1683365 46.2130701, 10.168028 46.2130859, 10.1677368 46.2130876, 10.1677059 46.2130906, 10.1676435 46.2131067)",,,,
27292703,Lungo Adda Battaglione Tirano,residential,False,False,137.644,,,,"LINESTRING (10.1730672 46.21629, 10.1717173 46.2154777)",,,,
79753358,Via Salis,residential,False,False,17.552,,,,"LINESTRING (10.1744878 46.2171357, 10.1746205 46.2170073)",,,,
"[79753362, 486347142]","['Lungo Adda Battaglione Tirano', 'Via Albonico']",residential,False,False,85.077,,,,"LINESTRING (10.1744878 46.2171357, 10.1737345 46.2167028, 10.1738163 46.216636)",,,,
486347142,Lungo Adda Battaglione Tirano,residential,False,True,196.319,,,,"LINESTRING (10.1744878 46.2171357, 10.1753625 46.2176424, 10.1759609 46.2179541, 10.1765022 46.2182176)",,,,
871359849,Via San Giacomo,residential,False,True,37.841,,,,"LINESTRING (10.1720863 46.218006, 10.1715967 46.2180384)",,,,
180561881,Via San Giacomo,residential,False,False,119.078,,,,"LINESTRING (10.1720863 46.218006, 10.1721706 46.2176871, 10.1722039 46.2174416, 10.1722601 46.217351, 10.1722975 46.2173183, 10.1726393 46.2170471)",,,,
180562129,Via Masuccio,residential,False,False,59.146,,,,"LINESTRING (10.1720863 46.218006, 10.1721012 46.2182211, 10.1721993 46.2185303)",,,,
"[164798312, 34221441, 164798309]",Via Arcari,"['residential', 'unclassified']",False,False,604.939,,,,"LINESTRING (10.1726393 46.2170471, 10.1727192 46.217226, 10.1728235 46.2173498, 10.1730276 46.217535, 10.1732556 46.2177178, 10.1733133 46.2178319, 10.1734152 46.2179173, 10.1736322 46.2180053, 10.1737924 46.2180993, 10.1742339 46.2184002, 10.1753842 46.2190413, 10.1755815 46.2191229, 10.1757143 46.2191767, 10.1759128 46.219315, 10.1761882 46.2194073, 10.1762186 46.2194121, 10.1763656 46.2194354, 10.1764816 46.2194681, 10.1767183 46.2195197, 10.1769072 46.2195842, 10.1770082 46.2196338, 10.1771689 46.2197574, 10.1772278 46.2198027, 10.1773587 46.2198836, 10.1775724 46.2199461, 10.1776962 46.2199658, 10.1778804 46.2199735, 10.1780372 46.2199577, 10.1785006 46.219875, 10.178649 46.219769, 10.1786788 46.2197436)",yes,,,
180561881,Via San Giacomo,residential,False,True,119.078,,,,"LINESTRING (10.1726393 46.2170471, 10.1722975 46.2173183, 10.1722601 46.217351, 10.1722039 46.2174416, 10.1721706 46.2176871, 10.1720863 46.218006)",,,,
"[712522912, 744754987]",Via San Giacomo,residential,False,False,57.689,,,,"LINESTRING (10.1726393 46.2170471, 10.1726437 46.2170319, 10.1728989 46.2167681, 10.172905 46.2167569, 10.1729064 46.2167451, 10.1728998 46.2167122, 10.1728872 46.2166965, 10.1728806 46.2166886, 10.1727649 46.2166258)",,,,
507082062,Via Maurizio Quadrio,unclassified,False,False,14.801,,,,"LINESTRING (10.1727649 46.2166258, 10.1728314 46.2165009)",,,,
"[713283091, 712522911]",Via Maurizio Quadrio,residential,False,True,86.901,,,,"LINESTRING (10.1727649 46.2166258, 10.1726814 46.2166312, 10.1722323 46.2166382, 10.1720327 46.2165954, 10.1716643 46.2165124)",,,,
"[712522912, 744754987]",Via San Giacomo,residential,False,True,57.689,,,,"LINESTRING (10.1727649 46.2166258, 10.1728806 46.2166886, 10.1728872 46.2166965, 10.1728998 46.2167122, 10.1729064 46.2167451, 10.172905 46.2167569, 10.1728989 46.2167681, 10.1726437 46.2170319, 10.1726393 46.2170471)",,,,
1106273244,Strada Statale dello Stelvio,primary,False,False,87.463,,SS38,,"LINESTRING (10.1770286 46.2136274, 10.1759619 46.2138992)",,,,
"[260420112, 260420113]","['Strada Statale 38 dello Stelvio', 'Strada Statale dello Stelvio']",primary,False,True,137.606,,SS38,,"LINESTRING (10.1770286 46.2136274, 10.1776916 46.2134694, 10.1779568 46.2134425, 10.1783222 46.2134327, 10.1787694 46.2134847)",,,,
34221097,Via Santa Maria,residential,False,True,20.009,,,,"LINESTRING (10.1734028 46.2132142, 10.1735595 46.2130706)",,,,
180564179,Via Lodovico il Moro,residential,False,False,78.781,,,,"LINESTRING (10.1734028 46.2132142, 10.1729992 46.2134959, 10.1729003 46.2135834, 10.1727734 46.2137639)",,,,
563385571,Via dei Castelli,residential,False,False,94.983,,,,"LINESTRING (10.1734028 46.2132142, 10.1734357 46.213269, 10.1737918 46.2137, 10.1738554 46.2137599, 10.1739527 46.213814, 10.1741216 46.2138868)",,,,
1106143906,Via Porta Milanese,residential,False,False,13.36,,,,"LINESTRING (10.1742415 46.2137999, 10.1741216 46.2138868)",,,,
34221096,Via Trivigno,residential,False,True,182.65,,,,"LINESTRING (10.1742415 46.2137999, 10.174351 46.213668, 10.1744893 46.2134171, 10.1747147 46.2130653, 10.1747208 46.2130303, 10.1747312 46.2127973, 10.1746075 46.212235)",,,,
"[153230491, 24648407]",Via F. S. Quadrio,residential,False,True,121.28800000000001,,,,"LINESTRING (10.1742415 46.2137999, 10.1743211 46.2138012, 10.1751531 46.2138926, 10.1754493 46.2139462, 10.1755285 46.2139404, 10.1757857 46.2138871)",yes,,,
34221096,Via Trivigno,residential,False,False,36.882,,,,"LINESTRING (10.1744246 46.2119311, 10.1744517 46.2119693, 10.1745928 46.2121683, 10.1746075 46.212235)",,,,
34221097,Via Santa Maria,residential,False,False,110.39,,,,"LINESTRING (10.1744246 46.2119311, 10.1741862 46.2124526, 10.1738754 46.2127811, 10.1738291 46.2128235)",,,,
456108286,Via ai Castagneti,unclassified,False,True,43.091,,,,"LINESTRING (10.1744246 46.2119311, 10.1742824 46.2116506, 10.1742047 46.2115781)",,,,
153229275,Lungo Adda 4 Novembre,tertiary,True,False,45.969,,SP24,,"LINESTRING (10.1712591 46.2152124, 10.1717173 46.2154777)",,,,
180564156,Via Parravicini,residential,False,True,23.249,,,,"LINESTRING (10.1712591 46.2152124, 10.171422 46.2150363)",,,,
1106273244,Strada Statale dello Stelvio,primary,False,True,87.463,,SS38,,"LINESTRING (10.1759619 46.2138992, 10.1770286 46.2136274)",,,,
34221098,Via Lavizzari,residential,False,True,49.173,,,,"LINESTRING (10.1759619 46.2138992, 10.1760366 46.2140469, 10.1760551 46.2140652, 10.1760842 46.2140836, 10.1764092 46.2141556)",,,,
"[592731842, 24648407]",Via F. S. Quadrio,"['unclassified', 'residential']",False,False,17.617,,,,"LINESTRING (10.1759619 46.2138992, 10.1759532 46.2138688, 10.1759384 46.2138554, 10.175913 46.2138578, 10.1757857 46.2138871)",,,,
1106273244,Strada Statale dello Stelvio,primary,False,False,149.793,,SS38,,"LINESTRING (10.1759619 46.2138992, 10.1754532 46.2140194, 10.1753636 46.2140407, 10.1752134 46.2140788, 10.1741255 46.2143463)",,,,
34221440,Via Costantino Reghenzani,residential,False,False,101.194,,,,"LINESTRING (10.1693018 46.2192831, 10.1696019 46.2193906, 10.1699191 46.2194672, 10.1704666 46.2194904, 10.1705591 46.2194962)",,,,
316813551,Via Angelo Andres,residential,False,False,48.025,,,,"LINESTRING (10.1693018 46.2192831, 10.1695147 46.2190783, 10.1696286 46.21901, 10.1697108 46.2189606)",,,,
34221816,Via Aprico,residential,False,False,118.38300000000001,,,,"LINESTRING (10.1717943 46.2125728, 10.1716602 46.2128048, 10.1715267 46.2129942, 10.1715072 46.213048, 10.1715113 46.213086, 10.1715322 46.213111, 10.1716581 46.213185, 10.171672 46.2132408, 10.1716391 46.2132977, 10.1714174 46.2134943)",,,,
34221816,Via Aprico,residential,False,True,65.279,,,,"LINESTRING (10.1717943 46.2125728, 10.1716722 46.212378, 10.1716588 46.2122972, 10.171679 46.2122267, 10.1717903 46.212019)",,,,
263129634,Vicolo Leonardo Da Vinci,residential,False,False,64.151,,,,"LINESTRING (10.1717943 46.2125728, 10.1718589 46.2126007, 10.1725 46.21288)",,,,
180384225,Via Enrico Besta,residential,False,True,86.109,,,,"LINESTRING (10.1714174 46.2134943, 10.1707265 46.2141035)",,,,
34221816,Via Aprico,residential,False,True,118.38300000000001,,,,"LINESTRING (10.1714174 46.2134943, 10.1716391 46.2132977, 10.171672 46.2132408, 10.1716581 46.213185, 10.1715322 46.213111, 10.1715113 46.213086, 10.1715072 46.213048, 10.1715267 46.2129942, 10.1716602 46.2128048, 10.1717943 46.2125728)",,,,
"[888735929, 153229290, 153229285]",Via Porta Milanese,residential,False,False,118.034,,,,"LINESTRING (10.1714174 46.2134943, 10.1710601 46.2134169, 10.1710068 46.2134006, 10.1699669 46.2131496)",yes,,,
"[888735929, 888735930, 180383129]",Via Porta Milanese,residential,False,True,13.244,,,,"LINESTRING (10.1714174 46.2134943, 10.1714439 46.2135009, 10.1715339 46.2135291, 10.1715788 46.2135325)",,building_passage,,
180384225,Via Enrico Besta,residential,False,False,64.346,,,,"LINESTRING (10.1702085 46.2145578, 10.1707265 46.2141035)",,,,
153229275,Lungo Adda 4 Novembre,tertiary,True,False,108.777,,SP24,,"LINESTRING (10.1702085 46.2145578, 10.1705605 46.2147771, 10.1712591 46.2152124)",,,,
74486964,Lungo Adda 4 Novembre,tertiary,True,False,156.774,,SP24,,"LINESTRING (10.1676435 46.2131067, 10.1692254 46.2139953)",,,,
34221817,Via Piazzi,unclassified,False,True,159.803,,,,"LINESTRING (10.1676435 46.2131067, 10.1677059 46.2130906, 10.1677368 46.2130876, 10.168028 46.2130859, 10.1683365 46.2130701, 10.1689725 46.2131013, 10.1692722 46.2131095, 10.1694455 46.2131068, 10.1697107 46.2130819)",,,,
180567643,Via Pio Raina,residential,False,True,104.674,,,,"LINESTRING (10.1688812 46.2172931, 10.1685964 46.2163726)",,,,
263129308,Via Pio Raina,residential,False,True,26.601,,,,"LINESTRING (10.1688812 46.2172931, 10.1690594 46.2170881)",,,,
263129308,Via Pio Raina,residential,False,False,57.377,,,,"LINESTRING (10.1688812 46.2172931, 10.1686845 46.2175559, 10.1685157 46.2177424)",,,,
130531340,Viale Giuseppe Garibaldi,residential,False,False,93.166,,,,"LINESTRING (10.1700868 46.2176969, 10.1692652 46.2183124)",,,,
130531340,Viale Giuseppe Garibaldi,residential,False,True,62.039,,,,"LINESTRING (10.1700868 46.2176969, 10.1706318 46.2172857)",,,,
180567918,,residential,False,True,104.072,,,,"LINESTRING (10.1700868 46.2176969, 10.1690594 46.2170881)",,,,
1106143906,Via Porta Milanese,residential,False,True,13.36,,,,"LINESTRING (10.1741216 46.2138868, 10.1742415 46.2137999)",,,,
563385571,Via dei Castelli,residential,False,True,94.98299999999999,,,,"LINESTRING (10.1741216 46.2138868, 10.1739527 46.213814, 10.1738554 46.2137599, 10.1737918 46.2137, 10.1734357 46.213269, 10.1734028 46.2132142)",,,,
1106143906,Via Porta Milanese,residential,False,False,44.89,,,,"LINESTRING (10.1741216 46.2138868, 10.1739219 46.2141399, 10.1739085 46.2141696, 10.1739283 46.2142527)",,,,
1106143907,Strada Statale dello Stelvio,primary,False,True,42.571,,SS38,,"LINESTRING (10.1734721 46.2144947, 10.1739976 46.2143749)",,,,
260420111,Strada Statale dello Stelvio,primary,False,False,52.199,2,SS38,50,"LINESTRING (10.1734721 46.2144947, 10.1730704 46.2146118, 10.1728613 46.2146968)",,,,
464983776,Via Bellotti,residential,True,False,38.8,,,,"LINESTRING (10.1734721 46.2144947, 10.1734561 46.2146109, 10.1733802 46.2148371)",,,,
79753358,Via Salis,residential,False,False,19.965,,,,"LINESTRING (10.1746205 46.2170073, 10.1747655 46.2168584)",,,,
79753358,Via Salis,residential,False,True,17.552,,,,"LINESTRING (10.1746205 46.2170073, 10.1744878 46.2171357)",,,,
79753434,Via San Carlo,residential,False,False,158.83500000000004,,,,"LINESTRING (10.1746205 46.2170073, 10.1748184 46.2171126, 10.1751426 46.217248, 10.1753641 46.2173277, 10.1756123 46.2174077, 10.1757503 46.2173976, 10.1758536 46.2173581, 10.1759107 46.2173623, 10.1760957 46.2173998, 10.1764665 46.2175136)",,,,
