osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,tunnel
145343856,True,1,Via Ciceruacchio,residential,30,False,49.959,"LINESTRING (12.6243982 42.0526842, 12.6237935 42.0526682)",
474474494,False,2,Via J. F. Kennedy,tertiary,,False,17.372999999999998,"LINESTRING (12.6200441 42.0553005, 12.6200457 42.05526, 12.6200452 42.0552232, 12.6200415 42.0551821, 12.6200358 42.0551446)",
181659098,True,2,Via John Fitzgerald Kennedy,tertiary,,False,13.782,"LINESTRING (12.6200358 42.0551446, 12.6199247 42.0550521)",
474474494,False,2,Via J. F. Kennedy,tertiary,,True,17.372999999999998,"LINESTRING (12.6200358 42.0551446, 12.6200415 42.0551821, 12.6200452 42.0552232, 12.6200457 42.05526, 12.6200441 42.0553005)",
181659098,True,2,Via John Fitzgerald Kennedy,tertiary,,False,134.18699999999998,"LINESTRING (12.6188679 42.0543861, 12.6184704 42.054199, 12.6182755 42.05417, 12.6179283 42.0541543, 12.617525 42.0541617, 12.6173684 42.054157, 12.6173206 42.0541555)",
145343852,True,2,Via San Martino,secondary,,False,32.596,"LINESTRING (12.6153599 42.0537968, 12.6152842 42.0535091)",
41896002,True,2,Via Edmondo Riva,tertiary,,False,28.263999999999996,"LINESTRING (12.6153599 42.0537968, 12.6152649 42.0538238, 12.615234 42.0538552, 12.6152146 42.0539004, 12.6152002 42.0539921)",
145343853,True,2,Via San Martino,secondary,,False,30.276999999999997,"LINESTRING (12.6153599 42.0537968, 12.6152159 42.0537693, 12.615168 42.05375, 12.6151269 42.0537035, 12.6151037 42.05364)",
543948194,True,2,Via Giacomo Matteotti,secondary,,False,114.49599999999998,"LINESTRING (12.615108 42.0530504, 12.6152913 42.0530141, 12.6157457 42.0529343, 12.6162288 42.0528508, 12.6164575 42.0528138)",
145343843,False,2,Via Antonio Gramsci,secondary,30,False,7.481,"LINESTRING (12.6142382 42.0532451, 12.6141543 42.0532705)",
145343843,False,2,Via Antonio Gramsci,secondary,30,True,19.298,"LINESTRING (12.6142382 42.0532451, 12.6144639 42.0532)",
145343857,True,1,Viale Vincenzo Federici,residential,20,False,246.68200000000002,"LINESTRING (12.6142382 42.0532451, 12.6139497 42.0528156, 12.6137789 42.0525682, 12.6137108 42.0524696, 12.6134182 42.0520871, 12.6131981 42.0517794, 12.6131161 42.0516038, 12.6130693 42.0513743, 12.6130693 42.0512309)",
186042506,True,1,Via Giuseppe Serrecchia,residential,,False,139.85700000000003,"LINESTRING (12.6169675 42.0526616, 12.6169364 42.0525771, 12.6169616 42.0525324, 12.6170301 42.0524767, 12.6171654 42.0524133, 12.6172944 42.0523493, 12.6173521 42.0523256, 12.6175153 42.0522462, 12.6175567 42.0522261, 12.6178048 42.0521016, 12.6179691 42.0519447, 12.6180059 42.0518252, 12.6180076 42.0517872)",
"[543948193, 145343847]",True,2,Via Giacomo Matteotti,secondary,,False,101.875,"LINESTRING (12.6169675 42.0526616, 12.6172192 42.052497, 12.6178502 42.0522314, 12.6180018 42.0521693)",
145343849,True,2,Piazza Roma,secondary,,False,57.0,"LINESTRING (12.6189416 42.0518498, 12.6192502 42.0518625, 12.6196309 42.0518781)",
