osmid,name,highway,oneway,reversed,length,geometry,ref,width,access
238935746,Via Roma,residential,False,True,11.858,"LINESTRING (14.0263896 40.7659292, 14.0263294 40.7658328)",,,
302386245,Via Faro,residential,False,True,213.801,"LINESTRING (14.0184157 40.7639432, 14.0184189 40.7640614, 14.0183966 40.7642144, 14.0183187 40.76457, 14.0182563 40.7649618, 14.0181878 40.7653842, 14.0181267 40.765733, 14.018109 40.7658503)",,,
42716263,Via Principe Umberto,residential,True,False,95.316,"LINESTRING (14.0289823 40.7644141, 14.0292332 40.7639794, 14.0294838 40.763647)",,,
41283937,Via Vittorio Emanuele,tertiary,True,False,256.764,"LINESTRING (14.0265623 40.7630492, 14.0267998 40.7632641, 14.0271809 40.7635353, 14.0276541 40.7638225, 14.0277976 40.7639239, 14.0280655 40.7640684, 14.0285011 40.7642395, 14.0289823 40.7644141)",,,
42716115,Via Bernardo Scotti Galletta,residential,False,True,108.223,"LINESTRING (14.0265623 40.7630492, 14.0266402 40.7629854, 14.0267067 40.7629287, 14.0268653 40.7627373, 14.0270817 40.7624811, 14.0272325 40.762225)",,,
41283937,Via Vittorio Emanuele,tertiary,True,False,51.775000000000006,"LINESTRING (14.0261328 40.762717, 14.0262256 40.7627764, 14.0264204 40.7629264, 14.0265623 40.7630492)",,,
41284286,Via Libertà,tertiary,False,True,373.066,"LINESTRING (14.0261328 40.762717, 14.026122 40.7627533, 14.0260936 40.7628491, 14.0259815 40.7630294, 14.0259055 40.7631166, 14.0257839 40.7632685, 14.0256701 40.763383, 14.0255363 40.763502, 14.0253374 40.7636383, 14.0251588 40.7637293, 14.024902 40.7638341, 14.0246682 40.7639038, 14.0244493 40.7639476, 14.0242832 40.763964, 14.0238126 40.7639884, 14.0234554 40.7640049, 14.0232415 40.7640212, 14.0230649 40.7640479, 14.0227942 40.764099, 14.0225163 40.7641756)",SP161,,
41284287,Piazza della Repubblica,tertiary,True,False,24.795,"LINESTRING (14.0261328 40.762717, 14.0260195 40.7626432, 14.0259212 40.7625625)",,,
41284286,Via Libertà,tertiary,False,False,373.066,"LINESTRING (14.0225163 40.7641756, 14.0227942 40.764099, 14.0230649 40.7640479, 14.0232415 40.7640212, 14.0234554 40.7640049, 14.0238126 40.7639884, 14.0242832 40.763964, 14.0244493 40.7639476, 14.0246682 40.7639038, 14.024902 40.7638341, 14.0251588 40.7637293, 14.0253374 40.7636383, 14.0255363 40.763502, 14.0256701 40.763383, 14.0257839 40.7632685, 14.0259055 40.7631166, 14.0259815 40.7630294, 14.0260936 40.7628491, 14.026122 40.7627533, 14.0261328 40.762717)",SP161,,
41284286,Via Libertà,tertiary,False,True,129.013,"LINESTRING (14.0225163 40.7641756, 14.0221315 40.7643467, 14.0217783 40.7645314, 14.0216286 40.7646347, 14.0214977 40.7647665, 14.0214269 40.7648902, 14.0214136 40.7649331)",SP161,,
302037239,Via Nicola Lubrano di Vavaria,residential,False,True,357.273,"LINESTRING (14.0225163 40.7641756, 14.0228375 40.7646512, 14.0229428 40.7648002, 14.0232464 40.765168, 14.0232738 40.7651818, 14.0233035 40.7651714, 14.0235039 40.7650599, 14.0238528 40.7648405, 14.024008 40.7647231, 14.0242141 40.7645942, 14.0244801 40.7644553, 14.0249965 40.7643275, 14.0250375 40.7643188, 14.0250626 40.7643292, 14.0252008 40.7647317)",,,
41284287,Piazza della Repubblica,tertiary,True,False,9.870999999999999,"LINESTRING (14.0259212 40.7625625, 14.0259172 40.7625215, 14.0259602 40.7624867)",,,
42716109,Via Vittorio Emanuele,tertiary,False,False,286.58399999999995,"LINESTRING (14.0259602 40.7624867, 14.0259334 40.7623655, 14.0259283 40.7622595, 14.0259276 40.7621407, 14.0259234 40.7621044, 14.0259061 40.7620622, 14.0258549 40.7620066, 14.0257977 40.7619466, 14.0257195 40.7618794, 14.0256238 40.7618119, 14.0254629 40.7617239, 14.024764 40.7614279, 14.0241246 40.7611477, 14.0239564 40.761074, 14.0236571 40.7609628, 14.0235339 40.7609205)",,,
"[490178593, 490178595]",Piazza della Repubblica,tertiary,True,False,42.083,"LINESTRING (14.0259602 40.7624867, 14.0260136 40.7624867, 14.0260985 40.76252, 14.0261933 40.7625822, 14.0262165 40.7626504, 14.0261887 40.7627012, 14.0261328 40.762717)",,,
41284286,Via Libertà,tertiary,False,False,24.564,"LINESTRING (14.0217386 40.7656977, 14.0216234 40.7656175, 14.0215459 40.7655336)",SP161,,
41284286,Via Libertà,tertiary,False,True,245.452,"LINESTRING (14.0217386 40.7656977, 14.0219467 40.7657973, 14.0221251 40.7658352, 14.0222564 40.7658467, 14.0224177 40.7658455, 14.0226265 40.7658077, 14.0235009 40.7656194, 14.0241207 40.7654862, 14.0244958 40.7654085, 14.0245269 40.7654009)",SP161,,
302037241,,residential,False,False,75.387,"LINESTRING (14.0217386 40.7656977, 14.0218167 40.7656667, 14.0218757 40.7656433, 14.0225316 40.7653832)",,,
302037243,,residential,False,False,75.405,"LINESTRING (14.0215459 40.7655336, 14.0223275 40.7652028)",,,
41284286,Via Libertà,tertiary,False,False,29.264,"LINESTRING (14.0215459 40.7655336, 14.021446 40.7653884, 14.021402 40.7652947)",SP161,,
41284286,Via Libertà,tertiary,False,True,24.564,"LINESTRING (14.0215459 40.7655336, 14.0216234 40.7656175, 14.0217386 40.7656977)",SP161,,
41284286,Via Libertà,tertiary,False,False,253.281,"LINESTRING (14.0272218 40.7656409, 14.0272132 40.7655698, 14.0271624 40.7654551, 14.0271447 40.76543, 14.0271047 40.7653919, 14.0270468 40.7653702, 14.0268812 40.7653392, 14.0265056 40.7652759, 14.0259229 40.7651816, 14.0256885 40.7651767, 14.0255171 40.7651885, 14.0253382 40.7652291, 14.0245269 40.7654009)",SP161,,
490178605,Via Roma,tertiary,False,False,39.284,"LINESTRING (14.0272218 40.7656409, 14.0269258 40.7656542, 14.0267676 40.7657012)",,,
42714047,Via Regina Elena,residential,True,False,110.507,"LINESTRING (14.0208077 40.7627476, 14.0207332 40.7628453, 14.0205869 40.7629806, 14.0203868 40.763099, 14.0202204 40.7631947, 14.0200576 40.7632698, 14.0198179 40.7633776)",,,
42714062,Via Guglielmo Marconi,residential,True,False,190.504,"LINESTRING (14.0208077 40.7627476, 14.0210775 40.7628155, 14.0212827 40.7628453, 14.0214211 40.7628544, 14.0215248 40.7628545, 14.0215756 40.7628709, 14.0216676 40.7629475, 14.0217539 40.7630381, 14.0219922 40.7633401, 14.022249 40.7637632, 14.0222904 40.7638382)",,,
42714047,Via Regina Elena,residential,True,False,133.83,"LINESTRING (14.0198179 40.7633776, 14.0193724 40.7635597, 14.0189154 40.7637362, 14.0185957 40.763876, 14.0184157 40.7639432)",,,
42714185,Via Scipione Brandolini,residential,True,False,246.09900000000002,"LINESTRING (14.0211084 40.7653631, 14.0210014 40.7651975, 14.0202632 40.7640715, 14.0199497 40.7635996, 14.0198179 40.7633776)",SP195,1,
361063927,Via Scipione Brandolini,residential,False,False,62.872,"LINESTRING (14.0211084 40.7653631, 14.0212363 40.7656023, 14.0213376 40.7657776, 14.0214001 40.7658835)",,,
42714186,Via Scipione Brandolini,residential,True,False,25.87,"LINESTRING (14.021402 40.7652947, 14.0211084 40.7653631)",SP195,,
41284286,Via Libertà,tertiary,False,False,40.573,"LINESTRING (14.021402 40.7652947, 14.0213937 40.7652437, 14.0213799 40.7651459, 14.0213898 40.765008, 14.0214136 40.7649331)",SP161,,
41284286,Via Libertà,tertiary,False,True,29.264,"LINESTRING (14.021402 40.7652947, 14.021446 40.7653884, 14.0215459 40.7655336)",SP161,,
361063927,Via Scipione Brandolini,residential,False,True,62.872,"LINESTRING (14.0214001 40.7658835, 14.0213376 40.7657776, 14.0212363 40.7656023, 14.0211084 40.7653631)",,,
42716109,Via Vittorio Emanuele,tertiary,False,True,42.459,"LINESTRING (14.0230746 40.7607631, 14.0235339 40.7609205)",,,
42729617,Viale Madonna della Libera,residential,False,False,110.754,"LINESTRING (14.0209648 40.7622123, 14.0197531 40.7618253)",,,
42716116,Via Santissima Annunziata,residential,True,False,60.996,"LINESTRING (14.0209648 40.7622123, 14.0208475 40.7625822, 14.0208077 40.7627476)",,,
42714062,Via Guglielmo Marconi,residential,True,False,42.076,"LINESTRING (14.0222904 40.7638382, 14.0223652 40.7639591, 14.0224593 40.7640932, 14.0225163 40.7641756)",,,
42716108,Via Dante Alighieri,residential,True,False,372.895,"LINESTRING (14.0222904 40.7638382, 14.0226908 40.7637095, 14.0230837 40.7635568, 14.023789 40.7633024, 14.0238767 40.7632923, 14.0240983 40.7632969, 14.0242797 40.7632926, 14.024488 40.7632761, 14.0248258 40.7632406, 14.024885 40.7632152, 14.0249011 40.7631828, 14.0249285 40.7630419, 14.0249851 40.762739, 14.0250167 40.7626848, 14.0250546 40.762667, 14.0250955 40.7626653, 14.0252418 40.762678, 14.0254067 40.7626811, 14.0255516 40.7626493, 14.0256984 40.7626109, 14.0258442 40.7625569, 14.0259212 40.7625625)",,,
42716115,Via Bernardo Scotti Galletta,residential,False,False,65.221,"LINESTRING (14.0275965 40.7616241, 14.027453 40.7618596, 14.027275 40.7621577)",,,
42716115,Via Bernardo Scotti Galletta,residential,False,True,8.295,"LINESTRING (14.0272325 40.762225, 14.027275 40.7621577)",,,
42716115,Via Bernardo Scotti Galletta,residential,False,False,108.223,"LINESTRING (14.0272325 40.762225, 14.0270817 40.7624811, 14.0268653 40.7627373, 14.0267067 40.7629287, 14.0266402 40.7629854, 14.0265623 40.7630492)",,,
42720240,,residential,False,False,74.729,"LINESTRING (14.0272325 40.762225, 14.0269459 40.7621256, 14.0264123 40.7619694)",,,
42720240,,residential,False,True,74.729,"LINESTRING (14.0264123 40.7619694, 14.0269459 40.7621256, 14.0272325 40.762225)",,,
42716115,Via Bernardo Scotti Galletta,residential,False,False,8.295,"LINESTRING (14.027275 40.7621577, 14.0272325 40.762225)",,,
42716115,Via Bernardo Scotti Galletta,residential,False,True,65.221,"LINESTRING (14.027275 40.7621577, 14.027453 40.7618596, 14.0275965 40.7616241)",,,
42720241,Vicolo Bernardo Scotti Galletta,residential,False,False,54.945,"LINESTRING (14.027275 40.7621577, 14.0275785 40.762274, 14.0277319 40.762068)",,,
42720241,Vicolo Bernardo Scotti Galletta,residential,False,True,54.945,"LINESTRING (14.0277319 40.762068, 14.0275785 40.762274, 14.027275 40.7621577)",,,
"[490178608, 42720676]",Via Roma,"['residential', 'tertiary']",False,True,45.971000000000004,"LINESTRING (14.0261238 40.7656589, 14.0260722 40.7656865, 14.0260676 40.7657345, 14.0261418 40.7658892, 14.0263294 40.7658328)",,,
490178610,Via Roma,residential,False,False,54.869,"LINESTRING (14.0261238 40.7656589, 14.0262364 40.765686, 14.0264264 40.7657073, 14.0267676 40.7657012)",,,
"[42720675, 490178612, 502129027]",,residential,False,"[False, True]",176.899,"LINESTRING (14.0261238 40.7656589, 14.0259135 40.7655517, 14.0257972 40.7655272, 14.0257766 40.7655219, 14.0255077 40.765494, 14.02454 40.7657916, 14.024538 40.7658253, 14.0245534 40.7658627, 14.0246688 40.7660662)",,,
490178608,Via Roma,tertiary,False,False,39.699,"LINESTRING (14.0267676 40.7657012, 14.0263294 40.7658328)",,,
490178605,Via Roma,tertiary,False,True,39.284,"LINESTRING (14.0267676 40.7657012, 14.0269258 40.7656542, 14.0272218 40.7656409)",,,
490178610,Via Roma,residential,False,True,54.869,"LINESTRING (14.0267676 40.7657012, 14.0264264 40.7657073, 14.0262364 40.765686, 14.0261238 40.7656589)",,,
238935746,Via Roma,residential,False,False,11.858,"LINESTRING (14.0263294 40.7658328, 14.0263896 40.7659292)",,,
490178608,Via Roma,tertiary,False,True,39.699,"LINESTRING (14.0263294 40.7658328, 14.0267676 40.7657012)",,,
"[490178608, 42720676]",Via Roma,"['residential', 'tertiary']",False,False,45.971,"LINESTRING (14.0263294 40.7658328, 14.0261418 40.7658892, 14.0260676 40.7657345, 14.0260722 40.7656865, 14.0261238 40.7656589)",,,
