osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,name
25822485,True,2,SS62,primary,50,False,33.608,"LINESTRING (9.9668159 44.215275, 9.9669115 44.215161, 9.9669861 44.2151248, 9.9671198 44.2150827)",
80936382,True,,,residential,,False,37.884,"LINESTRING (9.9668159 44.215275, 9.966794 44.2151644, 9.966788 44.2151344, 9.9667596 44.2150929, 9.9666945 44.2150458, 9.966597 44.2149954)",
198285566,True,2,,primary,,False,29.136000000000003,"LINESTRING (9.9676726 44.2151381, 9.9678123 44.2151895, 9.9678666 44.2152364, 9.9679268 44.2153137)",
596541110,True,2,SS62,primary,50,False,31.698,"LINESTRING (9.9676726 44.2151381, 9.9677922 44.2151345, 9.9678909 44.2151066, 9.9680009 44.2150119)",
124324529,True,2,SS62,primary,,False,34.143,"LINESTRING (9.9680009 44.2150119, 9.9679863 44.2151204, 9.9679628 44.215211, 9.9679268 44.2153137)",
542554406,False,2,SS62,primary,50,True,137.584,"LINESTRING (9.9680009 44.2150119, 9.9681078 44.2145326, 9.9683337 44.2137983)",
25800369,False,2,SS62,primary,50,True,148.475,"LINESTRING (9.9683337 44.2137983, 9.9683734 44.2136661, 9.9684379 44.2135113, 9.9686208 44.2132331, 9.9687361 44.213096, 9.9688506 44.21296, 9.9690821 44.2126858, 9.9691334 44.212602)",
89575036,False,,,residential,,False,114.971,"LINESTRING (9.9683337 44.2137983, 9.9684115 44.2138517, 9.9684611 44.2138987, 9.9685168 44.2140468, 9.9685538 44.2143811, 9.9685923 44.2144826, 9.9686757 44.2145709, 9.9688386 44.2147299)",Via Barcara
542554406,False,2,SS62,primary,50,False,137.584,"LINESTRING (9.9683337 44.2137983, 9.9681078 44.2145326, 9.9680009 44.2150119)",
198285554,False,,,secondary,,False,159.339,"LINESTRING (9.9740165 44.218984, 9.9737377 44.2188524, 9.9733436 44.2186949, 9.9730781 44.2186064, 9.9722075 44.2183898)",Via Cerri
198285554,False,,,secondary,,False,147.724,"LINESTRING (9.9722075 44.2183898, 9.971309 44.2181999, 9.97094 44.2181226, 9.9704623 44.217954)",Via Cerri
198285554,False,,,secondary,,True,159.339,"LINESTRING (9.9722075 44.2183898, 9.9730781 44.2186064, 9.9733436 44.2186949, 9.9737377 44.2188524, 9.9740165 44.218984)",Via Cerri
198285554,False,,,secondary,,True,17.405,"LINESTRING (9.9702664 44.2178848, 9.9704623 44.217954)",Via Cerri
25822493,True,,,secondary,,False,55.109,"LINESTRING (9.9702664 44.2178848, 9.9700921 44.2178611, 9.9699177 44.2179086, 9.9698464 44.2179878, 9.969817 44.2181267)",
25800370,True,2,SS62,primary,,False,68.06299999999999,"LINESTRING (9.969817 44.2181267, 9.9698675 44.2182172, 9.9699131 44.2183222, 9.9699732 44.2185029, 9.9700052 44.2187206)",
25822491,True,2,SS62,primary,50,False,42.663,"LINESTRING (9.9683608 44.21753, 9.9683439 44.2174216, 9.9683327 44.2173105, 9.9683306 44.2171473)",
198285569,True,2,SS62,primary,,False,32.018,"LINESTRING (9.9683608 44.21753, 9.9683797 44.2174087, 9.9684078 44.2173677, 9.9684618 44.2173488, 9.9685694 44.2173467)",
596540168,True,2,SS62,primary,50,False,53.356,"LINESTRING (9.9670628 44.2163111, 9.9667885 44.2160961, 9.9666772 44.2159253)",
"[608016626, 124358092]",True,,,tertiary,,False,72.733,"LINESTRING (9.9670628 44.2163111, 9.9669469 44.216277, 9.9668426 44.2162758, 9.9667534 44.2163081, 9.9666765 44.216361, 9.9666111 44.2164486, 9.9665142 44.2166806)",Via Lunigiana
"[124324536, 184300934]",True,,,tertiary,,False,85.224,"LINESTRING (9.9665142 44.2166806, 9.9665362 44.2164234, 9.9665833 44.2162066, 9.9665896 44.2161774, 9.9666027 44.2161394, 9.9666772 44.2159253)",Via Lunigiana
198285550,False,,,tertiary,,True,94.207,"LINESTRING (9.9665142 44.2166806, 9.9664625 44.2168748, 9.9662926 44.2175128)",Via Lunigiana
27709218,True,,,secondary,,False,70.172,"LINESTRING (9.9694409 44.2176652, 9.9702664 44.2178848)",
25800370,True,2,SS62,primary,,False,59.582,"LINESTRING (9.9694409 44.2176652, 9.9696008 44.2178291, 9.9697038 44.2179551, 9.969817 44.2181267)",
124324546,False,2,SS62,primary,50,False,47.013999999999996,"LINESTRING (9.9678693 44.2167733, 9.9678988 44.2167921, 9.9681594 44.2169582, 9.9682544 44.2170354, 9.9682799 44.2170728)",
596540286,True,2,SS62,primary,50,False,64.457,"LINESTRING (9.9678693 44.2167733, 9.9676947 44.2166916, 9.9674924 44.2165647, 9.9672391 44.2164115)",
124324546,False,2,SS62,primary,50,True,9.217,"LINESTRING (9.9683306 44.2171473, 9.9682799 44.2170728)",
25800370,True,2,SS62,primary,,False,30.643,"LINESTRING (9.9683306 44.2171473, 9.9683784 44.2172461, 9.9684139 44.2172749, 9.968462 44.2172976, 9.9685694 44.2173467)",
124324537,True,2,SS62,primary,50,False,48.022,"LINESTRING (9.967664 44.2162776, 9.9675836 44.216434, 9.9675252 44.2164653, 9.9674573 44.2164612, 9.9672391 44.2164115)",
596540665,True,2,SS62,primary,,False,59.58,"LINESTRING (9.967664 44.2162776, 9.9676654 44.2164685, 9.9676962 44.2165906, 9.9678693 44.2167733)",
