osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,tunnel,junction
106222961,Via Paludi,residential,False,True,211.10999999999999,"LINESTRING (14.2021427 42.4098972, 14.2022409 42.4097941, 14.2022662 42.4096441, 14.2023322 42.4091221, 14.2023633 42.4090663, 14.2023562 42.4089712, 14.2023404 42.4088799, 14.2022216 42.4086692, 14.2021959 42.4086072, 14.2021914 42.4085494, 14.2022202 42.4084865, 14.2022543 42.4084434, 14.2023523 42.4083675, 14.2024514 42.4083136, 14.2025087 42.4083002, 14.2025575 42.4083118, 14.2026822 42.4083606)",,,,,
701367584,Via Guglielmo Marconi,tertiary,False,False,70.036,"LINESTRING (14.2021427 42.4098972, 14.2021228 42.4098533, 14.2020995 42.4098019, 14.20206 42.4097423, 14.2020212 42.4096895, 14.2019645 42.409623, 14.2019196 42.4095857, 14.2018762 42.4095544, 14.2017852 42.4095012, 14.2017054 42.4094623, 14.2016185 42.4094268)",2,SP7,,,
701367584,Via Guglielmo Marconi,tertiary,False,True,31.7,"LINESTRING (14.2021427 42.4098972, 14.2021521 42.4099457, 14.2021568 42.41, 14.2021577 42.4100458, 14.2021573 42.4100953, 14.202148 42.4101533, 14.2021418 42.4101809)",2,SP7,,,
106086305,Via Edison,tertiary,True,False,55.775000000000006,"LINESTRING (14.2016711 42.4087777, 14.2015995 42.4090774, 14.2015857 42.4092744)",1,SP17,,,
106222971,Via Edison,tertiary,False,False,143.01700000000002,"LINESTRING (14.2016711 42.4087777, 14.2017783 42.4085357, 14.2018358 42.4084154, 14.2018858 42.40834, 14.2019567 42.4082698, 14.2020493 42.4082042, 14.2021629 42.4081517, 14.2023118 42.4081033, 14.2024074 42.4080893, 14.2025141 42.4080814, 14.2026045 42.4080871, 14.2026885 42.4081033, 14.2027676 42.4081313, 14.2028469 42.4081726)",2,SP17,50,,
106222971,Via Edison,tertiary,False,True,167.025,"LINESTRING (14.2040113 42.409403, 14.2036302 42.409002, 14.2033017 42.4086315, 14.2029322 42.4082406, 14.2028469 42.4081726)",2,SP17,50,,
650828615,,unclassified,False,False,14.503,"LINESTRING (14.2040113 42.409403, 14.2039546 42.4094454, 14.2038933 42.4094999)",,,,,
701367585,Via Evangelista Torricelli,unclassified,True,False,266.36699999999996,"LINESTRING (14.1995904 42.4070639, 14.1995849 42.4071506, 14.1995635 42.4073224, 14.1995542 42.4074188, 14.1995639 42.4074559, 14.1996579 42.4075791, 14.1996715 42.4076436, 14.1996659 42.4077107, 14.1996212 42.407777, 14.1994467 42.4079928, 14.1989888 42.4086112, 14.198966 42.4086566, 14.1989449 42.4087221, 14.1989325 42.4087907, 14.1989331 42.4088645, 14.1989506 42.4089279, 14.1990752 42.4092012, 14.1991082 42.4092835)",1,,,,
839863879,Via Guglielmo Marconi,tertiary,False,False,340.86300000000006,"LINESTRING (14.1995904 42.4070639, 14.1997456 42.4070487, 14.199821 42.4070552, 14.1998939 42.4070754, 14.2000151 42.4071362, 14.2001324 42.4072082, 14.2001675 42.4072412, 14.2001903 42.4072842, 14.2001938 42.4073287, 14.2001867 42.4073771, 14.1998612 42.4083843, 14.1998579 42.4084454, 14.1998656 42.4084932, 14.1998843 42.4085335, 14.19991 42.4085673, 14.1999423 42.4085952, 14.1999892 42.4086151, 14.2000575 42.4086333, 14.2003091 42.4086885, 14.2003761 42.4087106, 14.2004335 42.4087352, 14.2004889 42.4087691, 14.2005353 42.4088039, 14.2007448 42.4090089, 14.2008352 42.4090838, 14.2009015 42.4091294, 14.2011023 42.4092592, 14.2011671 42.4092914)",2,SP7,,,
825372739,Via Guglielmo Marconi,tertiary,False,True,14.584,"LINESTRING (14.2016185 42.4094268, 14.2014518 42.4093815)",2,SP7,,,
