osmid,name,highway,oneway,reversed,length,geometry,maxspeed,ref,width,lanes
447045473,Via Nocelle,residential,False,False,35.177,"LINESTRING (14.2833698 41.0853467, 14.2837895 41.0853495)",,,,
503791989,Via Giosuè Carducci,residential,False,True,175.219,"LINESTRING (14.2833698 41.0853467, 14.283289 41.0869213)",,,,
447045473,Via Nocelle,residential,False,True,85.535,"LINESTRING (14.2833698 41.0853467, 14.2828013 41.0853576, 14.2825728 41.0853863, 14.282361 41.0854318)",,,,
362774894,Viale Trieste,residential,False,True,83.544,"LINESTRING (14.273263 41.0836577, 14.2723833 41.0833044)",30,,,
665576444,Viale Trieste,residential,False,False,137.735,"LINESTRING (14.273263 41.0836577, 14.2746923 41.084269)",30,,,
46106908,Via Carceri vecchie,residential,False,False,36.414,"LINESTRING (14.273263 41.0836577, 14.2733602 41.0835256, 14.273421 41.0834667, 14.2735257 41.0834024)",,,,
51259858,Via Torino,residential,True,False,103.493,"LINESTRING (14.273263 41.0836577, 14.2731695 41.0837826, 14.2731192 41.0838333, 14.2730594 41.0838957, 14.272952 41.0839675, 14.2728148 41.0840231, 14.272434 41.0841249, 14.2722848 41.0841567)",,,,
46106908,Via Carceri vecchie,residential,False,False,18.254,"LINESTRING (14.2735257 41.0834024, 14.2737356 41.0833586)",,,,
46106908,Via Carceri vecchie,residential,False,True,36.414,"LINESTRING (14.2735257 41.0834024, 14.273421 41.0834667, 14.2733602 41.0835256, 14.273263 41.0836577)",,,,
51259417,Via Colombo,tertiary,True,False,111.615,"LINESTRING (14.2829445 41.0879662, 14.2816127 41.0879662)",,,,
51259434,Via San Giovanni,tertiary,False,True,12.087,"LINESTRING (14.2829445 41.0879662, 14.2830887 41.0879679)",,SP45,,
51259560,Viale Rimembranza,residential,True,False,80.767,"LINESTRING (14.2829445 41.0879662, 14.2829108 41.0876424, 14.282428 41.0874726)",,SP45,,
51259638,Via Pola,residential,True,False,79.381,"LINESTRING (14.2800998 41.0879578, 14.2802154 41.0874525, 14.2802386 41.0873514, 14.2802608 41.0872543)",,,,
51259644,Via Pola,residential,False,True,73.722,"LINESTRING (14.2800998 41.0879578, 14.280098 41.0879961, 14.2800692 41.0886204)",,,,
51259778,Via Giuseppe Verdi,tertiary,False,False,115.113,"LINESTRING (14.2800998 41.0879578, 14.2794025 41.0879578, 14.2787266 41.087974)",,,4,
51259511,Piazza rotatoria,residential,True,False,15.31,"LINESTRING (14.2821812 41.0873432, 14.2823207 41.0872543)",,SP45,,
51259511,Piazza rotatoria,residential,True,False,14.074,"LINESTRING (14.2823207 41.0872543, 14.2824709 41.0873109)",,SP45,,
51259538,Via Circumvallazione,residential,False,True,182.096,"LINESTRING (14.2823207 41.0872543, 14.2823569 41.0856169)",,SP46,,
51259511,Piazza rotatoria,residential,True,False,18.336,"LINESTRING (14.2824709 41.0873109, 14.282428 41.0874726)",,SP45,,
512683524,Via Dante Alighieri,residential,True,False,81.104,"LINESTRING (14.2824709 41.0873109, 14.283289 41.0869213)",,,,
51259511,Piazza rotatoria,residential,True,False,25.196,"LINESTRING (14.282428 41.0874726, 14.2821812 41.0873432)",,SP45,,
51259549,Via Dante Alighieri,residential,False,False,66.477,"LINESTRING (14.2839697 41.0866144, 14.283289 41.0869213)",,,,
503791987,Via Giacomo Leopardi,residential,False,False,140.528,"LINESTRING (14.2839697 41.0866144, 14.2840115 41.085351)",,,,
51259549,Via Dante Alighieri,residential,False,True,66.477,"LINESTRING (14.283289 41.0869213, 14.2839697 41.0866144)",,,,
51259591,Via Garibaldi,residential,True,False,107.474,"LINESTRING (14.283289 41.0869213, 14.2835442 41.0878685)",,,,
503791989,Via Giosuè Carducci,residential,False,False,175.219,"LINESTRING (14.283289 41.0869213, 14.2833698 41.0853467)",,,,
51259434,Via San Giovanni,tertiary,False,False,40.87,"LINESTRING (14.2835763 41.0879736, 14.2830887 41.0879679)",,SP45,,
51259434,Via San Giovanni,tertiary,False,True,10.723,"LINESTRING (14.2835763 41.0879736, 14.2837042 41.087971)",,SP45,,
51259417,Via Colombo,tertiary,True,False,126.796,"LINESTRING (14.2816127 41.0879662, 14.2800998 41.0879578)",,,,
51259636,Via Sanfelice,residential,False,True,84.889,"LINESTRING (14.2816127 41.0879662, 14.2818808 41.08723)",,,,
51259636,Via Sanfelice,residential,False,False,84.889,"LINESTRING (14.2818808 41.08723, 14.2816127 41.0879662)",,,,
665576447,Via Michele Monaco,residential,True,False,28.147,"LINESTRING (14.2818808 41.08723, 14.2821812 41.0873432)",30,,,
51259638,Via Pola,residential,True,False,67.981,"LINESTRING (14.2802608 41.0872543, 14.2807543 41.0867691)",,,,
665576447,Via Michele Monaco,residential,True,False,107.424,"LINESTRING (14.2807543 41.0867691, 14.2818808 41.08723)",30,,,
51259721,Via Madonna delle Grazie,residential,False,True,123.57900000000001,"LINESTRING (14.2737488 41.0878883, 14.2737382 41.0875263, 14.2737212 41.0869483, 14.2737162 41.0867772)",,,,
51259775,Via Costantinopoli,tertiary,False,False,80.903,"LINESTRING (14.2737488 41.0878883, 14.2745908 41.0878768, 14.274714 41.0878769)",,,,2
511817428,Via Funara,tertiary,False,True,60.191,"LINESTRING (14.2737488 41.0878883, 14.2736785 41.0880413, 14.2735598 41.08841)",,,,
51259828,Via Madonna delle grazie,residential,False,True,14.918,"LINESTRING (14.2722628 41.0853829, 14.2722714 41.0852489)",,,,
51259721,Via Madonna delle Grazie,residential,False,False,120.759,"LINESTRING (14.2722628 41.0853829, 14.2726326 41.0856046, 14.2729544 41.0857987, 14.273287 41.0860332, 14.2733313 41.0861014)",,,,
51261011,Via Merano,residential,False,True,40.473,"LINESTRING (14.2737162 41.0867772, 14.274199 41.0867853)",,,,
51259721,Via Madonna delle Grazie,residential,False,False,123.57900000000001,"LINESTRING (14.2737162 41.0867772, 14.2737212 41.0869483, 14.2737382 41.0875263, 14.2737488 41.0878883)",,,,
51259721,Via Madonna delle Grazie,residential,False,True,81.86699999999999,"LINESTRING (14.2737162 41.0867772, 14.2736818 41.0867085, 14.2736204 41.086586, 14.2735338 41.0864133, 14.2733313 41.0861014)",,,,
51259740,Via Costantinopoli,residential,True,False,95.09299999999999,"LINESTRING (14.2775678 41.0854833, 14.2773393 41.085691, 14.2768437 41.0861417)",,,,
512683523,Via Michele Monaco,residential,True,False,53.61,"LINESTRING (14.2775678 41.0854833, 14.2776037 41.0854991, 14.2781205 41.085726)",30,,,
51259775,Via Costantinopoli,tertiary,False,True,13.859,"LINESTRING (14.2748792 41.0878825, 14.274714 41.0878769)",,,,2
51259778,Via Giuseppe Verdi,tertiary,False,True,196.839,"LINESTRING (14.2748792 41.0878825, 14.2750188 41.0878847, 14.2751754 41.0878872, 14.2765593 41.0879093, 14.2772255 41.0879484)",,,4,
51259791,Via C. Ruberto,residential,False,True,27.891,"LINESTRING (14.2768061 41.0867691, 14.2767954 41.0870198)",,,,1
516263244,Via Massari,residential,True,False,25.568,"LINESTRING (14.2768061 41.0867691, 14.2768199 41.0865394)",,,,
51259740,Via Costantinopoli,residential,True,False,195.378,"LINESTRING (14.2768437 41.0861417, 14.276216 41.0867125, 14.275347 41.0874888)",,,,
51259791,Via C. Ruberto,residential,False,False,27.891,"LINESTRING (14.2767954 41.0870198, 14.2768061 41.0867691)",,,,1
51259828,Via Madonna delle grazie,residential,False,False,22.344,"LINESTRING (14.2723214 41.0842137, 14.272316 41.0844146)",,,,
51261043,Via Forlì,residential,False,False,44.763,"LINESTRING (14.2723214 41.0842137, 14.2728167 41.0843643)",,,,
1064169447,Via Madonna delle grazie,residential,False,False,7.041,"LINESTRING (14.2723214 41.0842137, 14.2722848 41.0841567)",,,,
51261403,Via Panito,residential,False,False,69.269,"LINESTRING (14.2787663 41.0860096, 14.2790699 41.0858715, 14.2791879 41.0858149, 14.2792523 41.0857421, 14.2793488 41.0855965)",,,,
512683523,Via Michele Monaco,residential,True,False,187.53,"LINESTRING (14.2787663 41.0860096, 14.2789948 41.0861333, 14.279145 41.0861949, 14.2794239 41.086292, 14.2797136 41.086389, 14.2799926 41.0864537, 14.280293 41.086575, 14.2807543 41.0867691)",30,,,
51260109,Viale dello Sport,residential,False,False,57.486,"LINESTRING (14.2739065 41.0902749, 14.2738664 41.0897588)",,,,
51260109,Viale dello Sport,residential,False,True,33.951,"LINESTRING (14.2739065 41.0902749, 14.2739182 41.0905801)",,,,
51260681,Via del Podio,residential,False,False,59.801,"LINESTRING (14.2739065 41.0902749, 14.2746188 41.090307)",,,,
231321989,Via Universo,residential,False,True,100.951,"LINESTRING (14.2739065 41.0902749, 14.2727019 41.0902755)",,,,
51260133,Via Cavacone,residential,True,False,54.048,"LINESTRING (14.280064 41.0887101, 14.2794194 41.0886951)",50,,3.5,1
51259644,Via Pola,residential,False,False,9.984,"LINESTRING (14.280064 41.0887101, 14.2800677 41.0886532, 14.2800692 41.0886204)",,,,
51259644,Via Pola,residential,False,True,139.47899999999998,"LINESTRING (14.280064 41.0887101, 14.2800247 41.0893244, 14.2798335 41.0899473)",,,,
51260109,Viale dello Sport,residential,False,True,87.508,"LINESTRING (14.2735598 41.08841, 14.2737162 41.0891881)",,,,
511808697,Via Cavacone,residential,False,True,96.767,"LINESTRING (14.2735598 41.08841, 14.2747144 41.0884166)",50,,4,1
511817428,Via Funara,tertiary,False,False,60.191,"LINESTRING (14.2735598 41.08841, 14.2736785 41.0880413, 14.2737488 41.0878883)",,,,
51260133,Via Cavacone,residential,True,False,59.336,"LINESTRING (14.2783189 41.0886694, 14.2776114 41.0886491)",50,,3.5,1
51260147,Via F.A. di Monaco,residential,False,False,32.633,"LINESTRING (14.27589 41.0906518, 14.2759098 41.0903587)",,,,
1041952324,Via Primo Carnera,residential,False,False,29.025,"LINESTRING (14.27589 41.0906518, 14.276236 41.0906633)",,,,
231326451,Via Primo Carnera,residential,False,True,108.90299999999999,"LINESTRING (14.27589 41.0906518, 14.2756186 41.0906413, 14.2755276 41.0906378, 14.2745922 41.0906018)",,,,
51260147,Via F.A. di Monaco,residential,False,False,87.646,"LINESTRING (14.2759831 41.0892747, 14.2760363 41.0884875)",,,,
