osmid,oneway,name,highway,reversed,length,maxspeed,geometry,junction
245084320,True,Via Francesco Crispi,residential,False,84.838,,"LINESTRING (15.1965268 37.7570342, 15.1974272 37.7567597)",
507608718,False,Via Siculo Orientale,primary,False,71.593,50,"LINESTRING (15.1965268 37.7570342, 15.1965421 37.7575875, 15.1965446 37.7576779)",
507608718,False,Via Siculo Orientale,primary,True,33.592,50,"LINESTRING (15.1965268 37.7570342, 15.1965005 37.756874, 15.1964506 37.7567391)",
40389042,False,Via San Gregorio Magno,residential,True,31.716,,"LINESTRING (15.1965695 37.7591277, 15.1962151 37.7590743)",
507608718,False,Via Siculo Orientale,primary,False,35.216,50,"LINESTRING (15.1965695 37.7591277, 15.1964811 37.7594366)",
507608718,False,Via Siculo Orientale,primary,True,34.708,50,"LINESTRING (15.1965695 37.7591277, 15.1966099 37.7588172)",
37811295,False,Via San Giuseppe,residential,False,114.768,50,"LINESTRING (15.1976796 37.7577589, 15.1977083 37.7575542, 15.1976396 37.7572828, 15.1974272 37.7567597)",
37811295,False,Via San Giuseppe,residential,True,103.048,50,"LINESTRING (15.1976796 37.7577589, 15.1975641 37.7582406, 15.1974612 37.7586694)",
245084591,True,Viale Maria Immacolata,residential,False,100.46199999999999,,"LINESTRING (15.1976796 37.7577589, 15.1974736 37.7577417, 15.19697 37.7576938, 15.1966438 37.7576972, 15.1965446 37.7576779)",
489423050,True,Viale Maria Immacolata,tertiary,False,205.941,,"LINESTRING (15.1976796 37.7577589, 15.1979992 37.7578045, 15.1999849 37.7580881)",
37656621,True,Viale Maria Immacolata,residential,False,102.231,,"LINESTRING (15.1965446 37.7576779, 15.1966394 37.7576603, 15.1970014 37.7576257, 15.1974799 37.7576996, 15.1976796 37.7577589)",
"[245084318, 488868454]",False,Via Dottor Antonio Mercurio,residential,False,39.811,,"LINESTRING (15.1965446 37.7576779, 15.1964735 37.7576804, 15.1961511 37.7576918, 15.1960922 37.7576939)",
507608718,False,Via Siculo Orientale,primary,False,29.174999999999997,50,"LINESTRING (15.1965446 37.7576779, 15.1965473 37.7577645, 15.1965529 37.7579402)",
