osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,lanes,junction,tunnel,access
55351151,,Piazza Giovanni Paolo II,residential,,False,False,20.681,"LINESTRING (14.4993649 41.0890634, 14.4995302 41.0889253)",,,,,
55351152,SP128,Viale dei Caduti,tertiary,30,False,False,77.55,"LINESTRING (14.4993649 41.0890634, 14.4995003 41.0892004, 14.4997641 41.089512, 14.4998782 41.0896433)",,,,,
967034931,SP128,Viale dei Caduti,tertiary,20,False,True,54.732,"LINESTRING (14.4993649 41.0890634, 14.4993081 41.0890079, 14.498923 41.0887014)",,,,,
232826753,SP121,Viale Vittorio Emanuele III,secondary,30,False,False,16.359,"LINESTRING (14.4998782 41.0896433, 14.5000659 41.0896029)",,2,,,
840596820,SP121,Strada Provinciale 121 Caudina,secondary,30,False,True,37.765,"LINESTRING (14.4998782 41.0896433, 14.4999916 41.089972)",,2,,,
55351152,SP128,Viale dei Caduti,tertiary,30,False,True,77.55,"LINESTRING (14.4998782 41.0896433, 14.4997641 41.089512, 14.4995003 41.0892004, 14.4993649 41.0890634)",,,,,
55351325,SP121,Via Caudina,secondary,30,False,False,55.272,"LINESTRING (14.5025589 41.0866593, 14.5027094 41.0867945, 14.5029823 41.0869769, 14.5030273 41.0870075)",,,,,
233127475,,Rotonda Caudina,secondary,30,True,False,5.487,"LINESTRING (14.5025589 41.0866593, 14.5025272 41.0866656, 14.5024956 41.0866593)",,,roundabout,,
55351325,SP121,Via Caudina,secondary,30,False,True,3.795,"LINESTRING (14.50387 41.0886908, 14.5038595 41.0886576)",,,,,
"[232827489, 664383555, 55351153]",SP121,Viale Vittorio Emanuele III,secondary,30,False,"[False, True]",246.69899999999998,"LINESTRING (14.50387 41.0886908, 14.5037965 41.0887214, 14.5037379 41.0887442, 14.5035195 41.0888006, 14.5032088 41.0888735, 14.5027152 41.0889858, 14.5021674 41.0891106, 14.501617 41.0892487, 14.5011899 41.0893546, 14.501076 41.0893828)",yes,2,,,
664383556,,Via Roma,residential,,False,True,24.697,"LINESTRING (14.50387 41.0886908, 14.5038789 41.0887174, 14.5038853 41.0887366, 14.5039121 41.088817, 14.5039419 41.0889062)",,,,,
244936242,,Viale Giannelli,residential,30,False,False,76.388,"LINESTRING (14.4999916 41.089972, 14.4991671 41.0902649)",,,,,
840596820,SP121,Strada Provinciale 121 Caudina,secondary,30,False,False,37.765,"LINESTRING (14.4999916 41.089972, 14.4998782 41.0896433)",,2,,,
840596820,SP121,Strada Provinciale 121 Caudina,secondary,30,False,True,55.684000000000005,"LINESTRING (14.4999916 41.089972, 14.5000772 41.0904412, 14.5000796 41.0904683)",,2,,,
55351325,SP121,Via Caudina,secondary,30,False,False,99.02099999999999,"LINESTRING (14.5035849 41.0877915, 14.5036129 41.0878753, 14.503709 41.0881866, 14.5037285 41.0882433, 14.5037364 41.0882683, 14.5037434 41.0882903, 14.5037804 41.0884074, 14.5038527 41.0886362, 14.5038595 41.0886576)",,,,,
55351325,SP121,Via Caudina,secondary,30,False,True,102.673,"LINESTRING (14.5035849 41.0877915, 14.5035313 41.0876348, 14.503444 41.0873614, 14.5034086 41.0872937, 14.5033737 41.0872533, 14.5033359 41.0872156, 14.5030273 41.0870075)",,,,,
897270320,,Largo Annunziata,residential,,False,False,38.255,"LINESTRING (14.5035849 41.0877915, 14.5037457 41.0876961, 14.5038983 41.0876071, 14.5039448 41.0875799)",,,,,
108659262,,Via San Rocco,residential,,True,False,209.07200000000003,"LINESTRING (14.5039448 41.0875799, 14.50415 41.0877796, 14.5041724 41.087799, 14.5042158 41.0878297, 14.5042534 41.0878494, 14.5042839 41.0878635, 14.5043213 41.0878767, 14.5043584 41.0878888, 14.5044186 41.0878996, 14.5044879 41.0879089, 14.5045301 41.0879215, 14.5045618 41.0879351, 14.5045855 41.0879542, 14.5046627 41.0880338, 14.5047134 41.0880733, 14.50477 41.0881019, 14.5049213 41.0881511, 14.5051487 41.0882829, 14.5052247 41.0883499, 14.5052886 41.0884169, 14.5054052 41.0886146, 14.5055014 41.0887135, 14.5055423 41.0887447, 14.5056001 41.088776, 14.5056479 41.0887893, 14.5057142 41.0888136)",,,,,
897270320,,Largo Annunziata,residential,,False,True,38.254999999999995,"LINESTRING (14.5039448 41.0875799, 14.5038983 41.0876071, 14.5037457 41.0876961, 14.5035849 41.0877915)",,,,,
664383556,,Via Roma,residential,,False,False,24.697,"LINESTRING (14.5039419 41.0889062, 14.5039121 41.088817, 14.5038853 41.0887366, 14.5038789 41.0887174, 14.50387 41.0886908)",,,,,
"[232116057, 664383556]",,Via Roma,residential,,False,True,127.089,"LINESTRING (14.5039419 41.0889062, 14.5039726 41.0889983, 14.503994 41.0890623, 14.5040048 41.0890948, 14.5040447 41.0892574, 14.5040817 41.0893782, 14.5040865 41.0893939, 14.5041179 41.0894779, 14.5041436 41.0895673, 14.5041541 41.0896052, 14.5041578 41.0896229, 14.5042124 41.0898775, 14.5042305 41.0899683, 14.5042426 41.0900255)",,,,,
"[946029907, 670175412, 670175411, 232116054]",,"['Via Riello', 'Piazza Trieste']",residential,,False,False,306.42300000000006,"LINESTRING (14.5039419 41.0889062, 14.5040961 41.0888571, 14.5043191 41.0887862, 14.5046712 41.0886436, 14.5048912 41.0885707, 14.5049709 41.0886576, 14.5050303 41.0887342, 14.5050685 41.0887766, 14.505158 41.0888873, 14.5052225 41.0889787, 14.5052642 41.0890515, 14.5052809 41.089079, 14.5053336 41.0891536, 14.5053288 41.0891563, 14.5054242 41.0892813, 14.505479 41.0894881, 14.5054881 41.0895137, 14.5055164 41.0896924, 14.5055305 41.0898418, 14.505527 41.0900152, 14.5055184 41.0901514, 14.5055128 41.0902392, 14.5055122 41.0902548, 14.5055057 41.0904175)",,,,building_passage,
135592719,,Via Perna,residential,,False,True,119.92599999999999,"LINESTRING (14.5055057 41.0904175, 14.5053339 41.0904661, 14.505012 41.0905688, 14.5048988 41.0906049, 14.5046876 41.0906706, 14.5045726 41.0907223, 14.504509 41.0907462, 14.5042148 41.0908625, 14.5042065 41.0908658)",,,,,
"[946029907, 670175411, 670175412, 232116054]",,"['Via Riello', 'Piazza Trieste']",residential,,False,True,306.423,"LINESTRING (14.5055057 41.0904175, 14.5055122 41.0902548, 14.5055128 41.0902392, 14.5055184 41.0901514, 14.505527 41.0900152, 14.5055305 41.0898418, 14.5055164 41.0896924, 14.5054881 41.0895137, 14.505479 41.0894881, 14.5054242 41.0892813, 14.5053288 41.0891563, 14.5053336 41.0891536, 14.5052809 41.089079, 14.5052642 41.0890515, 14.5052225 41.0889787, 14.505158 41.0888873, 14.5050685 41.0887766, 14.5050303 41.0887342, 14.5049709 41.0886576, 14.5048912 41.0885707, 14.5046712 41.0886436, 14.5043191 41.0887862, 14.5040961 41.0888571, 14.5039419 41.0889062)",,,,building_passage,
135592719,,Via Perna,residential,,False,False,119.926,"LINESTRING (14.5042065 41.0908658, 14.5042148 41.0908625, 14.504509 41.0907462, 14.5045726 41.0907223, 14.5046876 41.0906706, 14.5048988 41.0906049, 14.505012 41.0905688, 14.5053339 41.0904661, 14.5055057 41.0904175)",,,,,
232116057,,Via Roma,residential,,False,False,93.59800000000001,"LINESTRING (14.5042065 41.0908658, 14.5042093 41.0908326, 14.5042144 41.0907743, 14.5042323 41.0906176, 14.5042511 41.0904528, 14.5042428 41.0900753, 14.5042423 41.0900416, 14.5042426 41.0900255)",,,,,
232116057,,Via Roma,residential,,False,True,144.30399999999997,"LINESTRING (14.5042065 41.0908658, 14.5041909 41.0909029, 14.5041868 41.090922, 14.5041825 41.0909427, 14.5041619 41.0910947, 14.5041441 41.0912119, 14.5041386 41.0912635, 14.5041219 41.0915225, 14.5040922 41.0915499, 14.5040627 41.0915757, 14.504038 41.0915973, 14.5040355 41.0917453, 14.5040374 41.0917803, 14.5040662 41.0918083, 14.5041119 41.0918164, 14.5040847 41.0918879, 14.5040755 41.0919961, 14.5040722 41.0920689, 14.5040797 41.0920976)",,,,,
232116055,,Via Martorano,residential,,False,True,76.451,"LINESTRING (14.5034272 41.0929807, 14.5034008 41.0928638, 14.5033986 41.0928435, 14.5033932 41.0927888, 14.503405 41.0924194, 14.5034085 41.0922952)",,,,,
"[231995848, 232116055]",,Via Martorano,residential,,False,"[False, True]",315.112,"LINESTRING (14.5042426 41.0900255, 14.5041957 41.0900329, 14.5040968 41.0900494, 14.5039914 41.0900545, 14.50375 41.0900147, 14.5037278 41.0900197, 14.5034555 41.0900839, 14.5034928 41.0906003, 14.5034913 41.0906555, 14.503455 41.090927, 14.5034665 41.0910691, 14.5034761 41.0911285, 14.5034337 41.0915185, 14.503417 41.0916308, 14.503369 41.0917774, 14.5033628 41.0918404, 14.5033616 41.0920001, 14.5033731 41.0921002, 14.5033924 41.0922129, 14.503403 41.0922504, 14.5034085 41.0922952)",,,,,
"[232116057, 664383556]",,Via Roma,residential,,False,False,127.089,"LINESTRING (14.5042426 41.0900255, 14.5042305 41.0899683, 14.5042124 41.0898775, 14.5041578 41.0896229, 14.5041541 41.0896052, 14.5041436 41.0895673, 14.5041179 41.0894779, 14.5040865 41.0893939, 14.5040817 41.0893782, 14.5040447 41.0892574, 14.5040048 41.0890948, 14.503994 41.0890623, 14.5039726 41.0889983, 14.5039419 41.0889062)",,,,,
232116057,,Via Roma,residential,,False,True,93.598,"LINESTRING (14.5042426 41.0900255, 14.5042423 41.0900416, 14.5042428 41.0900753, 14.5042511 41.0904528, 14.5042323 41.0906176, 14.5042144 41.0907743, 14.5042093 41.0908326, 14.5042065 41.0908658)",,,,,
232116055,,Via Martorano,residential,,False,False,76.451,"LINESTRING (14.5034085 41.0922952, 14.503405 41.0924194, 14.5033932 41.0927888, 14.5033986 41.0928435, 14.5034008 41.0928638, 14.5034272 41.0929807)",,,,,
"[231995848, 232116055]",,Via Martorano,residential,,False,"[False, True]",315.112,"LINESTRING (14.5034085 41.0922952, 14.503403 41.0922504, 14.5033924 41.0922129, 14.5033731 41.0921002, 14.5033616 41.0920001, 14.5033628 41.0918404, 14.503369 41.0917774, 14.503417 41.0916308, 14.5034337 41.0915185, 14.5034761 41.0911285, 14.5034665 41.0910691, 14.503455 41.090927, 14.5034913 41.0906555, 14.5034928 41.0906003, 14.5034555 41.0900839, 14.5037278 41.0900197, 14.50375 41.0900147, 14.5039914 41.0900545, 14.5040968 41.0900494, 14.5041957 41.0900329, 14.5042426 41.0900255)",,,,,
232826747,,Via dei Goti,residential,,False,True,60.580000000000005,"LINESTRING (14.5034085 41.0922952, 14.5035363 41.0922726, 14.5036728 41.0922386, 14.5038656 41.0921711, 14.5040797 41.0920976)",,,,,
232116057,,Via Roma,residential,,False,False,144.30400000000003,"LINESTRING (14.5040797 41.0920976, 14.5040722 41.0920689, 14.5040755 41.0919961, 14.5040847 41.0918879, 14.5041119 41.0918164, 14.5040662 41.0918083, 14.5040374 41.0917803, 14.5040355 41.0917453, 14.504038 41.0915973, 14.5040627 41.0915757, 14.5040922 41.0915499, 14.5041219 41.0915225, 14.5041386 41.0912635, 14.5041441 41.0912119, 14.5041619 41.0910947, 14.5041825 41.0909427, 14.5041868 41.090922, 14.5041909 41.0909029, 14.5042065 41.0908658)",,,,,
232116057,,Via Roma,residential,,False,True,67.854,"LINESTRING (14.5040797 41.0920976, 14.504091 41.092129, 14.504181 41.0922867, 14.5042646 41.0924485, 14.5044313 41.092644)",,,,,
232826747,,Via dei Goti,residential,,False,False,60.580000000000005,"LINESTRING (14.5040797 41.0920976, 14.5038656 41.0921711, 14.5036728 41.0922386, 14.5035363 41.0922726, 14.5034085 41.0922952)",,,,,
231998235,,Via Bocca,residential,,False,False,207.788,"LINESTRING (14.5057142 41.0888136, 14.5059312 41.0886016, 14.5060129 41.08854, 14.506068 41.0884985, 14.5061244 41.0884681, 14.506189 41.0884412, 14.5062782 41.0884116, 14.5063441 41.0883948, 14.5063798 41.0883857, 14.5064581 41.0883774, 14.5067652 41.0883446, 14.5067966 41.0883413, 14.5068373 41.0883344, 14.5068691 41.0883226, 14.5068904 41.0883077, 14.5069167 41.0882654, 14.5069406 41.0882425, 14.5069772 41.0882329, 14.5070124 41.0882377, 14.50703 41.0882593, 14.5070401 41.0882907, 14.5070337 41.0883137, 14.5070013 41.0883604, 14.5069708 41.0883932, 14.5069254 41.0884162, 14.5068931 41.0884378, 14.5068468 41.0884762, 14.5068061 41.0885256, 14.5067867 41.0885758, 14.5067913 41.0886142, 14.5068144 41.088656, 14.5069504 41.0887913)",,,,,
1267918055,,Via San Rocco,residential,,False,False,32.822,"LINESTRING (14.5057142 41.0888136, 14.5057345 41.0888645, 14.5059641 41.0890337)",,,,,
231998236,SP111,Strada Provinciale 111 Solopaca - Sant'Agata,secondary,60,False,True,239.81199999999995,"LINESTRING (14.506276 41.0911397, 14.5063005 41.0910105, 14.5063676 41.0906709, 14.5063874 41.0905501, 14.5063994 41.0904469, 14.5064006 41.0903939, 14.5063991 41.0903418, 14.5063939 41.0902911, 14.5063757 41.090206, 14.5063308 41.0900401, 14.506303 41.0899421, 14.5061977 41.089594, 14.5061643 41.0894799, 14.5061164 41.0893352, 14.5060791 41.0892467, 14.5060305 41.0891557, 14.5059848 41.0890712, 14.5059641 41.0890337)",,,,,
231998239,,Via Bocca Riello,residential,,False,False,205.734,"LINESTRING (14.506276 41.0911397, 14.5062024 41.090816, 14.506188 41.0907598, 14.5061714 41.0906951, 14.5061267 41.090566, 14.50612 41.0905477, 14.5060805 41.0904393, 14.5059793 41.0900969, 14.5059409 41.0900094, 14.5059256 41.0898936, 14.5059095 41.0898368, 14.505845 41.0897169, 14.5058295 41.0896852, 14.5057508 41.0895242, 14.5057251 41.0894715, 14.5056876 41.0893492)",,,,,
231998239,,Via Bocca Riello,residential,,False,True,205.734,"LINESTRING (14.5056876 41.0893492, 14.5057251 41.0894715, 14.5057508 41.0895242, 14.5058295 41.0896852, 14.505845 41.0897169, 14.5059095 41.0898368, 14.5059256 41.0898936, 14.5059409 41.0900094, 14.5059793 41.0900969, 14.5060805 41.0904393, 14.50612 41.0905477, 14.5061267 41.090566, 14.5061714 41.0906951, 14.506188 41.0907598, 14.5062024 41.090816, 14.506276 41.0911397)",,,,,
232203946,,Via 5 Ottobre 1943,residential,30,False,False,90.273,"LINESTRING (14.4978485 41.0878028, 14.4985551 41.0875645, 14.4987216 41.0874883, 14.4988135 41.0874452)",,,,,
967034931,SP128,Viale dei Caduti,tertiary,20,False,False,140.172,"LINESTRING (14.4978485 41.0878028, 14.4978787 41.0879251, 14.4979397 41.0880396, 14.4981022 41.0882289, 14.4983095 41.0884027, 14.4984396 41.0884692, 14.4986489 41.0885525, 14.4988079 41.0886239, 14.4988487 41.0886422, 14.498923 41.0887014)",,,,,
233127475,,Rotonda Caudina,secondary,30,True,False,6.924,"LINESTRING (14.5024956 41.0866593, 14.5024725 41.0866418, 14.502464 41.086618, 14.5024684 41.0866055)",,,roundabout,,
55351325,SP121,Via Caudina,secondary,30,False,False,102.673,"LINESTRING (14.5030273 41.0870075, 14.5033359 41.0872156, 14.5033737 41.0872533, 14.5034086 41.0872937, 14.503444 41.0873614, 14.5035313 41.0876348, 14.5035849 41.0877915)",,,,,
55351325,SP121,Via Caudina,secondary,30,False,True,55.27199999999999,"LINESTRING (14.5030273 41.0870075, 14.5029823 41.0869769, 14.5027094 41.0867945, 14.5025589 41.0866593)",,,,,
232203947,,Via Torrino,residential,,False,False,82.65299999999999,"LINESTRING (14.5030273 41.0870075, 14.5028112 41.0871266, 14.502356 41.0873469, 14.502311 41.0873545, 14.5022739 41.0873406, 14.5022522 41.0873125, 14.5022366 41.0872792)",,,,,
232116057,,Via Roma,residential,,False,True,4.48,"LINESTRING (14.5044313 41.092644, 14.5044179 41.092683)",,,,,
135592720,,Via Giacomo Ciardulli,residential,,False,True,68.85900000000001,"LINESTRING (14.5044313 41.092644, 14.5046158 41.0924826, 14.5046909 41.0923812, 14.50479 41.0922597, 14.5047713 41.0921129)",,,,,
232116057,,Via Roma,residential,,False,False,67.85399999999998,"LINESTRING (14.5044313 41.092644, 14.5042646 41.0924485, 14.504181 41.0922867, 14.504091 41.092129, 14.5040797 41.0920976)",,,,,
232116057,,Via Roma,residential,,False,False,4.48,"LINESTRING (14.5044179 41.092683, 14.5044313 41.092644)",,,,,
55351325,SP121,Via Caudina,secondary,30,False,False,3.795,"LINESTRING (14.5038595 41.0886576, 14.50387 41.0886908)",,,,,
55351325,SP121,Via Caudina,secondary,30,False,True,99.02099999999999,"LINESTRING (14.5038595 41.0886576, 14.5038527 41.0886362, 14.5037804 41.0884074, 14.5037434 41.0882903, 14.5037364 41.0882683, 14.5037285 41.0882433, 14.503709 41.0881866, 14.5036129 41.0878753, 14.5035849 41.0877915)",,,,,
232979834,,,residential,,False,False,70.189,"LINESTRING (14.5038595 41.0886576, 14.5038941 41.0886492, 14.5039617 41.0886288, 14.5040741 41.0885911, 14.5046235 41.0883996)",,,,,
232979834,,,residential,,False,True,70.18900000000001,"LINESTRING (14.5046235 41.0883996, 14.5040741 41.0885911, 14.5039617 41.0886288, 14.5038941 41.0886492, 14.5038595 41.0886576)",,,,,
232203947,,Via Torrino,residential,,False,True,82.653,"LINESTRING (14.5022366 41.0872792, 14.5022522 41.0873125, 14.5022739 41.0873406, 14.502311 41.0873545, 14.502356 41.0873469, 14.5028112 41.0871266, 14.5030273 41.0870075)",,,,,
53841922,SP123,Via Caudina,secondary,40,False,True,131.96300000000002,"LINESTRING (14.5025589 41.0865767, 14.5025855 41.0864932, 14.5026381 41.0863869, 14.5027144 41.0862766, 14.5028119 41.0861737, 14.5029149 41.086092, 14.5030924 41.0859758, 14.503142 41.0859482, 14.5032918 41.0858731, 14.5033992 41.0858282, 14.5035086 41.0857838, 14.5035631 41.0857748, 14.5036113 41.0857762)",,,,,
233127475,,Rotonda Caudina,secondary,30,True,False,10.974,"LINESTRING (14.5025589 41.0865767, 14.502582 41.0865941, 14.5025905 41.086618, 14.502582 41.0866418, 14.5025589 41.0866593)",,,roundabout,,
233127474,SP122,Via Sant'Antonio Abate,tertiary,40,False,False,80.077,"LINESTRING (14.5024684 41.0866055, 14.5023369 41.0865626, 14.5021649 41.086451, 14.5017787 41.0861196)",,,,,
233127475,,Rotonda Caudina,secondary,30,True,False,9.542,"LINESTRING (14.5024684 41.0866055, 14.5024725 41.0865941, 14.5024956 41.0865767, 14.5025272 41.0865703, 14.5025589 41.0865767)",,,roundabout,,
244936245,,Via Giovanbattista Antonini,unclassified,,True,False,41.863,"LINESTRING (14.500235 41.0922869, 14.5001463 41.092397, 14.5001257 41.0924153, 14.5000933 41.092428, 14.500036 41.0924292, 14.499842 41.0923843)",,,,,
840596816,,Via Giovanni Fusco,unclassified,,False,True,106.162,"LINESTRING (14.500235 41.0922869, 14.5006477 41.0924488, 14.5007032 41.0924846, 14.5007077 41.092525, 14.5006561 41.0925983, 14.5006602 41.0926529, 14.5006937 41.0926984, 14.5010545 41.0928648)",,,,,
244936253,,Via Pennino,residential,30,False,True,46.982,"LINESTRING (14.498923 41.0887014, 14.4984853 41.0889654)",,,,,
967034931,SP128,Viale dei Caduti,tertiary,20,False,False,54.732,"LINESTRING (14.498923 41.0887014, 14.4993081 41.0890079, 14.4993649 41.0890634)",,,,,
967034931,SP128,Viale dei Caduti,tertiary,20,False,True,140.172,"LINESTRING (14.498923 41.0887014, 14.4988487 41.0886422, 14.4988079 41.0886239, 14.4986489 41.0885525, 14.4984396 41.0884692, 14.4983095 41.0884027, 14.4981022 41.0882289, 14.4979397 41.0880396, 14.4978787 41.0879251, 14.4978485 41.0878028)",,,,,
967034930,SP121,Strada Provinciale 121 Caudina,secondary,40,False,False,36.29,"LINESTRING (14.49944 41.09218, 14.4996725 41.0919835, 14.4997197 41.0919314)",,2,,,
967034930,SP121,Strada Provinciale 121 Caudina,secondary,40,False,True,47.974999999999994,"LINESTRING (14.49944 41.09218, 14.4994157 41.0922005, 14.499264 41.092287, 14.4991051 41.0923455, 14.4989489 41.092394)",,2,,,
1149601210,,Via Giovanbattista Antonini,unclassified,,False,True,37.771,"LINESTRING (14.49944 41.09218, 14.4997751 41.0923667, 14.4998072 41.0923751)",,,,,
244936258,,Via Bruno Cassinari,unclassified,,False,True,53.340999999999994,"LINESTRING (14.5000846 41.0914899, 14.5001869 41.0915298, 14.5002409 41.0915621, 14.500314 41.0915897, 14.5003736 41.0916044, 14.5006739 41.0916557)",,,,,
967034930,SP121,Strada Provinciale 121 Caudina,secondary,40,False,False,114.22899999999998,"LINESTRING (14.5000846 41.0914899, 14.5001239 41.0913912, 14.5001316 41.0910628, 14.5000796 41.0904683)",,2,,,
967034930,SP121,Strada Provinciale 121 Caudina,secondary,40,False,True,9.526,"LINESTRING (14.5000846 41.0914899, 14.5000682 41.0915332, 14.5000462 41.0915703)",,2,,,
