osmid,name,highway,oneway,reversed,length,geometry,tunnel,maxspeed
118180163,Via Etna,primary,False,False,67.725,"LINESTRING (14.8394386 37.7902068, 14.839262 37.790104, 14.8388203 37.7898432)",,
118180163,Via Etna,primary,False,True,67.725,"LINESTRING (14.8388203 37.7898432, 14.839262 37.790104, 14.8394386 37.7902068)",,
773110864,Via Etna,primary,False,False,48.189,"LINESTRING (14.8388203 37.7898432, 14.8386515 37.7897417, 14.838524 37.7896446, 14.8385066 37.7896238, 14.8384361 37.7895397)",,
1160298180,Via Carso,residential,True,False,24.391,"LINESTRING (14.8388203 37.7898432, 14.8389331 37.7897235, 14.8389638 37.7897033, 14.8390125 37.7897012)",,
773110864,Via Etna,primary,False,True,21.834,"LINESTRING (14.8382334 37.7892246, 14.8383428 37.7894009)",,
773110864,Via Etna,primary,False,False,47.786,"LINESTRING (14.8382334 37.7892246, 14.8381969 37.7891364, 14.8381557 37.7890144, 14.8381345 37.7888955, 14.8381346 37.7888049)",,
"[1159529011, 41350006]",Via Professor Gaetano Gatto,residential,False,False,57.534,"LINESTRING (14.8382334 37.7892246, 14.8381465 37.7891846, 14.8380118 37.7890072, 14.8378584 37.7888105)",,
118180095,Viale Antonietta Aldisio,tertiary,True,False,27.504,"LINESTRING (14.8381347 37.7886943, 14.8378584 37.7888105)",,
773110864,Via Etna,primary,False,True,12.298,"LINESTRING (14.8381347 37.7886943, 14.8381346 37.7888049)",,
"[773110864, 1160580066, 1160580064, 118180143]","['Via Etna', 'Viale Antonino Grassia']",primary,False,False,226.709,"LINESTRING (14.8381347 37.7886943, 14.8381644 37.7881483, 14.8381732 37.787987, 14.8381981 37.7877386, 14.838255 37.7874803, 14.8382603 37.7873923, 14.838243 37.7871695, 14.8382266 37.7871128, 14.8382113 37.7870622, 14.8380461 37.7866862)",,
1159528974,Viale Antonino Grassia,primary,False,False,14.794,"LINESTRING (14.8378703 37.7856337, 14.8378116 37.785509)",,
1159528974,Viale Antonino Grassia,primary,False,True,9.332,"LINESTRING (14.8378703 37.7856337, 14.8378842 37.7857169)",,
1159528974,Viale Antonino Grassia,primary,False,True,14.794,"LINESTRING (14.8378116 37.785509, 14.8378703 37.7856337)",,
1159529021,,residential,True,False,18.782,"LINESTRING (14.8378116 37.785509, 14.8380245 37.7854942)",,
1159528974,Viale Antonino Grassia,primary,False,False,122.3,"LINESTRING (14.8378116 37.785509, 14.8375079 37.7848663, 14.8373739 37.7846093, 14.8373084 37.7844837)",,
372656508,Viale della Regione,primary,False,False,9.987,"LINESTRING (14.8373084 37.7844837, 14.8372612 37.784402)",,
53085817,Viale della Regione,residential,False,True,150.001,"LINESTRING (14.8373084 37.7844837, 14.8373339 37.7846207, 14.8373523 37.7847194, 14.8373526 37.7848763, 14.837352 37.7850577, 14.8372887 37.7852354, 14.8372095 37.7854156, 14.8371399 37.7855782, 14.8371102 37.7856558, 14.8370497 37.785792)",,
1159528974,Viale Antonino Grassia,primary,False,True,122.30000000000001,"LINESTRING (14.8373084 37.7844837, 14.8373739 37.7846093, 14.8375079 37.7848663, 14.8378116 37.785509)",,
53141679,Via Merano,residential,False,False,23.751,"LINESTRING (14.8359871 37.7829814, 14.8357359 37.7830602)",,
372656501,Viale Cavalieri di Vittorio Veneto,primary,False,False,16.411,"LINESTRING (14.8359871 37.7829814, 14.8358746 37.7828636)",,
53141679,Via Merano,residential,False,True,31.877000000000002,"LINESTRING (14.8359871 37.7829814, 14.8360904 37.7829406, 14.8362866 37.7828217)",,
372656508,Viale della Regione,primary,False,True,48.811,"LINESTRING (14.8359871 37.7829814, 14.8362597 37.7832694, 14.8363198 37.7833329)",,
1160298192,,tertiary,False,False,18.963,"LINESTRING (14.8308108 37.7912015, 14.8310038 37.7911252)",,
235328321,Via Palermo,tertiary,False,False,92.43799999999999,"LINESTRING (14.8308108 37.7912015, 14.8300204 37.7914925, 14.8298727 37.7915738)",,
1159774675,Via Madonna della Catena,residential,False,False,62.146,"LINESTRING (14.8308108 37.7912015, 14.830808 37.7912619, 14.8308013 37.7912884, 14.8307692 37.7913308, 14.8306806 37.7913796, 14.8304057 37.7915057, 14.8303749 37.791529, 14.8303668 37.7915544, 14.8303641 37.7915799)",,
221527912,,residential,False,False,9.103,"LINESTRING (14.8308068 37.7882744, 14.8308028 37.7881926)",,
1159774805,,tertiary,False,False,12.166,"LINESTRING (14.8308068 37.7882744, 14.8308172 37.7883835)",,
"[1159774801, 1159774805]",Via dello Stadio,tertiary,False,True,21.933,"LINESTRING (14.8308068 37.7882744, 14.8307519 37.7882769, 14.8307147 37.7882723, 14.8305596 37.7882533)",,
1159774801,Via dello Stadio,tertiary,False,False,10.735,"LINESTRING (14.8304638 37.7881934, 14.8305596 37.7882533)",,
1152281276,Via Verrazzano,residential,False,True,78.077,"LINESTRING (14.8304638 37.7881934, 14.8303641 37.7879606, 14.8300705 37.7875676)",,
1159774801,Via dello Stadio,tertiary,False,True,81.181,"LINESTRING (14.8304638 37.7881934, 14.8302548 37.7880089, 14.8298481 37.7876491)",,
540088633,Via dello Stadio,residential,False,False,10.624,"LINESTRING (14.8298481 37.7876491, 14.8297646 37.7877182)",,
1159774799,Via Simeto,tertiary,False,True,55.679,"LINESTRING (14.8298481 37.7876491, 14.8298024 37.7875959, 14.8297097 37.7874879, 14.829581 37.7873785, 14.8294388 37.7872695)",,
1159774801,Via dello Stadio,tertiary,False,False,81.181,"LINESTRING (14.8298481 37.7876491, 14.8302548 37.7880089, 14.8304638 37.7881934)",,
1159245958,Via Guglielmo Marconi,tertiary,False,True,15.584,"LINESTRING (14.8283292 37.7838488, 14.8285 37.7838111)",,
518601696,Via Giotto,residential,False,False,76.844,"LINESTRING (14.8283292 37.7838488, 14.8285335 37.783437, 14.8288062 37.7833128)",,
53081199,Via Trieste,residential,True,False,15.921,"LINESTRING (14.8378584 37.7888105, 14.8377929 37.788677)",,
118427383,Viale Antonietta Aldisio,tertiary,False,False,28.901,"LINESTRING (14.8378584 37.7888105, 14.8375731 37.7889398)",,
"[1159529011, 41350006]",Via Professor Gaetano Gatto,residential,False,True,57.534000000000006,"LINESTRING (14.8378584 37.7888105, 14.8380118 37.7890072, 14.8381465 37.7891846, 14.8382334 37.7892246)",,
118438282,Via Madonna del Riparo,tertiary,False,False,12.129,"LINESTRING (14.8345572 37.7895459, 14.8344642 37.7894653)",,
1159774643,,residential,False,False,70.875,"LINESTRING (14.8345572 37.7895459, 14.8343794 37.789687, 14.8339405 37.7899549)",,
1159774645,Vico delle Scale,residential,False,True,21.474,"LINESTRING (14.8345572 37.7895459, 14.8346309 37.7895477, 14.8347469 37.7896466)",,
1159774600,,tertiary,False,True,45.42,"LINESTRING (14.8335781 37.7887294, 14.8336096 37.7887544, 14.833943 37.7890187)",,
1159774601,Via Roma,tertiary,True,False,16.546,"LINESTRING (14.8335781 37.7887294, 14.8336552 37.7886675, 14.8336995 37.7886164)",,
1159774639,Via Roma,tertiary,False,False,33.618,"LINESTRING (14.8335781 37.7887294, 14.8334822 37.7886675, 14.833332 37.7885477, 14.8333078 37.7885174)",,
1159774628,Via Cardinale Antonino Saverio De Luca,tertiary,False,False,19.853,"LINESTRING (14.8323331 37.7875342, 14.8322175 37.7873808)",,
1159774640,Via Cardinale Antonino Saverio De Luca,tertiary,True,False,94.203,"LINESTRING (14.8323331 37.7875342, 14.8323034 37.7875907, 14.8322792 37.7877062, 14.8321603 37.7883685)",,
540088613,Via Claudio Monteverdi,residential,False,False,86.836,"LINESTRING (14.8321603 37.7883685, 14.8323275 37.7883803, 14.8323745 37.7883633, 14.8324831 37.7882902, 14.83264 37.7881513, 14.8327366 37.7881333, 14.8326802 37.7879076)",,
1159774640,Via Cardinale Antonino Saverio De Luca,tertiary,True,False,107.458,"LINESTRING (14.8321603 37.7883685, 14.83203 37.7891277, 14.8319922 37.7893257)",,
1160298226,,tertiary,True,False,16.436,"LINESTRING (14.8313738 37.7909985, 14.8312046 37.7910615)",,
221527923,Via Cardinale Antonino Saverio De Luca,tertiary,False,True,34.447,"LINESTRING (14.8313738 37.7909985, 14.8314384 37.7909524, 14.8314743 37.7909032, 14.8314921 37.7908295, 14.831468 37.790722)",,
53081207,Corso Umberto Primo,tertiary,True,False,115.364,"LINESTRING (14.8338648 37.7872589, 14.8338854 37.7873055, 14.8339048 37.7874321, 14.8338722 37.7875572, 14.8338116 37.787686, 14.833783 37.7877713, 14.8337781 37.7877926, 14.8337684 37.7878345, 14.8337572 37.7879631, 14.8337369 37.7881946, 14.8337461 37.7882763)",,
540088605,Via Vittorio Alfieri,residential,True,False,13.052,"LINESTRING (14.8366345 37.7866378, 14.8365171 37.7865659)",,
53081201,Via Sottotenente Nunzio Russo,residential,True,False,75.11,"LINESTRING (14.8366345 37.7866378, 14.8367044 37.7867009, 14.8368036 37.786789, 14.836915 37.7868951, 14.836975 37.7870033, 14.8370666 37.7872086)",,
1159529015,Via Giacomo Matteotti,residential,False,False,17.304,"LINESTRING (14.836448 37.7865236, 14.8366178 37.7864448)",,
540088605,Via Vittorio Alfieri,residential,True,False,58.92400000000001,"LINESTRING (14.836448 37.7865236, 14.8361647 37.7864082, 14.8361373 37.7863933, 14.8359869 37.7862364, 14.8359635 37.7861847)",,
1159528995,Via Saturno,residential,True,False,12.056,"LINESTRING (14.8359635 37.7861847, 14.8358543 37.7861976, 14.8358277 37.7861952)",,
1159528996,Via Vittorio Alfieri,residential,True,False,24.984,"LINESTRING (14.8359635 37.7861847, 14.8359136 37.7860401, 14.8359016 37.7859659)",,
1159528995,Via Saturno,residential,True,False,9.826,"LINESTRING (14.8357404 37.7861874, 14.8356454 37.7861408)",,
