osmid,name,highway,oneway,reversed,length,ref,maxspeed,bridge,lanes,geometry,access,junction
35401539,Via Vittorio Veneto,residential,False,True,27.446,,,,,"LINESTRING (11.4119166 44.8880911, 11.4121846 44.8879334)",,
66020068,Via Giuseppe Borselli,primary,False,False,88.41,SP69,50,,,"LINESTRING (11.4119166 44.8880911, 11.4121453 44.8888695)",,
"[35401563, 233667444, 233667445]","['Viale venti Settembre', 'Viale XX Settembre']",secondary,False,False,66.461,,,yes,2,"LINESTRING (11.4119166 44.8880911, 11.4118586 44.8881009, 11.4111929 44.8882065, 11.4110918 44.8882151)",,
"[23905333, 1027482389]",Via Giuseppe Borselli,primary,False,True,288.533,SP69,50,,3,"LINESTRING (11.4119166 44.8880911, 11.4118872 44.8879834, 11.4117843 44.8876232, 11.411699 44.8873248, 11.4114103 44.8863082, 11.4113784 44.8861492, 11.4113625 44.8860253, 11.41136 44.8858594, 11.4113651 44.8857217, 11.411404 44.8855362)",,
64696759,Via G. Bruno,residential,True,False,57.885999999999996,,,,,"LINESTRING (11.4163914 44.8903721, 11.4162434 44.8903634, 11.4156591 44.8903291)",,
296979231,Via C. Battisti,residential,False,True,108.221,,,,,"LINESTRING (11.4139963 44.8856339, 11.4139451 44.8855876, 11.4131491 44.8848678)",,
329132357,Via Giuseppe Mazzini,residential,False,False,80.40100000000001,,,,,"LINESTRING (11.4139963 44.8856339, 11.413162 44.885902, 11.4130666 44.8859321)",,
329132357,Via Giuseppe Mazzini,residential,False,True,125.83700000000002,,,,,"LINESTRING (11.4139963 44.8856339, 11.4141074 44.8855984, 11.4142248 44.8855608, 11.4151765 44.8852438, 11.4152065 44.8852366, 11.415236 44.8852328, 11.4152736 44.8852328, 11.4153111 44.8852347, 11.415354 44.8852385, 11.4154671 44.8852526)",,
84659199,Via Giacomo Leopardi,residential,False,False,51.475,,,,,"LINESTRING (11.4065514 44.8854934, 11.4071472 44.8856834)",,
705953328,Via Giuseppe Parini,residential,False,False,65.062,,,,,"LINESTRING (11.4065514 44.8854934, 11.4068877 44.884959)",,
705953328,Via Giuseppe Parini,residential,False,True,56.128,,,,,"LINESTRING (11.4065514 44.8854934, 11.4062612 44.8859544)",,
120234503,Via Botte Panaro,residential,True,False,54.293,,,,,"LINESTRING (11.4154671 44.8852526, 11.4155491 44.884845, 11.4155847 44.8847976, 11.4156088 44.8847824)",,
126348751,Piazza Giuseppe Garibaldi,residential,False,False,64.139,,,,,"LINESTRING (11.4154671 44.8852526, 11.4155682 44.8852759, 11.4156469 44.8852939, 11.4156927 44.8853113, 11.415742 44.88533, 11.4157982 44.8853624, 11.4158516 44.8853943, 11.4159019 44.8854272, 11.4159556 44.8854658, 11.4160007 44.8854966, 11.416058 44.885531, 11.4161273 44.8855741)",,
329132357,Via Giuseppe Mazzini,residential,False,False,125.83700000000002,,,,,"LINESTRING (11.4154671 44.8852526, 11.415354 44.8852385, 11.4153111 44.8852347, 11.4152736 44.8852328, 11.415236 44.8852328, 11.4152065 44.8852366, 11.4151765 44.8852438, 11.4142248 44.8855608, 11.4141074 44.8855984, 11.4139963 44.8856339)",,
