osmid,highway,junction,oneway,reversed,length,geometry,name,lanes,maxspeed
27353568,unclassified,roundabout,True,False,12.523000000000001,"LINESTRING (9.0565841 45.5984817, 9.0566102 45.5985145, 9.0566205 45.5985513, 9.0566139 45.5985886)",,,
27353568,unclassified,roundabout,True,False,26.275,"LINESTRING (9.0563165 45.5986292, 9.0562894 45.5985947, 9.0562799 45.5985559, 9.056289 45.598517, 9.0563157 45.5984823, 9.0563571 45.5984556, 9.0564086 45.5984398)",,,
1031323262,unclassified,,True,False,68.453,"LINESTRING (9.0563165 45.5986292, 9.056264 45.5986521, 9.0562077 45.5986659, 9.0561354 45.5986694, 9.0560184 45.5986695, 9.0554498 45.5986817)",Via Bernardino Luini,,
27353568,unclassified,roundabout,True,False,15.203000000000001,"LINESTRING (9.0564086 45.5984398, 9.0564572 45.5984363, 9.0565052 45.5984426, 9.0565487 45.5984581, 9.0565841 45.5984817)",,,
27353625,residential,,False,False,173.286,"LINESTRING (9.0564086 45.5984398, 9.0563214 45.5983608, 9.0562821 45.5982367, 9.0562235 45.597032, 9.0562173 45.596906)",Via Tevere,,
29279339,tertiary,,False,False,57.126,"LINESTRING (9.0451021 45.5977024, 9.0451929 45.5971926)",Corso della Vittoria,2,
29279339,tertiary,,False,True,25.01,"LINESTRING (9.0451021 45.5977024, 9.04507 45.5979262)",Corso della Vittoria,2,
27353614,residential,,True,False,241.677,"LINESTRING (9.0451021 45.5977024, 9.0480643 45.59765, 9.0481533 45.5976485, 9.0482074 45.5976475)",Via Roma,,
29279339,tertiary,,False,False,53.647,"LINESTRING (9.0450049 45.5984065, 9.04507 45.5979262)",Corso della Vittoria,2,
29279339,tertiary,,False,True,23.436,"LINESTRING (9.0450049 45.5984065, 9.0449169 45.5985208, 9.0449258 45.5986015)",Corso della Vittoria,2,
251491448,residential,,False,False,103.362,"LINESTRING (9.0490325 45.5982186, 9.0489322 45.5991455)",Vicolo Raffaello Sanzio,,
27353604,unclassified,,True,False,64.849,"LINESTRING (9.0490325 45.5982186, 9.0488176 45.5982386, 9.0486171 45.5982484, 9.0483032 45.5982546, 9.0482015 45.5982552)",Via Bernardino Luini,,
27353601,residential,,False,False,82.796,"LINESTRING (9.0521651 45.5983218, 9.0521128 45.5975781)",Via Andrea Mantegna,,
27353604,unclassified,,True,False,61.414,"LINESTRING (9.0521651 45.5983218, 9.0513934 45.5982056)",Via Bernardino Luini,,
27353604,unclassified,,True,False,137.224,"LINESTRING (9.0549204 45.5986564, 9.054541 45.5986214, 9.0537686 45.5985321, 9.0534072 45.5984914, 9.0532993 45.598478, 9.0531785 45.5984634)",Via Bernardino Luini,,
27353615,residential,,False,False,192.528,"LINESTRING (9.0549204 45.5986564, 9.0547563 45.5974353, 9.0547216 45.5969606, 9.0547194 45.596931)",Via Giuseppe Castelli,,
27353601,residential,,False,False,67.457,"LINESTRING (9.0521128 45.5975781, 9.0520432 45.5969734)",Via Andrea Mantegna,,
27353601,residential,,False,True,82.796,"LINESTRING (9.0521128 45.5975781, 9.0521651 45.5983218)",Via Andrea Mantegna,,
29279339,tertiary,,False,True,57.126,"LINESTRING (9.0451929 45.5971926, 9.0451021 45.5977024)",Corso della Vittoria,2,
27353600,tertiary,,False,True,51.754000000000005,"LINESTRING (9.0451929 45.5971926, 9.0452806 45.5969088, 9.0453682 45.5967448)",Viale Cinque Giornate,,
74141913,unclassified,,False,False,233.78799999999998,"LINESTRING (9.0451929 45.5971926, 9.0454892 45.597197, 9.0463076 45.5971588, 9.0481908 45.597062)",Viale Italia,,
74141913,unclassified,,False,True,1.896,"LINESTRING (9.0547437 45.5969297, 9.0547194 45.596931)",Viale Italia,,
74141913,unclassified,,False,False,49.202999999999996,"LINESTRING (9.0547437 45.5969297, 9.0548553 45.5969283, 9.055376 45.5969216)",Viale Italia,,
251619177,residential,,False,True,87.112,"LINESTRING (9.0547437 45.5969297, 9.054743 45.5969011, 9.0547411 45.5968221, 9.0547251 45.5961464)",Via Damiano Chiesa,,
27353601,residential,,False,True,67.457,"LINESTRING (9.0520432 45.5969734, 9.0521128 45.5975781)",Via Andrea Mantegna,,
74141913,unclassified,,False,False,208.271,"LINESTRING (9.0520432 45.5969734, 9.0547194 45.596931)",Viale Italia,,
74141913,unclassified,,False,True,22.568,"LINESTRING (9.0520432 45.5969734, 9.0517532 45.5969776)",Viale Italia,,
27353625,residential,,False,True,173.286,"LINESTRING (9.0562173 45.596906, 9.0562235 45.597032, 9.0562821 45.5982367, 9.0563214 45.5983608, 9.0564086 45.5984398)",Via Tevere,,
74141913,unclassified,,False,False,71.64699999999999,"LINESTRING (9.0562173 45.596906, 9.0570526 45.5968881, 9.0571377 45.5968856)",Viale Italia,,
74141913,unclassified,,False,True,45.478,"LINESTRING (9.0562173 45.596906, 9.0556593 45.5969144, 9.0556329 45.5969148)",Viale Italia,,
27353600,tertiary,,False,False,25.062,"LINESTRING (9.0468793 45.5951708, 9.0466945 45.5953554)",Viale Cinque Giornate,,
27353600,tertiary,,False,True,223.71300000000002,"LINESTRING (9.0468793 45.5951708, 9.0483877 45.5936442, 9.0485142 45.5935158)",Viale Cinque Giornate,,
27353640,unclassified,,False,False,87.437,"LINESTRING (9.0468793 45.5951708, 9.0469885 45.5951749, 9.0480011 45.5952175)",Via Quattro Novembre,,
251619177,residential,,False,True,188.939,"LINESTRING (9.0547102 45.5953884, 9.0546532 45.5936897)",Via Damiano Chiesa,,
27353640,unclassified,,False,False,187.226,"LINESTRING (9.0547102 45.5953884, 9.0563357 45.5954445, 9.0571136 45.5954714)",Via Quattro Novembre,,
27353640,unclassified,,False,True,72.417,"LINESTRING (9.0547102 45.5953884, 9.0545762 45.5953855, 9.0537799 45.5953684)",Via Quattro Novembre,,
251619177,residential,,False,False,43.391999999999996,"LINESTRING (9.0547102 45.5953884, 9.0547146 45.5956125, 9.0547179 45.5957786)",Via Damiano Chiesa,,
27353600,tertiary,,False,False,51.754000000000005,"LINESTRING (9.0453682 45.5967448, 9.0452806 45.5969088, 9.0451929 45.5971926)",Viale Cinque Giornate,,
27353600,tertiary,,False,True,185.921,"LINESTRING (9.0453682 45.5967448, 9.0454812 45.5965946, 9.0456168 45.5964431, 9.0466945 45.5953554)",Viale Cinque Giornate,,
251491454,residential,,False,True,19.796,"LINESTRING (9.0453682 45.5967448, 9.0452754 45.5967237, 9.0451193 45.5967129)",Via Isonzo,,
27353600,tertiary,,False,False,223.71300000000002,"LINESTRING (9.0485142 45.5935158, 9.0483877 45.5936442, 9.0468793 45.5951708)",Viale Cinque Giornate,,
58638902,residential,,False,False,161.14,"LINESTRING (9.0485142 45.5935158, 9.0486314 45.5935257, 9.0496884 45.5935397, 9.0505836 45.5935617)",Via Sant'Alessandro,,
58638944,residential,,False,False,62.45,"LINESTRING (9.0485142 45.5935158, 9.0484016 45.5935107, 9.0477133 45.5934792)",Via San Michele,,50
"[251618128, 58638926]",unclassified,,False,False,246.344,"LINESTRING (9.0554814 45.5999808, 9.0554864 45.6002928, 9.0555062 45.6003769, 9.0555486 45.6004405, 9.0556055 45.6004872, 9.0556612 45.6005127, 9.0556937 45.6005115, 9.0557341 45.6004941, 9.0557775 45.6004535, 9.0558304 45.600393, 9.0569607 45.5991628)","['Via Arno', 'Via Giuseppe Moretti']",,
1031323263,unclassified,,True,False,144.58200000000002,"LINESTRING (9.0554814 45.5999808, 9.0554296 45.5990821, 9.0554373 45.5988042, 9.0554411 45.5987412, 9.0554498 45.5986817)",Via Arno,,
29372343,residential,,False,False,182.729,"LINESTRING (9.0482015 45.5982552, 9.0482126 45.5998985)",Via Venticinque Aprile,,
29372343,residential,,False,True,67.575,"LINESTRING (9.0482015 45.5982552, 9.0482074 45.5976475)",Via Venticinque Aprile,,
27353604,unclassified,,True,False,249.657,"LINESTRING (9.0482015 45.5982552, 9.046809 45.5983017, 9.0457616 45.5983196, 9.045364 45.598358, 9.0450049 45.5984065)",Via Bernardino Luini,,
29372343,residential,,False,True,25.62,"LINESTRING (9.0482226 45.6001288, 9.0482126 45.5998985)",Via Venticinque Aprile,,
251489235,unclassified,,True,False,60.061,"LINESTRING (9.0482226 45.6001288, 9.0485703 45.6001174, 9.048994 45.6001076)",Largo Donatori di Sangue,,
29372343,residential,,False,False,25.62,"LINESTRING (9.0482126 45.5998985, 9.0482226 45.6001288)",Via Venticinque Aprile,,
29372343,residential,,False,True,182.729,"LINESTRING (9.0482126 45.5998985, 9.0482015 45.5982552)",Via Venticinque Aprile,,
29372344,residential,,False,False,55.663,"LINESTRING (9.0482126 45.5998985, 9.0488971 45.6000442)",Largo Donatori di Sangue,,
251489031,residential,,False,True,90.11,"LINESTRING (9.0482126 45.5998985, 9.0471123 45.5996454)",Via Silvio Pellico,,
29372344,residential,,False,True,10.321,"LINESTRING (9.048994 45.6001076, 9.0488971 45.6000442)",Largo Donatori di Sangue,,
251489239,unclassified,,True,False,39.371,"LINESTRING (9.048994 45.6001076, 9.0495 45.6001019)",Via Silvio Pellico,,
