osmid,name,highway,oneway,reversed,length,geometry,lanes,junction,tunnel
"[292815457, 48842621]","['Via Porta San Pietro', 'Via Valverde']",tertiary,False,"[False, True]",120.82099999999998,"LINESTRING (13.0869982 37.5073347, 13.0868827 37.5072655, 13.0868148 37.5072056, 13.0866962 37.5070762, 13.0865592 37.5069401, 13.0865412 37.5069259, 13.0865189 37.5069175, 13.0864948 37.5069151, 13.0864706 37.5069182, 13.0864497 37.5069287, 13.0864349 37.5069408, 13.0864247 37.5069564, 13.0864231 37.5069742, 13.086483 37.5071678, 13.0865179 37.5073035, 13.0865338 37.5073712)",,,
48842621,Via Valverde,tertiary,False,True,44.135000000000005,"LINESTRING (13.0869982 37.5073347, 13.0870815 37.5073579, 13.0871571 37.5073684, 13.0872286 37.5073736, 13.0874895 37.5073442)",,,
190095947,Via Porta San Calogero,tertiary,True,False,24.236,"LINESTRING (13.0869982 37.5073347, 13.086977 37.5074481, 13.087 37.5075498)",,,
48842621,Via Valverde,tertiary,False,False,44.135,"LINESTRING (13.0874895 37.5073442, 13.0872286 37.5073736, 13.0871571 37.5073684, 13.0870815 37.5073579, 13.0869982 37.5073347)",,,
248515130,Via Orti San Salvatore,residential,False,False,41.92,"LINESTRING (13.0767097 37.5092697, 13.0771423 37.5091136)",,,
60692300,Via Amedeo Modigliani,tertiary,False,False,100.612,"LINESTRING (13.0767097 37.5092697, 13.0770009 37.5097668, 13.0771192 37.5099556, 13.0771987 37.5100871)",,,
60692251,Via Pietro Gerardi,tertiary,True,False,36.293,"LINESTRING (13.0789672 37.5095772, 13.0790884 37.5097439, 13.0791669 37.5098625)",,,
60692269,Corso Vittorio Emanuele,tertiary,False,False,105.05600000000001,"LINESTRING (13.0789672 37.5095772, 13.0791098 37.5094984, 13.0791981 37.5094163, 13.0794777 37.5091121, 13.0797485 37.5088715)",,,
353714426,Via Pietro Gerardi,residential,True,False,25.999,"LINESTRING (13.0789672 37.5095772, 13.0789407 37.5095466, 13.0788101 37.5093794)",,,
565873387,Corso Vittorio Emanuele,residential,False,True,52.629000000000005,"LINESTRING (13.0789672 37.5095772, 13.0786877 37.5097151, 13.0784523 37.5098159)",,,
