osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,lanes,junction
17903406,Via Roma,tertiary,50,False,False,91.019,"LINESTRING (11.9275576 45.6701341, 11.9279538 45.6702456, 11.9282957 45.6703331, 11.9285174 45.6704074, 11.9286337 45.6704543)",,,,
17965168,Via Roma,tertiary,50,False,False,199.77100000000002,"LINESTRING (11.9275576 45.6701341, 11.9273195 45.6700723, 11.9262922 45.6698074, 11.9251424 45.6695183)",SR245,,,
110879954,Via Giacomo Matteotti,tertiary,50,False,True,53.900999999999996,"LINESTRING (11.9275576 45.6701341, 11.9276496 45.6699413, 11.9277843 45.669676)",SR245,,,
17903406,Via Roma,tertiary,50,False,True,91.019,"LINESTRING (11.9286337 45.6704543, 11.9285174 45.6704074, 11.9282957 45.6703331, 11.9279538 45.6702456, 11.9275576 45.6701341)",,,,
158260257,Piazza Guglielmo Marconi,residential,,True,False,32.871,"LINESTRING (11.9286337 45.6704543, 11.9288089 45.6705269, 11.9290144 45.6705805)",,,,
708456479,Via Roma,tertiary,50,False,False,40.016,"LINESTRING (11.9286337 45.6704543, 11.9287215 45.6705149, 11.9287967 45.6705914, 11.9288247 45.6706383, 11.9288538 45.6706891, 11.9288645 45.670727, 11.9288718 45.6707633)",,,,
"[866432394, 50059931, 866432395]",Via Regina Cornaro,residential,,False,True,113.08900000000001,"LINESTRING (11.9271751 45.674445, 11.9283525 45.6746549, 11.9284078 45.6746643, 11.9285183 45.6746857, 11.9285845 45.6746989)",,yes,,
128732555,Via Romanina,residential,,False,False,81.707,"LINESTRING (11.9271751 45.674445, 11.927036 45.6744219, 11.9269593 45.6744096, 11.9266827 45.6743648, 11.9261511 45.6742777)",,,,
562549185,Via San Pio X,tertiary,50,False,False,183.24,"LINESTRING (11.9271751 45.674445, 11.9271326 45.6745783, 11.9269729 45.6750806, 11.9266837 45.6760567)",,,,
"[562549185, 342764924]","['Via San Pio X', 'Piazza Giorgione']",tertiary,50,False,True,134.537,"LINESTRING (11.9271751 45.674445, 11.9272057 45.674349, 11.9272849 45.6741096, 11.9273011 45.6740604, 11.9274068 45.6736674, 11.9274118 45.6736095, 11.9274154 45.6735685, 11.9274209 45.6734374, 11.9274282 45.6733916, 11.9274245 45.6733371, 11.9274187 45.6732526)",,,,
