osmid,oneway,highway,reversed,length,geometry,name,width,junction,access
23384621,False,unclassified,True,51.192,"LINESTRING (10.8646933 45.4849842, 10.8642606 45.4853305)",,,,
23384621,False,unclassified,False,167.06,"LINESTRING (10.8646933 45.4849842, 10.8660514 45.4840352, 10.8662315 45.4839401)",,,,
"[27488907, 23409990]",False,residential,True,160.28300000000002,"LINESTRING (10.8646933 45.4849842, 10.8653979 45.4853906, 10.8665405 45.4853568)","['Via della Filanda', 'Via Colli']",,,
23384621,False,unclassified,True,167.06,"LINESTRING (10.8662315 45.4839401, 10.8660514 45.4840352, 10.8646933 45.4849842)",,,,
23410806,False,unclassified,False,73.15,"LINESTRING (10.8662315 45.4839401, 10.8664354 45.4839226, 10.8670012 45.4839372, 10.8671678 45.4839333)",Via Moletti,,,
761724019,False,tertiary,True,71.131,"LINESTRING (10.8709961 45.4845912, 10.8718781 45.484755)",Via Prese,,,
23384745,False,tertiary,True,72.91,"LINESTRING (10.8709961 45.4845912, 10.870934 45.4840197, 10.870925 45.4839374)",Via Pozze,,,
23409972,False,tertiary,False,231.026,"LINESTRING (10.8709961 45.4845912, 10.8705799 45.4845143, 10.8705362 45.4845146, 10.8697315 45.4845197, 10.8694145 45.4845196, 10.868047 45.4845303)",Via Prese,,,
23397426,True,tertiary,False,69.474,"LINESTRING (10.868047 45.4845303, 10.8680303 45.4844691, 10.8678791 45.4839167)",Via Madonna,,,
23409972,False,tertiary,True,231.026,"LINESTRING (10.868047 45.4845303, 10.8694145 45.4845196, 10.8697315 45.4845197, 10.8705362 45.4845146, 10.8705799 45.4845143, 10.8709961 45.4845912)",Via Prese,,,
76082591,False,tertiary,True,142.15699999999998,"LINESTRING (10.868047 45.4845303, 10.8681805 45.4853536, 10.868217 45.4854397, 10.868373 45.4857827)",Via Madonna,,,
75560560,False,tertiary,True,60.026,"LINESTRING (10.8690488 45.4873106, 10.8692274 45.4878357)",Via Roma,,,
76082591,False,tertiary,False,32.358,"LINESTRING (10.8690488 45.4873106, 10.868957 45.4870268)",Via Madonna,,,
23384944,True,residential,False,257.335,"LINESTRING (10.8690488 45.4873106, 10.8665726 45.4876759, 10.8658049 45.487723)",Via Sabionè,,,
23387878,False,residential,True,62.023,"LINESTRING (10.8658049 45.487723, 10.8656741 45.4871728)",Via Salvo D'Acquisto,,,
23401474,False,tertiary,False,34.346,"LINESTRING (10.8646686 45.483899, 10.864243 45.4838192)",Via Risorgimento,,,
23516319,True,tertiary,False,129.743,"LINESTRING (10.8646686 45.483899, 10.8648623 45.4839157, 10.8650151 45.4839353, 10.8652054 45.4839563, 10.8653447 45.4839587, 10.8654872 45.4839259, 10.8656879 45.4838464, 10.8659378 45.4837002, 10.8661466 45.4835739)",Via Risorgimento,,,
23384745,False,tertiary,False,71.998,"LINESTRING (10.8708349 45.483293, 10.870925 45.4839374)",Via Pozze,,,
23384745,False,tertiary,True,72.962,"LINESTRING (10.8708349 45.483293, 10.8707664 45.4826386)",Via Pozze,,,
23409995,False,tertiary,True,35.495000000000005,"LINESTRING (10.8708349 45.483293, 10.8706718 45.4833039, 10.8703807 45.483314)",Via Generale Carlo Alberto Dalla Chiesa,,,
23404394,False,residential,False,290.197,"LINESTRING (10.8703807 45.483314, 10.8704268 45.4839552, 10.8703969 45.4839564, 10.8700663 45.4839695, 10.8693965 45.4839966, 10.8689977 45.4840147, 10.8687505 45.4840215, 10.8686046 45.4840206, 10.8685021 45.4840044, 10.8684366 45.4839398, 10.8684369 45.4834044)",,,,
23409995,False,tertiary,True,151.885,"LINESTRING (10.8703807 45.483314, 10.870151 45.4833248, 10.8694736 45.4833595, 10.8689169 45.4833801, 10.8688753 45.483384, 10.8684369 45.4834044)",Via Generale Carlo Alberto Dalla Chiesa,,,
23409995,False,tertiary,False,35.495000000000005,"LINESTRING (10.8703807 45.483314, 10.8706718 45.4833039, 10.8708349 45.483293)",Via Generale Carlo Alberto Dalla Chiesa,,,
23397426,True,tertiary,False,54.798,"LINESTRING (10.8678791 45.4839167, 10.8677121 45.483438)",Via Madonna,,,
23410806,False,unclassified,True,55.484,"LINESTRING (10.8678791 45.4839167, 10.8671678 45.4839333)",Via Moletti,,,
23387878,False,residential,False,69.639,"LINESTRING (10.868373 45.4857827, 10.8675013 45.4859196)",Via Salvo D'Acquisto,,,
76082591,False,tertiary,False,142.15699999999998,"LINESTRING (10.868373 45.4857827, 10.868217 45.4854397, 10.8681805 45.4853536, 10.868047 45.4845303)",Via Madonna,,,
76082591,False,tertiary,True,146.11,"LINESTRING (10.868373 45.4857827, 10.868735 45.4864577, 10.8687937 45.4867177, 10.868957 45.4870268)",Via Madonna,,,
