osmid,oneway,name,highway,maxspeed,reversed,length,lanes,ref,geometry,junction,bridge
173294944,True,Via Tommaso Piano,residential,50,False,36.877,,,"LINESTRING (13.8306654 41.4922317, 13.8308106 41.492545)",,
1086891802,True,Via Enrico De Nicola,tertiary,50,False,24.015,1,SR6,"LINESTRING (13.8306654 41.4922317, 13.8304719 41.4922835, 13.8303939 41.4923044)",,
155135753,False,Via Pinchera,unclassified,,False,95.584,,,"LINESTRING (13.8266835 41.4932879, 13.8268884 41.4935705, 13.8271427 41.4939259, 13.827211 41.4940506)",,
173294950,True,Via Riccardo da San Germano,tertiary,,False,58.49900000000001,,SR6,"LINESTRING (13.8266835 41.4932879, 13.8265776 41.4932786, 13.8264877 41.4932292, 13.8263293 41.4931036, 13.8261818 41.4929491)",,
169256615,False,Via Montecassino,tertiary,,True,28.254,,SS149,"LINESTRING (13.8255405 41.4904177, 13.8255024 41.490482, 13.825435 41.4905139, 13.8253715 41.4905153, 13.825289 41.4904703)",,
173294947,True,Via Casilina Sud,tertiary,,False,55.388000000000005,,SR6,"LINESTRING (13.8255405 41.4904177, 13.8255411 41.4901512, 13.8255775 41.4899212)",,
168974565,False,Via Montecassino,tertiary,,False,40.299,,SS149,"LINESTRING (13.825289 41.4904703, 13.8253949 41.4906672, 13.8254763 41.4908044)",,
169256615,False,Via Montecassino,tertiary,,False,28.254,,SS149,"LINESTRING (13.825289 41.4904703, 13.8253715 41.4905153, 13.825435 41.4905139, 13.8255024 41.490482, 13.8255405 41.4904177)",,
150091693,True,,secondary,,False,14.536000000000001,,,"LINESTRING (13.83194 41.4918936, 13.8319332 41.4918621, 13.8319385 41.4918377, 13.8319529 41.4918155, 13.8319753 41.4917973, 13.8320036 41.4917847)",roundabout,
1086891802,True,Via Enrico De Nicola,tertiary,50,False,112.622,1,SR6,"LINESTRING (13.83194 41.4918936, 13.8315704 41.4919917, 13.8306654 41.4922317)",,
118563987,True,Piazza Abate Rea,residential,,False,19.745,,,"LINESTRING (13.8349066 41.4962755, 13.8348739 41.4962501, 13.8348571 41.4962242, 13.8348508 41.4961892, 13.8348608 41.4961548, 13.8348933 41.4961194)",roundabout,
118564800,False,Via Giuseppe Verdi,residential,,True,72.501,,,"LINESTRING (13.8333612 41.4908182, 13.8332567 41.4901709)",,
150091702,False,Via Bari,residential,,False,74.52,,,"LINESTRING (13.8333612 41.4908182, 13.8335119 41.4914788)",,
682263247,True,,secondary,,False,106.124,,,"LINESTRING (13.8333612 41.4908182, 13.8345518 41.4907062, 13.8346254 41.4906993)",,
168974574,False,,residential,,True,54.726,,,"LINESTRING (13.8258108 41.4885973, 13.8258977 41.4885007, 13.8259598 41.4884572, 13.826023 41.4883752, 13.8261093 41.4882635, 13.826156 41.4881825)",,
168974575,True,Via Gari,residential,,False,40.25,,,"LINESTRING (13.8258108 41.4885973, 13.8256734 41.4886606, 13.8255952 41.4887466, 13.8255508 41.4888796)",,
168974576,True,Via Gari,residential,,False,24.5,,,"LINESTRING (13.8258108 41.4885973, 13.825739 41.4886108, 13.8256718 41.4886115, 13.825623 41.4885991, 13.8255835 41.488582, 13.8255375 41.4885584)",,
"[150091704, 667393502, 169322406, 169322407]",False,Via Gari,residential,,True,195.346,,,"LINESTRING (13.8258108 41.4885973, 13.8268833 41.4888023, 13.8269045 41.4888068, 13.8270588 41.4888395, 13.8273417 41.4888994, 13.828075 41.4890546)",,yes
118563987,True,Piazza Abate Rea,residential,,False,12.686,,,"LINESTRING (13.8351216 41.4961891, 13.8351115 41.496232, 13.8350863 41.4962618, 13.835049 41.4962833)",roundabout,
118563980,False,Via Giovanni Pascoli,residential,,False,105.888,,,"LINESTRING (13.8344263 41.4894955, 13.8331566 41.4895427)",,
118563980,False,Via Giovanni Pascoli,residential,,True,120.338,,,"LINESTRING (13.8344263 41.4894955, 13.8358693 41.4894424)",,
173297871,False,Via Domenico Cimarosa,residential,,False,61.46,,,"LINESTRING (13.8344263 41.4894955, 13.8344195 41.4889428)",,
173297871,False,Via Domenico Cimarosa,residential,,True,63.033,,,"LINESTRING (13.8344263 41.4894955, 13.834501 41.4900596)",,
118563980,False,Via Giovanni Pascoli,residential,,False,120.338,,,"LINESTRING (13.8358693 41.4894424, 13.8344263 41.4894955)",,
169322460,False,Via Vincenzo Bellini,residential,,False,53.693,,,"LINESTRING (13.8358693 41.4894424, 13.8359122 41.4899242)",,
169322460,False,Via Vincenzo Bellini,residential,,True,56.914,,,"LINESTRING (13.8358693 41.4894424, 13.8357949 41.4889336)",,
