osmid,oneway,name,highway,access,reversed,length,ref,geometry,tunnel,lanes,junction
108741483,False,Via Roma,secondary,,False,22.209,,"LINESTRING (18.1672803 40.1746321, 18.1670233 40.1745956)",,2,
108741483,False,Via Roma,secondary,,True,66.695,,"LINESTRING (18.1672803 40.1746321, 18.1675733 40.1746984, 18.1680139 40.1748428)",,2,
108741483,False,Via Roma,secondary,,False,77.48100000000001,,"LINESTRING (18.1658164 40.1746143, 18.1653581 40.1746092, 18.1650125 40.1746084, 18.1649045 40.1746093)",,2,
108741483,False,Via Roma,secondary,,True,53.361000000000004,,"LINESTRING (18.1658164 40.1746143, 18.1663695 40.1746057, 18.1664441 40.1746011)",,2,
108746567,True,Via M. Laporta,residential,,False,71.894,,"LINESTRING (18.1639994 40.1749781, 18.1638614 40.175616)",,,
206304611,True,Via Marsala,residential,,False,50.926,,"LINESTRING (18.1639994 40.1749781, 18.1634 40.1749787)",,,
483394843,True,Via Marsala,residential,,False,69.828,,"LINESTRING (18.1639994 40.1749781, 18.164821 40.1749943)",,,
1236252531,False,Piazza Giuseppe Lillo,tertiary,,False,5.493,,"LINESTRING (18.172698 40.1758107, 18.1726644 40.1758529)",,,
1236252532,False,Piazza Giuseppe Lillo,tertiary,,True,14.4,,"LINESTRING (18.172698 40.1758107, 18.1727731 40.1756946)",,,
27341109,True,Piazza Dante Alighieri,secondary,,False,45.989000000000004,SS476,"LINESTRING (18.1678074 40.1752251, 18.1679788 40.174905, 18.1680139 40.1748428)",,,
84593835,False,Via Settembrini,residential,,False,118.047,,"LINESTRING (18.1720612 40.1763871, 18.1725527 40.1767056, 18.172893 40.1769383, 18.1731035 40.1770888)",,,
206857497,False,Corso Federico Mezio,tertiary,,False,65.50699999999999,,"LINESTRING (18.1720612 40.1763871, 18.1718448 40.1765653, 18.1715781 40.1767953, 18.1715445 40.1768243)",,,
206857497,False,Corso Federico Mezio,tertiary,,True,67.088,,"LINESTRING (18.1720612 40.1763871, 18.1723193 40.1761663, 18.1725546 40.175958, 18.1725862 40.1759368)",,,
204829539,True,Via Filippo Turati,residential,yes,False,54.331,,"LINESTRING (18.1711243 40.1768718, 18.1707096 40.1766435, 18.1706128 40.1765791)",,,
84593772,False,,residential,,True,40.122,,"LINESTRING (18.1725862 40.1759368, 18.1729691 40.176148)",,,
204662162,False,Piazza Giuseppe Lillo,tertiary,,True,6.234,,"LINESTRING (18.1725862 40.1759368, 18.1726266 40.17589)",,,
206857497,False,Corso Federico Mezio,tertiary,,False,67.088,,"LINESTRING (18.1725862 40.1759368, 18.1725546 40.175958, 18.1723193 40.1761663, 18.1720612 40.1763871)",,,
27341109,True,Piazza Dante Alighieri,secondary,,False,48.681000000000004,SS476,"LINESTRING (18.1680139 40.1748428, 18.1680455 40.1747905, 18.1682083 40.1745036, 18.1682485 40.1744435)",,,
108741483,False,Via Roma,secondary,,False,66.695,,"LINESTRING (18.1680139 40.1748428, 18.1675733 40.1746984, 18.1672803 40.1746321)",,2,
108741483,False,Via Roma,secondary,,False,51.041,,"LINESTRING (18.1640912 40.1745921, 18.1634905 40.1745862)",,2,
108741483,False,Via Roma,secondary,,True,69.126,,"LINESTRING (18.1640912 40.1745921, 18.1649045 40.1746093)",,2,
108746567,True,Via M. Laporta,residential,,False,43.624,,"LINESTRING (18.1640912 40.1745921, 18.1639994 40.1749781)",,,
72891888,False,Via Liguria,tertiary,,False,42.584,,"LINESTRING (18.1653338 40.1727028, 18.1654101 40.1723243)",,,
72891888,False,Via Liguria,tertiary,,True,33.706,,"LINESTRING (18.1653338 40.1727028, 18.1652743 40.1730025)",,,
76507147,False,Via undici Febbraio,residential,,False,63.314,,"LINESTRING (18.1653338 40.1727028, 18.1660767 40.1727473)",,,
72891888,False,Via Liguria,tertiary,,True,42.584,,"LINESTRING (18.1654101 40.1723243, 18.1653338 40.1727028)",,,
76507142,True,Via Puglia,residential,,False,66.118,,"LINESTRING (18.1654101 40.1723243, 18.1646745 40.1721303)",,,
72891888,False,Via Liguria,tertiary,,False,74.857,,"LINESTRING (18.1654101 40.1723243, 18.1654959 40.1719908, 18.1655728 40.1716627)",,,
108741483,False,Via Roma,secondary,,True,22.209,,"LINESTRING (18.1670233 40.1745956, 18.1672803 40.1746321)",,2,
207087979,True,Via Giulio Cesare Viola,residential,,False,52.193,,"LINESTRING (18.1670233 40.1745956, 18.1668011 40.1750332)",,,
108741483,False,Via Roma,secondary,,False,49.224000000000004,,"LINESTRING (18.1670233 40.1745956, 18.1668501 40.1745932, 18.1664441 40.1746011)",,2,
76507155,False,Via Beato Angelico,residential,,False,38.049,,"LINESTRING (18.1623977 40.1736406, 18.1623313 40.173979)",,,
76507155,False,Via Beato Angelico,residential,,True,55.426,,"LINESTRING (18.1623977 40.1736406, 18.1624337 40.1731429)",,,
206871639,False,Via XX Settembre,secondary,,False,24.847,,"LINESTRING (18.1679826 40.1779983, 18.1676923 40.1779712)",,,
1152728506,True,Via C. Galluccio,residential,,False,80.1,,"LINESTRING (18.1679826 40.1779983, 18.1680708 40.1772811)",,,
76507169,True,Via C. Galluccio,residential,,False,73.017,,"LINESTRING (18.1679826 40.1779983, 18.1679565 40.1782237, 18.1678926 40.1786513)",,,
206871639,False,Via XX Settembre,secondary,,True,52.373,,"LINESTRING (18.1679826 40.1779983, 18.1685449 40.1780472, 18.1685951 40.1780516)",,,
76507193,False,Via Emilia,residential,,False,71.705,,"LINESTRING (18.167172 40.1710922, 18.1679929 40.1712418)",,,
76507193,False,Via Emilia,residential,,True,64.023,,"LINESTRING (18.167172 40.1710922, 18.1664354 40.1709709)",,,
562736699,False,Via Giulia,residential,,False,59.329,,"LINESTRING (18.167172 40.1710922, 18.1672707 40.170564)",,,
562736699,False,Via Giulia,residential,,True,87.251,,"LINESTRING (18.167172 40.1710922, 18.1670009 40.1718659)",,,
76507178,True,Corso Re D'Italia,secondary,,False,27.905,,"LINESTRING (18.1676588 40.1754489, 18.1678074 40.1752251)",,,
76507141,True,,unclassified,,False,50.586,,"LINESTRING (18.1676588 40.1754489, 18.1677617 40.1755001, 18.1681751 40.1756751)",,,
84593871,True,Via Piemonte,residential,,False,60.664,,"LINESTRING (18.1636358 40.1733301, 18.1637161 40.172788)",,,
72891888,False,Via Liguria,tertiary,,False,33.706,,"LINESTRING (18.1652743 40.1730025, 18.1653338 40.1727028)",,,
72891888,False,Via Liguria,tertiary,,True,57.986,,"LINESTRING (18.1652743 40.1730025, 18.1651591 40.1735165)",,,
108742977,False,Via Marche,residential,,False,67.602,,"LINESTRING (18.1652743 40.1730025, 18.1644907 40.1728971)",,,
108742978,False,Via Giovanni Pascoli,residential,,False,59.24,,"LINESTRING (18.1652743 40.1730025, 18.1659606 40.1730965)",,,
76507153,False,Via San Rocco,residential,,True,36.209,,"LINESTRING (18.1665355 40.1772141, 18.1669612 40.1772297)",,,
204548645,True,Via Fedele Albanese,residential,,False,82.242,,"LINESTRING (18.1665355 40.1772141, 18.1660212 40.1778407)",,,
72891888,False,Via Liguria,tertiary,,False,53.068,,"LINESTRING (18.1645514 40.1761992, 18.1646599 40.1757292)",,,
72891888,False,Via Liguria,tertiary,,True,45.376,,"LINESTRING (18.1645514 40.1761992, 18.1644517 40.1766001)",,,
76507144,False,Via Giulio Cesare Viola,residential,,False,36.12,,"LINESTRING (18.1645514 40.1761992, 18.1649704 40.1762542)",,,
27341109,True,Piazza Dante Alighieri,secondary,,False,54.443,SS476,"LINESTRING (18.1686989 40.17443, 18.168786 40.1744827, 18.1689044 40.1745684, 18.1690224 40.1746759, 18.1690634 40.1747369, 18.1690916 40.1748048)",,,
459375502,False,Piazza Dante Alighieri,secondary,,True,38.367000000000004,SS476,"LINESTRING (18.1686989 40.17443, 18.1685168 40.1744301, 18.1683714 40.1744305, 18.1682485 40.1744435)",,,
74173011,True,Via Lombardia,residential,,False,51.93,,"LINESTRING (18.1643639 40.1734229, 18.1642669 40.173884)",,,
76507177,False,Via Belluno,residential,,True,68.36,,"LINESTRING (18.1643639 40.1734229, 18.1651591 40.1735165)",,,
483394842,True,Via Belluno,residential,,False,62.717,,"LINESTRING (18.1643639 40.1734229, 18.1636358 40.1733301)",,,
76507154,True,Via Abruzzo,residential,,False,79.518,,"LINESTRING (18.1662762 40.1716756, 18.1664354 40.1709709)",,1,
588419181,False,Via Gallipoli,secondary,,False,65.109,SP47,"LINESTRING (18.1662762 40.1716756, 18.1670009 40.1718659)",,,
588419181,False,Via Gallipoli,secondary,,True,60.465,SP47,"LINESTRING (18.1662762 40.1716756, 18.1656103 40.1714838)",,,
76507154,True,Via Abruzzo,residential,,False,59.92,,"LINESTRING (18.1664354 40.1709709, 18.166546 40.1704387)",,1,
76507193,False,Via Emilia,residential,,False,64.023,,"LINESTRING (18.1664354 40.1709709, 18.167172 40.1710922)",,,
84593826,False,Via Emilia,residential,,True,59.921,,"LINESTRING (18.1664354 40.1709709, 18.1657496 40.1708453)",,,
76507156,True,Via Gioacchino Toma,residential,,False,31.574,,"LINESTRING (18.1668282 40.1768698, 18.1664572 40.1768532)",,,
204548645,True,Via Fedele Albanese,residential,,False,45.652,,"LINESTRING (18.1668282 40.1768698, 18.1665355 40.1772141)",,,
76507167,False,Via Tanza,residential,,False,68.066,,"LINESTRING (18.1636841 40.1764248, 18.1644517 40.1766001)",,,
76507167,False,Via Tanza,residential,,True,52.004,,"LINESTRING (18.1636841 40.1764248, 18.1630993 40.1762867)",,,
76507180,False,Via M. Laporta,residential,,False,91.187,,"LINESTRING (18.1636841 40.1764248, 18.1638614 40.175616)",,,
76507180,False,Via M. Laporta,residential,,True,74.172,,"LINESTRING (18.1636841 40.1764248, 18.1635097 40.1770784)",,,
76507152,False,Via Giulia,residential,,True,53.553,,"LINESTRING (18.1669142 40.1723151, 18.1667962 40.1727882)",,,
76507173,False,,residential,,True,62.159,,"LINESTRING (18.1669142 40.1723151, 18.1662313 40.1721146)",,,
562736699,False,Via Giulia,residential,,False,50.489,,"LINESTRING (18.1669142 40.1723151, 18.1670009 40.1718659)",,,
562736701,False,Via Lecce,residential,,False,84.391,,"LINESTRING (18.1669142 40.1723151, 18.1678927 40.1724454)",,,
588419180,False,Via Mazzini,residential,,False,44.308,,"LINESTRING (18.1678422 40.17284, 18.1678119 40.1732378)",,,
588419180,False,Via Mazzini,residential,,True,44.087,,"LINESTRING (18.1678422 40.17284, 18.1678927 40.1724454)",,,
76507147,False,Via undici Febbraio,residential,,False,104.08500000000001,,"LINESTRING (18.1678422 40.17284, 18.1685318 40.1728772, 18.1689877 40.1729008, 18.1690642 40.1729059)",,,
76507147,False,Via undici Febbraio,residential,,True,89.142,,"LINESTRING (18.1678422 40.17284, 18.1675153 40.1728398, 18.1667962 40.1727882)",,,
72891888,False,Via Liguria,tertiary,,False,57.986,,"LINESTRING (18.1651591 40.1735165, 18.1652743 40.1730025)",,,
72891888,False,Via Liguria,tertiary,,True,52.681,,"LINESTRING (18.1651591 40.1735165, 18.1650494 40.1739828)",,,
76507177,False,Via Belluno,residential,,False,68.36,,"LINESTRING (18.1651591 40.1735165, 18.1643639 40.1734229)",,,
74173011,True,Via Lombardia,residential,,False,86.683,,"LINESTRING (18.1646745 40.1721303, 18.1644907 40.1728971)",,,
76507142,True,Via Puglia,residential,,False,77.862,,"LINESTRING (18.1646745 40.1721303, 18.163818 40.1718813)",,,
76507193,False,Via Emilia,residential,,True,47.736,,"LINESTRING (18.1685464 40.1713154, 18.1679929 40.1712418)",,,
207930131,False,Via Pescara,residential,,False,55.943,,"LINESTRING (18.1685464 40.1713154, 18.1685091 40.1718177)",,,
207930131,False,Via Pescara,residential,,True,59.758,,"LINESTRING (18.1685464 40.1713154, 18.1685851 40.1707788)",,,
386690179,False,Via Stella,residential,yes,False,12.925,,"LINESTRING (18.1696151 40.1759364, 18.169767 40.17593)",,,
76507161,True,Via Caracciolo,residential,,False,115.922,,"LINESTRING (18.1696151 40.1759364, 18.169343 40.1761346, 18.1690411 40.1763913, 18.1686562 40.1766772)",,,
74173011,True,Via Lombardia,residential,,False,59.451,,"LINESTRING (18.1644907 40.1728971, 18.1643639 40.1734229)",,,
108742977,False,Via Marche,residential,,False,66.922,,"LINESTRING (18.1644907 40.1728971, 18.1637161 40.172788)",,,
108742977,False,Via Marche,residential,,True,67.602,,"LINESTRING (18.1644907 40.1728971, 18.1652743 40.1730025)",,,
27341109,True,Piazza Dante Alighieri,secondary,,False,24.207,SS476,"LINESTRING (18.1690916 40.1748048, 18.1690879 40.1748446, 18.1690493 40.1749275, 18.168998 40.1750083)",,,
84593866,True,Via Pietro Siciliani,residential,,False,40.814,,"LINESTRING (18.1690916 40.1748048, 18.1691882 40.1748093, 18.169299 40.1748535, 18.1694555 40.1750108)",,,
76507167,False,Via Tanza,residential,,False,28.361,,"LINESTRING (18.1659997 40.1769415, 18.1663162 40.1770226)",,,
76507167,False,Via Tanza,residential,,True,136.886,,"LINESTRING (18.1659997 40.1769415, 18.1644517 40.1766001)",,,
204548644,False,Via quattro Novembre,residential,,True,90.74100000000001,,"LINESTRING (18.1659997 40.1769415, 18.165546 40.1775075, 18.1654861 40.1776528)",,,
76507178,True,Corso Re D'Italia,secondary,,False,67.455,,"LINESTRING (18.1664572 40.1768532, 18.1668818 40.1763406)",,,
446629347,True,Via San Rocco,residential,,False,47.301,,"LINESTRING (18.1686269 40.1773017, 18.1680708 40.1772811)",,,
206871630,True,Corso Amando Diaz,secondary,,False,83.42899999999999,,"LINESTRING (18.1686269 40.1773017, 18.1685963 40.1780239, 18.1685951 40.1780516)",,,
204405527,False,,tertiary,,True,10.081,,"LINESTRING (18.1634991 40.1771687, 18.1635097 40.1770784)",,,
1149623331,False,via Michele Laporta,residential,,False,45.138,,"LINESTRING (18.1634991 40.1771687, 18.1633999 40.1775675)",,,
204548648,True,Via F. Corridoni,residential,,False,128.314,,"LINESTRING (18.1634991 40.1771687, 18.1635549 40.1772173, 18.1647683 40.1777892)",,1,
204824332,True,Viale Kennedy,tertiary,,False,54.717,,"LINESTRING (18.1634991 40.1771687, 18.1630205 40.1770621, 18.1629149 40.1769856)",,,
76507152,False,Via Giulia,residential,,False,44.183,,"LINESTRING (18.1667081 40.1731798, 18.1667962 40.1727882)",,,
108743439,True,Piazza Fortunato Cesari,residential,,False,11.702,,"LINESTRING (18.1667081 40.1731798, 18.1668445 40.1731944)",,,
76507197,False,Via Campania,residential,,False,41.11,,"LINESTRING (18.1636947 40.1709818, 18.1635171 40.1713257)",,,
588419181,False,Via Gallipoli,secondary,,False,32.804,SP47,"LINESTRING (18.1636947 40.1709818, 18.1640558 40.1710862)",,,
588419181,False,Via Gallipoli,secondary,,True,56.446,SP47,"LINESTRING (18.1636947 40.1709818, 18.163066 40.1708178)",,,
76507168,False,,residential,,False,54.118,,"LINESTRING (18.1637762 40.1722835, 18.1631395 40.1722699)",,,
108746569,False,Via Piemonte,residential,,False,44.863,,"LINESTRING (18.1637762 40.1722835, 18.163818 40.1718813)",,,
108746569,False,Via Piemonte,residential,,True,56.33,,"LINESTRING (18.1637762 40.1722835, 18.1637161 40.172788)",,,
84593871,True,Via Piemonte,residential,,False,89.551,,"LINESTRING (18.1634905 40.1745862, 18.1635675 40.173783)",,,
108741483,False,Via Roma,secondary,,False,56.327,,"LINESTRING (18.1634905 40.1745862, 18.1628277 40.174575)",,2,
108741483,False,Via Roma,secondary,,True,51.041,,"LINESTRING (18.1634905 40.1745862, 18.1640912 40.1745921)",,2,
207930140,False,Via Matteotti,residential,,True,44.316,,"LINESTRING (18.1634905 40.1745862, 18.1634 40.1749787)",,,
72891888,False,Via Liguria,tertiary,,False,20.146,,"LINESTRING (18.1655728 40.1716627, 18.1656103 40.1714838)",,,
72891888,False,Via Liguria,tertiary,,True,74.857,,"LINESTRING (18.1655728 40.1716627, 18.1654959 40.1719908, 18.1654101 40.1723243)",,,
76507173,False,,residential,,False,76.13,,"LINESTRING (18.1655728 40.1716627, 18.1658629 40.1718004, 18.1660056 40.1718941, 18.1662313 40.1721146)",,,
76507157,False,Via G. Martinez,residential,,True,55.589,,"LINESTRING (18.1658138 40.1754145, 18.1651662 40.1753432)",,,
190272525,True,Via Quarto,residential,,False,45.334,,"LINESTRING (18.1658138 40.1754145, 18.1658147 40.1750068)",,,
