osmid,lanes,name,highway,maxspeed,junction,oneway,reversed,length,geometry,access,bridge
34135271,1,Piazza Brigata Casale,primary,30,roundabout,True,False,20.314,"LINESTRING (8.4480943 45.1407413, 8.4480978 45.1407049, 8.4481186 45.1406714, 8.4481543 45.1406449, 8.4482006 45.1406285, 8.448252 45.1406241)",,
34135272,1,Lungo Po Antonio Gramsci,primary,30,,True,False,71.514,"LINESTRING (8.4480943 45.1407413, 8.4477554 45.1404805, 8.4474395 45.1402959)",,
"[34135277, 1139700926]",1,Lungo Po Antonio Gramsci,primary,30,,True,False,73.489,"LINESTRING (8.4474395 45.1402959, 8.4478078 45.1404304, 8.448252 45.1406241)",,
34135278,2,Lungo Po Antonio Gramsci,primary,30,,False,False,152.523,"LINESTRING (8.4474395 45.1402959, 8.44703 45.1400902, 8.4468857 45.1399768, 8.4467563 45.1397993, 8.4466715 45.1396291, 8.4464933 45.139161)",,
1148425467,2,Lungo Po Antonio Gramsci,primary,50,,True,False,19.237,"LINESTRING (8.4462943 45.1388458, 8.446154 45.1387039)",,
302032066,1,,primary,30,roundabout,True,False,12.234,"LINESTRING (8.4462943 45.1388458, 8.446303 45.138819, 8.446323 45.1387954, 8.4463523 45.1387772, 8.4463881 45.1387663)",,
41223557,,Piazza Castello,residential,,,False,True,20.187,"LINESTRING (8.4480397 45.1376381, 8.4480596 45.1378191)",,
211086835,,Piazza Castello,residential,,,False,False,111.54100000000001,"LINESTRING (8.4480397 45.1376381, 8.4479938 45.1375025, 8.4479577 45.1373851, 8.4479241 45.1372752, 8.4479204 45.1372633, 8.447868 45.137092, 8.4478226 45.1369439, 8.4477694 45.1367701, 8.4477588 45.1367355, 8.4477351 45.1366583)",,
"[60111865, 1265005246]",,Piazza Castello,residential,,,False,False,52.06099999999999,"LINESTRING (8.4480397 45.1376381, 8.4480837 45.1376299, 8.4482767 45.1375939, 8.4486289 45.1375314, 8.4486827 45.1375221)",destination,
41123312,,Via Aporti,residential,,,True,False,20.944,"LINESTRING (8.4476931 45.1363018, 8.447687 45.1361135)",,
211086835,,Piazza Castello,residential,,,False,True,39.778,"LINESTRING (8.4476931 45.1363018, 8.4477351 45.1366583)",,
60111889,,Piazza Castello,residential,,,False,True,53.471000000000004,"LINESTRING (8.4476931 45.1363018, 8.4472882 45.1363272, 8.4472613 45.136134)",,
45824298,,Via Massimo d'Azeglio,residential,,,True,False,49.273,"LINESTRING (8.4494973 45.1357652, 8.4492045 45.1356215, 8.4490607 45.1355234, 8.4490208 45.1354816)",,
"[97825608, 124775463]",,"['Via Cesare Balbo', 'Vicolo Comazzi']",residential,,,False,False,72.329,"LINESTRING (8.4494973 45.1357652, 8.4496673 45.1358058, 8.4499454 45.1358354, 8.4501741 45.1358292, 8.4501846 45.1359401, 8.4501097 45.1359416)",,
4703604,,Via Cavour,residential,,,True,False,63.809,"LINESTRING (8.4527801 45.1348553, 8.4519948 45.135005)",,
45824323,,Via Goffredo Mameli,residential,,,True,False,53.117999999999995,"LINESTRING (8.4527801 45.1348553, 8.4528877 45.135117, 8.4529475 45.1352644, 8.4529667 45.1353145)",,
45824326,,Via Goffredo Mameli,residential,,,True,False,92.821,"LINESTRING (8.4527801 45.1348553, 8.452516 45.1343195, 8.4524118 45.1340623)",,
"[60111896, 4703604]",,"['Via Alberto Piccaroli', 'Via Cavour']",residential,,,True,False,124.16000000000001,"LINESTRING (8.4519948 45.135005, 8.4512861 45.1351143, 8.4513554 45.1354799, 8.4513648 45.1357158)",,
60180313,,Via Magnocavallo,residential,,,True,False,72.739,"LINESTRING (8.4519948 45.135005, 8.4520618 45.1352181, 8.452097 45.1353468, 8.4521533 45.135649)",,
125391515,,Piazza Martiri della Libertà,residential,,,False,True,11.644,"LINESTRING (8.4504415 45.1329205, 8.4504547 45.1328162)",,
45824314,,Piazza Martiri della Libertà,residential,,,True,False,51.903000000000006,"LINESTRING (8.4504415 45.1329205, 8.4503851 45.1329239, 8.4503497 45.132926, 8.449782 45.1329582)",,
50414806,,Via Roma,residential,,,False,False,67.78299999999999,"LINESTRING (8.4504415 45.1329205, 8.4504426 45.1329578, 8.4504435 45.1329875, 8.4504507 45.1332285, 8.4504688 45.1334683, 8.4504734 45.1335296)",,
1172139877,1,Piazza Brigata Casale,primary,30,roundabout,True,False,15.875,"LINESTRING (8.448252 45.1406241, 8.4483014 45.140632, 8.4483442 45.1406509, 8.4483758 45.1406788, 8.4483925 45.1407125)",,
42051300,2,Viale Morozzo San Michele,secondary,,,True,False,9.903,"LINESTRING (8.4483925 45.1407125, 8.4485048 45.1407532)",,
60111862,,Lungo Po,residential,,,False,False,34.515,"LINESTRING (8.4445741 45.1373038, 8.4444354 45.1373203, 8.4443997 45.1373246, 8.4444394 45.1375081)",,
68712436,2,Lungo Po Antonio Gramsci,primary,50,,False,False,110.37700000000001,"LINESTRING (8.4445741 45.1373038, 8.4445199 45.1370554, 8.4444982 45.1369501, 8.4444019 45.1365688, 8.4443749 45.1364457, 8.444341 45.136325)",,
68712443,2,Lungo Po Antonio Gramsci,primary,50,,False,True,202.57899999999998,"LINESTRING (8.4445741 45.1373038, 8.4446109 45.1374478, 8.4446384 45.1375035, 8.444678 45.137584, 8.4448062 45.1377082, 8.4451577 45.1379723, 8.445237 45.1380319, 8.4453781 45.138138, 8.4458466 45.1384896, 8.4460013 45.1386062, 8.4460977 45.1386761, 8.446154 45.1387039)",,
41123309,,,primary,,roundabout,True,False,15.309999999999999,"LINESTRING (8.4442858 45.1360696, 8.4442581 45.1360502, 8.4442394 45.1360261, 8.4442311 45.1359991, 8.444234 45.1359717, 8.4442478 45.1359459)",,
41123287,,Corso Luigi Manacorda,secondary,,,False,True,23.053,"LINESTRING (8.4471781 45.1340786, 8.4473852 45.1339315)",,
207713304,,Corso Luigi Manacorda,secondary,,,False,False,153.34,"LINESTRING (8.4471781 45.1340786, 8.4470109 45.1342245, 8.4469961 45.1342371, 8.4469668 45.134262, 8.4460311 45.1350588, 8.4459093 45.1351242)",,
41123304,,,secondary,,roundabout,True,False,16.49,"LINESTRING (8.4459093 45.1351242, 8.4459199 45.1351529, 8.4459177 45.1351825, 8.445903 45.1352103, 8.4458772 45.1352337, 8.4458425 45.1352505)",,
207713304,,Corso Luigi Manacorda,secondary,,,False,True,153.34,"LINESTRING (8.4459093 45.1351242, 8.4460311 45.1350588, 8.4469668 45.134262, 8.4469961 45.1342371, 8.4470109 45.1342245, 8.4471781 45.1340786)",,
41123304,,,secondary,,roundabout,True,False,6.896,"LINESTRING (8.4458517 45.1350784, 8.4458857 45.135098, 8.4459093 45.1351242)",,
41123298,,Piazza Medaglie d'Oro,secondary,,roundabout,True,False,10.436,"LINESTRING (8.4475792 45.1339685, 8.4475381 45.1339883, 8.4475145 45.1339929, 8.447456 45.1339888)",,
84629304,,Piazza Medaglie d'Oro,residential,,,True,False,23.259999999999998,"LINESTRING (8.4475792 45.1339685, 8.4475462 45.1340693, 8.4475163 45.1341729)",,
41223586,,Piazza Medaglie d'Oro,residential,,,False,True,11.626,"LINESTRING (8.4475163 45.1341729, 8.4475352 45.1342766)",,
41123313,,Piazza Medaglie d'Oro,residential,,,True,False,30.036,"LINESTRING (8.4475163 45.1341729, 8.4474486 45.134136, 8.4473833 45.1340966, 8.4472933 45.1340731, 8.4471781 45.1340786)",,
84629301,,Piazza Medaglie d'Oro,residential,,,True,False,21.04,"LINESTRING (8.4475163 45.1341729, 8.4474851 45.1340995, 8.447456 45.1339888)",,
41123298,,Piazza Medaglie d'Oro,secondary,,roundabout,True,False,8.719999999999999,"LINESTRING (8.447456 45.1339888, 8.4474112 45.1339672, 8.4473852 45.1339315)",,
41123298,,Piazza Medaglie d'Oro,secondary,,roundabout,True,False,5.775,"LINESTRING (8.4476093 45.1339211, 8.4475792 45.1339685)",,
41123298,,Piazza Medaglie d'Oro,secondary,,roundabout,True,False,14.219999999999999,"LINESTRING (8.4475014 45.1338336, 8.4475689 45.1338522, 8.4475988 45.1338794, 8.4476093 45.1339211)",,
45824306,,Corso Luigi Manacorda,secondary,,,True,False,97.487,"LINESTRING (8.4475014 45.1338336, 8.4475439 45.1337537, 8.4476795 45.1336301, 8.4482302 45.1331277)",,
41123298,,Piazza Medaglie d'Oro,secondary,,roundabout,True,False,6.02,"LINESTRING (8.4473931 45.1338797, 8.4474472 45.1338413)",,
41363482,,Via fratelli Palli,residential,,,True,False,73.001,"LINESTRING (8.4473931 45.1338797, 8.4464707 45.1339668)",,
"[558258185, 53775150]",,Via Eraldo Monzeglio,secondary,,,False,False,79.456,"LINESTRING (8.4454761 45.1348176, 8.4454484 45.1348213, 8.4453644 45.1348309, 8.4453083 45.1348317, 8.4451956 45.1348137, 8.4449833 45.1347532, 8.4448053 45.1347024, 8.4446274 45.1346929, 8.4445009 45.1346766)",,
550643901,,Via Sant'Anna,secondary,,,True,False,10.484,"LINESTRING (8.4454761 45.1348176, 8.4455011 45.1347687, 8.4455431 45.1347385)",,
41123302,2,Lungo Po Antonio Gramsci,primary,,,True,False,27.806,"LINESTRING (8.4444187 45.1360812, 8.4443861 45.1362053, 8.444341 45.136325)",,
41123309,,,primary,,roundabout,True,False,10.93,"LINESTRING (8.4444187 45.1360812, 8.4443734 45.1360884, 8.4443273 45.1360843, 8.4442858 45.1360696)",,
41123303,2,Lungo Po Antonio Gramsci,primary,,,True,False,28.727,"LINESTRING (8.444341 45.136325, 8.4442858 45.1360696)",,
68712436,2,Lungo Po Antonio Gramsci,primary,50,,False,True,110.37700000000001,"LINESTRING (8.444341 45.136325, 8.4443749 45.1364457, 8.4444019 45.1365688, 8.4444982 45.1369501, 8.4445199 45.1370554, 8.4445741 45.1373038)",,
41123304,,,secondary,,roundabout,True,False,25.793000000000003,"LINESTRING (8.4458425 45.1352505, 8.4457973 45.1352597, 8.4457505 45.1352576, 8.4457073 45.1352445, 8.4456728 45.135222, 8.445651 45.1351927, 8.4456444 45.1351599, 8.4456537 45.1351274)",,
"[68712442, 689884492, 41223565]",,"['Via Venti Settembre', 'Piazza Castello']",residential,,,False,"[False, True]",115.38499999999999,"LINESTRING (8.4458425 45.1352505, 8.4459417 45.1353785, 8.4460019 45.1359033, 8.4460206 45.1359315, 8.4460312 45.1359454, 8.4460524 45.1359794, 8.4460938 45.1360448, 8.446209 45.1361323, 8.4462728 45.1361699, 8.4463119 45.1361852)",,
41123304,,,secondary,,roundabout,True,False,18.596,"LINESTRING (8.4456537 45.1351274, 8.4456782 45.1350988, 8.445715 45.1350777, 8.4457598 45.1350666, 8.4458072 45.1350669, 8.4458517 45.1350784)",,
51566981,,Via Sant'Anna,secondary,,,True,False,39.892,"LINESTRING (8.4456537 45.1351274, 8.4456687 45.1350378, 8.4456427 45.1349644, 8.445582 45.1349094, 8.445504 45.1348686, 8.4454761 45.1348176)",,
41123309,,,primary,,roundabout,True,False,23.362,"LINESTRING (8.4444385 45.1359109, 8.4444695 45.1359295, 8.4444903 45.1359522, 8.4445014 45.1359781, 8.4445017 45.1360051, 8.4444914 45.1360312, 8.4444737 45.1360519, 8.4444494 45.1360688, 8.4444187 45.1360812)",,
41123312,,Via Aporti,residential,,,True,False,17.29,"LINESTRING (8.4477022 45.1358559, 8.4477197 45.1357009)",,
45824490,,Via Paolo Onorato Vigliani,residential,,,False,True,47.887,"LINESTRING (8.4477321 45.1351524, 8.4471279 45.135214)",,
80953196,,Via Paolo Onorato Vigliani,residential,,,True,False,83.405,"LINESTRING (8.4477321 45.1351524, 8.4478216 45.1351413, 8.447952 45.1351251, 8.4486678 45.135036, 8.4487455 45.1350297, 8.4487802 45.1350269)",,
84147058,,Via Quintino Sella,residential,,,True,False,79.293,"LINESTRING (8.4477321 45.1351524, 8.4477181 45.135087, 8.4475812 45.1344473)",,
211086835,,Piazza Castello,residential,,,False,False,39.778,"LINESTRING (8.4477351 45.1366583, 8.4476931 45.1363018)",,
211086835,,Piazza Castello,residential,,,False,True,111.54100000000001,"LINESTRING (8.4477351 45.1366583, 8.4477588 45.1367355, 8.4477694 45.1367701, 8.4478226 45.1369439, 8.447868 45.137092, 8.4479204 45.1372633, 8.4479241 45.1372752, 8.4479577 45.1373851, 8.4479938 45.1375025, 8.4480397 45.1376381)",,
689884492,,Piazza Castello,residential,,,False,True,123.452,"LINESTRING (8.4477351 45.1366583, 8.4474622 45.1365682, 8.4471812 45.1364744, 8.4469405 45.1363926, 8.4464041 45.1362232, 8.4463119 45.1361852)",,
"[208720965, 689884493]",,Piazza Castello,residential,,,False,True,88.575,"LINESTRING (8.4477351 45.1366583, 8.4478258 45.136669, 8.4478975 45.136668, 8.4479879 45.1366785, 8.4480289 45.1366832, 8.4480807 45.1366762, 8.4481761 45.1368414, 8.4482461 45.1369132, 8.4484262 45.1369725, 8.4486025 45.1370456)",destination,
41223558,,Via Salandri,residential,,,True,False,83.61,"LINESTRING (8.4491932 45.1389151, 8.4491596 45.1385046, 8.4491109 45.1381656)",,
60111899,,Via Palestro,residential,,,True,False,128.14600000000002,"LINESTRING (8.4491932 45.1389151, 8.4494346 45.1389247, 8.4497132 45.1388944, 8.4503723 45.1387738, 8.4508002 45.1387503)",,
60111865,,Piazza Castello,residential,,,False,True,15.645,"LINESTRING (8.4488795 45.1374992, 8.4486827 45.1375221)",destination,
81514582,,Vicolo Cantone Montarone,residential,,,True,False,15.731,"LINESTRING (8.4488795 45.1374992, 8.448865 45.1373581)",,
56382820,,Via Aurelio Saffi,residential,,,True,False,42.702,"LINESTRING (8.4488795 45.1374992, 8.448955 45.1374925, 8.4494197 45.1374516)",destination,
81241018,,Via Torino,residential,,,False,False,5.839,"LINESTRING (8.4480437 45.1393452, 8.447978 45.1393699)",,
307701971,,Via Saletta,residential,,,False,True,10.163,"LINESTRING (8.4480437 45.1393452, 8.4481595 45.1393862)",,
41223560,,Via Giuseppe Garibaldi,residential,,,False,False,76.619,"LINESTRING (8.4480437 45.1393452, 8.4480229 45.1392657, 8.4480083 45.1389351, 8.448033 45.1386582)",,
307701971,,Via Saletta,residential,,,False,False,10.163,"LINESTRING (8.4481595 45.1393862, 8.4480437 45.1393452)",,
60111899,,Via Palestro,residential,,,True,False,111.476,"LINESTRING (8.4481595 45.1393862, 8.4483575 45.1392728, 8.4484332 45.1392259, 8.4485018 45.1391709, 8.4488156 45.1391367, 8.448829 45.1389408, 8.4491932 45.1389151)",,
41223560,,Via Giuseppe Garibaldi,residential,,,False,False,17.966,"LINESTRING (8.448033 45.1386582, 8.4480437 45.1384968)",,
41223560,,Via Giuseppe Garibaldi,residential,,,False,True,76.619,"LINESTRING (8.448033 45.1386582, 8.4480083 45.1389351, 8.4480229 45.1392657, 8.4480437 45.1393452)",,
97825613,,Vicolo Gaspardone,residential,,,False,False,58.113,"LINESTRING (8.448033 45.1386582, 8.4485797 45.138667, 8.4487737 45.1386701)",,
41223557,,Piazza Castello,residential,,,False,False,20.187,"LINESTRING (8.4480596 45.1378191, 8.4480397 45.1376381)",,
"[81356640, 41223561]",,"['Viale Guglielmo Marconi', 'Piazza 25 marzo 1848']",residential,,,True,False,168.974,"LINESTRING (8.4480596 45.1378191, 8.4468877 45.1386922, 8.4467603 45.1387537, 8.4466603 45.1388015, 8.4465345 45.1388869)",,
"[41223560, 309530380]",,"['Via Giuseppe Garibaldi', 'Piazza Castello']",residential,,,False,True,75.368,"LINESTRING (8.4480596 45.1378191, 8.4480499 45.1381606, 8.4480437 45.1384968)",,
34135278,2,Lungo Po Antonio Gramsci,primary,30,,False,True,4.788,"LINESTRING (8.4464765 45.1391196, 8.4464933 45.139161)",,
68712439,2,Lungo Po Antonio Gramsci,primary,30,,True,False,22.372,"LINESTRING (8.4464765 45.1391196, 8.4463695 45.1389331)",,
