osmid,oneway,name,highway,reversed,length,maxspeed,geometry,ref,tunnel,access
132713680,True,Via Cesare Battisti,residential,False,89.739,,"LINESTRING (14.2079894 40.9703827, 14.2069217 40.9703452)",,,
244431474,True,Via Roma,tertiary,False,143.009,30,"LINESTRING (14.2079894 40.9703827, 14.2078852 40.9716664)",,,
98963832,False,Via Roma,tertiary,True,47.592,30,"LINESTRING (14.2078381 40.9775243, 14.2078374 40.9770963)",,,
98963832,False,Via Roma,tertiary,False,47.592,30,"LINESTRING (14.2078374 40.9770963, 14.2078381 40.9775243)",,,
130645551,False,Via Valente,residential,False,102.251,,"LINESTRING (14.2078374 40.9770963, 14.2077802 40.9770983, 14.2076213 40.9771072, 14.2066214 40.9771488)",,,
"[448392872, 335850473]",False,Via Roma,tertiary,True,147.79199999999997,30,"LINESTRING (14.2078374 40.9770963, 14.2078442 40.9767117, 14.2078498 40.9763943, 14.2078566 40.9760116, 14.2078582 40.9758497, 14.2078551 40.9757673)",,,
132485473,True,,residential,False,60.749,,"LINESTRING (14.2078545 40.9722884, 14.2079138 40.9723089, 14.2080286 40.9723396, 14.2085561 40.9724138)",,,
244431473,False,Via Roma,tertiary,True,52.305,30,"LINESTRING (14.2078545 40.9722884, 14.2078472 40.9724104, 14.2078263 40.9727583)",,,
131228664,True,Via Piave,residential,False,5.572,,"LINESTRING (14.2105581 40.9703119, 14.2105455 40.9703611)",,,
131228666,True,Via Toti,residential,False,37.147000000000006,,"LINESTRING (14.2105581 40.9703119, 14.2102575 40.9703297, 14.2101174 40.9703412)",,,
132485469,False,Via Armando Diaz,secondary,True,100.76599999999999,30,"LINESTRING (14.2107149 40.9731151, 14.2098244 40.9730884, 14.2095154 40.9730843)",SP1,,
132235218,True,Via Belvedere,tertiary,False,24.222,,"LINESTRING (14.207637 40.9692724, 14.2079255 40.9692725)",,,
131228752,True,Via Francesco Orabona,residential,False,158.816,,"LINESTRING (14.207637 40.9692724, 14.2075874 40.9693243, 14.2070361 40.9697545, 14.2063489 40.9703175)",,,
131228752,True,Via Francesco Orabona,residential,False,40.439,,"LINESTRING (14.2063489 40.9703175, 14.2060047 40.9705719)",,,
132713680,True,Via Cesare Battisti,residential,False,28.571,,"LINESTRING (14.2063489 40.9703175, 14.2060086 40.9703167)",,,
130752491,True,Via Magenta,residential,False,115.63900000000001,,"LINESTRING (14.2038699 40.9722612, 14.2039476 40.9722759, 14.2044304 40.9723245, 14.204893 40.9723407, 14.2052391 40.9723206)",,,
132485461,True,Via Vittorio Veneto,residential,False,95.65199999999999,,"LINESTRING (14.2038699 40.9722612, 14.2038766 40.9723141, 14.2038655 40.9724891, 14.2037895 40.973011, 14.2037519 40.973114)",,,
137901987,True,Via Costantinopoli,residential,False,75.806,,"LINESTRING (14.2038699 40.9722612, 14.2038833 40.9722248, 14.2038766 40.9720143, 14.2038773 40.9715809)",,,
244431474,True,Via Roma,tertiary,False,123.565,30,"LINESTRING (14.2079255 40.9692725, 14.2079894 40.9703827)",,,
184186470,True,Via Belvedere,residential,False,64.885,,"LINESTRING (14.2042108 40.9692903, 14.2049836 40.9692859)",,,
335850464,True,,residential,False,30.416,,"LINESTRING (14.2042108 40.9692903, 14.2040455 40.9690469)",,,
132482867,True,Via Mancone,residential,False,56.730999999999995,,"LINESTRING (14.2014986 40.9691474, 14.2018406 40.9691814, 14.2019465 40.9691918, 14.2021686 40.9692135)",,,
675942218,False,,residential,False,77.947,,"LINESTRING (14.2014986 40.9691474, 14.2014443 40.9695644, 14.2014087 40.9698451)",,,
448392930,False,,residential,False,94.828,,"LINESTRING (14.2008354 40.9764426, 14.2007894 40.9762373, 14.2007673 40.9761199, 14.200757 40.9759981, 14.2007541 40.9758921, 14.2007655 40.9758133, 14.2007913 40.9757346, 14.2008318 40.9756503, 14.2008554 40.9756058)",,,
448392930,False,,residential,True,89.772,,"LINESTRING (14.2008354 40.9764426, 14.200875 40.9766337, 14.2009599 40.9768268, 14.2010782 40.9769866, 14.2011835 40.9771293, 14.2012276 40.977184)",,,
