osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,bridge,access,width,junction
43224535,True,Via Dante Alighieri,unclassified,30,False,136.037,"LINESTRING (12.4987012 45.9522127, 12.4988041 45.9522324, 12.4991792 45.9523184, 12.4996992 45.9524446, 12.4997235 45.9524511, 12.5000229 45.9525306, 12.5001888 45.952653, 12.5002747 45.95271)",,,,,
172592739,False,Viale Giuseppe Lacchin,unclassified,30,False,146.122,"LINESTRING (12.4987012 45.9522127, 12.4988894 45.9516984, 12.4991162 45.9509707, 12.4991277 45.9509327)",2,,,,
1047196524,False,Viale Giuseppe Lacchin,tertiary,30,True,9.399,"LINESTRING (12.4991548 45.9508503, 12.4991277 45.9509327)",2,,,,
"[244872844, 117200593, 117200594, 407916283, 39359678]",False,Via Ponte Lacchin,tertiary,,False,285.088,"LINESTRING (12.4991548 45.9508503, 12.4992317 45.9508635, 12.4998818 45.9509597, 12.5001878 45.9509674, 12.5005839 45.9509516, 12.5008071 45.9509366, 12.5010098 45.9509223, 12.501517 45.9508846, 12.5015877 45.9508785, 12.5018174 45.9508611, 12.5023215 45.9508231, 12.5025622 45.9508019, 12.5027078 45.9507636, 12.5027518 45.9507536, 12.502798 45.9507429)",2,yes,,,
743634981,False,Viale Giuseppe Lacchin,tertiary,30,False,59.59400000000001,"LINESTRING (12.4991548 45.9508503, 12.4992016 45.9506974, 12.4993231 45.9503273)",2,,,,
39357423,True,Via Trentuno Ottobre,unclassified,30,False,108.328,"LINESTRING (12.4993231 45.9503273, 12.4979506 45.9501312)",,,,,
743634981,False,Viale Giuseppe Lacchin,tertiary,30,False,65.04,"LINESTRING (12.4993231 45.9503273, 12.4995125 45.9497574)",2,,,,
743634981,False,Viale Giuseppe Lacchin,tertiary,30,True,59.59400000000001,"LINESTRING (12.4993231 45.9503273, 12.4992016 45.9506974, 12.4991548 45.9508503)",2,,,,
39357423,True,Via Trentuno Ottobre,unclassified,30,False,68.608,"LINESTRING (12.4979506 45.9501312, 12.497088 45.9499863)",,,,,
39359350,False,Via Giovanni Paolo Gardini,unclassified,,True,14.908,"LINESTRING (12.5043655 45.9574933, 12.504467 45.9573793)",,,,,
683662353,False,Viale Trieste,unclassified,,False,3.674,"LINESTRING (12.5043655 45.9574933, 12.5043244 45.9574767)",,,,,
