osmid,highway,oneway,reversed,length,name,geometry,tunnel,junction
74338249,residential,False,True,42.363,,"LINESTRING (14.9980275 37.286398, 14.9975535 37.2864521)",,
305802636,secondary,True,False,17.552,Via Murganzio,"LINESTRING (14.9980275 37.286398, 14.9980616 37.2865535)",,
305802615,tertiary,True,False,70.523,Via Agnone,"LINESTRING (14.9994552 37.2885269, 14.9998221 37.2890198, 14.9998571 37.2890745)",,
80599508,secondary,True,False,40.507,Via Quattro Canti,"LINESTRING (15.0022978 37.2860332, 15.0026249 37.2862881)",,
74338256,residential,False,True,67.53099999999999,Via Carlo Rosselli,"LINESTRING (15.0022978 37.2860332, 15.0021145 37.2861449, 15.0016919 37.2864026)",,
305201069,tertiary,False,False,40.11,Via Carlo Rosselli,"LINESTRING (15.0022978 37.2860332, 15.0025284 37.2858929, 15.0026564 37.2858125)",,
74338247,secondary,False,False,5.459,,"LINESTRING (14.9987136 37.2849692, 14.9986624 37.2849418)",,
291018497,tertiary,True,False,78.35400000000001,,"LINESTRING (14.9987136 37.2849692, 14.9987785 37.2849221, 14.9992787 37.2845561, 14.9993657 37.2844924)",,
305212998,secondary,False,True,28.011000000000003,,"LINESTRING (14.9987136 37.2849692, 14.9986454 37.2850128, 14.9984668 37.285127)",,
305985601,tertiary,True,False,12.401,Via Focea,"LINESTRING (14.9952173 37.2877009, 14.9951033 37.2877658)",,
80564785,residential,True,False,58.304,Via Fratelli Bandiera,"LINESTRING (14.9976681 37.2874554, 14.9970645 37.2876659)",,
305802608,secondary,True,False,40.233,Via Giuseppe Garibaldi,"LINESTRING (14.9976681 37.2874554, 14.9975098 37.2871162)",,
305802636,secondary,True,False,10.673,Via Murganzio,"LINESTRING (14.9983011 37.2876436, 14.9983229 37.287738)",,
80491623,residential,False,False,31.257,Via Ceccano,"LINESTRING (15.0037824 37.2871936, 15.0040264 37.2869903)",,
305159158,secondary,False,True,17.427,Via Giacomo Matteotti,"LINESTRING (15.0037824 37.2871936, 15.0039573 37.2872657)",,
305161841,secondary,True,False,43.496,Via Giacomo Matteotti,"LINESTRING (15.0037824 37.2871936, 15.0033384 37.2870256)",,
305363376,tertiary,False,True,39.954,Via Niccolini,"LINESTRING (14.9937652 37.2825447, 14.9942141 37.2825839)",,
305426572,secondary,False,False,9.823,Via Conte Alaimo,"LINESTRING (14.9937652 37.2825447, 14.9936662 37.2825047)",,
305646437,residential,False,True,20.11,Via Megara,"LINESTRING (14.9947076 37.2889537, 14.9946115 37.2887898)",,
305646819,tertiary,False,False,50.647,Viale Libertà,"LINESTRING (14.9947076 37.2889537, 14.9941888 37.2891463)",,
305646819,tertiary,False,True,97.478,Viale Libertà,"LINESTRING (14.9947076 37.2889537, 14.9957108 37.2885911)",,
305363376,tertiary,False,False,39.954,Via Niccolini,"LINESTRING (14.9942141 37.2825839, 14.9937652 37.2825447)",,
305363376,tertiary,False,True,32.473,Via Niccolini,"LINESTRING (14.9942141 37.2825839, 14.994579 37.2826154)",,
305426567,residential,False,True,64.363,Via Maci,"LINESTRING (14.9942141 37.2825839, 14.9943287 37.2820123)",,
305646819,tertiary,False,False,97.478,Viale Libertà,"LINESTRING (14.9957108 37.2885911, 14.9947076 37.2889537)",,
306128764,residential,True,False,39.57,Via Zancle,"LINESTRING (14.9957108 37.2885911, 14.9955303 37.2882655)",,
305646819,tertiary,False,True,45.459,Viale Libertà,"LINESTRING (14.9957108 37.2885911, 14.9961006 37.2884427, 14.9961743 37.2884146)",,
80638266,tertiary,True,False,5.794,Via Nisida,"LINESTRING (14.9939187 37.2845079, 14.9939198 37.28456)",,
291018499,residential,False,False,12.272,Via Ventimiglia,"LINESTRING (14.9939187 37.2845079, 14.9940458 37.2844637)",,
1161067546,secondary,False,False,7.369,Via Ventimiglia,"LINESTRING (14.9939187 37.2845079, 14.9938397 37.2845289)",,
80515686,residential,False,False,22.033,Via Milazzo,"LINESTRING (14.9941888 37.2891463, 14.9940836 37.2889667)",,
305646819,tertiary,False,True,50.647,Viale Libertà,"LINESTRING (14.9941888 37.2891463, 14.9947076 37.2889537)",,
"[291018506, 305212998]",secondary,False,False,76.161,Via Giuseppe Garibaldi,"LINESTRING (14.9977937 37.2855538, 14.9984156 37.2851551, 14.9984668 37.285127)",,
595151930,secondary,True,False,96.40199999999999,Via Murganzio,"LINESTRING (14.9977937 37.2855538, 14.9978491 37.28566, 14.9978964 37.2858012, 14.9979481 37.2860365, 14.9980275 37.286398)",,
305885223,tertiary,True,False,35.934,Via Pitagora,"LINESTRING (14.9973701 37.2867894, 14.9977707 37.286736)",,
305802608,secondary,True,False,137.698,Via Giuseppe Garibaldi,"LINESTRING (14.9973701 37.2867894, 14.9973255 37.2866671, 14.9972907 37.286393, 14.9972908 37.2862469, 14.9973008 37.2861505, 14.9973286 37.2860477, 14.9974587 37.285819, 14.9974696 37.2857998, 14.9975409 37.2857173, 14.9976416 37.2856344)",,
305269686,tertiary,False,True,8.748,,"LINESTRING (15.0008353 37.2825628, 15.0007689 37.2826211)",,
305269699,residential,False,False,27.92,Vicolo Monza,"LINESTRING (15.0008353 37.2825628, 15.0010648 37.2826144, 15.0010401 37.2826725)",,
305269704,tertiary,False,False,72.43299999999999,Via Archimede,"LINESTRING (15.0008353 37.2825628, 15.0008675 37.2824017, 15.0009549 37.2819184)",,
1085879121,secondary,True,False,12.796,Via Giuseppe Garibaldi,"LINESTRING (14.9976416 37.2856344, 14.9976862 37.2856179, 14.997763 37.2855728)",,
