osmid,oneway,lanes,name,highway,maxspeed,reversed,length,bridge,geometry,junction,tunnel
"[930290050, 33264563, 31059175]",False,2,"['Via Aria Libera', 'Via Agostino Bonara']",secondary,50,False,54.197,yes,"LINESTRING (10.177397 45.8835033, 10.1774806 45.8835686, 10.1777581 45.8837575, 10.1778921 45.8838477)",,
31059175,False,2,Via Aria Libera,secondary,50,True,209.418,,"LINESTRING (10.177397 45.8835033, 10.1771772 45.8832927, 10.1766332 45.8828366, 10.1764141 45.8826635, 10.1762725 45.8825636, 10.1762043 45.8825154, 10.1758278 45.8823234, 10.1758099 45.8823143, 10.175748 45.8822827, 10.1755069 45.8821782)",,
31059173,False,2,Via Guglielmo Marconi,secondary,,True,45.586,,"LINESTRING (10.1803526 45.8850013, 10.1802475 45.8849363, 10.1798928 45.8847454)",,
"[33264745, 884227519]",False,3,Viale Carlo Tassara,secondary,50,True,175.687,,"LINESTRING (10.1803526 45.8850013, 10.1804088 45.8849532, 10.1808141 45.8845855, 10.1808988 45.8844931, 10.1809409 45.8843973, 10.1809478 45.8843052, 10.1809169 45.8842177, 10.1808446 45.8841516, 10.1807031 45.8840568, 10.1805399 45.8839569, 10.1804071 45.8838663, 10.1803319 45.8838024, 10.1802881 45.8837292)",,
930290047,False,2,Corso Roberto Enea Lepetit,secondary,,True,8.307,,"LINESTRING (10.180483 45.8832773, 10.1805522 45.8832202)",,
32055900,False,,Via Antonio Lorenzetti,residential,,False,122.082,,"LINESTRING (10.180483 45.8832773, 10.1804536 45.8832393, 10.1803245 45.8831486, 10.1793946 45.8825851, 10.1793204 45.8825396)",,
352488082,False,,Corso Roberto Enea Lepetit,secondary,,False,52.971000000000004,,"LINESTRING (10.180483 45.8832773, 10.1803428 45.8834994, 10.180303 45.8836059, 10.1802881 45.8837292)",,
"[33264745, 884227519]",False,3,Viale Carlo Tassara,secondary,50,False,175.687,,"LINESTRING (10.1802881 45.8837292, 10.1803319 45.8838024, 10.1804071 45.8838663, 10.1805399 45.8839569, 10.1807031 45.8840568, 10.1808446 45.8841516, 10.1809169 45.8842177, 10.1809478 45.8843052, 10.1809409 45.8843973, 10.1808988 45.8844931, 10.1808141 45.8845855, 10.1804088 45.8849532, 10.1803526 45.8850013)",,
352488082,False,,Corso Roberto Enea Lepetit,secondary,,True,52.971000000000004,,"LINESTRING (10.1802881 45.8837292, 10.180303 45.8836059, 10.1803428 45.8834994, 10.180483 45.8832773)",,
29243111,True,,Piazza Don Bosco,tertiary,,False,14.227,,"LINESTRING (10.1860495 45.8790145, 10.18601 45.8790242, 10.1859681 45.8790247, 10.1859281 45.8790159, 10.1858815 45.8789918)",roundabout,
164461827,False,,Via Caduti di Nassiriya,tertiary,,True,51.199,,"LINESTRING (10.1860495 45.8790145, 10.1861334 45.8791475, 10.1862426 45.8793246, 10.1862886 45.8794428)",,
33264561,False,,Via Saletti,residential,,False,37.18,,"LINESTRING (10.1808372 45.881278, 10.1805088 45.881522)",,
33264561,False,,Via Saletti,residential,,True,83.42,,"LINESTRING (10.1798018 45.8820882, 10.1805088 45.881522)",,
39232723,False,,Via Saletti,residential,,False,62.308,,"LINESTRING (10.1798018 45.8820882, 10.1792614 45.8825035)",,
277057671,True,,Via Guglielmo Ghislandi,residential,,False,47.743,,"LINESTRING (10.1798018 45.8820882, 10.1793331 45.8818091)",,
31004857,False,,Via Virgilio,residential,,False,89.684,,"LINESTRING (10.1807662 45.8829899, 10.1808005 45.8830064, 10.1808571 45.8830285, 10.1811547 45.8831366, 10.1812631 45.8831813, 10.1813838 45.883257, 10.1816455 45.8833488, 10.181673 45.8833588, 10.1817651 45.8833922)",,
352488081,False,2,Corso Roberto Enea Lepetit,secondary,,True,25.256,,"LINESTRING (10.1807662 45.8829899, 10.1808704 45.8828701, 10.1809299 45.8827935)",,
930290047,False,2,Corso Roberto Enea Lepetit,secondary,,False,30.506,,"LINESTRING (10.1807662 45.8829899, 10.180648 45.8831118, 10.1805522 45.8832202)",,
31004857,False,,Via Virgilio,residential,,True,113.62,,"LINESTRING (10.1830645 45.8838675, 10.1829883 45.8838396, 10.1827881 45.8837663, 10.1817651 45.8833922)",,
"[31004897, 31004899]",False,,"['Via Virgilio', 'Via Isola']",residential,,False,230.531,,"LINESTRING (10.1839162 45.8841819, 10.1839828 45.8840951, 10.1845968 45.8830703, 10.1850864 45.8823535, 10.1851796 45.8823253)",,
31014122,False,,,unclassified,,False,257.68899999999996,,"LINESTRING (10.186398 45.8832634, 10.185608 45.8838501, 10.1855493 45.8839179, 10.185238 45.8844246, 10.1850078 45.8846733, 10.1846135 45.8851924)",,
763993885,False,,Via Isola,residential,,True,141.132,,"LINESTRING (10.186398 45.8832634, 10.1855368 45.8825307, 10.1851796 45.8823253)",,
31014122,False,,,unclassified,,True,257.68899999999996,,"LINESTRING (10.1846135 45.8851924, 10.1850078 45.8846733, 10.185238 45.8844246, 10.1855493 45.8839179, 10.185608 45.8838501, 10.186398 45.8832634)",,
31055990,True,1,Corso Roberto Enea Lepetit,residential,,False,117.38300000000001,,"LINESTRING (10.1798928 45.8847454, 10.1800078 45.8844689, 10.1802125 45.8838367, 10.1802535 45.8837747, 10.1802881 45.8837292)",,
31059173,False,2,Via Guglielmo Marconi,secondary,,False,45.586,,"LINESTRING (10.1798928 45.8847454, 10.1802475 45.8849363, 10.1803526 45.8850013)",,
