osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,access,bridge
255242606,2,SP21,Viale della Repubblica,secondary,50,False,False,6.292,"LINESTRING (12.7284085 45.9315588, 12.7284474 45.9315091)",,,
255242606,2,SP21,Viale della Repubblica,secondary,50,False,True,105.19,"LINESTRING (12.7284085 45.9315588, 12.7280029 45.9320871, 12.7277679 45.9323933)",,,
40644845,,,Via Chino Ermacora,residential,,False,False,254.31499999999997,"LINESTRING (12.734531 45.9270594, 12.7345424 45.9270038, 12.7346672 45.9262831, 12.7346871 45.9262119, 12.7347566 45.9259627, 12.7349664 45.9250683, 12.7350043 45.9249066, 12.7349995 45.92486, 12.7349914 45.9248309, 12.7349764 45.9248004)",,,
255424411,,SP21,Viale Trento,secondary,50,False,False,175.204,"LINESTRING (12.734531 45.9270594, 12.7346846 45.9270748, 12.7354993 45.9271566, 12.7356759 45.927177, 12.7359305 45.9272064, 12.7361234 45.9272328, 12.7367636 45.9273231)",,,
"[37213720, 255424409, 255424411]",,SP21,Viale Trento,secondary,50,False,True,71.363,"LINESTRING (12.734531 45.9270594, 12.7338312 45.9269906, 12.7337186 45.9269916, 12.7336651 45.9269956, 12.7336158 45.9269985)",,,
585896608,2,SP47,Via San Francesco,tertiary,50,False,True,57.697,"LINESTRING (12.7345041 45.9295972, 12.7343454 45.9290902)",,,
585896608,2,SP47,Via San Francesco,tertiary,50,False,False,47.921,"LINESTRING (12.7345041 45.9295972, 12.7345669 45.9298042, 12.7346352 45.9300184)",,,
585896608,2,SP47,Via San Francesco,tertiary,50,False,True,4.01,"LINESTRING (12.7346458 45.9300537, 12.7346352 45.9300184)",,,
40606689,,,Via Arturo Zardini,residential,,False,False,304.647,"LINESTRING (12.7346458 45.9300537, 12.7347069 45.9300327, 12.735019 45.9299257, 12.7353939 45.9297783, 12.7355372 45.9297022, 12.7356765 45.9296248, 12.7358102 45.9295428, 12.7359206 45.9294808, 12.7360393 45.9294005, 12.7361323 45.9293332, 12.7361725 45.9292897, 12.7362253 45.9292301, 12.7367929 45.928501, 12.7368359 45.9284482, 12.7368701 45.9283919, 12.7368811 45.9283442, 12.7368903 45.9283023, 12.7369096 45.9280976, 12.7369145 45.9280458, 12.7369192 45.9279961)",,,
585896608,2,SP47,Via San Francesco,tertiary,50,False,False,52.456,"LINESTRING (12.7346458 45.9300537, 12.7346641 45.9301099, 12.7347075 45.9302429, 12.734743 45.9303362, 12.7347802 45.9304155, 12.7348105 45.9304606, 12.7348435 45.9305028)",,,
255557088,2,SP47,Via San Francesco,tertiary,50,False,True,85.288,"LINESTRING (12.7371324 45.9323854, 12.7370869 45.9323493, 12.7369365 45.9322298, 12.7368424 45.9321478, 12.7367642 45.9320721, 12.7365868 45.9318946, 12.7364722 45.9317724)",,,
255253185,,,Via Giovanni Ventitreesimo,tertiary,50,False,True,53.047,"LINESTRING (12.7268587 45.9300704, 12.7262545 45.9298446)",,,
40674189,,,Via Fratelli Bandiera,residential,,False,False,222.042,"LINESTRING (12.7268587 45.9300704, 12.7268711 45.9300381, 12.7269367 45.9298679, 12.7273498 45.9288628, 12.7276246 45.9282276, 12.7276576 45.9281525)",,,
255253185,,,Via Giovanni Ventitreesimo,tertiary,50,False,False,83.706,"LINESTRING (12.7268587 45.9300704, 12.7269137 45.9300915, 12.7274814 45.9303089, 12.727547 45.9303331, 12.7278095 45.93043)",,,
255242606,2,SP21,Viale della Repubblica,secondary,50,False,False,92.652,"LINESTRING (12.7289861 45.9308203, 12.7291174 45.9306414, 12.7291415 45.9306086, 12.7294703 45.9301605, 12.7295277 45.9300771)",,,
255242606,2,SP21,Viale della Repubblica,secondary,50,False,True,87.189,"LINESTRING (12.7289861 45.9308203, 12.728826 45.931025, 12.7284474 45.9315091)",,,
"[255253185, 255273533, 255273534]",,,Via Giovanni Ventitreesimo,tertiary,50,False,True,101.226,"LINESTRING (12.7289861 45.9308203, 12.7289122 45.9308069, 12.7287375 45.930773, 12.7281321 45.9305574, 12.7278095 45.93043)",,,
"[255424406, 255424405, 33834734]",2,SP47,Piazza Paolo Bagellardo,tertiary,50,False,False,85.482,"LINESTRING (12.7335178 45.9271038, 12.7335369 45.927142, 12.7335675 45.9271925, 12.7335905 45.9272311, 12.733605 45.9272699, 12.7336126 45.9273059, 12.7335956 45.9277323, 12.7335946 45.927782, 12.733605 45.9278244, 12.7336238 45.9278579)",,,
