osmid,ref,name,highway,oneway,reversed,length,geometry,junction,lanes,tunnel,maxspeed
127500858,SP5,Viale Europa,secondary,False,False,12.687,"LINESTRING (10.7417271 43.6990615, 10.7417124 43.6991751)",,,,
258001024,SP5,Via Provinciale Francesca Sud,secondary,False,True,6.512,"LINESTRING (10.7417271 43.6990615, 10.7416466 43.699055)",,,,
796465162,,Via Provinciale Francesca Sud,tertiary,False,True,43.485,"LINESTRING (10.7417271 43.6990615, 10.7419645 43.6990753, 10.7422662 43.6990935)",,,,
35271486,,Via Vittorio Emanuele II,residential,True,False,92.43,"LINESTRING (10.7415803 43.700344, 10.7426875 43.7005681)",,,,
127500858,SP5,Viale Europa,secondary,False,True,24.848,"LINESTRING (10.7415803 43.700344, 10.7416001 43.700121)",,,,
127500858,SP5,Viale Europa,secondary,False,False,54.021,"LINESTRING (10.7415803 43.700344, 10.7415774 43.7005946, 10.7415951 43.700716, 10.7416247 43.7008271)",,,,
1245836428,,Via Fratelli Cervi,unclassified,True,False,22.375,"LINESTRING (10.7416247 43.7008271, 10.7413503 43.7008608)",,,,
127500858,SP5,Viale Europa,secondary,False,False,122.838,"LINESTRING (10.7416247 43.7008271, 10.7416783 43.7009462, 10.7417554 43.7010635, 10.7418463 43.7011792, 10.7419531 43.701285, 10.7420337 43.7013548, 10.742133 43.7014265, 10.7422734 43.7015066, 10.742355 43.7015509, 10.7424474 43.7015952, 10.7425838 43.7016438)",,,,
127500858,SP5,Viale Europa,secondary,False,True,54.021,"LINESTRING (10.7416247 43.7008271, 10.7415951 43.700716, 10.7415774 43.7005946, 10.7415803 43.700344)",,,,
127500858,SP5,Viale Europa,secondary,False,True,137.49,"LINESTRING (10.747498 43.700325, 10.7474451 43.7003885, 10.7473004 43.7005616, 10.7471174 43.7007876, 10.746631 43.7013908)",,,,
1210869085,SP5,Viale Europa,secondary,True,False,8.968,"LINESTRING (10.747498 43.700325, 10.7474751 43.7003135, 10.7474583 43.7002974, 10.7474495 43.7002782, 10.7474494 43.7002581)",roundabout,,,
23962214,SP34,Via Don Botti,tertiary,False,True,46.843,"LINESTRING (10.7436752 43.7019482, 10.7437149 43.7018627, 10.7438609 43.7015489)",,,,
127500858,SP5,Viale Europa,secondary,False,False,132.667,"LINESTRING (10.7436752 43.7019482, 10.7438192 43.7019878, 10.7444957 43.7021741, 10.7446401 43.7021998, 10.7447705 43.7022141, 10.7449524 43.7022184, 10.7451264 43.7022127, 10.7452613 43.7022029)",,,,
127500858,SP5,Viale Europa,secondary,False,True,94.04499999999999,"LINESTRING (10.7436752 43.7019482, 10.7435524 43.7019146, 10.7427934 43.7017067, 10.7426615 43.7016671, 10.7425838 43.7016438)",,,,
157683838,SP34,Via Usciana,tertiary,False,False,70.316,"LINESTRING (10.7436752 43.7019482, 10.7435953 43.7021119, 10.7434944 43.7023184, 10.7434324 43.7024454, 10.743386 43.702545)",,2,,
23962192,,Viale Italia,tertiary,False,True,13.296,"LINESTRING (10.7422662 43.6990935, 10.7423686 43.6989996)",,2,,
35271485,,Via Provinciale Francesca Sud,residential,False,False,15.078,"LINESTRING (10.7422662 43.6990935, 10.742453 43.6991057)",,,,
796465162,,Via Provinciale Francesca Sud,tertiary,False,False,43.485,"LINESTRING (10.7422662 43.6990935, 10.7419645 43.6990753, 10.7417271 43.6990615)",,,,
23962214,SP34,Via Don Botti,tertiary,False,False,87.89,"LINESTRING (10.7441889 43.7007949, 10.7438609 43.7015489)",,,,
23962217,,Via Solferino,residential,False,False,33.212,"LINESTRING (10.7441889 43.7007949, 10.743821 43.700659)",,,,
"[819586040, 819586053]",,"['Via Borgo Nuovo', 'Via Cavour']",residential,True,False,57.829,"LINESTRING (10.7441889 43.7007949, 10.7443064 43.7006171, 10.7447162 43.7007458)",,,,
23962236,,Via Alcide De Gasperi,residential,True,False,76.55000000000001,"LINESTRING (10.7458103 43.6984647, 10.7460351 43.6981497, 10.7462469 43.6978529)",,,,
81954614,,Via dei Mille,unclassified,False,False,34.966,"LINESTRING (10.7458103 43.6984647, 10.7457124 43.698428, 10.7455376 43.698361, 10.745425 43.6983188)",,,,
81954614,,Via dei Mille,unclassified,False,True,58.243,"LINESTRING (10.7458103 43.6984647, 10.7459332 43.6985118, 10.7464461 43.6987158)",,,,
35271493,,Largo Carlo Alberto,residential,False,False,33.258,"LINESTRING (10.7452977 43.6991685, 10.7449342 43.6990257)",,,,
1245836427,,Via Calatafimi,unclassified,True,False,28.641,"LINESTRING (10.7426875 43.7005681, 10.7428382 43.7003347)",,,,
35271487,,Via Magenta,residential,True,False,19.32,"LINESTRING (10.7464786 43.6999867, 10.7463552 43.7001358)",,,,
23962206,,Via Provinciale Francesca Nord,residential,False,True,87.957,"LINESTRING (10.7464786 43.6999867, 10.7465011 43.7000262, 10.746514 43.700049, 10.7465336 43.7000757, 10.7465648 43.7000985, 10.7466775 43.7001368, 10.7468604 43.7001687, 10.747335 43.7002461, 10.7474494 43.7002581)",,,,
35271484,,Via Magenta,residential,False,False,106.99400000000001,"LINESTRING (10.7464786 43.6999867, 10.7469216 43.69928, 10.7469939 43.6991756, 10.747037 43.6991134)",,,,
81954614,,Via dei Mille,unclassified,False,True,17.174,"LINESTRING (10.744465 43.6980112, 10.7446705 43.6980534)",,,,
23962231,,Via Calatafimi,unclassified,False,False,66.999,"LINESTRING (10.744465 43.6980112, 10.7442049 43.6983662, 10.7440829 43.6985466)",,,,
23962231,,Via Calatafimi,unclassified,False,False,48.749,"LINESTRING (10.7431047 43.6999409, 10.7428382 43.7003347)",,,,
23962231,,Via Calatafimi,unclassified,False,True,94.947,"LINESTRING (10.7431047 43.6999409, 10.7434962 43.699402, 10.7436503 43.6991836)",,,,
30829422,,Via Vincenzo Bellini,residential,False,True,121.97200000000001,"LINESTRING (10.7431047 43.6999409, 10.7419485 43.6996646, 10.7416641 43.6995967)",,,,
35271498,,Via Giacomo Leopardi,residential,True,False,69.097,"LINESTRING (10.7430592 43.7006456, 10.7427697 43.7012307)",,,,
