osmid,name,highway,maxspeed,oneway,reversed,length,bridge,lanes,geometry,tunnel,junction
585512139,Via 24 Maggio,residential,,False,True,9.324,,,"LINESTRING (11.1088077 43.7710019, 11.1089086 43.7710434)",,
144123955,Via 24 Maggio,residential,,True,False,134.547,,,"LINESTRING (11.1088077 43.7710019, 11.1087176 43.7708986, 11.1086347 43.7707608, 11.1085125 43.7706157, 11.108391 43.7705067, 11.1082342 43.7704177, 11.1081055 43.7703446, 11.1080139 43.7702926, 11.1078679 43.7702097, 11.1077074 43.7701186)",,
144123955,Via 24 Maggio,residential,,True,False,7.942,,,"LINESTRING (11.1072158 43.7698395, 11.1071334 43.7698)",,
"[45373725, 107777677]","['Via 24 Maggio', 'Piazza 4 Novembre']",residential,,True,False,105.017,,,"LINESTRING (11.1071334 43.7698, 11.1070354 43.7698061, 11.1066375 43.7698444, 11.1059509 43.7698309, 11.105845 43.7698735)",,
557808147,Via Luigi Cadorna,residential,,True,False,72.914,,,"LINESTRING (11.1071334 43.7698, 11.1067826 43.7696699, 11.1064609 43.76962, 11.1062772 43.7696065)",,
45373610,Via Antonio Gramsci,unclassified,,True,False,77.33699999999999,,,"LINESTRING (11.1126599 43.7681704, 11.1119732 43.7684803, 11.1118537 43.7685497)",,
"[155642052, 43898940, 155642054]",Corso Alessandro Manzoni,residential,,True,False,92.75500000000001,,,"LINESTRING (11.1062253 43.7717056, 11.1062799 43.7716945, 11.1064098 43.7716682, 11.1064239 43.7716653, 11.1067705 43.7715845, 11.1071369 43.7715094, 11.1073281 43.7714584)",yes,
585512131,Via di Sotto,unclassified,,False,True,18.191000000000003,,,"LINESTRING (11.1062253 43.7717056, 11.1061056 43.7717183, 11.1060016 43.7717314)",,
585512140,Via Filippo Brunelleschi,unclassified,,True,False,23.145,,,"LINESTRING (11.1062253 43.7717056, 11.106243 43.7717768, 11.1062721 43.7718389, 11.1063128 43.7719027)",,
585512135,Via Livornese,primary,50,False,True,4.344,,,"LINESTRING (11.1132976 43.7701166, 11.1132435 43.7701166)",,
"[45374050, 43905891, 892082660]",Via del Piano,"['residential', 'unclassified']",,False,False,294.243,yes,,"LINESTRING (11.1087576 43.772461, 11.1090717 43.7726631, 11.1090963 43.7726799, 11.1092137 43.7727765, 11.1093778 43.77292, 11.1094021 43.7729412, 11.1097829 43.7731583, 11.1098483 43.7731927, 11.1099565 43.773234, 11.1104597 43.7734165, 11.1108624 43.7736032, 11.1115587 43.7741276)",,
43905891,Via del Piano,residential,,False,True,112.03999999999999,,,"LINESTRING (11.1087576 43.772461, 11.1083363 43.7722861, 11.1080847 43.7721922, 11.1078413 43.7720806, 11.1076519 43.7719622, 11.1076005 43.7719112)",,
45373727,Viale dello Stadio,residential,,False,True,187.748,,,"LINESTRING (11.1087576 43.772461, 11.1089168 43.7722109, 11.1089826 43.772102, 11.1090925 43.7720008, 11.1093229 43.7718612, 11.1094909 43.7717917, 11.1095753 43.7717567, 11.1105314 43.7714945)",,
43898958,Via Filippo Brunelleschi,unclassified,,False,False,122.18,,,"LINESTRING (11.1076005 43.7719112, 11.1074712 43.7719488, 11.1067721 43.7721552, 11.1066282 43.7721553, 11.1065833 43.7721455, 11.1065077 43.7721074, 11.1063128 43.7719027)",,
43898958,Via Filippo Brunelleschi,unclassified,,False,True,173.41899999999998,,,"LINESTRING (11.1076005 43.7719112, 11.109055 43.7714368, 11.1090806 43.7713655, 11.109009 43.7710692, 11.1090012 43.771037)",,
43905891,Via del Piano,residential,,False,False,112.03999999999999,,,"LINESTRING (11.1076005 43.7719112, 11.1076519 43.7719622, 11.1078413 43.7720806, 11.1080847 43.7721922, 11.1083363 43.7722861, 11.1087576 43.772461)",,
72568230,Via del Piano,unclassified,,False,True,246.571,,,"LINESTRING (11.1115587 43.7741276, 11.1104773 43.7743693, 11.1094297 43.774625, 11.1086279 43.7747884)",,
"[45374050, 43905891, 892082660]",Via del Piano,"['unclassified', 'residential']",,False,True,294.24300000000005,yes,,"LINESTRING (11.1115587 43.7741276, 11.1108624 43.7736032, 11.1104597 43.7734165, 11.1099565 43.773234, 11.1098483 43.7731927, 11.1097829 43.7731583, 11.1094021 43.7729412, 11.1093778 43.77292, 11.1092137 43.7727765, 11.1090963 43.7726799, 11.1090717 43.7726631, 11.1087576 43.772461)",,
693517687,Via Livornese,primary,50,False,True,12.533,,,"LINESTRING (11.109501 43.7695469, 11.1093463 43.7695319)",,
45373608,Via Armido Cipriani,residential,,True,False,75.23500000000001,,,"LINESTRING (11.109501 43.7695469, 11.1093821 43.7696007, 11.1091918 43.7697566, 11.1090663 43.7698981, 11.1089778 43.770087)",,
693517689,Via Livornese,primary,50,False,False,24.735,,,"LINESTRING (11.109501 43.7695469, 11.1095974 43.7695633, 11.1098008 43.769598)",,
45373610,Via Antonio Gramsci,unclassified,,True,False,105.062,,,"LINESTRING (11.1109089 43.7688522, 11.1102566 43.7691249, 11.1097852 43.769336)",,
45373607,Via Antonio Gramsci,unclassified,,True,False,13.544,,,"LINESTRING (11.1097495 43.769352, 11.1096851 43.7693889, 11.1096575 43.7694063, 11.10962 43.76943)",,
150437495,Via 4 Agosto,unclassified,,False,True,44.393,,,"LINESTRING (11.1097495 43.769352, 11.1097471 43.7693497, 11.1096487 43.7692555, 11.1093845 43.7690528)",,
43906048,Via Dino Campana,residential,,True,False,107.434,,,"LINESTRING (11.1089778 43.770087, 11.1102831 43.7702992)",,
43906058,Via Gino Bechi,residential,,False,False,9.576,,,"LINESTRING (11.1089778 43.770087, 11.108945 43.7701698)",,
144125169,Via Dino Campana,residential,,False,False,5.433,,,"LINESTRING (11.1102831 43.7702992, 11.1103081 43.7703446)",,
585512134,Via 24 Maggio,unclassified,,False,False,28.916,,,"LINESTRING (11.1105052 43.7707628, 11.110159 43.7708344)",,
144125169,Via Dino Campana,residential,,False,True,49.134,,,"LINESTRING (11.1105052 43.7707628, 11.1104529 43.7706654, 11.1103081 43.7703446)",,
585512134,Via 24 Maggio,unclassified,,False,True,159.51999999999998,,,"LINESTRING (11.1105052 43.7707628, 11.1106574 43.7707352, 11.1110034 43.7706882, 11.1112961 43.7706446, 11.11169 43.7705461, 11.1124064 43.7703587)",,
309729025,Via Gino Bechi,residential,,False,True,61.03099999999999,,,"LINESTRING (11.1082083 43.7700347, 11.1082811 43.7700481, 11.1084453 43.7700782, 11.1088653 43.7701552, 11.108945 43.7701698)",,
585512134,Via 24 Maggio,unclassified,,False,True,31.141,,,"LINESTRING (11.1124064 43.7703587, 11.1127754 43.7702725)",,
43973229,Via Bertelli,residential,,False,False,43.639,,,"LINESTRING (11.1124064 43.7703587, 11.1123815 43.7703003, 11.1122952 43.7700716, 11.1122776 43.770025, 11.1122711 43.7700078, 11.1122609 43.7699806)",,
585512134,Via 24 Maggio,unclassified,,False,False,159.51999999999998,,,"LINESTRING (11.1124064 43.7703587, 11.11169 43.7705461, 11.1112961 43.7706446, 11.1110034 43.7706882, 11.1106574 43.7707352, 11.1105052 43.7707628)",,
43973229,Via Bertelli,residential,,False,True,43.639,,,"LINESTRING (11.1122609 43.7699806, 11.1122711 43.7700078, 11.1122776 43.770025, 11.1122952 43.7700716, 11.1123815 43.7703003, 11.1124064 43.7703587)",,
693517681,Via Livornese,primary,50,False,False,55.927,,,"LINESTRING (11.1122609 43.7699806, 11.1126655 43.7700365, 11.1129422 43.7700845)",,
693517681,Via Livornese,primary,50,False,True,19.558,,,"LINESTRING (11.1122609 43.7699806, 11.1120702 43.7699477, 11.112024 43.7699397)",,
45373653,Via Fratelli Rosselli,unclassified,,True,False,68.69,,,"LINESTRING (11.1118537 43.7685497, 11.1114719 43.7679969)",,
150437500,Via Fratelli Rosselli,residential,,False,True,156.641,,,"LINESTRING (11.1118537 43.7685497, 11.1122482 43.7699293)",,
45373610,Via Antonio Gramsci,unclassified,,True,False,83.09,,,"LINESTRING (11.1118537 43.7685497, 11.111793 43.7685795, 11.1109089 43.7688522)",,
45373611,Via Cipriani,residential,,True,False,95.272,,,"LINESTRING (11.1092448 43.7709988, 11.108945 43.7701698)",,
585512134,Via 24 Maggio,unclassified,,False,False,20.016,,,"LINESTRING (11.1092448 43.7709988, 11.1090012 43.771037)",,
585512134,Via 24 Maggio,unclassified,,False,True,75.648,,,"LINESTRING (11.1092448 43.7709988, 11.110159 43.7708344)",,
43970812,Via Giacomo Matteotti,unclassified,,False,False,15.009,,,"LINESTRING (11.1078445 43.7677466, 11.1077322 43.7678545)",,
43973232,Via 4 Agosto,unclassified,,True,False,70.219,,,"LINESTRING (11.1078445 43.7677466, 11.1084137 43.768226)",,
45373978,Via Castruccio Castracani,unclassified,,False,True,81.14,,,"LINESTRING (11.1078445 43.7677466, 11.1080652 43.7676244, 11.1086798 43.7673368)",,
43970812,Via Giacomo Matteotti,unclassified,,False,True,185.989,,,"LINESTRING (11.1062803 43.7691568, 11.1066493 43.7688347, 11.1071082 43.7684394, 11.107614 43.7679819, 11.1077322 43.7678545)",,
"[43970824, 585512132]",Via Luigi Cadorna,residential,,True,False,57.31999999999999,,,"LINESTRING (11.1062803 43.7691568, 11.1066398 43.7693766, 11.1066797 43.769401, 11.1067615 43.769451, 11.1068251 43.7694899)",,
"[557652361, 705113883]",Via Giacomo Matteotti,unclassified,,False,False,38.675,,,"LINESTRING (11.1062803 43.7691568, 11.106134 43.7692904, 11.1059815 43.7694296)",,
43970822,Via Castruccio Castracane,unclassified,,True,False,225.11499999999998,,,"LINESTRING (11.105307 43.7688637, 11.105516 43.7687457, 11.1056239 43.7686731, 11.1057271 43.7686071, 11.105781 43.768564, 11.1058418 43.7684907, 11.1059981 43.768372, 11.1063147 43.7681507, 11.1063946 43.7680862, 11.1065927 43.7679265, 11.1069025 43.7677051, 11.1070341 43.7676707, 11.1071067 43.767657, 11.1071793 43.7676495, 11.107262 43.7676428, 11.1073738 43.7676347, 11.1074233 43.7676405)",,
150437497,Via Armando Diaz,unclassified,,False,False,78.895,,,"LINESTRING (11.105307 43.7688637, 11.1047212 43.7684889, 11.104576 43.7683897)",,
150437497,Via Armando Diaz,unclassified,,False,True,47.156,,,"LINESTRING (11.1041496 43.7680981, 11.104576 43.7683897)",,
43973203,Via Calcinaia,unclassified,,False,False,54.578,,,"LINESTRING (11.1041496 43.7680981, 11.1042577 43.7680045, 11.1043855 43.7679216, 11.1046376 43.7677578)",,
150437497,Via Armando Diaz,unclassified,,False,False,118.195,,,"LINESTRING (11.1041496 43.7680981, 11.1038667 43.767897, 11.103795 43.7678026, 11.1037385 43.7677049, 11.1035329 43.7671621)",,
557652363,Via Livornese,primary,50,False,False,97.18799999999999,,,"LINESTRING (11.1068251 43.7694899, 11.1069841 43.7694482, 11.1073097 43.7693266, 11.1074251 43.7692999, 11.1075483 43.7692832, 11.1077388 43.7692881, 11.1079701 43.769327)",,
693517678,Via Livornese,primary,50,False,True,45.876,,,"LINESTRING (11.1068251 43.7694899, 11.1066275 43.7695364, 11.1062772 43.7696065)",,
43973544,Via Piero Calamandrei,unclassified,,True,False,251.478,,,"LINESTRING (11.1086798 43.7673368, 11.1079333 43.7666532, 11.1083701 43.7663971, 11.1088578 43.7661223, 11.1093414 43.7665315)",,
45373978,Via Castruccio Castracani,unclassified,,False,False,81.14,,,"LINESTRING (11.1086798 43.7673368, 11.1080652 43.7676244, 11.1078445 43.7677466)",,
45373978,Via Castruccio Castracani,unclassified,,False,True,75.368,,,"LINESTRING (11.1086798 43.7673368, 11.1087828 43.7672005, 11.1088 43.7670331, 11.1088858 43.7667914, 11.1089839 43.7667137)",,
585512138,Via del Prato,residential,,True,False,172.866,,,"LINESTRING (11.1050675 43.7704026, 11.1053693 43.7707063, 11.1054897 43.7708362, 11.105831 43.7712043, 11.1059287 43.7713086, 11.1059486 43.7713298, 11.1060703 43.7714596, 11.106183 43.7715904, 11.1061878 43.7716035, 11.1062056 43.771652, 11.1062253 43.7717056)",,
659358269,Via del Prato,residential,,False,True,55.876999999999995,,,"LINESTRING (11.1050675 43.7704026, 11.1048984 43.7701521, 11.104773 43.7699474)",,
155642054,Corso Alessandro Manzoni,residential,,True,False,47.765,,,"LINESTRING (11.1073281 43.7714584, 11.1075026 43.7714073, 11.1078294 43.7713233, 11.1078856 43.7713088)",,
150063664,Vicolo della Misericordia,residential,,False,True,98.617,,,"LINESTRING (11.1078856 43.7713088, 11.1078759 43.7712952, 11.1078411 43.7712462, 11.1076131 43.7709258, 11.1076004 43.7709096, 11.1075182 43.7708054, 11.1074808 43.7707448, 11.1074253 43.770655, 11.1073583 43.7705587, 11.1073281 43.770519)",,
155642054,Corso Alessandro Manzoni,residential,,True,False,87.296,,,"LINESTRING (11.1078856 43.7713088, 11.1080762 43.7712603, 11.1088012 43.7710758, 11.1089086 43.7710434)",,
43973203,Via Calcinaia,unclassified,,False,True,54.578,,,"LINESTRING (11.1046376 43.7677578, 11.1043855 43.7679216, 11.1042577 43.7680045, 11.1041496 43.7680981)",,
585512134,Via 24 Maggio,unclassified,,False,False,31.141,,,"LINESTRING (11.1127754 43.7702725, 11.1124064 43.7703587)",,
585512134,Via 24 Maggio,unclassified,,False,True,3.801,,,"LINESTRING (11.1127754 43.7702725, 11.1128211 43.7702636)",,
43973210,Viuzzo delle merci,residential,,False,False,44.142,,,"LINESTRING (11.1105314 43.7714945, 11.110289 43.7711382)",,
45373727,Viale dello Stadio,residential,,False,False,187.748,,,"LINESTRING (11.1105314 43.7714945, 11.1095753 43.7717567, 11.1094909 43.7717917, 11.1093229 43.7718612, 11.1090925 43.7720008, 11.1089826 43.772102, 11.1089168 43.7722109, 11.1087576 43.772461)",,
43973210,Viuzzo delle merci,residential,,False,True,44.142,,,"LINESTRING (11.110289 43.7711382, 11.1105314 43.7714945)",,
144123958,Vicolo delle Merci,residential,,True,False,35.357,,,"LINESTRING (11.110159 43.7708344, 11.110289 43.7711382)",,
585512134,Via 24 Maggio,unclassified,,False,False,75.648,,,"LINESTRING (11.110159 43.7708344, 11.1092448 43.7709988)",,
585512134,Via 24 Maggio,unclassified,,False,True,28.916,,,"LINESTRING (11.110159 43.7708344, 11.1105052 43.7707628)",,
43973222,Via Giuseppe Verdi,unclassified,,True,False,90.325,,,"LINESTRING (11.1104665 43.7683612, 11.1114719 43.7679969)",,
150063665,Via della Resistenza,unclassified,,True,False,65.136,,,"LINESTRING (11.1104665 43.7683612, 11.1109089 43.7688522)",,
45373653,Via Fratelli Rosselli,unclassified,,True,False,58.375,,,"LINESTRING (11.1114719 43.7679969, 11.1111632 43.7675216)",,
150437499,Via Felice Cavallotti,unclassified,,True,False,110.201,,,"LINESTRING (11.1114719 43.7679969, 11.1127042 43.7675607)",,
150437502,Via Giordano Bruno,unclassified,,True,False,61.396,,,"LINESTRING (11.1127042 43.7675607, 11.1129866 43.7680738)",,
43973226,Via Achille Grandi,unclassified,,False,False,50.762,,,"LINESTRING (11.1098101 43.7678561, 11.1094951 43.7674603)",,
43973234,,unclassified,,True,False,16.929,,,"LINESTRING (11.1098101 43.7678561, 11.1098531 43.7678511, 11.109917 43.7678536, 11.1099599 43.7678732, 11.1099872 43.7679056)",,roundabout
43973226,Via Achille Grandi,unclassified,,False,True,50.762,,,"LINESTRING (11.1094951 43.7674603, 11.1098101 43.7678561)",,
43973227,Via Tommaso Campanella,unclassified,,False,False,121.613,,,"LINESTRING (11.1094951 43.7674603, 11.1084137 43.768226)",,
150437496,Via Achille Grandi,unclassified,,True,False,92.613,,,"LINESTRING (11.1094951 43.7674603, 11.1089839 43.7667137)",,
45373978,Via Castruccio Castracani,unclassified,,False,False,75.368,,,"LINESTRING (11.1089839 43.7667137, 11.1088858 43.7667914, 11.1088 43.7670331, 11.1087828 43.7672005, 11.1086798 43.7673368)",,
45373978,Via Castruccio Castracani,unclassified,,False,True,35.236000000000004,,,"LINESTRING (11.1089839 43.7667137, 11.1091743 43.7666022, 11.1093414 43.7665315)",,
43973227,Via Tommaso Campanella,unclassified,,False,True,121.613,,,"LINESTRING (11.1084137 43.768226, 11.1094951 43.7674603)",,
43973232,Via 4 Agosto,unclassified,,True,False,57.365,,,"LINESTRING (11.1084137 43.768226, 11.1088783 43.7686179)",,
43973233,Via Filippo Turati,unclassified,,True,False,52.733,,,"LINESTRING (11.1105631 43.7677142, 11.1111632 43.7675216)",,
"[43973233, 150437502]","['Via Giordano Bruno', 'Via Filippo Turati']",unclassified,,True,False,171.94,,,"LINESTRING (11.1111632 43.7675216, 11.1113547 43.7674541, 11.1124363 43.767074, 11.1127042 43.7675607)",,
45373654,Via Filippo Turati,unclassified,,True,False,102.038,,,"LINESTRING (11.1088783 43.7686179, 11.1089261 43.7685842, 11.1097155 43.7680286, 11.1097823 43.7679733)",,
43973233,Via Filippo Turati,unclassified,,True,False,50.908,,,"LINESTRING (11.1099872 43.7679056, 11.1102476 43.7678178, 11.1105631 43.7677142)",,
43973234,,unclassified,,True,False,12.155999999999999,,,"LINESTRING (11.1099872 43.7679056, 11.109992 43.7679401, 11.1099762 43.7679735, 11.1099375 43.7680012)",,roundabout
45373610,Via Antonio Gramsci,unclassified,,True,False,28.348,,,"LINESTRING (11.1129866 43.7680738, 11.1126599 43.7681704)",,
43973234,,unclassified,,True,False,14.077,,,"LINESTRING (11.1097823 43.7679733, 11.1097662 43.7679378, 11.1097742 43.7678999, 11.1098101 43.7678561)",,roundabout
155417606,Via Antonio Meucci,residential,,False,False,23.158,,,"LINESTRING (11.1035329 43.7671621, 11.103796 43.7670768)",,
150437497,Via Armando Diaz,unclassified,,False,True,118.195,,,"LINESTRING (11.1035329 43.7671621, 11.1037385 43.7677049, 11.103795 43.7678026, 11.1038667 43.767897, 11.1041496 43.7680981)",,
45373978,Via Castruccio Castracani,unclassified,,False,False,35.236000000000004,,,"LINESTRING (11.1093414 43.7665315, 11.1091743 43.7666022, 11.1089839 43.7667137)",,
"[983179418, 983179419, 659304212, 585512131]",Via di Sotto,unclassified,,False,False,356.345,yes,,"LINESTRING (11.1015778 43.771888, 11.1017085 43.7718872, 11.1020194 43.7718837, 11.1030339 43.7718804, 11.1038458 43.7718855, 11.1043829 43.7718771, 11.1046089 43.7718548, 11.10539 43.7718086, 11.1054831 43.7717969, 11.1057213 43.7717679, 11.1059642 43.7717363, 11.1060016 43.7717314)",,
72568230,Via del Piano,unclassified,,False,False,246.57100000000003,,,"LINESTRING (11.1086279 43.7747884, 11.1094297 43.774625, 11.1104773 43.7743693, 11.1115587 43.7741276)",,
43906058,Via Gino Bechi,residential,,False,True,9.576,,,"LINESTRING (11.108945 43.7701698, 11.1089778 43.770087)",,
309729025,Via Gino Bechi,residential,,False,False,61.031000000000006,,,"LINESTRING (11.108945 43.7701698, 11.1088653 43.7701552, 11.1084453 43.7700782, 11.1082811 43.7700481, 11.1082083 43.7700347)",,
43970812,Via Giacomo Matteotti,unclassified,,False,True,15.009,,,"LINESTRING (11.1077322 43.7678545, 11.1078445 43.7677466)",,
43970812,Via Giacomo Matteotti,unclassified,,False,False,185.989,,,"LINESTRING (11.1077322 43.7678545, 11.107614 43.7679819, 11.1071082 43.7684394, 11.1066493 43.7688347, 11.1062803 43.7691568)",,
91825395,Via Castruccio Castracane,residential,,True,False,35.488,,,"LINESTRING (11.1077322 43.7678545, 11.1077237 43.7678129, 11.1074233 43.7676405)",,
585512134,Via 24 Maggio,unclassified,,False,False,3.801,,,"LINESTRING (11.1128211 43.7702636, 11.1127754 43.7702725)",,
585512133,Via 24 Maggio,unclassified,,True,False,22.898,,,"LINESTRING (11.1128211 43.7702636, 11.112876 43.7702277, 11.1128947 43.7702064, 11.1129108 43.7701832, 11.1129321 43.7701163, 11.1129422 43.7700845)",,
144125169,Via Dino Campana,residential,,False,True,5.433,,,"LINESTRING (11.1103081 43.7703446, 11.1102831 43.7702992)",,
91825397,Via Dino Campana,residential,,True,False,112.586,,,"LINESTRING (11.1103081 43.7703446, 11.1102396 43.7703709, 11.1090362 43.7701897, 11.108945 43.7701698)",,
144125169,Via Dino Campana,residential,,False,False,49.134,,,"LINESTRING (11.1103081 43.7703446, 11.1104529 43.7706654, 11.1105052 43.7707628)",,
43970822,Via Castruccio Castracane,unclassified,,True,False,35.821,,,"LINESTRING (11.1074233 43.7676405, 11.1078445 43.7677466)",,
"[249114310, 249114309, 45373974]",Via Dante Alighieri,residential,,True,False,213.993,,,"LINESTRING (11.105845 43.7698735, 11.1059535 43.7700086, 11.1060081 43.770078, 11.106628 43.7707833, 11.1067755 43.7708876, 11.1069242 43.7709708, 11.1071939 43.7712892, 11.1073195 43.7714476, 11.1073281 43.7714584)",yes,
"[144127425, 107777677]","['Via del Prato', 'Piazza 4 Novembre']",residential,,True,False,88.41699999999999,,,"LINESTRING (11.105845 43.7698735, 11.1057732 43.7699046, 11.1056796 43.7699451, 11.1052755 43.7701503, 11.1052005 43.7701957, 11.1051511 43.7702621, 11.105113 43.7703359, 11.1050675 43.7704026)",,
150063664,Vicolo della Misericordia,residential,,False,False,98.617,,,"LINESTRING (11.1073281 43.770519, 11.1073583 43.7705587, 11.1074253 43.770655, 11.1074808 43.7707448, 11.1075182 43.7708054, 11.1076004 43.7709096, 11.1076131 43.7709258, 11.1078411 43.7712462, 11.1078759 43.7712952, 11.1078856 43.7713088)",,
43898958,Via Filippo Brunelleschi,unclassified,,False,True,122.18,,,"LINESTRING (11.1063128 43.7719027, 11.1065077 43.7721074, 11.1065833 43.7721455, 11.1066282 43.7721553, 11.1067721 43.7721552, 11.1074712 43.7719488, 11.1076005 43.7719112)",,
585512130,Via Filippo Brunelleschi,unclassified,,True,False,31.601999999999997,,,"LINESTRING (11.1063128 43.7719027, 11.1061758 43.7718082, 11.1060877 43.7717693, 11.1060016 43.7717314)",,
43973234,,unclassified,,True,False,14.331,,,"LINESTRING (11.1099375 43.7680012, 11.109893 43.7680153, 11.109869 43.7680123, 11.10985 43.76801, 11.1098095 43.7679955, 11.1097823 43.7679733)",,roundabout
150063665,Via della Resistenza,unclassified,,True,False,58.473,,,"LINESTRING (11.1099375 43.7680012, 11.1099873 43.768035, 11.1100592 43.7680918, 11.1103502 43.7682695, 11.1104665 43.7683612)",,
150437495,Via 4 Agosto,unclassified,,False,False,44.393,,,"LINESTRING (11.1093845 43.7690528, 11.1096487 43.7692555, 11.1097471 43.7693497, 11.1097495 43.769352)",,
144123955,Via 24 Maggio,residential,,True,False,50.213,,,"LINESTRING (11.1077074 43.7701186, 11.1072158 43.7698395)",,
144125170,Via Gino Bechi,residential,,True,False,45.701,,,"LINESTRING (11.1077074 43.7701186, 11.1078077 43.7700672, 11.1079675 43.7699854, 11.1082083 43.7700347)",,
150437500,Via Fratelli Rosselli,residential,,False,False,156.641,,,"LINESTRING (11.1122482 43.7699293, 11.1118537 43.7685497)",,
