osmid,name,highway,oneway,reversed,length,geometry,lanes,access,ref,width,junction
"[199898872, 572677400]","['Piazza Libertà', ""Via Ugo di Sant'Onofrio""]",tertiary,False,False,109.526,"LINESTRING (15.2125732 38.1459464, 15.2124713 38.1461045, 15.212007 38.146825)",,,,,
388277470,Piazza Libertà,residential,False,True,57.260999999999996,"LINESTRING (15.2125732 38.1459464, 15.2127013 38.1457185, 15.2128068 38.145466)",,,,,
"[525404568, 572677398]",Via Operai,primary,True,False,94.428,"LINESTRING (15.2125732 38.1459464, 15.2128017 38.1460337, 15.213098 38.146147, 15.2135424 38.1463208)",1,,,,
126388467,Via Roma,residential,True,False,108.119,"LINESTRING (15.2144183 38.1466643, 15.2138403 38.1474578, 15.2138037 38.147508)",,,,,
525404568,Via Operai,primary,True,False,105.00500000000001,"LINESTRING (15.2144183 38.1466643, 15.2145085 38.1466982, 15.2155019 38.1470712)",1,,,,
140380130,Via Luigi De Luca,residential,True,False,69.746,"LINESTRING (15.2201863 38.1488872, 15.220195 38.14826)",,,,,
199898867,Via Papa Giovanni XXIII,primary,True,False,12.922,"LINESTRING (15.2201863 38.1488872, 15.2203189 38.1489385)",2,,,,
35379611,Via Regina Margherita,residential,True,False,89.237,"LINESTRING (15.2194969 38.1448622, 15.2185589 38.1445462)",,,,,
141193337,Via degli Studi,residential,True,False,89.744,"LINESTRING (15.2194969 38.1448622, 15.219508 38.1448137, 15.2195297 38.144593, 15.2195447 38.1443186, 15.2195358 38.1440569)",,,,,
35383748,Via Immacolata,residential,True,False,18.986,"LINESTRING (15.2127987 38.1444161, 15.2127013 38.1445687)",,,,,
228860470,Via Principe Amedeo,unclassified,False,False,9.209,"LINESTRING (15.2127987 38.1444161, 15.2128876 38.1444605)",,,,,
35383762,Corso Giuseppe Garibaldi,residential,True,False,28.735,"LINESTRING (15.2124001 38.1449158, 15.2120769 38.1448692)",,,,,
126388465,Corso Giuseppe Garibaldi,residential,True,False,14.099,"LINESTRING (15.2124001 38.1449158, 15.2125552 38.1449504)",,,,,
199899003,Via Salvatore Romano,residential,False,False,101.234,"LINESTRING (15.2228253 38.1499001, 15.2223045 38.1507132)",,,,,
140380125,Via John Fitzgerald Kennedy,primary,True,False,141.916,"LINESTRING (15.2196707 38.1497249, 15.219409 38.1496275, 15.2190371 38.1494889, 15.2182039 38.1491787)",2,,,,
140380130,Via Luigi De Luca,residential,True,False,103.486,"LINESTRING (15.2196707 38.1497249, 15.2201072 38.1490157, 15.2201863 38.1488872)",,,,,
141193330,Via Umberto I,tertiary,True,False,100.102,"LINESTRING (15.2120955 38.1484525, 15.2126326 38.1476575)",,,,,
229301086,,residential,False,True,27.191,"LINESTRING (15.2120955 38.1484525, 15.2123691 38.1485687)",,,,,
108948691,Via Umberto I,tertiary,True,False,139.423,"LINESTRING (15.2135424 38.1463208, 15.2137254 38.1461157, 15.2141836 38.145573, 15.2144251 38.1452768)",,,,,
525404568,Via Operai,primary,True,False,85.591,"LINESTRING (15.2135424 38.1463208, 15.2143658 38.1466437, 15.2144183 38.1466643)",1,,,,
108948691,Via Umberto I,tertiary,True,False,86.072,"LINESTRING (15.2129478 38.1471859, 15.2134001 38.1464984)",,,,,
231541787,Via Guglielmo Marconi,primary,True,False,37.594,"LINESTRING (15.2129478 38.1471859, 15.2125614 38.1470377)",2,,,,
