osmid,oneway,lanes,name,highway,width,reversed,length,maxspeed,geometry,tunnel,ref,bridge,junction,access
54852654,True,1,Via Rio Vivo,residential,10,False,26.558,,"LINESTRING (14.9978232 41.9957667, 14.9978061 41.9960052)",,,,,
52437186,True,1,Corso Umberto I,residential,12,False,28.233,50,"LINESTRING (14.9972981 42.0004725, 14.9973721 42.0004693, 14.9976392 42.0004578)",,,,,
52437194,True,1,Corso Umberto I,residential,,False,55.968999999999994,50,"LINESTRING (14.9972981 42.0004725, 14.9967265 42.0005056, 14.9966227 42.0005103)",,,,,
55487355,True,1,Via Cairoli,residential,10,False,56.183,,"LINESTRING (14.9972683 41.9999751, 14.9965901 42.0000108)",,,,,
55487291,False,,Via Cairoli,residential,10,True,80.922,,"LINESTRING (14.9972683 41.9999751, 14.9973385 41.9999708, 14.9982443 41.9999156)",,,,,
59850739,True,1,Corso Vittorio Emanuele III,residential,7,False,55.375,50,"LINESTRING (14.9972683 41.9999751, 14.9972674 42.000033, 14.9972833 42.000275, 14.9972981 42.0004725)",,,,,
54852658,True,1,Viale Marinai d'Italia,residential,5,False,33.732,50,"LINESTRING (14.9979589 41.9965653, 14.9979034 41.9964601, 14.9978515 41.9964093, 14.9977807 41.9963765, 14.997701 41.9963508)",,,,,
"[56312868, 56312869, 371844283, 56312733, 56312734]",False,2,Viale Marinai d'Italia,residential,,True,621.7299999999999,50,"LINESTRING (14.9979589 41.9965653, 14.9979788 41.9966409, 14.9979963 41.9967076, 14.9980353 41.9969636, 14.9981271 41.9973132, 14.9982414 41.9976001, 14.9984308 41.9979721, 14.9985578 41.9982182, 14.9986345 41.9984935, 14.9986662 41.9987061, 14.9988244 41.9996597, 14.9988615 41.9998045, 14.9989094 42.0001019, 14.9989669 42.0004148, 14.9989914 42.0006494, 14.9989963 42.0008659, 14.9989575 42.0012275, 14.9988544 42.0015467, 14.998646 42.0020332)",yes,,,,
52437244,True,1,Corso Nazionale,tertiary,8,False,54.018,50,"LINESTRING (14.9954243 42.0005881, 14.9954069 42.0005181, 14.9953593 42.000105)",,,,,
52437298,True,1,Via Cesare Battisti,tertiary,6,False,39.361,50,"LINESTRING (14.9952921 41.9988194, 14.9957665 41.9987876)",,,,,
53833176,True,1,Corso Nazionale,tertiary,10,False,34.144000000000005,50,"LINESTRING (14.9952859 41.9991931, 14.9951823 41.9990577, 14.99507 41.9989315)",,cso naz,,,
194447223,True,1,Corso Nazionale,tertiary,,False,41.864000000000004,50,"LINESTRING (14.9952859 41.9991931, 14.995267 41.9988889, 14.9952921 41.9988194)",,,,,
52437325,True,1,Corso Fratelli Brigida,tertiary,5.2,False,92.56700000000001,50,"LINESTRING (14.9965033 41.998718, 14.9965361 41.999381, 14.9965398 41.9994948, 14.996544 41.9995499)",,,,,
54853495,True,,Via Fratelli Brigida,residential,10,False,69.01299999999999,,"LINESTRING (14.9965033 41.998718, 14.996498 41.9986801, 14.9964392 41.9980992)",,,,,
55484706,True,1,Via Gabriele Pepe,residential,10,False,42.327,50,"LINESTRING (14.9972116 41.9995062, 14.9977216 41.9994708)",,,,,
59850739,True,1,Corso Vittorio Emanuele III,residential,7,False,52.35,50,"LINESTRING (14.9972116 41.9995062, 14.9972211 41.9995764, 14.9972632 41.9999324, 14.9972683 41.9999751)",,,,,
280837070,True,1,Corso Fratelli Brigida,tertiary,,False,139.19299999999998,50,"LINESTRING (14.9966227 42.0005103, 14.9966255 42.0005635, 14.9966779 42.0012394, 14.9967103 42.0017291, 14.9967124 42.0017603)",,,,,
280837071,True,1,Corso Umberto I,residential,,False,99.40700000000001,50,"LINESTRING (14.9966227 42.0005103, 14.9965407 42.0005141, 14.9955309 42.0005817, 14.9954243 42.0005881)",,,,,
371844282,True,2,Viale Marinai d'Italia,residential,,False,19.919,50,"LINESTRING (14.998646 42.0020332, 14.9986943 42.0022087)",,,,,
"[56312868, 56312869, 371844283, 56312733, 56312734]",False,2,Viale Marinai d'Italia,residential,,False,621.7300000000001,50,"LINESTRING (14.998646 42.0020332, 14.9988544 42.0015467, 14.9989575 42.0012275, 14.9989963 42.0008659, 14.9989914 42.0006494, 14.9989669 42.0004148, 14.9989094 42.0001019, 14.9988615 41.9998045, 14.9988244 41.9996597, 14.9986662 41.9987061, 14.9986345 41.9984935, 14.9985578 41.9982182, 14.9984308 41.9979721, 14.9982414 41.9976001, 14.9981271 41.9973132, 14.9980353 41.9969636, 14.9979963 41.9967076, 14.9979788 41.9966409, 14.9979589 41.9965653)",yes,,,,
52437325,True,1,Corso Fratelli Brigida,tertiary,5.2,False,51.393,50,"LINESTRING (14.996544 41.9995499, 14.9965787 41.9998695, 14.9965901 42.0000108)",,,,,
52438249,True,1,Via Gabriele Pepe,residential,10,False,102.619,50,"LINESTRING (14.996544 41.9995499, 14.9964673 41.9995556, 14.9954114 41.999634, 14.9953083 41.9996416)",,,,,
54170399,True,1,Via Gabriele Pepe,residential,10,False,55.379999999999995,50,"LINESTRING (14.996544 41.9995499, 14.996662 41.9995422, 14.9972116 41.9995062)",,,,,
53833641,True,1,Via Caduti sul Lavoro,residential,6,False,58.792,50,"LINESTRING (14.9933494 41.9972569, 14.9930678 41.9971564, 14.9930316 41.9971368, 14.9928158 41.996928)",,,,,
1101046591,False,2,Via del Molinello,residential,,True,31.201,50,"LINESTRING (14.9933494 41.9972569, 14.9935563 41.9974443, 14.9935837 41.9974766)",,,,,
"[392138597, 1101046622]",False,2,Via del Molinello,residential,,False,304.51699999999994,50,"LINESTRING (14.9933494 41.9972569, 14.9927589 41.9967119, 14.9925271 41.9964865, 14.9924544 41.9964203, 14.9922211 41.9962077, 14.9919121 41.9960534, 14.9916321 41.995942, 14.9913257 41.995844, 14.9911739 41.9957924, 14.9910732 41.9957345, 14.9909851 41.9956796, 14.9908146 41.995552, 14.9907213 41.9954784, 14.9906822 41.9954381)",,,,,
55337885,False,2,Via Alcide De Gasperi,residential,,False,193.674,50,"LINESTRING (14.9908618 41.997584, 14.9907848 41.9975421, 14.9905491 41.9974138, 14.9904284 41.9974079, 14.9903574 41.9974045, 14.9901463 41.9973942, 14.9900487 41.9974061, 14.9897832 41.9974385, 14.9897214 41.997446, 14.9889645 41.9975384, 14.9886767 41.9975694, 14.9886131 41.9975641)",,,,,
55337885,False,2,Via Alcide De Gasperi,residential,,True,41.641999999999996,50,"LINESTRING (14.9908618 41.997584, 14.9909398 41.9976531, 14.9909619 41.9976727, 14.9910416 41.997737, 14.9910772 41.9977658, 14.9911756 41.9978349, 14.9912065 41.9978566)",,,,,
99019319,True,1,Via De Nicola,residential,,False,63.247,50,"LINESTRING (14.9908618 41.997584, 14.9912774 41.9971748, 14.9913259 41.9971318)",,,,,
55337885,False,2,Via Alcide De Gasperi,residential,,True,193.674,50,"LINESTRING (14.9886131 41.9975641, 14.9886767 41.9975694, 14.9889645 41.9975384, 14.9897214 41.997446, 14.9897832 41.9974385, 14.9900487 41.9974061, 14.9901463 41.9973942, 14.9903574 41.9974045, 14.9904284 41.9974079, 14.9905491 41.9974138, 14.9907848 41.9975421, 14.9908618 41.997584)",,,,,
1207078749,True,,Via Alcide De Gasperi,residential,8,False,12.219999999999999,50,"LINESTRING (14.9886131 41.9975641, 14.9886162 41.9975823, 14.9886111 41.9976002, 14.9885984 41.9976159, 14.9885795 41.9976276, 14.9885564 41.9976341, 14.9885318 41.9976347)",,,,,
53833749,False,1,Via Panama,residential,,False,60.95400000000001,50,"LINESTRING (14.9884413 41.9981787, 14.9884972 41.9978568, 14.9885205 41.9976965, 14.9885318 41.9976347)",,,,,
54584323,False,2,Via Madonna delle Grazie,secondary,,False,86.257,50,"LINESTRING (14.9884413 41.9981787, 14.9892264 41.9985812, 14.9893003 41.9986194)",,,,,
"[329725946, 54852117, 54930982]",False,2,Via Corsica,secondary,12,False,456.807,50,"LINESTRING (14.9976698 41.9943609, 14.9975923 41.9944711, 14.9967175 41.9957414, 14.9963424 41.9962393, 14.9958592 41.9966727, 14.9954063 41.9970121, 14.9952382 41.9971096, 14.9949774 41.9972549, 14.9945535 41.9975107, 14.9943991 41.9975888)",,SS16,yes,,
54852124,True,1,Via Corsica,secondary,,False,39.546,50,"LINESTRING (14.9976698 41.9943609, 14.9977729 41.9941617, 14.9978563 41.9940337)",,SS16,,,
339700697,True,1,Rotatoria Rio Vivo,residential,12,False,20.496,,"LINESTRING (14.9978061 41.9960052, 14.9978669 41.9960878, 14.9978764 41.9961777)",,,,roundabout,
54852656,True,1,Viale Marinai d'Italia,residential,10,False,16.703,,"LINESTRING (14.9972916 41.9961151, 14.9971974 41.9959822)",,,,,
53834826,True,1,Rotatoria Rio Vivo,residential,12,False,15.872,,"LINESTRING (14.9972916 41.9961151, 14.9973236 41.9960449, 14.9973797 41.9959904)",,,,roundabout,
54852652,True,1,Viale Marinai d'Italia,residential,10,False,15.093,,"LINESTRING (14.9971974 41.9959822, 14.9973797 41.9959904)",,,,,
"[551382531, 551382532, 54852116, 399626751]",False,2,Viale Marinai d'Italia,residential,,"[False, True]",308.73099999999994,50,"LINESTRING (14.9971974 41.9959822, 14.9969694 41.9959084, 14.9968252 41.9958974, 14.9967218 41.9958819, 14.9965823 41.995844, 14.9964911 41.9957902, 14.9964276 41.995721, 14.9963804 41.9955982, 14.9964058 41.9954309, 14.9965296 41.9952929, 14.9966815 41.9951632, 14.996825 41.9950858, 14.9969742 41.9950419, 14.9972893 41.9949624, 14.9974216 41.9949123, 14.9975201 41.9948411, 14.9977878 41.9944986, 14.9980344 41.9941611)",yes,,yes,,
337152273,True,,Viale Trieste,residential,10,False,55.655,50,"LINESTRING (14.9901612 42.0017069, 14.9896879 42.002063)",,,,,
656686021,True,,Via Duca degli Abruzzi,residential,10,False,31.277,,"LINESTRING (14.9920225 42.0019027, 14.991755 42.0021017)",,,,,
55334616,True,,Via Armando Diaz,residential,8,False,57.695,,"LINESTRING (14.991755 42.0021017, 14.9918308 42.0026175)",,,,,
656686021,True,,Via Duca degli Abruzzi,residential,10,False,109.851,,"LINESTRING (14.991755 42.0021017, 14.9908348 42.0028147)",,,,,
54171276,False,2,Via San Marino,residential,12,True,44.634,50,"LINESTRING (14.9885247 42.0000263, 14.9883329 42.0001948, 14.9881795 42.000335)",,,,,
54171504,False,,Via di Francia,residential,12,False,96.336,50,"LINESTRING (14.9885247 42.0000263, 14.9886587 42.0000069, 14.9887954 41.9999968, 14.9889158 41.9999218, 14.9890465 41.9998136, 14.9891599 41.9998777, 14.9894812 42.0000506)",,,,,
54171504,False,,Via di Francia,residential,12,True,74.116,50,"LINESTRING (14.9885247 42.0000263, 14.9885234 41.9999595, 14.9884958 41.9999031, 14.9885062 41.9998548, 14.9886048 41.9997409, 14.9886163 41.9996761, 14.9885334 41.9995813, 14.9883528 41.999466)",,,,,
54171504,False,,Via di Francia,residential,12,False,18.262,50,"LINESTRING (14.9882012 41.9993465, 14.9883528 41.999466)",,,,,
73415215,True,,Via Montecarlo,residential,,False,28.725,,"LINESTRING (14.9882012 41.9993465, 14.9881933 41.9992495, 14.9882322 41.9991494, 14.9882467 41.9991121, 14.9882345 41.9990964)",,,,,
55336751,True,,Via Nicola Mascilongo,residential,12,False,51.188,,"LINESTRING (14.9882742 42.0019495, 14.988345 42.0018937, 14.9886691 42.001645, 14.9887036 42.0016177)",,,,,
