osmid,oneway,name,highway,reversed,length,geometry,width,lanes,maxspeed,bridge,tunnel
701844668,True,Via Venti Settembre,secondary,False,24.021,"LINESTRING (11.0907871 43.7829619, 11.0905179 43.7828676)",,,,,
34627015,True,Via Giuseppe Verdi,unclassified,False,261.476,"LINESTRING (11.0974297 43.7779383, 11.0973763 43.7780685, 11.0973763 43.7783101, 11.0974357 43.778653, 11.0974354 43.7788835, 11.0974126 43.7790415, 11.0973171 43.7792411, 11.097197 43.7793898, 11.0969644 43.7795482, 11.0968091 43.7797052, 11.0967637 43.7797825, 11.0966666 43.7799644, 11.0965902 43.7801073)",,,,,
45856833,False,Via Roma,primary,False,126.083,"LINESTRING (11.0974297 43.7779383, 11.0973424 43.7778745, 11.097128 43.7777684, 11.0969131 43.7776541, 11.0967434 43.7775491, 11.0963486 43.7772707, 11.0962456 43.777198)",,,,,
45856833,False,Via Roma,primary,True,59.357,"LINESTRING (11.0974297 43.7779383, 11.0975512 43.778063, 11.0976821 43.7782526, 11.0977789 43.778407)",,,,,
49075163,False,Via di Porto,residential,False,90.47800000000001,"LINESTRING (11.0974297 43.7779383, 11.0975072 43.7778523, 11.0982693 43.7774019)",,,,,
8111918,True,Via Santelli,primary,False,100.18299999999999,"LINESTRING (11.0977789 43.778407, 11.0986836 43.7781775, 11.0988682 43.7781307, 11.0989562 43.7781084)",4,,,,
45856833,False,Via Roma,primary,False,59.357,"LINESTRING (11.0977789 43.778407, 11.0976821 43.7782526, 11.0975512 43.778063, 11.0974297 43.7779383)",,,,,
40032709,True,Via Arte della Paglia,primary,False,52.882,"LINESTRING (11.1006502 43.780125, 11.1006683 43.7806004)",8,,,,
1154968538,True,Via Giacomo Matteotti,unclassified,False,29.701,"LINESTRING (11.1006502 43.780125, 11.1005859 43.7801531, 11.1005335 43.7801666, 11.1004807 43.7801738, 11.1004245 43.7801765, 11.1003677 43.7801727, 11.1002978 43.7801601)",4,,,,
1220261207,False,Via Arte della Paglia,primary,True,276.15000000000003,"LINESTRING (11.0999869 43.7850299, 11.0999585 43.7847947, 11.0999315 43.7844877, 11.099956 43.7842574, 11.0999759 43.7840707, 11.1001611 43.7832856, 11.1002672 43.7828494, 11.1003349 43.7825714)",8,2,50,,
40032709,True,Via Arte della Paglia,primary,False,142.829,"LINESTRING (11.099873 43.7778716, 11.099968 43.7780929, 11.1000466 43.778287, 11.1002361 43.7788078, 11.1003969 43.7790975)",8,,,,
49075155,False,Via Marzabotto,residential,True,148.683,"LINESTRING (11.099873 43.7778716, 11.0996734 43.7775121, 11.0995764 43.7773829, 11.0995028 43.7773628, 11.0987421 43.7777529, 11.0986604 43.7777948)",,,,,
579915497,False,Via Roma,primary,True,91.958,"LINESTRING (11.0949383 43.7766028, 11.0954477 43.7767722, 11.0956538 43.7768682, 11.0959378 43.7770022)",,,,,
560129121,True,Via Roma,primary,False,111.80900000000001,"LINESTRING (11.0971141 43.7849923, 11.0972904 43.7845726, 11.0973074 43.7845321, 11.0973226 43.7844959, 11.0973617 43.7844027, 11.0974569 43.784176, 11.0975162 43.7840296)",6,2,,,
1154968538,True,Via Giacomo Matteotti,unclassified,False,9.091999999999999,"LINESTRING (11.1002978 43.7801601, 11.1002514 43.7801524, 11.1001862 43.7801469)",4,,,,
28813990,True,Via Giacomo Matteotti,unclassified,False,134.48,"LINESTRING (11.1000225 43.7801514, 11.0999086 43.7801623, 11.0997558 43.7801873, 11.099609 43.7802197, 11.0991643 43.7803202, 11.0990474 43.7803534, 11.0986565 43.7804975, 11.0984597 43.7805677)",4,,,,
"[659307016, 49075162]",False,Via della Resistenza,residential,False,259.33000000000004,"LINESTRING (11.1000225 43.7801514, 11.0999147 43.7793219, 11.0998703 43.7792026, 11.0998455 43.7791591, 11.0998003 43.7791192, 11.0996613 43.7790322, 11.0994755 43.7789584, 11.0993014 43.7788714, 11.0991507 43.7787735, 11.0990703 43.7786901, 11.0990318 43.7786224, 11.0990193 43.7785654, 11.0989625 43.778154, 11.0989562 43.7781084)",,,,,
1154968537,False,Via Giacomo Matteotti,unclassified,True,13.151,"LINESTRING (11.1000225 43.7801514, 11.1001499 43.7801479, 11.1001862 43.7801469)",4,,,,
49771278,False,Via Rodolfo Morandi,residential,False,72.566,"LINESTRING (11.0984597 43.7805677, 11.0988067 43.7811703)",4,,,,
28813990,True,Via Giacomo Matteotti,unclassified,False,46.134,"LINESTRING (11.0984597 43.7805677, 11.0980843 43.7807008, 11.098024 43.7807165, 11.0979761 43.7807258, 11.0979337 43.7807296)",4,,,,
705113954,True,Via Roma,primary,False,92.557,"LINESTRING (11.0979337 43.7807296, 11.0979286 43.7806521, 11.0979117 43.7803924, 11.0978884 43.7799302, 11.097887 43.7798979)",6,2,,,
"[28813993, 28813991]",False,Via dei Renai,unclassified,False,63.271,"LINESTRING (11.1003349 43.7825714, 11.1005271 43.7825907, 11.1005883 43.7825968, 11.1011127 43.7826628)",,,,yes,
1220261207,False,Via Arte della Paglia,primary,False,276.15000000000003,"LINESTRING (11.1003349 43.7825714, 11.1002672 43.7828494, 11.1001611 43.7832856, 11.0999759 43.7840707, 11.099956 43.7842574, 11.0999315 43.7844877, 11.0999585 43.7847947, 11.0999869 43.7850299)",8,2,50,,
"[1220261208, 72568217]",False,Via Arte della Paglia,primary,True,221.03900000000004,"LINESTRING (11.1003349 43.7825714, 11.1003539 43.7824827, 11.1004188 43.7821659, 11.1004882 43.7818559, 11.1005426 43.781613, 11.1006081 43.7812779, 11.1006439 43.7810496, 11.1006599 43.7808333, 11.1006683 43.7806004)",8,2,50,,
"[28813993, 28813991]",False,Via dei Renai,unclassified,True,63.271,"LINESTRING (11.1011127 43.7826628, 11.1005883 43.7825968, 11.1005271 43.7825907, 11.1003349 43.7825714)",,,,yes,
983206925,False,Via dei Renai,residential,False,53.034,"LINESTRING (11.0979929 43.7826275, 11.0986385 43.7825264)",3,,,,
705113955,True,Via Roma,primary,False,34.623,"LINESTRING (11.0979929 43.7826275, 11.0979983 43.7826016, 11.0980212 43.7823169)",6,2,,,
705113892,False,Via Dante Alighieri,residential,False,26.784,"LINESTRING (11.0947303 43.7790463, 11.0950182 43.779168)",3,,,,
"[48904569, 34624871]",False,"['Via delle Torri', 'Piazza Claudio Bigagli']",residential,"[False, True]",88.721,"LINESTRING (11.0947303 43.7790463, 11.095442 43.7786612, 11.0954702 43.7785068)",3,,30,,
392048582,False,Via Dante Alighieri,residential,True,80.57600000000001,"LINESTRING (11.0947303 43.7790463, 11.0942882 43.7788942, 11.0939142 43.778779, 11.0938091 43.7787634)",3,,,,
34624523,True,Via di Castello,unclassified,False,73.916,"LINESTRING (11.0935835 43.7787419, 11.0934913 43.7780805)",3,,,,
"[392048582, 392048558, 34572935]",False,Via Dante Alighieri,residential,False,18.27,"LINESTRING (11.0935835 43.7787419, 11.093688 43.7787522, 11.0937643 43.7787595, 11.0938091 43.7787634)",3,,,,yes
34570975,True,Via Giuseppe Garibaldi,unclassified,False,42.558,"LINESTRING (11.093054 43.7787599, 11.0931148 43.7787578, 11.0935835 43.7787419)",4,,,,
685798295,False,,residential,False,75.47999999999999,"LINESTRING (11.093054 43.7787599, 11.0930334 43.778734, 11.0929101 43.7785788, 11.0926762 43.7783839, 11.0924272 43.7782713)",,,,,
34713215,False,Via della Redina,tertiary,False,69.845,"LINESTRING (11.0907628 43.7810721, 11.0908115 43.7810838, 11.0910082 43.7811316, 11.0913229 43.7811889, 11.0915912 43.7812616)",,,,,
701844670,False,Piazza Castruccio Castracani,unclassified,False,32.594,"LINESTRING (11.0907628 43.7810721, 11.0910184 43.780854, 11.091025 43.7808483)",,,,,
34624986,True,Via Manlio Romoli,residential,False,56.16,"LINESTRING (11.0934913 43.7780805, 11.0937753 43.7780473, 11.0938859 43.7780687, 11.0939717 43.7780923, 11.0939993 43.7781179, 11.0940358 43.7782308)",3,,,,
34624913,False,Via Santa Maria,residential,True,53.711,"LINESTRING (11.0954702 43.7785068, 11.0950487 43.7781317)",3,,,,
34624524,True,Via dell'Orologio,residential,False,144.97,"LINESTRING (11.0954702 43.7785068, 11.0958565 43.7783395, 11.095556 43.7780421, 11.0952484 43.7778612, 11.095187 43.7778251, 11.0951011 43.7777384, 11.0950417 43.7775841)",3,,,,
"[48904569, 34624871]",False,"['Via delle Torri', 'Piazza Claudio Bigagli']",residential,"[False, True]",88.721,"LINESTRING (11.0954702 43.7785068, 11.095442 43.7786612, 11.0947303 43.7790463)",3,,30,,
34624962,False,,residential,True,70.842,"LINESTRING (11.0950417 43.7775841, 11.0949673 43.7774932, 11.0947957 43.7773693, 11.0945639 43.7772825, 11.0943322 43.7772701)",3,,,,
"[705113891, 49323060]",True,Via Le Mura,residential,False,270.684,"LINESTRING (11.0950417 43.7775841, 11.0950998 43.7775199, 11.0951062 43.7774699, 11.0949853 43.777315, 11.094907 43.7772446, 11.0948123 43.7771638, 11.0947286 43.7771005, 11.0945162 43.7770125, 11.0943283 43.7769706, 11.0941991 43.7769517, 11.0940308 43.7769575, 11.0939341 43.7769866, 11.0938457 43.7770365, 11.093681 43.7771598, 11.0935909 43.7772403, 11.0934863 43.7773466, 11.0934243 43.7774324, 11.0934112 43.7775601, 11.0934913 43.7780805)",3,,,,
34624913,False,Via Santa Maria,residential,False,57.74,"LINESTRING (11.0945989 43.7777266, 11.0949495 43.7780476, 11.0950487 43.7781317)",3,,,,
34624962,False,,residential,False,70.842,"LINESTRING (11.0943322 43.7772701, 11.0945639 43.7772825, 11.0947957 43.7773693, 11.0949673 43.7774932, 11.0950417 43.7775841)",3,,,,
