osmid,lanes,ref,highway,oneway,reversed,length,name,geometry,bridge,maxspeed
97053857,2,SS522,primary,False,False,50.395,,"LINESTRING (15.8997997 38.6720013, 15.8992517 38.6718518)",,
563614737,,,tertiary,False,False,36.473,Via Carmine,"LINESTRING (15.9005094 38.6753854, 15.9004313 38.6753667, 15.9002477 38.6752728, 15.9001886 38.6751922)",,
179418238,,,residential,False,False,83.363,,"LINESTRING (15.8998486 38.6744462, 15.8998226 38.6743811, 15.8998054 38.6742929, 15.8997909 38.6741847, 15.8997997 38.6740417, 15.8998381 38.6739668, 15.8999178 38.6739244, 15.9001538 38.6739307)",,
"[1258217744, 563614737, 1258217745]",2,,tertiary,False,False,128.775,Via Carmine,"LINESTRING (15.8998486 38.6744462, 15.8998154 38.6744586, 15.8996048 38.6745225, 15.8995524 38.6745383, 15.8995208 38.6745878, 15.8995028 38.6747071, 15.8994841 38.6748082, 15.8994073 38.6749363, 15.8992085 38.6751465, 15.8989506 38.6752552)",yes,20
563614737,,,tertiary,False,True,92.895,Via Carmine,"LINESTRING (15.8998486 38.6744462, 15.8999215 38.6744566, 15.8999861 38.6745179, 15.9000247 38.6746946, 15.9001169 38.6750946, 15.9001886 38.6751922)",,
290723366,1,,residential,True,False,64.164,Via Carmine,"LINESTRING (15.8987023 38.6754926, 15.8986987 38.6756184, 15.8986753 38.675708, 15.8984305 38.6760128)",,
1258217744,2,,tertiary,False,True,34.151,Via Carmine,"LINESTRING (15.8987023 38.6754926, 15.8988978 38.6752936, 15.8989506 38.6752552)",,
724263734,,,residential,False,False,23.282,Viale Don Mottola,"LINESTRING (15.8894629 38.671406, 15.8892812 38.671252)",,
"[568951266, 568951268]",,,tertiary,False,True,49.534000000000006,Via Annunziata,"LINESTRING (15.8912614 38.6730682, 15.8911593 38.6730098, 15.8910833 38.6729762, 15.8909501 38.6729248, 15.890753 38.6728727)",,
1193308660,,,tertiary,False,False,35.556,Via Annunziata,"LINESTRING (15.8912614 38.6730682, 15.8913555 38.673156, 15.891516 38.6733186)",,
202130604,,,tertiary,False,False,2.453,Via Libertà,"LINESTRING (15.891516 38.6733186, 15.8915312 38.6733372)",,
179417326,,,residential,False,False,110.801,Via Orazio Toraldo di Francia,"LINESTRING (15.891516 38.6733186, 15.8912992 38.6734864, 15.8911515 38.6736008, 15.8907957 38.6738762, 15.8906275 38.674033)",,
1193308660,,,tertiary,False,True,35.556,Via Annunziata,"LINESTRING (15.891516 38.6733186, 15.8913555 38.673156, 15.8912614 38.6730682)",,
37086862,,,residential,False,False,65.303,Viale Tondo,"LINESTRING (15.8921211 38.6740854, 15.8923984 38.6739749, 15.8927056 38.6738525, 15.8927911 38.6738184)",,
202130604,,,tertiary,False,True,97.69999999999999,Via Libertà,"LINESTRING (15.8921211 38.6740854, 15.8920627 38.6740083, 15.8919766 38.6738947, 15.8919275 38.6738335, 15.8918322 38.6737147, 15.891584 38.6734016, 15.8915312 38.6733372)",,
1159147753,,,tertiary,True,False,71.74,Via Libertà,"LINESTRING (15.8921211 38.6740854, 15.892184 38.6741635, 15.8922362 38.674242, 15.8924028 38.6744692, 15.8924963 38.6745949, 15.8925331 38.6746445)",,
179417320,,,residential,True,False,103.40199999999999,Via Piave,"LINESTRING (15.8935629 38.6762863, 15.8937801 38.6762247, 15.8942655 38.6760871, 15.8944827 38.6760255, 15.8946825 38.6759689)",,
718136643,,,tertiary,False,False,62.821000000000005,Via Libertà,"LINESTRING (15.8935629 38.6762863, 15.8936436 38.6764164, 15.8937648 38.6766117, 15.8938541 38.676738, 15.8938918 38.6767893)",,
