osmid,name,highway,oneway,reversed,length,geometry,lanes,junction,maxspeed,ref,bridge
25530146,Via Zane,tertiary,False,False,30.863,"LINESTRING (10.5153598 45.605053, 10.5151363 45.605222, 10.5150894 45.6052561)",,,,,
25530146,Via Zane,tertiary,False,True,100.965,"LINESTRING (10.5153598 45.605053, 10.5154189 45.6049936, 10.5154697 45.6049475, 10.5155989 45.6048459, 10.5157543 45.6047235, 10.5159813 45.6045216, 10.5160495 45.6044164, 10.5161382 45.6043313)",,,,,
25530146,Via Zane,tertiary,False,False,100.965,"LINESTRING (10.5161382 45.6043313, 10.5160495 45.6044164, 10.5159813 45.6045216, 10.5157543 45.6047235, 10.5155989 45.6048459, 10.5154697 45.6049475, 10.5154189 45.6049936, 10.5153598 45.605053)",,,,,
35406035,Via Zane,tertiary,True,False,32.647999999999996,"LINESTRING (10.5161382 45.6043313, 10.516205 45.604264, 10.5162779 45.6041907, 10.516368 45.6040858)",,,,,
197510005,Via Marco Leonesio,tertiary,True,False,27.143,"LINESTRING (10.5169478 45.6041702, 10.5168678 45.6041797, 10.5167774 45.6041921, 10.5166059 45.6042187)",,,,,
351177896,Via Marco Leonesio,tertiary,False,True,117.387,"LINESTRING (10.5169478 45.6041702, 10.5172597 45.6041889, 10.5177133 45.6041836, 10.5179231 45.6041604, 10.5180216 45.6041596, 10.5182299 45.6041677, 10.5184509 45.604187)",2,,,,
35406040,,tertiary,True,False,36.72,"LINESTRING (10.5176608 45.6019638, 10.5176582 45.6021654, 10.5176845 45.6022927)",,,,,
235011732,,tertiary,False,True,33.482,"LINESTRING (10.5176608 45.6019638, 10.5176496 45.6019144, 10.5176171 45.6017564, 10.5175982 45.6016659)",,,,,
234921420,Via Santa Maria Maddalena,residential,True,False,130.73,"LINESTRING (10.5199428 45.6048934, 10.519306 45.6059814)",,,,,
301944638,Via Pietro da Salò,residential,True,False,65.776,"LINESTRING (10.5199428 45.6048934, 10.5200533 45.6050265, 10.5201869 45.6051215, 10.5204248 45.6052031, 10.5205841 45.6052448)",,,,,
25530205,,tertiary,True,False,7.005,"LINESTRING (10.5166159 45.6039981, 10.5166533 45.6040156, 10.516683 45.6040393)",,roundabout,,,
25530272,,tertiary,True,False,4.054,"LINESTRING (10.5146169 45.605452, 10.5146688 45.6054553)",1,roundabout,,,
41506261,Via Goldoni,residential,False,False,60.721,"LINESTRING (10.5159218 45.6076908, 10.5158314 45.6071484)",,,,,
61111138,Viale Marco Enrico Bossi,tertiary,True,False,164.973,"LINESTRING (10.5159218 45.6076908, 10.5157757 45.6077057, 10.515651 45.6077172, 10.5147297 45.6078297, 10.5138267 45.6079198)",2,,50,,
390340690,,residential,False,True,10.646,"LINESTRING (10.5246071 45.6074494, 10.5246492 45.6073583)",,,,,
35694376,Largo Dante Alighieri,tertiary,False,False,62.026,"LINESTRING (10.5246071 45.6074494, 10.5249478 45.6074231, 10.5254006 45.6073949)",2,,50,,
35694376,Largo Dante Alighieri,tertiary,False,True,171.67499999999998,"LINESTRING (10.5246071 45.6074494, 10.52443 45.6074282, 10.5236836 45.6073519, 10.5236119 45.6073477, 10.5231924 45.6073225, 10.5229993 45.6073055, 10.5228086 45.607271, 10.5227033 45.6072488, 10.5226037 45.6072193, 10.5225069 45.6072017, 10.522439 45.6071893)",2,,50,,
25530414,Via Belvedere,residential,False,False,29.114,"LINESTRING (10.5186395 45.6096871, 10.5188054 45.6094524)",,,,,
25530414,Via Belvedere,residential,False,True,44.25,"LINESTRING (10.5186395 45.6096871, 10.5183812 45.6099642, 10.5183484 45.6100273)",,,,,
41506242,Via San Domenico,residential,False,True,159.982,"LINESTRING (10.5186395 45.6096871, 10.5169197 45.6100629, 10.5168353 45.6098946)",,,,,
25530414,Via Belvedere,residential,False,True,29.114,"LINESTRING (10.5188054 45.6094524, 10.5186395 45.6096871)",,,,,
41506246,Via Sant'Angela Merici,residential,False,True,160.941,"LINESTRING (10.5188054 45.6094524, 10.5168353 45.6098946)",,,,,
25530414,Via Belvedere,residential,False,False,146.593,"LINESTRING (10.5188054 45.6094524, 10.5187918 45.6093578, 10.5187496 45.6090753, 10.5186535 45.6087271, 10.5186478 45.6083205, 10.5185753 45.6081499)",,,,,
25530414,Via Belvedere,residential,False,True,71.65,"LINESTRING (10.5181502 45.6075232, 10.5183835 45.6078158, 10.5185587 45.6080998)",,,,,
674041466,Via Giuseppe Garibaldi,tertiary,True,False,42.19,"LINESTRING (10.5181502 45.6075232, 10.5178314 45.6075467, 10.5176105 45.6075607)",1,,50,,
25544493,Via Quattro Novembre,residential,True,False,233.49399999999997,"LINESTRING (10.5173037 45.6065399, 10.5167393 45.6063157, 10.5162038 45.6060756, 10.5159396 45.6059709, 10.515699 45.6059021, 10.5154696 45.605888, 10.5151316 45.605884, 10.5148678 45.6058698, 10.5147674 45.6058484, 10.5146431 45.6058134, 10.5145761 45.6057815)",,,,,
25544493,Via Quattro Novembre,residential,True,False,77.554,"LINESTRING (10.5194061 45.6074117, 10.5192654 45.6073185, 10.5191319 45.6072382, 10.5190005 45.6071836, 10.5185791 45.6070313)",,,,,
674041466,Via Giuseppe Garibaldi,tertiary,True,False,98.52699999999999,"LINESTRING (10.5194061 45.6074117, 10.5191904 45.6074224, 10.5188434 45.6074595, 10.5185713 45.607479, 10.5181502 45.6075232)",1,,50,,
674041466,Via Giuseppe Garibaldi,tertiary,True,False,53.861999999999995,"LINESTRING (10.5218078 45.607141, 10.5215733 45.6071643, 10.5211238 45.6072161)",1,,50,,
"[234963305, 25544505, 557970439]","['Piazza Sergio Bresciani', 'Piazza Vittorio Emanuele II']",residential,True,False,232.208,"LINESTRING (10.5222999 45.6053295, 10.5225053 45.6053739, 10.5227294 45.6054983, 10.5229232 45.6056076, 10.5230657 45.6056982, 10.523155 45.6057597, 10.5232278 45.6058317, 10.5232383 45.605852, 10.5232535 45.6058814, 10.5232371 45.6059267, 10.5231928 45.6060398, 10.5229655 45.6062149, 10.5227306 45.6064227, 10.5223835 45.6067158, 10.5222529 45.6068399)",,,,,
25530380,Via Giuseppe Garibaldi,tertiary,True,False,41.064,"LINESTRING (10.522439 45.6071893, 10.5221758 45.607173, 10.5220304 45.6071691, 10.5219136 45.6071566)",1,,50,,
35694376,Largo Dante Alighieri,tertiary,False,False,171.67499999999998,"LINESTRING (10.522439 45.6071893, 10.5225069 45.6072017, 10.5226037 45.6072193, 10.5227033 45.6072488, 10.5228086 45.607271, 10.5229993 45.6073055, 10.5231924 45.6073225, 10.5236119 45.6073477, 10.5236836 45.6073519, 10.52443 45.6074282, 10.5246071 45.6074494)",2,,50,,
35406027,,residential,True,False,34.715,"LINESTRING (10.5220921 45.6070338, 10.5221182 45.6071032, 10.5222154 45.607132, 10.522439 45.6071893)",1,,50,,
61111155,,residential,True,False,25.458000000000002,"LINESTRING (10.5220921 45.6070338, 10.5220247 45.6070767, 10.5219563 45.6071014, 10.5218877 45.607123, 10.5218078 45.607141)",1,,50,,
24877604,Piazza Sergio Bresciani,residential,True,False,88.374,"LINESTRING (10.5213696 45.6053558, 10.5214912 45.6052479, 10.5215623 45.6051491, 10.5218437 45.6052234, 10.5222999 45.6053295)",,,,,
234963305,Piazza Sergio Bresciani,residential,True,False,72.644,"LINESTRING (10.5213696 45.6053558, 10.5215424 45.6053502, 10.5217738 45.6053269, 10.5220962 45.6053177, 10.5222999 45.6053295)",,,,,
234963305,Piazza Sergio Bresciani,residential,True,False,8.223,"LINESTRING (10.5212639 45.6053563, 10.5213696 45.6053558)",,,,,
129848497,Via San Bernardino,residential,True,False,167.48899999999998,"LINESTRING (10.5212639 45.6053563, 10.5209531 45.6058101, 10.5212857 45.6059564, 10.520729 45.6065717)",,,,,
35406030,,tertiary,True,False,10.802,"LINESTRING (10.5195262 45.6044497, 10.5195103 45.6044281, 10.5195032 45.6044044, 10.5195055 45.6043801, 10.519517 45.6043572)",1,roundabout,,,
351177897,Via Marco Leonesio,tertiary,True,False,20.023,"LINESTRING (10.5195262 45.6044497, 10.5193744 45.6044072, 10.5192911 45.6043769)",,,,,
35406030,,tertiary,True,False,15.936,"LINESTRING (10.519517 45.6043572, 10.5195365 45.6043376, 10.5195626 45.6043222, 10.5195936 45.6043122, 10.5196273 45.6043083, 10.5196613 45.6043108, 10.5196931 45.6043194)",1,roundabout,,,
35406030,,tertiary,True,False,15.414,"LINESTRING (10.5196931 45.6043194, 10.5197198 45.604333, 10.5197406 45.6043509, 10.5197542 45.604372, 10.5197596 45.6043948, 10.5197566 45.6044178, 10.5197453 45.6044395)",1,roundabout,,,
