osmid,name,highway,oneway,reversed,length,geometry,ref,junction,lanes,tunnel
38710106,Via Trento,residential,False,True,124.407,"LINESTRING (18.1592077 39.9238461, 18.1584097 39.9229095)",,,,
38710105,Via Pola,residential,False,False,74.096,"LINESTRING (18.1592077 39.9238461, 18.1591182 39.924083, 18.1590305 39.9244973)",,,,
38710105,Via Pola,residential,False,True,80.583,"LINESTRING (18.1592077 39.9238461, 18.1594094 39.9232861, 18.159459 39.9231475)",,,,
401016669,Via Mare,secondary,False,False,177.565,"LINESTRING (18.1590305 39.9244973, 18.1579105 39.9231511)",SP65,,,
684775525,Via Mare,secondary,False,True,7.275,"LINESTRING (18.1590305 39.9244973, 18.1590763 39.9245525)",SP65,,,
38710105,Via Pola,residential,False,True,74.096,"LINESTRING (18.1590305 39.9244973, 18.1591182 39.924083, 18.1592077 39.9238461)",,,,
38710108,Via Barco,tertiary,False,False,9.415,"LINESTRING (18.1613226 39.9247831, 18.1613736 39.9248582)",,,,
38710111,,unclassified,False,True,67.799,"LINESTRING (18.1613226 39.9247831, 18.1613151 39.9241734)",,,,
38710108,Via Barco,tertiary,False,True,40.02,"LINESTRING (18.1613226 39.9247831, 18.1612074 39.9246863, 18.1610922 39.9246492, 18.1609213 39.924672)",,,,
38710108,Via Barco,tertiary,False,True,72.882,"LINESTRING (18.1620338 39.9257074, 18.1615852 39.9251495)",,,,
74411024,Via Barco,tertiary,False,True,22.59,"LINESTRING (18.1620338 39.9257074, 18.1621837 39.9258749)",SP291,,,
232880758,Via Bassi,unclassified,True,False,65.603,"LINESTRING (18.1620338 39.9257074, 18.1627402 39.9254737)",SP291,,,
300543020,Via Teano,residential,False,False,105.626,"LINESTRING (18.1620338 39.9257074, 18.1621334 39.9255595, 18.1624996 39.9248281)",,,,
38710113,Via Firenze,unclassified,False,False,73.7,"LINESTRING (18.1619136 39.9226924, 18.1616532 39.9233244)",,,,
74411036,Via Brindisi,unclassified,False,True,57.163,"LINESTRING (18.1619136 39.9226924, 18.1613231 39.9224491)",,,,
300317901,Via Brindisi,residential,False,False,67.67,"LINESTRING (18.1619136 39.9226924, 18.1626526 39.9229141)",,,,
38710111,,unclassified,False,False,67.799,"LINESTRING (18.1613151 39.9241734, 18.1613226 39.9247831)",,,,
38710113,Via Firenze,unclassified,False,True,30.599,"LINESTRING (18.1613151 39.9241734, 18.161404 39.9239068)",,,,
300317904,,unclassified,False,True,64.819,"LINESTRING (18.1613151 39.9241734, 18.1609213 39.924672)",,,,
15024055,Via Fiume,residential,False,False,50.338,"LINESTRING (18.1584097 39.9229095, 18.1579105 39.9231511)",,,,
15024055,Via Fiume,residential,False,True,55.454,"LINESTRING (18.1584097 39.9229095, 18.1589463 39.9226278)",,,,
38710106,Via Trento,residential,False,False,124.407,"LINESTRING (18.1584097 39.9229095, 18.1592077 39.9238461)",,,,
38710106,Via Trento,residential,False,True,102.914,"LINESTRING (18.1584097 39.9229095, 18.1577488 39.9221351)",,,,
15024055,Via Fiume,residential,False,False,59.091,"LINESTRING (18.1573207 39.9234286, 18.1567386 39.9237169)",,,,
15024055,Via Fiume,residential,False,True,59.007,"LINESTRING (18.1573207 39.9234286, 18.1579105 39.9231511)",,,,
74411039,Via Monsignor Agostino De Razza,unclassified,False,False,187.245,"LINESTRING (18.1573207 39.9234286, 18.1584956 39.9248512)",,,,
74411039,Via Monsignor Agostino De Razza,unclassified,False,True,153.791,"LINESTRING (18.1573207 39.9234286, 18.1563715 39.9222526)",,,,
15024055,Via Fiume,residential,False,True,59.24,"LINESTRING (18.1555254 39.924294, 18.15611 39.9240062)",,,,
300317881,,residential,False,False,20.142,"LINESTRING (18.1555254 39.924294, 18.1556485 39.9244486)",,,,
300317881,,residential,False,True,38.44,"LINESTRING (18.1555254 39.924294, 18.1552906 39.9239989)",,,,
300317879,Via Sant'Antonio,residential,False,False,63.513,"LINESTRING (18.1552906 39.9239989, 18.1557468 39.9235474)",,,,
300317879,Via Sant'Antonio,residential,False,True,56.65,"LINESTRING (18.1552906 39.9239989, 18.154882 39.9244006)",,,,
300317881,,residential,False,False,38.44,"LINESTRING (18.1552906 39.9239989, 18.1555254 39.924294)",,,,
74410972,Via Ancona,unclassified,False,False,59.682,"LINESTRING (18.1557468 39.9235474, 18.15611 39.9240062)",,,,
74410972,Via Ancona,unclassified,False,True,144.581,"LINESTRING (18.1557468 39.9235474, 18.1548733 39.922433)",,,,
300317879,Via Sant'Antonio,residential,False,True,63.513,"LINESTRING (18.1557468 39.9235474, 18.1552906 39.9239989)",,,,
38709976,Via Chieti,residential,False,True,62.257,"LINESTRING (18.1570917 39.9221609, 18.1563715 39.9222526)",,,,
401016669,Via Mare,secondary,False,True,27.791999999999998,"LINESTRING (18.1570917 39.9221609, 18.1572561 39.922358, 18.1572672 39.9223715)",SP65,,,
38710103,Via Quattro Novembre,tertiary,True,False,126.249,"LINESTRING (18.159287 39.9248009, 18.1607653 39.9248629)",,,,
684775525,Via Mare,secondary,False,False,32.95,"LINESTRING (18.159287 39.9248009, 18.1590763 39.9245525)",SP65,,,
684775525,Via Mare,secondary,False,True,44.288,"LINESTRING (18.159287 39.9248009, 18.1595667 39.9251365)",SP65,,,
38710109,Via Alcide De Gasperi,tertiary,True,False,112.19,"LINESTRING (18.1607653 39.9248629, 18.160047 39.9257082)",,,,
681238617,Via Alcide De Gasperi,tertiary,False,False,25.051,"LINESTRING (18.1607653 39.9248629, 18.1609213 39.924672)",,,,
300317904,,unclassified,False,False,64.819,"LINESTRING (18.1609213 39.924672, 18.1613151 39.9241734)",,,,
681238617,Via Alcide De Gasperi,tertiary,False,True,25.051,"LINESTRING (18.1609213 39.924672, 18.1607653 39.9248629)",,,,
38710108,Via Barco,tertiary,False,False,40.019999999999996,"LINESTRING (18.1609213 39.924672, 18.1610922 39.9246492, 18.1612074 39.9246863, 18.1613226 39.9247831)",,,,
23614937,Via Mare,secondary,True,False,45.707,"LINESTRING (18.1608097 39.926598, 18.1605153 39.9262545)",SP65,,,
384352318,Via Artus,residential,False,False,70.868,"LINESTRING (18.1608097 39.926598, 18.1608542 39.9265308, 18.1609507 39.9263049, 18.1610432 39.9259885)",,,,
15024055,Via Fiume,residential,False,False,59.007,"LINESTRING (18.1579105 39.9231511, 18.1573207 39.9234286)",,,,
15024055,Via Fiume,residential,False,True,50.338,"LINESTRING (18.1579105 39.9231511, 18.1584097 39.9229095)",,,,
401016669,Via Mare,secondary,False,False,102.588,"LINESTRING (18.1579105 39.9231511, 18.1572672 39.9223715)",SP65,,,
401016669,Via Mare,secondary,False,True,177.565,"LINESTRING (18.1579105 39.9231511, 18.1590305 39.9244973)",SP65,,,
74411039,Via Monsignor Agostino De Razza,unclassified,False,False,45.779,"LINESTRING (18.1594797 39.9260073, 18.1597682 39.9263545)",,,,
74411039,Via Monsignor Agostino De Razza,unclassified,False,True,77.046,"LINESTRING (18.1594797 39.9260073, 18.1589892 39.9254254)",,,,
680985952,Via Martiri d'Ungheria,residential,False,False,58.705,"LINESTRING (18.1594797 39.9260073, 18.160047 39.9257082)",,,,
680985952,Via Martiri d'Ungheria,residential,False,True,64.62,"LINESTRING (18.1594797 39.9260073, 18.1588388 39.9263174)",,,,
680985952,Via Martiri d'Ungheria,residential,False,True,58.705,"LINESTRING (18.160047 39.9257082, 18.1594797 39.9260073)",,,,
684775525,Via Mare,secondary,False,False,75.622,"LINESTRING (18.160047 39.9257082, 18.1595667 39.9251365)",SP65,,,
300325878,Largo Porta San Nicola,secondary,True,False,2.448,"LINESTRING (18.1612814 39.9271587, 18.1613101 39.9271592)",,roundabout,,
23614937,Via Mare,secondary,True,False,32.327,"LINESTRING (18.1612814 39.9271587, 18.1611899 39.9270499, 18.1610759 39.9269144)",SP65,,,
300325878,Largo Porta San Nicola,secondary,True,False,1.998,"LINESTRING (18.16138 39.9272214, 18.1613779 39.9272393)",,roundabout,,
300325876,Via Messapica,residential,True,False,22.316,"LINESTRING (18.1601516 39.9290667, 18.1600533 39.9292527)",,,,
300542219,Via Marchesi di Ugento,residential,False,True,30.988,"LINESTRING (18.1601516 39.9290667, 18.1604865 39.9291749)",,,,
296526922,Piazza Pompeo Colonna,residential,True,False,30.737000000000002,"LINESTRING (18.1598953 39.9295519, 18.1599611 39.929572, 18.1602294 39.9296557)",,,,
72707475,Via Giuseppe Mazzini,residential,False,False,29.362,"LINESTRING (18.1558722 39.9306113, 18.1561909 39.9307113)",,,,
72707480,Via Peri,unclassified,False,False,47.662,"LINESTRING (18.1558722 39.9306113, 18.1553201 39.9306783)",,,,
72707477,Via Pugliese,residential,False,False,39.562,"LINESTRING (18.1567553 39.9304382, 18.1569238 39.9301067)",,,,
583458140,,residential,True,False,143.231,"LINESTRING (18.1567553 39.9304382, 18.1551975 39.9299563)",,,,
72707480,Via Peri,unclassified,False,True,58.18000000000001,"LINESTRING (18.1539949 39.9305155, 18.1541708 39.9307712, 18.1542453 39.9307973, 18.1544669 39.9307755)",,,,
300542223,Via Capitano Giannuzzi,secondary,False,True,62.04599999999999,"LINESTRING (18.1539949 39.9305155, 18.1542991 39.9303809, 18.1546189 39.9302286)",SP350,,,
38710106,Via Trento,residential,False,False,7.436,"LINESTRING (18.1577054 39.9220771, 18.1577488 39.9221351)",,,,
38710113,Via Firenze,unclassified,False,False,31.427,"LINESTRING (18.1615046 39.9236349, 18.161404 39.9239068)",,,,
38710113,Via Firenze,unclassified,False,True,36.778,"LINESTRING (18.1615046 39.9236349, 18.1616532 39.9233244)",,,,
72710249,Via Napoli,residential,False,True,73.334,"LINESTRING (18.1615046 39.9236349, 18.1607385 39.9233353)",,,,
74410978,,unclassified,False,False,28.971,"LINESTRING (18.1592072 39.9267642, 18.1594532 39.9265845)",,,,
74410978,,unclassified,False,True,81.316,"LINESTRING (18.1592072 39.9267642, 18.1585731 39.9273104)",,,,
74411021,Via Bologna,unclassified,False,True,58.781,"LINESTRING (18.1592072 39.9267642, 18.1588388 39.9263174)",,,,
