osmid,name,highway,oneway,reversed,length,lanes,maxspeed,access,geometry,junction
61843652,Via Guglielmo Oberdan,residential,True,False,57.393,,,,"LINESTRING (10.7679814 43.8826821, 10.7677689 43.8821892)",
61843649,Via Pastrengo,residential,False,True,197.54,,,,"LINESTRING (10.7727264 43.8792361, 10.7751261 43.878831)",
184758464,Via del Salsero,unclassified,True,False,45.831,,,,"LINESTRING (10.7727264 43.8792361, 10.7728508 43.8796384)",
294696712,Corso Giacomo Matteotti,secondary,False,False,5.567,2,50,yes,"LINESTRING (10.7753889 43.8808397, 10.7753215 43.8808518)",
294696712,Corso Giacomo Matteotti,secondary,False,True,9.207,2,50,yes,"LINESTRING (10.7753889 43.8808397, 10.775502 43.8808252)",
61843668,Via Nazario Sauro,tertiary,True,False,95.806,,,,"LINESTRING (10.7753889 43.8808397, 10.7753951 43.8807802, 10.7754239 43.8804664, 10.7754189 43.8803207, 10.7754073 43.8801975, 10.7753683 43.8799811)",
61843668,Via Nazario Sauro,tertiary,True,False,48.655,,,,"LINESTRING (10.7752243 43.8792628, 10.7751261 43.878831)",
61843591,Via Derna,residential,False,True,194.76600000000002,,,,"LINESTRING (10.7752243 43.8792628, 10.7751733 43.8792709, 10.7728508 43.8796384)",
46135499,Via Giovanni Bovio,unclassified,True,False,33.933,,,yes,"LINESTRING (10.7684031 43.8848601, 10.7685315 43.8851509)",
61843689,Via Piero Castellacci,residential,False,True,25.579,,,,"LINESTRING (10.7675413 43.8817061, 10.7674386 43.8814883)",
61843595,Via Piero Castellacci,residential,False,True,82.583,,,,"LINESTRING (10.7664448 43.8816845, 10.7674386 43.8814883)",
61843657,Via Cividale,unclassified,False,True,187.276,,,,"LINESTRING (10.7730911 43.8803585, 10.7753683 43.8799811)",
184758464,Via del Salsero,unclassified,True,False,38.028,,,,"LINESTRING (10.7730911 43.8803585, 10.7731918 43.8806927)",
61843637,Via Fabio Filzi,residential,False,False,80.167,,,,"LINESTRING (10.7694331 43.880437, 10.7684333 43.8804583)",
160898410,Via Marruota,unclassified,True,False,9.793,,,,"LINESTRING (10.7694331 43.880437, 10.7693907 43.8803544)",
46135499,Via Giovanni Bovio,unclassified,True,False,46.832,,,yes,"LINESTRING (10.7686946 43.8855144, 10.7688955 43.8859099)",
61843689,Via Piero Castellacci,residential,False,False,149.289,,,,"LINESTRING (10.769679 43.8809066, 10.7678774 43.8812476)",
160898410,Via Marruota,unclassified,True,False,24.224,,,,"LINESTRING (10.769679 43.8809066, 10.7695783 43.8807012)",
242357387,,residential,False,False,38.553,,,,"LINESTRING (10.7677689 43.8821892, 10.7676102 43.8818619)",
342751882,Via Daniele Manin,secondary,False,False,58.667,2,50,yes,"LINESTRING (10.7677689 43.8821892, 10.7676212 43.8822174, 10.7671471 43.8823079, 10.7670613 43.8823243)",
342751882,Via Daniele Manin,secondary,False,True,35.272999999999996,2,50,yes,"LINESTRING (10.7677689 43.8821892, 10.7681608 43.8821143, 10.7681943 43.8821079)",
61843662,Via del Giglio,residential,False,False,83.017,,,,"LINESTRING (10.7695783 43.8807012, 10.7686058 43.8809582)",
160898410,Via Marruota,unclassified,True,False,31.599,,,,"LINESTRING (10.7695783 43.8807012, 10.7694331 43.880437)",
61843657,Via Cividale,unclassified,False,False,11.583,,,,"LINESTRING (10.7755098 43.8799599, 10.7753683 43.8799811)",
178673431,Via Nazario Sauro,tertiary,True,False,96.325,,,,"LINESTRING (10.7755098 43.8799599, 10.7755339 43.8803081, 10.7755297 43.8804014, 10.7755279 43.8804429, 10.7755251 43.8804882, 10.7755073 43.8807725, 10.775502 43.8808252)",
458656920,Via Cividale,unclassified,False,True,34.977000000000004,,,,"LINESTRING (10.7755098 43.8799599, 10.7755424 43.8799548, 10.7757066 43.8799293, 10.7759364 43.8798936)",
40713477,Via Montebello,residential,True,False,35.208,,50,yes,"LINESTRING (10.7752124 43.8829889, 10.7747758 43.883024)",
61843590,Via San Michele,residential,True,False,112.238,,,,"LINESTRING (10.7752124 43.8829889, 10.7750965 43.8824463, 10.7744584 43.8824256)",
61843637,Via Fabio Filzi,residential,False,True,80.167,,,,"LINESTRING (10.7684333 43.8804583, 10.7694331 43.880437)",
136531479,Via Giosuè Carducci,residential,False,False,67.789,,,,"LINESTRING (10.7684333 43.8804583, 10.7682225 43.8798679)",
136531479,Via Giosuè Carducci,residential,False,True,57.28,,,,"LINESTRING (10.7684333 43.8804583, 10.7686058 43.8809582)",
61843637,Via Fabio Filzi,residential,False,False,101.86699999999999,,,,"LINESTRING (10.7684333 43.8804583, 10.7675205 43.8806422, 10.7675131 43.8808751)",
61843638,Via Indipendenza,residential,False,False,191.299,,,,"LINESTRING (10.7753215 43.8797138, 10.7729946 43.8800968)",
160916486,,unclassified,False,False,10.643,,,,"LINESTRING (10.7753215 43.8797138, 10.7754519 43.8796957)",
61843668,Via Nazario Sauro,tertiary,True,False,50.751000000000005,,,,"LINESTRING (10.7753215 43.8797138, 10.775234 43.8793074, 10.7752243 43.8792628)",
143590843,Viale Antonio Balducci,unclassified,True,False,42.043,,,yes,"LINESTRING (10.7671196 43.8854877, 10.76729 43.8858453)",
40713501,Via Giuseppe Mazzini,residential,True,False,58.836,,,yes,"LINESTRING (10.7671138 43.8837764, 10.7667881 43.8838671, 10.766429 43.8839671)",
40740342,Via San Martino,residential,True,False,57.867,,,yes,"LINESTRING (10.7724822 43.8828461, 10.7725749 43.8833622)",
40713501,Via Giuseppe Mazzini,residential,True,False,41.317,,,yes,"LINESTRING (10.7687057 43.8833331, 10.7682248 43.883467)",
338351263,Via Ugolino da Montecatini,residential,True,False,82.94800000000001,,,yes,"LINESTRING (10.7687057 43.8833331, 10.768896 43.8837352, 10.7690717 43.8840303)",
342751882,Via Daniele Manin,secondary,False,False,35.272999999999996,2,50,yes,"LINESTRING (10.7681943 43.8821079, 10.7681608 43.8821143, 10.7677689 43.8821892)",
342751882,Via Daniele Manin,secondary,False,True,86.984,2,50,yes,"LINESTRING (10.7681943 43.8821079, 10.7686029 43.8820301, 10.7692069 43.8819151, 10.7692435 43.8819078)",
61843649,Via Pastrengo,residential,False,False,197.54,,,,"LINESTRING (10.7751261 43.878831, 10.7727264 43.8792361)",
40713505,Via Giuseppe Garibaldi,residential,True,False,52.006,,,,"LINESTRING (10.7666906 43.8829295, 10.7670216 43.8828661, 10.7673177 43.8828093)",
198044522,Via Ruggiero Leoncavallo,residential,True,False,100.092,,,,"LINESTRING (10.7666906 43.8829295, 10.7670901 43.883729, 10.7671138 43.8837764)",
46135499,Via Giovanni Bovio,unclassified,True,False,42.48,,,yes,"LINESTRING (10.7685315 43.8851509, 10.7686946 43.8855144)",
61843685,Via Vittorio Imbriani,residential,True,False,119.188,,,yes,"LINESTRING (10.7685315 43.8851509, 10.7671196 43.8854877)",
40713519,Via Felice Cavallotti,residential,True,False,71.236,,,yes,"LINESTRING (10.7744584 43.8824256, 10.7747758 43.883024)",
184758464,Via del Salsero,unclassified,True,False,52.259,,,,"LINESTRING (10.7728508 43.8796384, 10.7729946 43.8800968)",
61843591,Via Derna,residential,False,False,194.76600000000002,,,,"LINESTRING (10.7728508 43.8796384, 10.7751733 43.8792709, 10.7752243 43.8792628)",
37574006,Corso Roma,residential,True,False,59.041,,,yes,"LINESTRING (10.7690717 43.8840303, 10.7695311 43.8838365, 10.7697075 43.8837621)",
61843642,Via Alfredo Cappellini,residential,True,False,119.956,,,yes,"LINESTRING (10.7669836 43.8852023, 10.7684031 43.8848601)",
143590843,Viale Antonio Balducci,unclassified,True,False,33.555,,,yes,"LINESTRING (10.7669836 43.8852023, 10.7671196 43.8854877)",
40713463,Viale Alessandro Bicchierai,residential,True,False,9.359,1,50,yes,"LINESTRING (10.7754895 43.8816651, 10.7755192 43.8817465)",
294696712,Corso Giacomo Matteotti,secondary,False,False,6.42,2,50,yes,"LINESTRING (10.7763392 43.8807448, 10.7762598 43.8807524)",
294696712,Corso Giacomo Matteotti,secondary,False,True,30.973000000000003,2,50,yes,"LINESTRING (10.7763392 43.8807448, 10.7765423 43.8807254, 10.7767223 43.8807082)",
136529465,,secondary,True,False,19.564999999999998,,,,"LINESTRING (10.7647348 43.8826774, 10.7647778 43.8826973, 10.7648093 43.8827068, 10.7648398 43.8827127, 10.7648693 43.8827163, 10.7649659 43.8827251)",
178673435,Viale Giuseppe Verdi,residential,True,False,41.127,,,yes,"LINESTRING (10.7751184 43.8859715, 10.775509 43.8862114)",
136353836,Via Pietro Grocco,unclassified,False,False,49.677,,,,"LINESTRING (10.7751184 43.8859715, 10.7752414 43.8858962, 10.7756805 43.8858011)",
40739984,Viale Giuseppe Verdi,residential,True,False,138.20000000000002,,,yes,"LINESTRING (10.7720032 43.8838996, 10.772072 43.8839464, 10.7723307 43.8841309, 10.7725572 43.8842795, 10.7731763 43.8846878, 10.7732637 43.8847475)",
"[41594080, 41731688]",Via della Torretta,residential,False,True,159.65500000000003,,,yes,"LINESTRING (10.7720032 43.8838996, 10.7714956 43.8842906, 10.771638 43.8845274, 10.7719095 43.8849789, 10.7719481 43.885043, 10.7719477 43.8851233)",
392446415,Via Daniele Manin,secondary,False,True,6.549,2,50,yes,"LINESTRING (10.7649659 43.8827251, 10.7650447 43.8827095)",
136531485,Via Francesco Petrarca,residential,False,True,108.449,,,,"LINESTRING (10.7666895 43.8794759, 10.7680022 43.8792394)",
136531493,Via Giovanni Boccaccio,unclassified,False,True,50.817,,,,"LINESTRING (10.7666895 43.8794759, 10.7668081 43.8798128, 10.7668278 43.8799213)",
136537177,Via Ugo Bassi,primary,False,False,111.38300000000001,2,50,yes,"LINESTRING (10.769529 43.8795554, 10.7695658 43.8795454, 10.7707681 43.8792321, 10.7708364 43.8792159)",
161534680,Via Ugo Bassi,primary,True,False,16.319,2,,,"LINESTRING (10.769529 43.8795554, 10.7694779 43.8795879, 10.7694019 43.8796107, 10.7693727 43.8796427)",
136531479,Via Giosuè Carducci,residential,False,True,50.118,,,,"LINESTRING (10.7678547 43.8788014, 10.7680022 43.8792394)",
61843662,Via del Giglio,residential,False,True,83.017,,,,"LINESTRING (10.7686058 43.8809582, 10.7695783 43.8807012)",
136531479,Via Giosuè Carducci,residential,False,False,57.28,,,,"LINESTRING (10.7686058 43.8809582, 10.7684333 43.8804583)",
61843662,Via del Giglio,residential,False,False,75.848,,,,"LINESTRING (10.7686058 43.8809582, 10.7678358 43.8811617, 10.7678774 43.8812476)",
136531485,Via Francesco Petrarca,residential,False,False,69.254,,,,"LINESTRING (10.7688432 43.8790965, 10.7680022 43.8792394)",
136837549,Via Marruota,unclassified,True,False,38.324,,,,"LINESTRING (10.7688432 43.8790965, 10.7687236 43.8787628)",
161534639,Viale Leonardo da Vinci,primary,True,False,22.308999999999997,2,,,"LINESTRING (10.7688013 43.8797394, 10.7688833 43.8796998, 10.7690574 43.8796679)",
180151151,Viale Leonardo da Vinci,primary,False,True,48.541,2,50,yes,"LINESTRING (10.7688013 43.8797394, 10.7687618 43.8797482, 10.7682225 43.8798679)",
136531493,Via Giovanni Boccaccio,unclassified,False,False,50.817,,,,"LINESTRING (10.7668278 43.8799213, 10.7668081 43.8798128, 10.7666895 43.8794759)",
159547755,Via Giovanni Boccaccio,unclassified,True,False,28.406999999999996,,,,"LINESTRING (10.7668278 43.8799213, 10.7668537 43.8800042, 10.7668956 43.880172)",
136531479,Via Giosuè Carducci,residential,False,False,72.082,,,,"LINESTRING (10.7682225 43.8798679, 10.7680022 43.8792394)",
136531479,Via Giosuè Carducci,residential,False,True,67.789,,,,"LINESTRING (10.7682225 43.8798679, 10.7684333 43.8804583)",
180151151,Viale Leonardo da Vinci,primary,False,False,48.541,2,50,yes,"LINESTRING (10.7682225 43.8798679, 10.7687618 43.8797482, 10.7688013 43.8797394)",
180151151,Viale Leonardo da Vinci,primary,False,True,111.61699999999999,2,50,yes,"LINESTRING (10.7682225 43.8798679, 10.7672083 43.880093, 10.7671313 43.8801101, 10.7669918 43.8801468, 10.7668956 43.880172)",
136531479,Via Giosuè Carducci,residential,False,False,50.118,,,,"LINESTRING (10.7680022 43.8792394, 10.7678547 43.8788014)",
136531479,Via Giosuè Carducci,residential,False,True,72.082,,,,"LINESTRING (10.7680022 43.8792394, 10.7682225 43.8798679)",
136531485,Via Francesco Petrarca,residential,False,False,108.449,,,,"LINESTRING (10.7680022 43.8792394, 10.7666895 43.8794759)",
136531485,Via Francesco Petrarca,residential,False,True,69.254,,,,"LINESTRING (10.7680022 43.8792394, 10.7688432 43.8790965)",
61843637,Via Fabio Filzi,residential,False,True,101.86699999999999,,,,"LINESTRING (10.7675131 43.8808751, 10.7675205 43.8806422, 10.7684333 43.8804583)",
136532166,Via Giovanni Boccaccio,unclassified,True,False,37.547,,,,"LINESTRING (10.7667006 43.8802451, 10.7667361 43.8801511, 10.7667679 43.8800293, 10.7668278 43.8799213)",
180151151,Viale Leonardo da Vinci,primary,False,False,17.774,2,50,yes,"LINESTRING (10.7667006 43.8802451, 10.7667884 43.8802002, 10.7668956 43.880172)",
180151151,Viale Leonardo da Vinci,primary,False,False,111.61699999999999,2,50,yes,"LINESTRING (10.7668956 43.880172, 10.7669918 43.8801468, 10.7671313 43.8801101, 10.7672083 43.880093, 10.7682225 43.8798679)",
180151151,Viale Leonardo da Vinci,primary,False,True,17.774,2,50,yes,"LINESTRING (10.7668956 43.880172, 10.7667884 43.8802002, 10.7667006 43.8802451)",
136537178,Via Marruota,primary,True,False,26.094,,,,"LINESTRING (10.7693673 43.8796726, 10.7693428 43.8797036, 10.7691575 43.8797597, 10.7690828 43.8797541)",roundabout
136538697,Via Custoza,residential,True,False,19.749,,,,"LINESTRING (10.7693673 43.8796726, 10.7694309 43.8797171, 10.7694754 43.8798262)",
136537178,Via Marruota,primary,True,False,3.353,,,,"LINESTRING (10.7693727 43.8796427, 10.7693673 43.8796726)",roundabout
136537178,Via Marruota,primary,True,False,4.545,,,,"LINESTRING (10.7690828 43.8797541, 10.7690526 43.8797195)",roundabout
136538708,Via Cividale,residential,True,False,43.629,,,,"LINESTRING (10.7725452 43.8804372, 10.7730786 43.8803589)",
160916487,Via Cividale,residential,False,True,41.758,,,,"LINESTRING (10.7725452 43.8804372, 10.7720371 43.8805203)",
160916493,Via Giovanni Pascoli,residential,True,False,117.814,,,,"LINESTRING (10.7725452 43.8804372, 10.7722214 43.8794037)",
136537176,Via Ugo Bassi,primary,True,False,19.847,2,,,"LINESTRING (10.7692925 43.8796005, 10.7694329 43.8795598, 10.769529 43.8795554)",
136537178,Via Marruota,primary,True,False,8.456,,,,"LINESTRING (10.7692925 43.8796005, 10.7693509 43.8796156, 10.7693727 43.8796427)",roundabout
136537178,Via Marruota,primary,True,False,5.751,,,,"LINESTRING (10.7690526 43.8797195, 10.7690574 43.8796679)",roundabout
136537179,Viale Leonardo da Vinci,primary,True,False,20.402,2,,,"LINESTRING (10.7690526 43.8797195, 10.76901 43.8797215, 10.7688922 43.8797412, 10.7688013 43.8797394)",
136537178,Via Marruota,primary,True,False,1.386,,,,"LINESTRING (10.7690574 43.8796679, 10.7690719 43.8796611)",roundabout
136537181,Via Domenico Guerrazzi,residential,False,False,45.636,,,,"LINESTRING (10.7708364 43.8792159, 10.7709327 43.8796204)",
136537177,Via Ugo Bassi,primary,False,False,28.692,2,50,yes,"LINESTRING (10.7708364 43.8792159, 10.770886 43.8792008, 10.7711689 43.8791203)",
136537177,Via Ugo Bassi,primary,False,True,111.38300000000001,2,50,yes,"LINESTRING (10.7708364 43.8792159, 10.7707681 43.8792321, 10.7695658 43.8795454, 10.769529 43.8795554)",
136538691,Via Giordano Bruno,residential,False,False,45.023,,,,"LINESTRING (10.7721563 43.879196, 10.7727151 43.8791547)",
160916493,Via Giovanni Pascoli,residential,True,False,37.616,,,,"LINESTRING (10.7721563 43.879196, 10.7720116 43.8789157, 10.7719932 43.8788788)",
136537177,Via Ugo Bassi,primary,False,True,71.317,2,50,yes,"LINESTRING (10.7719932 43.8788788, 10.7711689 43.8791203)",
136537181,Via Domenico Guerrazzi,residential,False,False,12.593,,,,"LINESTRING (10.7710789 43.8802623, 10.7711048 43.880374)",
136537181,Via Domenico Guerrazzi,residential,False,True,72.332,,,,"LINESTRING (10.7710789 43.8802623, 10.7709327 43.8796204)",
136538702,Via Tommaso Grossi,residential,False,False,78.924,,,,"LINESTRING (10.7710789 43.8802623, 10.7711398 43.8803348, 10.7712122 43.8803754, 10.7713785 43.8803928, 10.7714643 43.880387, 10.771971 43.880299)",
136538687,Via Col di Lana,residential,False,True,92.388,,,,"LINESTRING (10.771718 43.8794884, 10.771971 43.880299)",
136538698,Via Bainsizza,residential,True,False,41.431,,,,"LINESTRING (10.771718 43.8794884, 10.7721651 43.8794132, 10.7722214 43.8794037)",
136537181,Via Domenico Guerrazzi,residential,False,False,72.332,,,,"LINESTRING (10.7709327 43.8796204, 10.7710789 43.8802623)",
136537181,Via Domenico Guerrazzi,residential,False,True,45.636,,,,"LINESTRING (10.7709327 43.8796204, 10.7708364 43.8792159)",
136538698,Via Bainsizza,residential,True,False,64.63,,,,"LINESTRING (10.7709327 43.8796204, 10.771718 43.8794884)",
136538687,Via Col di Lana,residential,False,False,25.171,,,,"LINESTRING (10.7720371 43.8805203, 10.771971 43.880299)",
160916487,Via Cividale,residential,False,False,41.758,,,,"LINESTRING (10.7720371 43.8805203, 10.7725452 43.8804372)",
"[160915376, 136538687]","['Via Milazzo', 'Via Col di Lana']",residential,False,"[False, True]",127.17399999999999,,,,"LINESTRING (10.7720371 43.8805203, 10.7721493 43.8808805, 10.7731918 43.8806927)",
"[136537181, 160916487]","['Via Cividale', 'Via Domenico Guerrazzi']",residential,False,True,102.411,,,,"LINESTRING (10.7720371 43.8805203, 10.7711853 43.8806596, 10.7711048 43.880374)",
136538691,Via Giordano Bruno,residential,False,True,45.023,,,,"LINESTRING (10.7727151 43.8791547, 10.7721563 43.879196)",
184758464,Via del Salsero,unclassified,True,False,9.096,,,,"LINESTRING (10.7727151 43.8791547, 10.7727264 43.8792361)",
184758464,Via del Salsero,unclassified,True,False,1.003,,,,"LINESTRING (10.7730786 43.8803589, 10.7730911 43.8803585)",
136538698,Via Bainsizza,residential,True,False,42.843,,,,"LINESTRING (10.770412 43.8797075, 10.7709327 43.8796204)",
160916485,Via Vittorio Alfieri,residential,False,False,73.907,,,,"LINESTRING (10.770412 43.8797075, 10.7705578 43.8803638)",
136538688,Via Custoza,residential,False,True,86.244,,,,"LINESTRING (10.770412 43.8797075, 10.7704023 43.8796639, 10.7703788 43.8796268, 10.7703433 43.8796129, 10.7703173 43.8796153, 10.7702574 43.8796349, 10.7694754 43.8798262)",
136538687,Via Col di Lana,residential,False,False,92.388,,,,"LINESTRING (10.771971 43.880299, 10.771718 43.8794884)",
136538687,Via Col di Lana,residential,False,True,25.171,,,,"LINESTRING (10.771971 43.880299, 10.7720371 43.8805203)",
136538702,Via Tommaso Grossi,residential,False,True,78.924,,,,"LINESTRING (10.771971 43.880299, 10.7714643 43.880387, 10.7713785 43.8803928, 10.7712122 43.8803754, 10.7711398 43.8803348, 10.7710789 43.8802623)",
136538697,Via Custoza,residential,True,False,60.562,,,,"LINESTRING (10.7694754 43.8798262, 10.7697237 43.8803406)",
136538688,Via Custoza,residential,False,False,86.244,,,,"LINESTRING (10.7694754 43.8798262, 10.7702574 43.8796349, 10.7703173 43.8796153, 10.7703433 43.8796129, 10.7703788 43.8796268, 10.7704023 43.8796639, 10.770412 43.8797075)",
160916493,Via Giovanni Pascoli,residential,True,False,23.677,,,,"LINESTRING (10.7722214 43.8794037, 10.7721563 43.879196)",
136537181,Via Domenico Guerrazzi,residential,False,True,12.593,,,,"LINESTRING (10.7711048 43.880374, 10.7710789 43.8802623)",
136538689,Via Tommaso Grossi,residential,False,False,43.856,,,,"LINESTRING (10.7711048 43.880374, 10.7705578 43.8803638)",
"[136537181, 160916487]","['Via Cividale', 'Via Domenico Guerrazzi']",residential,False,False,102.411,,,,"LINESTRING (10.7711048 43.880374, 10.7711853 43.8806596, 10.7720371 43.8805203)",
136538689,Via Tommaso Grossi,residential,False,False,66.901,,,,"LINESTRING (10.7705578 43.8803638, 10.7697237 43.8803406)",
136538689,Via Tommaso Grossi,residential,False,True,43.856,,,,"LINESTRING (10.7705578 43.8803638, 10.7711048 43.880374)",
160916485,Via Vittorio Alfieri,residential,False,True,73.907,,,,"LINESTRING (10.7705578 43.8803638, 10.770412 43.8797075)",
136538689,Via Tommaso Grossi,residential,False,False,26.733,,,,"LINESTRING (10.7697237 43.8803406, 10.7693907 43.8803544)",
136538689,Via Tommaso Grossi,residential,False,True,66.901,,,,"LINESTRING (10.7697237 43.8803406, 10.7705578 43.8803638)",
136538689,Via Tommaso Grossi,residential,False,True,26.733,,,,"LINESTRING (10.7693907 43.8803544, 10.7697237 43.8803406)",
160898410,Via Marruota,unclassified,True,False,71.166,,,,"LINESTRING (10.7693907 43.8803544, 10.7693616 43.8802977, 10.7691912 43.8799653, 10.7690828 43.8797541)",
136537178,Via Marruota,primary,True,False,19.037,,,,"LINESTRING (10.7690719 43.8796611, 10.7691155 43.8796408, 10.7692925 43.8796005)",roundabout
136837549,Via Marruota,unclassified,True,False,26.442,,,,"LINESTRING (10.7690719 43.8796611, 10.7690231 43.879574, 10.7690062 43.8795226, 10.7689704 43.8794353)",
143448175,,residential,False,False,10.44,,,,"LINESTRING (10.7716693 43.8819653, 10.7716322 43.8818753)",
901941148,,residential,True,False,13.707,,,,"LINESTRING (10.7716693 43.8819653, 10.7715054 43.8820005)",
143448175,,residential,False,True,10.44,,,,"LINESTRING (10.7716322 43.8818753, 10.7716693 43.8819653)",
"[901941147, 143448158]","['Via Michelangelo', 'Via Goffredo Mameli']",residential,True,False,120.97699999999999,,,,"LINESTRING (10.7716322 43.8818753, 10.7717691 43.881846, 10.7725348 43.8816821, 10.7725883 43.8816689, 10.7724539 43.8813133)",
143448175,,residential,False,False,44.472,,,,"LINESTRING (10.7716322 43.8818753, 10.7714966 43.8815456, 10.7714747 43.8814918)",
180151157,Via Enrico Toti,secondary,False,False,80.95,2,50,yes,"LINESTRING (10.7724539 43.8813133, 10.7717787 43.8814364, 10.7717246 43.8814463, 10.7716108 43.881467, 10.7714747 43.8814918)",
180151157,Via Enrico Toti,secondary,False,True,71.966,2,50,yes,"LINESTRING (10.7724539 43.8813133, 10.7725222 43.8813008, 10.7727743 43.8812548, 10.773272 43.8811641, 10.7733242 43.881154)",
143448175,,residential,False,True,44.472,,,,"LINESTRING (10.7714747 43.8814918, 10.7714966 43.8815456, 10.7716322 43.8818753)",
"[342751884, 180151157]",Via Enrico Toti,secondary,False,False,78.375,2,50,yes,"LINESTRING (10.7714747 43.8814918, 10.7713208 43.8815199, 10.7712108 43.88154, 10.7710078 43.881577, 10.770977 43.8815829, 10.7709107 43.8815948, 10.7706405 43.8816446, 10.770527 43.8816656)",
180151157,Via Enrico Toti,secondary,False,True,80.95,2,50,yes,"LINESTRING (10.7714747 43.8814918, 10.7716108 43.881467, 10.7717246 43.8814463, 10.7717787 43.8814364, 10.7724539 43.8813133)",
143455058,Via delle Palme,unclassified,False,False,106.132,,,,"LINESTRING (10.7742947 43.8865595, 10.7749486 43.8864234, 10.7753842 43.8862997, 10.7754382 43.8862688, 10.775509 43.8862114)",
143455058,Via delle Palme,unclassified,False,True,106.132,,,,"LINESTRING (10.775509 43.8862114, 10.7754382 43.8862688, 10.7753842 43.8862997, 10.7749486 43.8864234, 10.7742947 43.8865595)",
178673435,Viale Giuseppe Verdi,residential,True,False,64.71000000000001,,,yes,"LINESTRING (10.775509 43.8862114, 10.7757352 43.8863471, 10.7758166 43.8864325, 10.7759886 43.8866681)",
143590847,Via Giuseppe Giusti,residential,True,False,57.407,,,,"LINESTRING (10.7694432 43.8824036, 10.7692435 43.8819078)",
342751882,Via Daniele Manin,secondary,False,True,41.862,2,50,yes,"LINESTRING (10.7692435 43.8819078, 10.7697483 43.8818111)",
342751882,Via Daniele Manin,secondary,False,False,86.98400000000001,2,50,yes,"LINESTRING (10.7692435 43.8819078, 10.7692069 43.8819151, 10.7686029 43.8820301, 10.7681943 43.8821079)",
143590848,Via Zara,unclassified,False,False,41.545,,,,"LINESTRING (10.7679851 43.8830303, 10.7675025 43.8831667)",
338351268,Via Vincenzo Gioberti,unclassified,True,False,52.221,,,,"LINESTRING (10.7679851 43.8830303, 10.7682248 43.883467)",
143590842,Via Paolo Savi,unclassified,True,False,42.411,,,yes,"LINESTRING (10.7675025 43.8831667, 10.7673177 43.8828093)",
143590848,Via Zara,unclassified,False,True,41.545,,,,"LINESTRING (10.7675025 43.8831667, 10.7679851 43.8830303)",
687910668,Viale Giuseppe Verdi,unclassified,False,True,5.325,,,yes,"LINESTRING (10.776008 43.8867139, 10.7759886 43.8866681)",
160470453,Via Isonzo,residential,False,False,47.291,,,,"LINESTRING (10.7759364 43.8798936, 10.7759364 43.8794683)",
458656920,Via Cividale,unclassified,False,False,34.977,,,,"LINESTRING (10.7759364 43.8798936, 10.7757066 43.8799293, 10.7755424 43.8799548, 10.7755098 43.8799599)",
160470453,Via Isonzo,residential,False,True,52.125,,,,"LINESTRING (10.7762025 43.8792007, 10.7759343 43.879193, 10.7759364 43.8794683)",
338351259,Via Palestro,residential,True,False,52.887,,50,yes,"LINESTRING (10.7754274 43.8831901, 10.7760857 43.883157)",
901941150,,residential,True,False,25.462,,,,"LINESTRING (10.7754274 43.8831901, 10.775336 43.8829708)",
160934294,Via Curtatone e Montanara,residential,False,True,63.158,,,,"LINESTRING (10.7754274 43.8831901, 10.7755298 43.8835221, 10.7756047 43.8837435)",
41594015,Via delle Saline,residential,True,False,26.616,,,yes,"LINESTRING (10.7737524 43.8835489, 10.7737212 43.8833106)",
160587725,Via Goito,residential,False,True,57.007,,,,"LINESTRING (10.7737524 43.8835489, 10.7744604 43.8834995)",
160587725,Via Goito,residential,False,False,57.007,,,,"LINESTRING (10.7744604 43.8834995, 10.7737524 43.8835489)",
41594015,Via delle Saline,residential,True,False,16.619,,,yes,"LINESTRING (10.7737719 43.8836977, 10.7737524 43.8835489)",
143448151,Via Magenta,residential,False,True,95.752,,,yes,"LINESTRING (10.7737719 43.8836977, 10.7726742 43.883803, 10.7725901 43.8838201)",
160593828,Via Pietro Maroncelli,residential,False,True,41.73,,,,"LINESTRING (10.7691636 43.8786844, 10.7692817 43.8790499)",
160593914,Via Silvio Pellico,residential,False,False,36.328,,,,"LINESTRING (10.7691636 43.8786844, 10.7687236 43.8787628)",
136537177,Via Ugo Bassi,primary,False,False,71.317,2,50,yes,"LINESTRING (10.7711689 43.8791203, 10.7719932 43.8788788)",
136537177,Via Ugo Bassi,primary,False,True,28.692,2,50,yes,"LINESTRING (10.7711689 43.8791203, 10.770886 43.8792008, 10.7708364 43.8792159)",
160593914,Via Silvio Pellico,residential,False,True,36.328,,,,"LINESTRING (10.7687236 43.8787628, 10.7691636 43.8786844)",
160593853,Vicolo del Ciliegio,residential,False,False,75.954,,,,"LINESTRING (10.7698396 43.8792258, 10.7693246 43.8793341, 10.7693326 43.8793573, 10.7689704 43.8794353)",
136837549,Via Marruota,unclassified,True,False,39.03,,,,"LINESTRING (10.7689704 43.8794353, 10.7689514 43.879389, 10.7688432 43.8790965)",
160593853,Vicolo del Ciliegio,residential,False,True,75.954,,,,"LINESTRING (10.7689704 43.8794353, 10.7693326 43.8793573, 10.7693246 43.8793341, 10.7698396 43.8792258)",
160593828,Via Pietro Maroncelli,residential,False,False,41.73,,,,"LINESTRING (10.7692817 43.8790499, 10.7691636 43.8786844)",
342751882,Via Daniele Manin,secondary,False,False,41.862,2,50,yes,"LINESTRING (10.7697483 43.8818111, 10.7692435 43.8819078)",
