osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,junction,bridge,tunnel,width,access
158232803,True,1,Via Monte Grappa,secondary,50,False,21.925,"LINESTRING (11.1473308 43.4721707, 11.147545 43.4720494)",,,,,
46616751,False,2,Via Redipuglia,tertiary,,False,36.399,"LINESTRING (11.1524211 43.4678428, 11.1520904 43.4680654)",,,,,
158232803,True,1,Via Monte Grappa,secondary,50,False,49.867000000000004,"LINESTRING (11.1524211 43.4678428, 11.1524663 43.4677424, 11.1524891 43.4676918, 11.1525264 43.4676089, 11.1525483 43.4674866, 11.1525623 43.4674082)",,,,,
7996546,False,2,Via Santa Caterina,secondary,,False,144.171,"LINESTRING (11.1434624 43.4678806, 11.144192 43.4666971)",,,,,
28036530,True,2,Via San Gimignano,secondary,,False,18.589,"LINESTRING (11.1434624 43.4678806, 11.1436443 43.4679333, 11.1436762 43.4679428)",,,,,
46731967,True,1,Via Borgo Marturi,secondary,,False,150.714,"LINESTRING (11.1448891 43.4682691, 11.1449907 43.4684942, 11.1452741 43.4691218, 11.1453231 43.4692303, 11.1454707 43.4695571)",,,,,
"[46803177, 1235472330]",True,,Via Borgo Marturi,residential,,False,78.437,"LINESTRING (11.1448891 43.4682691, 11.1449019 43.4682299, 11.1451042 43.4675812)",,,,,
28036599,True,1,Via Venti Settembre,secondary,,False,140.026,"LINESTRING (11.1457269 43.4700564, 11.145355 43.4701653, 11.1452588 43.4701959, 11.1452466 43.4702012, 11.1442062 43.4706565)",,,,,
46493853,False,2,Via Pisana,secondary,50,True,116.395,"LINESTRING (11.1428875 43.4719223, 11.1434441 43.4710812, 11.1435136 43.4709793)",,,,,
46493832,True,1,Via Armando Diaz,residential,,False,59.01,"LINESTRING (11.1488489 43.4713048, 11.1493221 43.4717094)",,,,,
158232803,True,1,Via Monte Grappa,secondary,50,False,76.489,"LINESTRING (11.1488489 43.4713048, 11.1495489 43.470841)",,,,,
24906070,True,1,Largo Campidoglio,secondary,50,False,12.631,"LINESTRING (11.1525251 43.4672749, 11.1525545 43.4672146, 11.1525946 43.4671744)",roundabout,,,,
46616747,True,1,Via della Libertà,residential,,False,55.772,"LINESTRING (11.1525251 43.4672749, 11.152448 43.467276, 11.1523864 43.4672994, 11.1522126 43.4674186, 11.1521785 43.4674419, 11.1521296 43.4674701, 11.151976 43.4675585)",,,,,
1241999706,True,2,Largo Campidoglio,tertiary,50,False,21.4,"LINESTRING (11.1525251 43.4672749, 11.1524567 43.467182, 11.1523891 43.46711)",,,,,
28506389,True,1,Largo Campidoglio,secondary,50,False,36.806,"LINESTRING (11.1525946 43.4671744, 11.1526182 43.4671172, 11.1526616 43.4670599, 11.152749 43.4669932, 11.1528813 43.466932)",,,,,
470196234,True,1,Largo Campidoglio,secondary,50,False,29.868000000000002,"LINESTRING (11.1525946 43.4671744, 11.152666 43.4671533, 11.1527133 43.4671498, 11.152786 43.4671676, 11.1528452 43.4672134, 11.1528827 43.4672665)",roundabout,,,,
605870289,False,2,Viale Guglielmo Marconi,tertiary,,True,57.368,"LINESTRING (11.1466375 43.4716713, 11.1466938 43.4721856)",,,,,
605870290,True,1,Viale Guglielmo Marconi,tertiary,,False,100.573,"LINESTRING (11.1466375 43.4716713, 11.1465574 43.4707687)",,,,,
46803184,True,1,Via Montesanto,tertiary,,False,9.395,"LINESTRING (11.1472637 43.4707675, 11.1473801 43.4707658)",,,,,
46803169,False,2,Via Gorizia,residential,,False,137.326,"LINESTRING (11.1472637 43.4707675, 11.1471983 43.470093, 11.1465653 43.4704112)",,,,,
46493828,False,2,Largo Bondi,tertiary,,False,14.698,"LINESTRING (11.147562 43.470759, 11.1473801 43.4707658)",,,,,
46493828,False,2,Largo Bondi,tertiary,,True,33.935,"LINESTRING (11.147562 43.470759, 11.1479822 43.470747)",,,,,
197521545,False,2,Via Montecitorio,residential,,False,76.287,"LINESTRING (11.147562 43.470759, 11.1475664 43.4702613, 11.1475986 43.4700744)",,,,,
46493832,True,1,Via Armando Diaz,residential,,False,49.033,"LINESTRING (11.1481277 43.4706891, 11.1485143 43.4710293)",,,,,
46616751,False,2,Via Redipuglia,tertiary,,True,22.124,"LINESTRING (11.1481277 43.4706891, 11.1483291 43.4705541)",,,,,
46493828,False,2,Largo Bondi,tertiary,,False,13.689,"LINESTRING (11.1481277 43.4706891, 11.1480526 43.4707334, 11.1479822 43.470747)",,,,,
46616751,False,2,Via Redipuglia,tertiary,,False,22.124,"LINESTRING (11.1483291 43.4705541, 11.1481277 43.4706891)",,,,,
46616751,False,2,Via Redipuglia,tertiary,,True,50.592,"LINESTRING (11.1483291 43.4705541, 11.1487876 43.4702438)",,,,,
46803170,False,2,Via Col di Lana,residential,,False,80.094,"LINESTRING (11.1483291 43.4705541, 11.1477166 43.4701125, 11.1475986 43.4700744)",,,,,
46493811,True,1,Via Giuseppe Verdi,residential,,False,49.86,"LINESTRING (11.1487876 43.4702438, 11.1483641 43.4699173)",,,,,
46493822,False,,Via Giuseppe Verdi,residential,,False,90.465,"LINESTRING (11.1487876 43.4702438, 11.1495489 43.470841)",,,,,
46616751,False,2,Via Redipuglia,tertiary,,False,50.592,"LINESTRING (11.1487876 43.4702438, 11.1483291 43.4705541)",,,,,
46616751,False,2,Via Redipuglia,tertiary,,True,44.516,"LINESTRING (11.1487876 43.4702438, 11.149193 43.4699723)",,,,,
46616751,False,2,Via Redipuglia,tertiary,,False,44.516,"LINESTRING (11.149193 43.4699723, 11.1487876 43.4702438)",,,,,
