osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,junction,bridge,tunnel
24215962,False,Via Rodolfo Morandi,unclassified,30,False,70.171,"LINESTRING (10.4010634 44.4320658, 10.4012305 44.4318544, 10.4012698 44.4318101, 10.4014328 44.4316263, 10.4015336 44.4315324)",,,,,
314871550,False,Viale Enzo Bagnoli,primary,50,False,72.032,"LINESTRING (10.4010634 44.4320658, 10.401688 44.4323525, 10.4018265 44.4324161)",2,SS63,,,
184484938,False,Via Romolo Valli,unclassified,,True,31.851,"LINESTRING (10.4035685 44.431495, 10.403168 44.431479)",,,,,
201202660,False,Via Matilde di Canossa,unclassified,,False,363.009,"LINESTRING (10.4035685 44.431495, 10.4036278 44.4315305, 10.4036704 44.431576, 10.4037044 44.4316184, 10.4037971 44.431737, 10.4042003 44.4321904, 10.404248 44.4322366, 10.4048248 44.4327951, 10.4050987 44.4330351, 10.4052908 44.4331477, 10.405976 44.433481, 10.406193 44.4335728, 10.4064963 44.433701, 10.4066225 44.433765, 10.4066897 44.4338012)",,,,,
314871550,False,Viale Enzo Bagnoli,primary,50,True,9.382,"LINESTRING (10.4068993 44.4339216, 10.4067861 44.4339458)",2,SS63,,,
314871550,False,Viale Enzo Bagnoli,primary,50,False,48.051,"LINESTRING (10.4068993 44.4339216, 10.407048 44.4338927, 10.4074751 44.4337891)",2,SS63,,,
151261194,True,Via Roma,secondary,50,False,70.822,"LINESTRING (10.4039787 44.4362836, 10.4038608 44.4363054, 10.4037479 44.4363183, 10.4033565 44.4363521, 10.4030969 44.4363753)",2,SP513R,,,
304835617,False,Via Quattro Novembre,residential,,True,137.692,"LINESTRING (10.4039787 44.4362836, 10.4039082 44.436087, 10.4038691 44.4360475, 10.4038109 44.436028, 10.4036976 44.4360314, 10.4035011 44.4360433, 10.4027221 44.4360823, 10.4024965 44.4360683)",,,,,
151261194,True,Via Roma,secondary,50,False,25.128,"LINESTRING (10.4030969 44.4363753, 10.4030018 44.4363855, 10.4029029 44.4363824, 10.4027834 44.4363674)",2,SP513R,,,
312433182,True,Via Cirillo Monzani,secondary,50,False,40.897999999999996,"LINESTRING (10.4030969 44.4363753, 10.4030102 44.4364314, 10.4028484 44.4365411, 10.4027731 44.4365737, 10.40269 44.4365919)",1,SP513R,,,
156413565,False,Via Primo Maggio,residential,,False,38.364,"LINESTRING (10.4022709 44.436223, 10.4022209 44.4362467, 10.4021734 44.4362584, 10.4019794 44.4362291, 10.4018905 44.4362188, 10.4018082 44.4362049)",,,,,
312433185,True,Via Roma,secondary,50,False,62.32600000000001,"LINESTRING (10.4022709 44.436223, 10.4021076 44.4361633, 10.4019273 44.4360329, 10.4019126 44.436021, 10.401699 44.4358483)",1,,,,
151261200,False,Piazzale Matteotti,unclassified,,False,16.133,"LINESTRING (10.4006339 44.4338588, 10.4007634 44.433747)",,,,,
184038078,False,Via Roma,secondary,,True,95.59700000000001,"LINESTRING (10.4006339 44.4338588, 10.4005748 44.4338198, 10.4002536 44.433642, 10.3999152 44.4334715, 10.3997991 44.4333795, 10.3997002 44.4333198)",,,,,
417308944,False,,living_street,,True,37.377,"LINESTRING (10.4009329 44.433644, 10.400562 44.433437)",,,,,
151261200,False,Piazzale Matteotti,unclassified,,False,87.152,"LINESTRING (10.4009329 44.433644, 10.4009882 44.4336299, 10.4010812 44.4336145, 10.4013114 44.4335762, 10.4013877 44.4335621, 10.4018436 44.4335201, 10.4020121 44.4335237)",,,,,
151261200,False,Piazzale Matteotti,unclassified,,True,17.712,"LINESTRING (10.4009329 44.433644, 10.4007819 44.4337311, 10.4007634 44.433747)",,,,,
151261200,False,Piazzale Matteotti,unclassified,,True,49.667,"LINESTRING (10.4026339 44.4335479, 10.4025975 44.4335363, 10.4020121 44.4335237)",,,,,
304847756,True,Via Dante Alighieri,unclassified,,False,189.916,"LINESTRING (10.4026339 44.4335479, 10.4027176 44.4335833, 10.4035506 44.4340332, 10.4042026 44.4343912, 10.4045448 44.4345744)",,,,,
457763322,False,Via Dante Alighieri,residential,,False,37.219,"LINESTRING (10.4026339 44.4335479, 10.4026874 44.4335212, 10.4027464 44.4335231, 10.4030284 44.4336643)",,,,,
1227664374,False,Via Roma,secondary,50,False,27.421,"LINESTRING (10.4056523 44.4353589, 10.4055192 44.4354631, 10.4054182 44.4355402)",1,SP513R,,,
"[1227664374, 151261198]",False,Via Roma,secondary,50,True,187.686,"LINESTRING (10.4056523 44.4353589, 10.405983 44.435104, 10.4062387 44.4349546, 10.4063337 44.4349047, 10.4068101 44.434668, 10.4075107 44.4343262)",1,SP513R,,,
26406817,True,Via G. Micheli,primary,50,False,20.839,"LINESTRING (10.4079389 44.4336366, 10.4080744 44.4334761)",1,SS63,,,
1227664372,True,,primary,50,False,8.620999999999999,"LINESTRING (10.4079389 44.4336366, 10.4079868 44.4336548, 10.4080241 44.433683)",2,SS63,roundabout,,
151261197,True,,secondary_link,50,False,18.923,"LINESTRING (10.4079217 44.4338666, 10.4078221 44.4340212)",,SP513R,,,
1227664373,True,,primary,50,False,13.218,"LINESTRING (10.4079217 44.4338666, 10.4078663 44.4338688, 10.407813 44.4338578, 10.4077675 44.4338351)",2,SS63,roundabout,,
1227664373,True,,primary,50,False,4.45,"LINESTRING (10.4077675 44.4338351, 10.4077348 44.4338026)",2,SS63,roundabout,,
151261201,True,Via Enzo Bagnoli,primary,50,False,20.717,"LINESTRING (10.4077348 44.4338026, 10.4076575 44.4337945, 10.4075923 44.4337894, 10.4074751 44.4337891)",1,SS63,,,
1227664372,True,,primary,50,False,12.91,"LINESTRING (10.4077348 44.4338026, 10.4077191 44.4337656, 10.4077208 44.4337269, 10.4077397 44.4336906)",2,SS63,roundabout,,
151261195,False,Via G. Micheli,primary,50,False,26.589,"LINESTRING (10.4080744 44.4334761, 10.4082263 44.433263)",2,SS63,,,
151261203,True,Via G. Micheli,primary,50,False,23.35,"LINESTRING (10.4080744 44.4334761, 10.4080241 44.433683)",1,SS63,,,
89810983,False,Via Grieco,residential,,False,72.64900000000002,"LINESTRING (10.3994837 44.4370658, 10.3994649 44.4369902, 10.3996232 44.4367048, 10.3996916 44.4366589, 10.3997782 44.4366451, 10.3998577 44.4366605, 10.3999415 44.4367142)",,,,,
435632046,False,Via Cirillo Monzani,secondary,50,False,111.948,"LINESTRING (10.3994837 44.4370658, 10.3996134 44.4370514, 10.3997124 44.4370416, 10.3999551 44.4370176, 10.4006862 44.4369418, 10.4008806 44.4369307)",,,,,
435632046,False,Via Cirillo Monzani,secondary,50,True,227.463,"LINESTRING (10.3994837 44.4370658, 10.3992112 44.437157, 10.3990928 44.4372127, 10.3989215 44.4372933, 10.3984763 44.4375083, 10.3977079 44.4378911, 10.3971668 44.4382543)",,,,,
435632046,False,Via Cirillo Monzani,secondary,50,False,15.072,"LINESTRING (10.4017015 44.4368035, 10.4018833 44.4367645)",,,,,
435632046,False,Via Cirillo Monzani,secondary,50,True,66.816,"LINESTRING (10.4017015 44.4368035, 10.4016242 44.4368204, 10.4014221 44.4368645, 10.4013022 44.4368791, 10.4010465 44.4369104, 10.4008806 44.4369307)",,,,,
312433183,True,Via Cirillo Monzani,secondary,50,False,31.424,"LINESTRING (10.40269 44.4365919, 10.4027957 44.4365313, 10.4028209 44.4364991, 10.4028348 44.4364655, 10.4028457 44.4364378, 10.4028359 44.4364114, 10.4027834 44.4363674)",1,SP513R,,,
"[1018816305, 1018816306, 435632062]",False,Via Cirillo Monzani,secondary,50,True,66.863,"LINESTRING (10.40269 44.4365919, 10.4022495 44.4366861, 10.4021263 44.4367125, 10.4019912 44.4367414, 10.4018833 44.4367645)",2,,,yes,
151261191,True,Via Enzo Bagnoli,primary,50,False,23.692,"LINESTRING (10.4074751 44.4337891, 10.4076371 44.4337288, 10.4077397 44.4336906)",1,SS63,,,
314871550,False,Viale Enzo Bagnoli,primary,50,True,48.051,"LINESTRING (10.4074751 44.4337891, 10.407048 44.4338927, 10.4068993 44.4339216)",2,SS63,,,
184038078,False,Via Roma,secondary,,True,13.453,"LINESTRING (10.3997002 44.4333198, 10.399562 44.4332498)",,,,,
89810943,True,Via C. Prampolini,residential,,False,101.742,"LINESTRING (10.3997002 44.4333198, 10.3998028 44.4332946, 10.3998866 44.4332758, 10.400634 44.433194, 10.4007408 44.4331643, 10.4008614 44.4331064, 10.4009229 44.4330841)",,,,,
184038078,False,Via Roma,secondary,,False,95.597,"LINESTRING (10.3997002 44.4333198, 10.3997991 44.4333795, 10.3999152 44.4334715, 10.4002536 44.433642, 10.4005748 44.4338198, 10.4006339 44.4338588)",,,,,
89811003,False,,residential,50,False,35.004,"LINESTRING (10.4008806 44.4369307, 10.4008951 44.4369724, 10.4008977 44.4369968, 10.4008756 44.4370191, 10.4007002 44.4370695, 10.4005957 44.4371103)",,,,,
435632046,False,Via Cirillo Monzani,secondary,50,False,66.816,"LINESTRING (10.4008806 44.4369307, 10.4010465 44.4369104, 10.4013022 44.4368791, 10.4014221 44.4368645, 10.4016242 44.4368204, 10.4017015 44.4368035)",,,,,
435632046,False,Via Cirillo Monzani,secondary,50,True,111.94800000000001,"LINESTRING (10.4008806 44.4369307, 10.4006862 44.4369418, 10.3999551 44.4370176, 10.3997124 44.4370416, 10.3996134 44.4370514, 10.3994837 44.4370658)",,,,,
89811011,False,Via Don Pasquino Borghi,residential,50,True,160.464,"LINESTRING (10.4003776 44.4325126, 10.399532 44.431871, 10.3993785 44.4318054, 10.3988385 44.4320052)",,,,,
89811019,False,Via Pastore,residential,,True,79.997,"LINESTRING (10.3974546 44.4325796, 10.3975624 44.4322804, 10.3979115 44.4322145, 10.3980602 44.432236, 10.3981022 44.4322686)",,,,,
89811006,True,Via Venticinque Aprile,residential,,False,164.26600000000002,"LINESTRING (10.399076 44.4324711, 10.399156 44.4324627, 10.3992587 44.4325049, 10.4000507 44.4331897, 10.4005964 44.4331333, 10.4006637 44.4331108)",,,,,
156413562,False,Via Don Pasquino Borghi,residential,,False,82.997,"LINESTRING (10.399076 44.4324711, 10.3992144 44.4327394, 10.3994121 44.433009, 10.3994497 44.4330951, 10.3994339 44.4331601)",,,,,
