osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,junction,bridge
25198704,Via Vigna del Ronco,residential,False,False,38.897000000000006,"LINESTRING (9.3998767 45.4205084, 9.3998715 45.4203619, 9.3998642 45.4201587)",,,,
113556604,Via Salvo D'Acquisto,residential,False,False,72.985,"LINESTRING (9.3998767 45.4205084, 9.3996734 45.4204712, 9.3991166 45.4204192, 9.3990512 45.4204131, 9.3989547 45.420404)",,,,
577082778,Via Martiri di Villa Pompeiana,residential,False,True,71.40899999999999,"LINESTRING (9.3998767 45.4205084, 9.400053 45.4205254, 9.4004841 45.4205671, 9.4007831 45.420596)",,,,
25198704,Via Vigna del Ronco,residential,False,False,49.407,"LINESTRING (9.3998642 45.4201587, 9.3997647 45.4197199)",,,,
25198704,Via Vigna del Ronco,residential,False,True,38.897000000000006,"LINESTRING (9.3998642 45.4201587, 9.3998715 45.4203619, 9.3998767 45.4205084)",,,,
25198704,Via Vigna del Ronco,residential,False,True,49.407,"LINESTRING (9.3997647 45.4197199, 9.3998642 45.4201587)",,,,
27130815,Via Achille Grandi,residential,True,False,94.211,"LINESTRING (9.3997647 45.4197199, 9.4009687 45.4197804)",,,,
25198704,Via Vigna del Ronco,residential,False,False,48.001999999999995,"LINESTRING (9.3997647 45.4197199, 9.3997449 45.4195168, 9.3997846 45.4192904)",,,,
25198729,Via Alessandro Manzoni,residential,True,False,36.125,"LINESTRING (9.3998559 45.4181399, 9.4003099 45.4180767)",50,,,
113556611,Via Martiri della Fede,residential,True,False,89.509,"LINESTRING (9.3998559 45.4181399, 9.3998302 45.4183628, 9.3998559 45.418899, 9.399847 45.4189434)",,,,
113556560,Via Alessandro Manzoni,tertiary,False,False,116.563,"LINESTRING (9.4003099 45.4180767, 9.4008443 45.4181478, 9.4012517 45.4182322, 9.4017535 45.4183399)",,2,,
113556610,Via Giuseppe Garibaldi,residential,False,False,97.213,"LINESTRING (9.4017535 45.4183399, 9.4019092 45.4174725)",,,,
113556560,Via Alessandro Manzoni,tertiary,False,False,107.16499999999998,"LINESTRING (9.4017535 45.4183399, 9.4023602 45.4185416, 9.4024743 45.4185902, 9.4025284 45.4186281, 9.4025749 45.4186661, 9.4026564 45.4187482, 9.4027264 45.4188358, 9.4027862 45.4189206)",,2,,
113556560,Via Alessandro Manzoni,tertiary,False,True,116.56300000000002,"LINESTRING (9.4017535 45.4183399, 9.4012517 45.4182322, 9.4008443 45.4181478, 9.4003099 45.4180767)",,2,,
113556560,Via Alessandro Manzoni,tertiary,False,False,51.192,"LINESTRING (9.4027862 45.4189206, 9.4030363 45.4193462)",,2,,
100141253,Via Monsignor Pietro Bonvini,residential,False,False,82.736,"LINESTRING (9.4027862 45.4189206, 9.4028039 45.41886, 9.4029991 45.4181917)",,,,
113556560,Via Alessandro Manzoni,tertiary,False,True,107.165,"LINESTRING (9.4027862 45.4189206, 9.4027264 45.4188358, 9.4026564 45.4187482, 9.4025749 45.4186661, 9.4025284 45.4186281, 9.4024743 45.4185902, 9.4023602 45.4185416, 9.4017535 45.4183399)",,2,,
113556560,Via Alessandro Manzoni,tertiary,False,False,8.506,"LINESTRING (9.4030363 45.4193462, 9.4030622 45.4194205)",,2,,
113556560,Via Alessandro Manzoni,tertiary,False,True,51.192,"LINESTRING (9.4030363 45.4193462, 9.4027862 45.4189206)",,2,,
113556545,Via Filippo Turati,residential,True,False,157.632,"LINESTRING (9.4030363 45.4193462, 9.401342 45.4192795, 9.4010195 45.4192718)",,,,
113556560,Via Alessandro Manzoni,tertiary,False,False,24.995,"LINESTRING (9.4031518 45.4199174, 9.4031151 45.4201407)",,2,,
113556560,Via Alessandro Manzoni,tertiary,False,True,55.848,"LINESTRING (9.4031518 45.4199174, 9.4031432 45.4197727, 9.4031238 45.419628, 9.4030984 45.4195242, 9.4030622 45.4194205)",,2,,
27130817,Via Gustavo Modena,residential,True,False,171.19,"LINESTRING (9.403085 45.4204357, 9.4009134 45.4202192)",,,,
113556560,Via Alessandro Manzoni,tertiary,False,False,27.283,"LINESTRING (9.403085 45.4204357, 9.4030444 45.4206794)",,2,,
113556560,Via Alessandro Manzoni,tertiary,False,True,32.887,"LINESTRING (9.403085 45.4204357, 9.4031151 45.4201407)",,2,,
27130806,Via Martiri di Belfiore,residential,False,False,83.197,"LINESTRING (9.4030444 45.4206794, 9.4041035 45.4207643)",,,,
113556560,Via Alessandro Manzoni,tertiary,False,False,13.071,"LINESTRING (9.4030444 45.4206794, 9.4030231 45.420796)",,2,,
113556560,Via Alessandro Manzoni,tertiary,False,True,27.283,"LINESTRING (9.4030444 45.4206794, 9.403085 45.4204357)",,2,,
113556560,Via Alessandro Manzoni,tertiary,False,True,13.071,"LINESTRING (9.4030231 45.420796, 9.4030444 45.4206794)",,2,,
"[25198760, 577082778]",Via Martiri di Villa Pompeiana,residential,False,False,176.239,"LINESTRING (9.4030231 45.420796, 9.4029524 45.4207913, 9.402801 45.4207777, 9.4026179 45.4207612, 9.4007831 45.420596)",,,,
1000776288,Via Milano,tertiary,False,False,20.713,"LINESTRING (9.3947198 45.4183015, 9.3949819 45.4183307)",,,,
1037947564,Via Milano,tertiary,False,True,62.296,"LINESTRING (9.3947198 45.4183015, 9.3939317 45.4182129)",50,2,,
113556580,Via Rodolfo Morandi,residential,True,False,53.64,"LINESTRING (9.3947198 45.4183015, 9.3946963 45.4183609, 9.3945359 45.4187663)",,,,
25198729,Via Alessandro Manzoni,residential,True,False,195.362,"LINESTRING (9.3966295 45.4177308, 9.3990854 45.41807)",50,,,
1101218929,Via Milano,tertiary,False,True,9.339,"LINESTRING (9.3966295 45.4177308, 9.3965583 45.4177983)",50,2,,
1101218929,Via Milano,tertiary,False,False,129.404,"LINESTRING (9.3966295 45.4177308, 9.3973271 45.417119, 9.3976503 45.416814)",50,2,,
79124572,Via Giuseppe Mazzini,residential,True,False,223.695,"LINESTRING (9.3976503 45.416814, 9.3977536 45.4168528, 9.3980904 45.4168885, 9.3987255 45.4169396, 9.3989944 45.4169636, 9.3993054 45.4169895, 9.399352 45.4169934, 9.3998538 45.4170352, 9.4004818 45.4170875)",50,,,
406847928,Via Giuseppe Mazzini,residential,True,False,129.987,"LINESTRING (9.3976503 45.416814, 9.3961612 45.4166555, 9.3960074 45.4166265)",50,,,
577076702,Via Milano,tertiary,False,False,279.30899999999997,"LINESTRING (9.3976503 45.416814, 9.3982595 45.4162843, 9.3985427 45.4160915, 9.3988689 45.4159951, 9.3991779 45.415971, 9.3996478 45.4159983, 9.4007195 45.4160783)",50,2,,
1101218929,Via Milano,tertiary,False,True,129.404,"LINESTRING (9.3976503 45.416814, 9.3973271 45.417119, 9.3966295 45.4177308)",50,2,,
25198823,Via Giacomo Matteotti,tertiary,True,False,161.005,"LINESTRING (9.4007195 45.4160783, 9.4008546 45.4154734, 9.4009031 45.4153685, 9.4010318 45.4151576, 9.4012893 45.4149467, 9.4015359 45.4148139)",50,,,
577076702,Via Milano,tertiary,False,True,279.309,"LINESTRING (9.4007195 45.4160783, 9.3996478 45.4159983, 9.3991779 45.415971, 9.3988689 45.4159951, 9.3985427 45.4160915, 9.3982595 45.4162843, 9.3976503 45.416814)",50,2,,
895548509,Via Giacomo Matteotti,tertiary,True,False,113.74199999999999,"LINESTRING (9.4007195 45.4160783, 9.4006162 45.4165169, 9.4005872 45.4166401, 9.4005673 45.4167245, 9.4004818 45.4170875)",50,,,
1034085660,Via Milano,tertiary,False,False,109.123,"LINESTRING (9.4007195 45.4160783, 9.4014404 45.4162184, 9.4020787 45.4163047)",50,,,
79124667,Via Dante Alighieri,residential,True,False,129.14,"LINESTRING (9.4020787 45.4163047, 9.4018259 45.4169599, 9.4016969 45.4174339)",,,,
113556502,Vicolo Castello,residential,False,True,112.041,"LINESTRING (9.4020787 45.4163047, 9.4022265 45.4155145, 9.4025265 45.4155105)",,,,
1034085660,Via Milano,tertiary,False,True,109.123,"LINESTRING (9.4020787 45.4163047, 9.4014404 45.4162184, 9.4007195 45.4160783)",50,,,
1034085661,Piazza Guglielmo Marconi,tertiary,False,False,45.13,"LINESTRING (9.4020787 45.4163047, 9.4024289 45.4164239, 9.4025881 45.4164954)",50,,,
400525671,Via Salvo D'Acquisto,residential,False,True,49.223,"LINESTRING (9.394156 45.41983, 9.3947657 45.4199432)",,,,
25198800,Via della Repubblica,residential,False,False,49.714,"LINESTRING (9.3945359 45.4187663, 9.3951721 45.418788)",,,,
113556580,Via Rodolfo Morandi,residential,True,False,85.555,"LINESTRING (9.3945359 45.4187663, 9.3942664 45.4195121)",,,,
25198800,Via della Repubblica,residential,False,True,54.899,"LINESTRING (9.3958746 45.4188128, 9.3951721 45.418788)",,,,
113556597,Via Fratelli Cervi,residential,True,False,53.528,"LINESTRING (9.3958746 45.4188128, 9.395902 45.4186518, 9.3959097 45.4185721, 9.395911 45.4185015, 9.395903 45.41838, 9.3958963 45.4183546, 9.3958848 45.4183349)",,,,
113556597,Via Fratelli Cervi,residential,True,False,20.512,"LINESTRING (9.3958415 45.4189958, 9.3958746 45.4188128)",,,,
113556560,Via Alessandro Manzoni,tertiary,False,True,8.506,"LINESTRING (9.4030622 45.4194205, 9.4030363 45.4193462)",,2,,
25198843,Vicolo Caprera,residential,False,False,50.217,"LINESTRING (9.4030622 45.4194205, 9.4035368 45.4195953, 9.4036396 45.4196172)",,,,
113556560,Via Alessandro Manzoni,tertiary,False,False,55.848,"LINESTRING (9.4030622 45.4194205, 9.4030984 45.4195242, 9.4031238 45.419628, 9.4031432 45.4197727, 9.4031518 45.4199174)",,2,,
