osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,ref,junction
139605834,Piazza del Mercato,tertiary,False,True,20.922,,,"LINESTRING (11.7609748 45.4410651, 11.7612264 45.4411302)",,
202777622,Via Quattro Novembre,primary,False,False,24.926,2,50,"LINESTRING (11.7609748 45.4410651, 11.7612075 45.4409115)",,
202777622,Via Quattro Novembre,primary,False,True,247.272,2,50,"LINESTRING (11.7609748 45.4410651, 11.7595134 45.4419469, 11.7593792 45.4420291, 11.7591003 45.4422, 11.7586949 45.4424518, 11.758581 45.4425225)",,
47573610,Viale Giuseppe Mazzini,residential,False,True,14.646,,,"LINESTRING (11.7596578 45.4395245, 11.7598125 45.4394499)",,
47573610,Viale Giuseppe Mazzini,residential,False,False,216.803,,,"LINESTRING (11.7596578 45.4395245, 11.7593921 45.4396459, 11.7593152 45.4396903, 11.7586855 45.4400002, 11.7586621 45.4400117, 11.7585282 45.4400749, 11.7584249 45.4401236, 11.7573637 45.440624)",,
202777622,Via Quattro Novembre,primary,False,True,24.926,2,50,"LINESTRING (11.7612075 45.4409115, 11.7609748 45.4410651)",,
47573609,Via Verdi,residential,True,False,195.972,,,"LINESTRING (11.7612075 45.4409115, 11.7602509 45.4400528, 11.7596932 45.439556, 11.7596578 45.4395245)",,
202777622,Via Quattro Novembre,primary,False,False,41.54,2,50,"LINESTRING (11.7612075 45.4409115, 11.7612853 45.4408648, 11.7616119 45.4406685)",,
69232087,Via Giuseppe Martignon,secondary,False,False,125.676,,,"LINESTRING (11.7570798 45.4432979, 11.7571847 45.4434424, 11.7578523 45.4442896)",SP13,
139605841,Via Quattro Novembre,primary,False,False,73.611,2,50,"LINESTRING (11.7570798 45.4432979, 11.7574766 45.4431612, 11.7578699 45.4429429)",,
139605841,Via Quattro Novembre,primary,False,True,73.633,2,50,"LINESTRING (11.7570798 45.4432979, 11.7567775 45.4433726, 11.7565116 45.4434101, 11.7561664 45.4434588)",,
69232087,Via Giuseppe Martignon,secondary,False,True,2.073,,,"LINESTRING (11.7578652 45.4443059, 11.7578523 45.4442896)",SP13,
69232087,Via Giuseppe Martignon,secondary,False,False,39.449,,,"LINESTRING (11.7578652 45.4443059, 11.7579672 45.444478, 11.7580151 45.444643)",SP13,
128608970,Via Monte Ortigara,residential,False,True,80.864,,,"LINESTRING (11.7578652 45.4443059, 11.7581103 45.4442366, 11.758411 45.4441792, 11.7588642 45.4441214)",,
139596902,Piazza 4 Novembre,residential,True,False,111.284,,,"LINESTRING (11.758581 45.4425225, 11.7587428 45.4426187, 11.7589381 45.4428629, 11.7592117 45.4431344, 11.7594074 45.4433306)",,
202777622,Via Quattro Novembre,primary,False,False,247.272,2,50,"LINESTRING (11.758581 45.4425225, 11.7586949 45.4424518, 11.7591003 45.4422, 11.7593792 45.4420291, 11.7595134 45.4419469, 11.7609748 45.4410651)",,
202777622,Via Quattro Novembre,primary,False,True,60.698,2,50,"LINESTRING (11.758581 45.4425225, 11.7580569 45.442839, 11.7579891 45.4428767)",,
139596923,Via Cesare Battisti,residential,False,True,126.459,,,"LINESTRING (11.7580151 45.444643, 11.7564675 45.4449813)",,
69232087,Via Giuseppe Martignon,secondary,False,False,53.444,,,"LINESTRING (11.7580151 45.444643, 11.7579893 45.4448543, 11.7579255 45.4451191)",SP13,
69232087,Via Giuseppe Martignon,secondary,False,True,39.449,,,"LINESTRING (11.7580151 45.444643, 11.7579672 45.444478, 11.7578652 45.4443059)",SP13,
69232087,Via Giuseppe Martignon,secondary,False,True,59.714,,,"LINESTRING (11.7581888 45.446659, 11.7582054 45.4465835, 11.7581349 45.4462027, 11.7581119 45.4461278)",SP13,
103009530,Via degli Alpini,residential,False,True,62.996,,,"LINESTRING (11.7630721 45.4441109, 11.7634571 45.4446089)",,
139605886,Via Rovereto,residential,True,False,89.36,,,"LINESTRING (11.7630721 45.4441109, 11.7620597 45.4444868)",,
103009529,Via Trento,residential,False,False,82.506,,,"LINESTRING (11.7646579 45.4425303, 11.7646236 45.4432719)",,
40067769,Via Trieste,tertiary,False,False,97.90899999999999,,,"LINESTRING (11.7646579 45.4425303, 11.76413 45.4424805, 11.7634143 45.4424121)",,
113757832,Via Angelo Candeo,unclassified,False,False,21.322,,,"LINESTRING (11.7549526 45.4421741, 11.7549127 45.4423638)",,
113757832,Via Angelo Candeo,unclassified,False,True,228.895,,,"LINESTRING (11.7549526 45.4421741, 11.7549947 45.4419084, 11.7550181 45.4418165, 11.7550508 45.4417247, 11.7551022 45.4416394, 11.755248 45.4414671, 11.7552752 45.441394, 11.7552707 45.441324, 11.7552208 45.4412223, 11.7550939 45.440952, 11.7547676 45.4402143)",,
139596918,Via Taliercio,residential,False,True,277.077,,,"LINESTRING (11.7549526 45.4421741, 11.7543304 45.4421498, 11.753894 45.4416447, 11.7536536 45.4413665, 11.7541525 45.4412461, 11.753713 45.4405423)",,
139596900,Via de Amicis,residential,False,True,98.064,,,"LINESTRING (11.7547676 45.4402143, 11.7559678 45.4399524)",,
113757832,Via Angelo Candeo,unclassified,False,False,228.895,,,"LINESTRING (11.7547676 45.4402143, 11.7550939 45.440952, 11.7552208 45.4412223, 11.7552707 45.441324, 11.7552752 45.441394, 11.755248 45.4414671, 11.7551022 45.4416394, 11.7550508 45.4417247, 11.7550181 45.4418165, 11.7549947 45.4419084, 11.7549526 45.4421741)",,
113757832,Via Angelo Candeo,unclassified,False,True,92.17500000000001,,,"LINESTRING (11.7547676 45.4402143, 11.7546815 45.4400648, 11.7545954 45.4399313, 11.7544368 45.4397627, 11.7542374 45.4395592, 11.7541806 45.439499)",,
113757832,Via Angelo Candeo,unclassified,False,False,131.104,,,"LINESTRING (11.7548919 45.4427087, 11.754962 45.4427711, 11.7550555 45.4428203, 11.7558596 45.4432041, 11.7560139 45.4433057, 11.7561098 45.443402, 11.7561664 45.4434588)",,
113757832,Via Angelo Candeo,unclassified,False,True,23.818,,,"LINESTRING (11.7548919 45.4427087, 11.7548685 45.442653, 11.7548732 45.4425513, 11.7548845 45.4424975)",,
1141336449,Via Bachelet,residential,True,False,47.995999999999995,,,"LINESTRING (11.7548919 45.4427087, 11.7544776 45.4425704, 11.7543405 45.4425176)",,
139605841,Via Quattro Novembre,primary,False,False,29.333,2,50,"LINESTRING (11.7545709 45.4436699, 11.7549439 45.4436367)",,
139605841,Via Quattro Novembre,primary,False,True,7.98,2,50,"LINESTRING (11.7545709 45.4436699, 11.7544698 45.4436808)",,
1141336447,Via Bachelet,residential,False,False,60.081,,,"LINESTRING (11.7545709 45.4436699, 11.7545608 45.4436221, 11.7544884 45.4432812, 11.7544294 45.4431398)",,
113757832,Via Angelo Candeo,unclassified,False,False,86.955,,,"LINESTRING (11.7536029 45.438831, 11.7539156 45.4392126, 11.7541155 45.4394404, 11.7541806 45.439499)",,
113757832,Via Angelo Candeo,unclassified,False,True,131.104,,,"LINESTRING (11.7561664 45.4434588, 11.7561098 45.443402, 11.7560139 45.4433057, 11.7558596 45.4432041, 11.7550555 45.4428203, 11.754962 45.4427711, 11.7548919 45.4427087)",,
139605841,Via Quattro Novembre,primary,False,False,73.633,2,50,"LINESTRING (11.7561664 45.4434588, 11.7565116 45.4434101, 11.7567775 45.4433726, 11.7570798 45.4432979)",,
139605841,Via Quattro Novembre,primary,False,True,97.44800000000001,2,50,"LINESTRING (11.7561664 45.4434588, 11.7559493 45.4434887, 11.7550781 45.4436087, 11.7549439 45.4436367)",,
139596892,Via Toscanini,residential,False,True,57.477,,,"LINESTRING (11.7541806 45.439499, 11.7535016 45.4396995)",,
113757832,Via Angelo Candeo,unclassified,False,False,92.17500000000001,,,"LINESTRING (11.7541806 45.439499, 11.7542374 45.4395592, 11.7544368 45.4397627, 11.7545954 45.4399313, 11.7546815 45.4400648, 11.7547676 45.4402143)",,
113757832,Via Angelo Candeo,unclassified,False,True,86.955,,,"LINESTRING (11.7541806 45.439499, 11.7541155 45.4394404, 11.7539156 45.4392126, 11.7536029 45.438831)",,
114480501,Via Sandro Pertini,residential,False,True,189.26399999999998,,,"LINESTRING (11.7541806 45.439499, 11.7560584 45.4389567, 11.7563498 45.438866, 11.7564203 45.4388454)",,
207321564,Via de Gasperi,residential,False,True,49.941,,,"LINESTRING (11.7582499 45.4437961, 11.7588075 45.4435755)",,
139596913,Via Mameli,residential,False,False,49.847,,,"LINESTRING (11.7601777 45.4385326, 11.7596381 45.4387726)",,
139596926,Via Mameli,residential,False,True,69.02600000000001,,,"LINESTRING (11.7601777 45.4385326, 11.7604403 45.438711, 11.760777 45.4389883)",,
47573610,Viale Giuseppe Mazzini,residential,False,False,45.229,,,"LINESTRING (11.7616557 45.4385526, 11.7611853 45.4387903)",,
139605854,Via Colombo,residential,False,True,86.826,,,"LINESTRING (11.7616557 45.4385526, 11.761695 45.4385866, 11.7623566 45.4391591)",,
114480489,Via Dante Alighieri,tertiary,False,True,39.336,,,"LINESTRING (11.7630531 45.438738, 11.7627848 45.4384385)",SP13,
139596895,Via Colombo,residential,False,True,71.733,,,"LINESTRING (11.7630531 45.438738, 11.7623566 45.4391591)",,
"[287864784, 114480489]",Via Dante Alighieri,tertiary,False,False,57.699000000000005,,,"LINESTRING (11.7630531 45.438738, 11.763365 45.4390802, 11.7634114 45.4391211, 11.7634614 45.4391703)",SP13,
139596913,Via Mameli,residential,False,True,49.847,,,"LINESTRING (11.7596381 45.4387726, 11.7601777 45.4385326)",,
114480501,Via Sandro Pertini,residential,False,False,189.264,,,"LINESTRING (11.7564203 45.4388454, 11.7563498 45.438866, 11.7560584 45.4389567, 11.7541806 45.439499)",,
139596929,Via Guido Negri,residential,False,False,57.018,,,"LINESTRING (11.7564203 45.4388454, 11.7564182 45.4388673, 11.7564248 45.4388877, 11.7566699 45.439325)",,
47573610,Viale Giuseppe Mazzini,residential,False,False,57.169,,,"LINESTRING (11.760777 45.4389883, 11.7601708 45.4392771)",,
47573610,Viale Giuseppe Mazzini,residential,False,True,38.724,,,"LINESTRING (11.760777 45.4389883, 11.7611853 45.4387903)",,
139596926,Via Mameli,residential,False,False,69.02600000000001,,,"LINESTRING (11.760777 45.4389883, 11.7604403 45.438711, 11.7601777 45.4385326)",,
139596895,Via Colombo,residential,False,False,71.733,,,"LINESTRING (11.7623566 45.4391591, 11.7630531 45.438738)",,
139596895,Via Colombo,residential,False,True,43.987,,,"LINESTRING (11.7623566 45.4391591, 11.7619238 45.4394126)",,
139605854,Via Colombo,residential,False,True,74.893,,,"LINESTRING (11.7623566 45.4391591, 11.7629502 45.4396884)",,
139605854,Via Colombo,residential,False,False,86.826,,,"LINESTRING (11.7623566 45.4391591, 11.761695 45.4385866, 11.7616557 45.4385526)",,
47573610,Viale Giuseppe Mazzini,residential,False,False,33.922,,,"LINESTRING (11.7601708 45.4392771, 11.7598125 45.4394499)",,
47573610,Viale Giuseppe Mazzini,residential,False,True,57.169,,,"LINESTRING (11.7601708 45.4392771, 11.760777 45.4389883)",,
139596903,Via Giuseppe Garibaldi,residential,False,True,86.988,,,"LINESTRING (11.7601708 45.4392771, 11.7602032 45.439309, 11.7608182 45.439914)",,
139596890,Via Pisacane,residential,False,True,178.069,,,"LINESTRING (11.7566699 45.439325, 11.7585528 45.43842)",,
139596929,Via Guido Negri,residential,False,False,63.707,,,"LINESTRING (11.7566699 45.439325, 11.7569628 45.4398598)",,
139596929,Via Guido Negri,residential,False,True,57.018,,,"LINESTRING (11.7566699 45.439325, 11.7564248 45.4388877, 11.7564182 45.4388673, 11.7564203 45.4388454)",,
139596895,Via Colombo,residential,False,False,43.987,,,"LINESTRING (11.7619238 45.4394126, 11.7623566 45.4391591)",,
139605850,Via Cavour,residential,False,True,83.398,,,"LINESTRING (11.7619238 45.4394126, 11.7625261 45.4399396, 11.7626106 45.4398945)",,
"[139605849, 139605852]",Via Cavour,residential,True,False,90.049,,,"LINESTRING (11.7619238 45.4394126, 11.7618495 45.4393531, 11.7615363 45.4390852, 11.7612187 45.4388183, 11.7611853 45.4387903)",,
139596921,Via Marco Polo,residential,False,True,35.032,,,"LINESTRING (11.7629502 45.4396884, 11.7626106 45.4398945)",,
