osmid,oneway,lanes,ref,highway,reversed,length,geometry,name,junction,maxspeed,bridge
92004309,True,1,SPexSS498,primary,False,22.018,"LINESTRING (9.7635913 45.5664713, 9.7635762 45.5664183, 9.7635742 45.5663274, 9.7635533 45.5662764)",,,,
346546497,True,1,SPexSS498,primary,False,22.682000000000002,"LINESTRING (9.7635913 45.5664713, 9.7635526 45.5665633, 9.7634825 45.5666596)",,,,
346546495,False,2,SPexSS498,primary,True,10.728,"LINESTRING (9.7634825 45.5666596, 9.7634453 45.5667525)",,,,
346546499,True,1,SPexSS498,primary,False,43.087,"LINESTRING (9.7634825 45.5666596, 9.7634844 45.5665673, 9.7635235 45.5664402, 9.7635417 45.5663556, 9.7635533 45.5662764)",,,,
682296578,False,,,residential,False,3.742,"LINESTRING (9.7623758 45.5662891, 9.7624089 45.5663135)",Via Milano,,,
346546510,True,1,,residential,False,40.77,"LINESTRING (9.762973 45.5667603, 9.7630878 45.5668126, 9.7631515 45.5668267, 9.7632587 45.566823, 9.76335 45.5667948, 9.7634453 45.5667525)",Via Milano,,,
682296578,False,,,residential,True,66.336,"LINESTRING (9.762973 45.5667603, 9.7626334 45.5664782, 9.7624089 45.5663135)",Via Milano,,,
346546512,True,1,,residential,False,25.805,"LINESTRING (9.7631824 45.5669388, 9.7630982 45.5668838, 9.762973 45.5667603)",Via Milano,,,
50135698,False,2,SPexSS498,primary,True,209.038,"LINESTRING (9.7632498 45.5672417, 9.7625739 45.5690611)",Via Trieste,,,
346546494,False,2,SPexSS498,primary,False,37.075,"LINESTRING (9.7632498 45.5672417, 9.7633781 45.5669206)",,,,
346546512,True,1,,residential,False,34.262,"LINESTRING (9.7632498 45.5672417, 9.7632131 45.5671449, 9.7632109 45.5670445, 9.7631824 45.5669388)",Via Milano,,,
148498804,False,,,residential,False,100.07900000000001,"LINESTRING (9.7693037 45.5669129, 9.7693202 45.5668704, 9.7693261 45.5668549, 9.7693432 45.5668179, 9.7694771 45.5665279, 9.7696979 45.5660563)",Via Molino Nuovo,,,
372123455,False,,,tertiary,False,158.85899999999998,"LINESTRING (9.7693037 45.5669129, 9.7706387 45.5672, 9.7712512 45.5673396)",Via Serioletto,,,
372123455,False,,,tertiary,True,67.818,"LINESTRING (9.7693037 45.5669129, 9.7687709 45.5668245, 9.768452 45.5667859)",Via Serioletto,,,
92004306,False,,,unclassified,False,72.673,"LINESTRING (9.7721729 45.5675773, 9.7721473 45.567623, 9.7720823 45.5677383, 9.7718891 45.5681994)",Via Isonzo,,,
372123455,False,,,tertiary,True,76.858,"LINESTRING (9.7721729 45.5675773, 9.7720832 45.5675307, 9.7714557 45.567387, 9.7712512 45.5673396)",Via Serioletto,,,
346530778,False,,,tertiary,False,123.93199999999999,"LINESTRING (9.7658257 45.5663633, 9.7665785 45.5664824, 9.7673504 45.5666116, 9.7673763 45.5666158)",Via della Casella,,,
346530778,False,,,tertiary,True,111.22,"LINESTRING (9.7658257 45.5663633, 9.7657095 45.5663415, 9.7656626 45.5663325, 9.7651299 45.5662305, 9.7649281 45.5661923, 9.7648283 45.5661734, 9.7645779 45.566124, 9.7644511 45.5660917)",Via della Casella,,,
346546501,False,,,residential,False,18.33,"LINESTRING (9.7658257 45.5663633, 9.7658325 45.5663113, 9.7658351 45.5662858, 9.7658448 45.566199)",,,,
346530778,False,,,tertiary,True,85.852,"LINESTRING (9.768452 45.5667859, 9.7680536 45.5667267, 9.7673763 45.5666158)",Via della Casella,,,
372123455,False,,,tertiary,False,67.818,"LINESTRING (9.768452 45.5667859, 9.7687709 45.5668245, 9.7693037 45.5669129)",Via Serioletto,,,
80420022,True,,SPexSS498,primary,False,23.682000000000002,"LINESTRING (9.7638536 45.5660643, 9.7637933 45.5660588, 9.7637386 45.5660401, 9.7636951 45.5660103, 9.7636674 45.5659724, 9.7636581 45.5659303)",Strada Provinciale exSS498 Soncinese,roundabout,,
92004310,True,1,SPexSS498,primary,False,25.521,"LINESTRING (9.7638536 45.5660643, 9.7637895 45.5660836, 9.763755 45.5661013, 9.7637103 45.5661489, 9.7636657 45.5662373)",,,,
92004302,False,,,unclassified,False,115.342,"LINESTRING (9.7637881 45.5665723, 9.7638685 45.5669793, 9.7639202 45.5672587, 9.7639528 45.5674454, 9.7639847 45.5676004)",Via Francesco Balicco,,,
92004304,True,,,unclassified,False,20.545,"LINESTRING (9.7637881 45.5665723, 9.7637282 45.5664989, 9.7636277 45.5664833, 9.7635913 45.5664713)",,,,
92004313,False,,,unclassified,False,115.781,"LINESTRING (9.7622318 45.5735404, 9.7616685 45.5745041)",Via Piave,,,
92004313,False,,,unclassified,True,44.583,"LINESTRING (9.7622318 45.5735404, 9.7623811 45.5733435, 9.7625142 45.5731918)",Via Piave,,,
92004471,False,,,unclassified,False,70.083,"LINESTRING (9.7622318 45.5735404, 9.761825 45.5734701, 9.7613534 45.5734025)",Via Trento,,,
209755641,True,,,unclassified,False,174.272,"LINESTRING (9.7697427 45.570847, 9.7709667 45.5695347)",Via Monsignor Piani,,,
148500134,True,,,unclassified,False,114.10700000000001,"LINESTRING (9.7697427 45.570847, 9.769914 45.5710073, 9.7702835 45.5712412, 9.7707474 45.5714503, 9.7708672 45.5714857)",Via Ambrogio da Martinengo,,,
369431129,False,,,unclassified,True,17.967,"LINESTRING (9.7697427 45.570847, 9.7697169 45.5708259, 9.7695925 45.5707243)",Piazza papa Giovanni XXIII,,,
92004303,True,,,unclassified,False,39.474,"LINESTRING (9.7636657 45.5662373, 9.7637058 45.5663172, 9.7637657 45.5663802, 9.7637988 45.5665072, 9.7637881 45.5665723)",,,,
92004310,True,1,SPexSS498,primary,False,26.673000000000002,"LINESTRING (9.7636657 45.5662373, 9.7636444 45.566323, 9.7635913 45.5664713)",,,,
92004302,False,,,unclassified,False,11.044,"LINESTRING (9.765031 45.5692167, 9.7651147 45.5692969)",Via Francesco Balicco,,,
92004302,False,,,unclassified,True,129.216,"LINESTRING (9.765031 45.5692167, 9.764558 45.5686923, 9.7642074 45.5682092)",Via Francesco Balicco,,,
369403291,True,,,unclassified,False,72.523,"LINESTRING (9.765031 45.5692167, 9.7649239 45.569286, 9.7646119 45.5697909)",Via Giacomo Matteotti,,,
92004302,False,,,unclassified,False,129.216,"LINESTRING (9.7642074 45.5682092, 9.764558 45.5686923, 9.765031 45.5692167)",Via Francesco Balicco,,,
92004302,False,,,unclassified,True,60.278999999999996,"LINESTRING (9.7642074 45.5682092, 9.7641182 45.5680765, 9.764029 45.5677915, 9.7640087 45.5676888)",Via Francesco Balicco,,,
369403285,False,,,unclassified,False,38.27,"LINESTRING (9.7642074 45.5682092, 9.7641628 45.5682246, 9.7637437 45.5683227)",Via Torino,,,
92004306,False,,,unclassified,True,52.503,"LINESTRING (9.7717083 45.5686532, 9.7717771 45.5685328, 9.7718891 45.5681994)",Via Isonzo,,,
92004307,False,,,residential,True,120.947,"LINESTRING (9.7717083 45.5686532, 9.7719401 45.5687411, 9.773183 45.5689832)",Via Ezio Zambianchi,,,
369431131,True,,,unclassified,False,61.438,"LINESTRING (9.7717083 45.5686532, 9.771443 45.5685534, 9.7710262 45.5683756)",Via Natale Morzenti,,,
203775369,False,2,,tertiary,True,70.252,"LINESTRING (9.7737652 45.5727764, 9.7734825 45.5733764)",Via Aldo Moro,,,
203775373,True,,,tertiary,False,37.333,"LINESTRING (9.7737652 45.5727764, 9.7737507 45.572685, 9.773721 45.5725468, 9.7737529 45.5724452)",Via Aldo Moro,,,
369431129,False,,,unclassified,False,18.654,"LINESTRING (9.7694339 45.5705986, 9.7695013 45.5706551, 9.7695925 45.5707243)",Piazza papa Giovanni XXIII,,,
"[369431129, 372123451]",False,,,unclassified,True,41.988,"LINESTRING (9.7694339 45.5705986, 9.7693635 45.5705056, 9.7692875 45.5704649, 9.7691453 45.5704151, 9.7690177 45.5703856)","['Piazza papa Giovanni XXIII', 'Via Gabriele Tadino']",,30,
92004313,False,,,unclassified,True,78.941,"LINESTRING (9.7641662 45.5708986, 9.7645691 45.5702471)",Via Piave,,,
92004313,False,,,unclassified,False,94.973,"LINESTRING (9.7641662 45.5708986, 9.7640725 45.5710501, 9.7636736 45.57168)",Via Piave,,,
105742949,False,,,unclassified,False,170.518,"LINESTRING (9.7641662 45.5708986, 9.7629689 45.5707043, 9.7626774 45.57068, 9.7620213 45.5705921)",Via Angelo e Agostino Pinetti,,,
369431146,False,,,residential,False,104.856,"LINESTRING (9.7710262 45.5683756, 9.771373 45.5674644)",Via Seghezzi Don Antonio,,,
369431131,True,,,unclassified,False,61.989999999999995,"LINESTRING (9.7710262 45.5683756, 9.7706617 45.5682301, 9.7703285 45.568107)",Via Natale Morzenti,,,
92004302,False,,,unclassified,True,11.044,"LINESTRING (9.7651147 45.5692969, 9.765031 45.5692167)",Via Francesco Balicco,,,
92004313,False,,,unclassified,False,50.896,"LINESTRING (9.7651147 45.5692969, 9.76518 45.5693685, 9.7651757 45.5694715, 9.7649971 45.5697105)",Via Piave,,,
92004313,False,,,unclassified,True,115.781,"LINESTRING (9.7616685 45.5745041, 9.7622318 45.5735404)",Via Piave,,,
148498530,False,,,unclassified,False,60.102,"LINESTRING (9.7616685 45.5745041, 9.7624022 45.5746726)",Via Michelangelo da Caravaggio,,,
369431145,False,,,residential,False,121.799,"LINESTRING (9.7718891 45.5681994, 9.7734116 45.568452)",Via Guglielmo Marconi,,,
92004306,False,,,unclassified,False,52.503,"LINESTRING (9.7718891 45.5681994, 9.7717771 45.5685328, 9.7717083 45.5686532)",Via Isonzo,,,
92004306,False,,,unclassified,True,72.673,"LINESTRING (9.7718891 45.5681994, 9.7720823 45.5677383, 9.7721473 45.567623, 9.7721729 45.5675773)",Via Isonzo,,,
92004308,False,,,unclassified,False,63.692,"LINESTRING (9.7649971 45.5697105, 9.7650813 45.5697402, 9.7656913 45.5699229, 9.7657513 45.5699176)",Via Antonio Locatelli,,30,
92004313,False,,,unclassified,False,68.493,"LINESTRING (9.7649971 45.5697105, 9.7647499 45.569978, 9.7645691 45.5702471)",Via Piave,,,
92004313,False,,,unclassified,True,50.896,"LINESTRING (9.7649971 45.5697105, 9.7651757 45.5694715, 9.76518 45.5693685, 9.7651147 45.5692969)",Via Piave,,,
346530794,True,,,residential,False,102.45599999999999,"LINESTRING (9.7686547 45.5676858, 9.7685794 45.5675683, 9.7685143 45.5674183, 9.7684818 45.567331, 9.7684791 45.5672133, 9.7684628 45.5668716, 9.7684574 45.5668279, 9.768452 45.5667859)",Via Molino Nuovo,,,
369431131,True,,,unclassified,False,64.413,"LINESTRING (9.7686547 45.5676858, 9.7680427 45.5675937, 9.7678447 45.5675676)",Via Natale Morzenti,,,
112447272,False,,,tertiary,False,50.323,"LINESTRING (9.7733578 45.5737782, 9.7733317 45.5742304)",Via Aldo Moro,,,
203775371,True,,,tertiary,False,19.164,"LINESTRING (9.7733578 45.5737782, 9.7733177 45.5736656, 9.773318 45.5736093)",Via Aldo Moro,,,
92004308,False,,,unclassified,False,17.308,"LINESTRING (9.7672147 45.5703145, 9.7674273 45.5703601)",Via Antonio Locatelli,,30,
92004308,False,,,unclassified,True,122.196,"LINESTRING (9.7672147 45.5703145, 9.7667591 45.5701897, 9.7662051 45.5700515, 9.7657513 45.5699176)",Via Antonio Locatelli,,30,
92004473,False,,,unclassified,True,190.975,"LINESTRING (9.7672147 45.5703145, 9.7673847 45.5698131, 9.7674518 45.5696735, 9.7675512 45.5693815, 9.7676311 45.5690823, 9.7676853 45.5686336)",Via Giorgio Allegreni,,,
105742952,True,,,residential,False,36.663,"LINESTRING (9.7682154 45.5727935, 9.7680861 45.5727955, 9.7677463 45.5727704)",Via Dante Alighieri,,,
209755637,False,,,unclassified,False,12.232,"LINESTRING (9.7682154 45.5727935, 9.7683025 45.5728069, 9.7683689 45.5728171)",Via Dante Alighieri,,,
50135698,False,2,SPexSS498,primary,False,209.038,"LINESTRING (9.7625739 45.5690611, 9.7632498 45.5672417)",Via Trieste,,,
50135698,False,2,SPexSS498,primary,True,169.887,"LINESTRING (9.7625739 45.5690611, 9.7621364 45.5702416, 9.7620599 45.5704774, 9.7620377 45.570542)",Via Trieste,,,
92004470,False,,,unclassified,False,100.304,"LINESTRING (9.7625739 45.5690611, 9.7624998 45.5690507, 9.7623509 45.5690207, 9.7613305 45.5688249)",Via Primo Maggio,,,
92004473,False,,,unclassified,False,12.336,"LINESTRING (9.7676558 45.5685246, 9.7676853 45.5686336)",Via Giorgio Allegreni,,,
92004473,False,,,unclassified,True,107.436,"LINESTRING (9.7676558 45.5685246, 9.7677401 45.5680447, 9.7678447 45.5675676)",Via Giorgio Allegreni,,,
92004470,False,,,unclassified,False,3.141,"LINESTRING (9.7613305 45.5688249, 9.7612918 45.5688169)",Via Primo Maggio,,,
92004470,False,,,unclassified,True,100.30399999999999,"LINESTRING (9.7613305 45.5688249, 9.7623509 45.5690207, 9.7624998 45.5690507, 9.7625739 45.5690611)",Via Primo Maggio,,,
92004473,False,,,unclassified,False,107.436,"LINESTRING (9.7678447 45.5675676, 9.7677401 45.5680447, 9.7676558 45.5685246)",Via Giorgio Allegreni,,,
369431131,True,,,unclassified,False,166.91800000000003,"LINESTRING (9.7678447 45.5675676, 9.7674678 45.567518, 9.7670796 45.5675111, 9.7666324 45.5675593, 9.7663425 45.5676246, 9.7660968 45.5677003, 9.7659865 45.5677657, 9.765909 45.5678405, 9.7658705 45.5678818)",Via Natale Morzenti,,,
50135698,False,2,SPexSS498,primary,True,116.833,"LINESTRING (9.7613534 45.5734025, 9.7611074 45.574439)",Via Trieste,,,
50135698,False,2,SPexSS498,primary,False,314.88,"LINESTRING (9.7613534 45.5734025, 9.7619625 45.5707922, 9.76198 45.5707173, 9.7620172 45.5706094)",Via Trieste,,,
92004471,False,,,unclassified,True,70.083,"LINESTRING (9.7613534 45.5734025, 9.761825 45.5734701, 9.7622318 45.5735404)",Via Trento,,,
105742952,True,,,residential,False,17.434,"LINESTRING (9.7680483 45.5726891, 9.7682154 45.5727935)",Via Dante Alighieri,,,
135415518,False,,,unclassified,False,53.844,"LINESTRING (9.7680483 45.5726891, 9.7679643 45.5726145, 9.7678517 45.5724887, 9.7677122 45.5722686)",Piazza Italia,,,
209755641,True,,,unclassified,False,245.07299999999998,"LINESTRING (9.7680483 45.5726891, 9.7682179 45.5725862, 9.768481 45.5723872, 9.7686846 45.5721595, 9.7691132 45.5716194, 9.7697427 45.570847)",Via Monsignor Piani,,,
92004473,False,,,unclassified,True,12.336,"LINESTRING (9.7676853 45.5686336, 9.7676558 45.5685246)",Via Giorgio Allegreni,,,
